round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_brier,fed_auprc_lift,fed_f1,fed_f1_best_threshold,fed_ece,fed_f1_best,fed_prevalence,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,11.379971726273185,359.02227037608793,3.65056,3.65056,0.9971592150692714,0.19027890060292446,0.25225103543137584,1.667764316600028,0.23394807917589228,0.5096235558829548,0.3896109298291763,0.2725746831513071,0.11474068479355488,0.6188829021687757,0.41676151960608376,0.10146047039961087,0.8908166532787752,0.1453287197231834,0.20456703594845127,0.4908001124858856,0.3858355365843938,0.24994928308110775,0.11389601892395189,0.024628101629708465,2.6391033632680774,0.020279352858890203,0.027504406260727875
2.0,11.160779511178593,332.60174026791697,5.632,5.632,0.5412350858791136,0.22467829136996953,0.24865412369317352,1.9716077884289094,0.2515251370720629,0.5531431918425442,0.3870175454638005,0.30055567136470784,0.11474068479355488,0.6627637502314884,0.3838846290751019,0.08999050691246817,0.7901110834484445,0.13775430967541544,0.2045002711006687,0.48053884506225586,0.3855385150089376,0.2498897014743699,0.11389601892395189,0.017682904112619337,1.184245063457638,,0.017682904112619337
3.0,10.657424565546327,372.79794467438154,7.61344,7.61344,0.5412350858791136,0.23733350141294066,0.25282841736848327,2.0989400127341535,0.25943716225942703,0.5659288645563469,0.3936644266926931,0.3144810266293102,0.11474068479355488,0.6745590358343182,0.4267352591253464,0.10177231868855512,0.8935546619632795,0.0060189165950128975,0.2045002711006687,0.47073686122894287,0.3803643823341956,0.24578412731191673,0.11389601892395189,0.011534038351516545,0.80822076741606,,0.011534038351516545
4.0,10.362763549241134,445.5937864398811,9.59488,9.59488,0.5412350858791136,0.24420968716110808,0.25001631114778783,2.1737715831635684,0.2717878040892552,0.5798059687419811,0.39018657294074816,0.32375180418662786,0.11474068479355488,0.6822564823445414,0.4734675349950247,0.11304037013106105,0.9924874565329439,0.0,0.2045002711006687,0.4603937268257141,0.37669302466513377,0.24285020035754962,0.11389601892395189,0.010055954187390005,0.7322327005676925,,0.010055954187390005
5.0,10.374949156400879,482.98948022688353,11.264,11.264,0.4559241291901578,0.22860000504410793,0.23473775988527304,2.0269606068717616,0.27940466531158864,0.5611547874108572,0.36959485994034796,0.301298253747747,0.11474068479355488,0.6663029553363445,0.4554282502916869,0.10943878166495336,0.9608657326120009,0.0,0.2045002711006687,0.46220266819000244,0.376139403841469,0.24244733958940468,0.11389601892395189,0.016669673754865513,0.7469930807128549,0.016669673754865513,
6.0,10.126637982104087,488.8352867463983,13.24544,13.24544,0.5412350858791136,0.2373627045105537,0.2463827901720094,2.1043016214754022,0.2784975206080852,0.5694428405012608,0.3853256434749921,0.3070719216488257,0.11474068479355488,0.6728581078488648,0.5348973899098092,0.13218865379799224,1.160608202524219,0.0,0.2079324563125859,0.4877795875072479,0.3735703824585676,0.24045914579563823,0.11389601892395189,0.009227444082139427,0.6957142222672701,,0.009227444082139427
7.0,9.82100908264459,512.0140752296624,15.22688,15.22688,0.5412350858791136,0.24434740314324546,0.2380913486442377,2.1671696273191388,0.2928335201566152,0.561470582207134,0.3752260540085887,0.3181189388665072,0.11474068479355488,0.6810028214365635,0.5284754087720367,0.13581782364047534,1.1924720892234222,0.0,0.2045002711006687,0.4803425371646881,0.374731213470861,0.2413157249016755,0.11389601892395189,0.007799576609722205,0.6092691053636372,,0.007799576609722205
8.0,9.382377188668649,602.871023953697,17.20832,17.20832,0.5412350858791136,0.2507111907343681,0.23628909246345103,2.225345177078233,0.3051746687176368,0.5712001743723617,0.3734901078731902,0.32446519444616556,0.11474068479355488,0.6901029988532738,0.5291858959824136,0.13469748253645167,1.1826355636397516,0.0,0.2045002711006687,0.47268906235694885,0.3722108087969136,0.23945021984213652,0.11389601892395189,0.008393955867828146,0.6805929073598236,,0.008393955867828146
9.0,9.081379221274652,673.0698700362075,19.18976,19.18976,0.5412350858791136,0.2597006307372834,0.23456617781570654,2.307050384546692,0.31090920458716303,0.5655534041694704,0.37195537995063105,0.33340062470219134,0.11474068479355488,0.6952702291302321,0.3988142223840153,0.09201063967252412,0.8078477241066645,0.0,0.2045002711006687,0.46696022152900696,0.3735516128167334,0.24067703424115738,0.11389601892395189,0.007884695156238342,0.6635672791162506,,0.007884695156238342
10.0,9.790659730004673,674.7989762044477,22.84032,22.84032,0.9971592150692714,0.23060558079424043,0.24022954262766635,2.03880713190407,0.2753378482755189,0.5938237353067654,0.37648849151765956,0.30060637400150986,0.11474068479355488,0.6656527309296146,0.4268845348538183,0.09927548891527693,0.8716326510197249,0.0,0.2045002711006687,0.47180941700935364,0.3736080590213117,0.24065902246535376,0.11389601892395189,0.008709696432179484,1.1827962427632883,0.012724032667745206,0.006484430307823622
