round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_prevalence,fed_auprc_lift,fed_brier,fed_f1_best,fed_f1,fed_f1_best_threshold,fed_auprc,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
33.0,9.361218304494207,705.6175579505724,43.80672,43.80672,0.9971592150692714,0.3753317683306662,0.10991501416430595,2.0937325371575928,0.23521399741612237,0.30974341358617,0.2842199605528895,0.5860656568547783,0.22531288149636264,0.6805732139151153,0.40277107706773935,0.0922298144017927,0.8097720646704459,0.20426263631838545,0.20450951154489178,0.4749683141708374,0.3994727929283193,0.2608287599947468,0.11389601892395189,0.006185441824610961,1.1504673914751038,0.004861870498005571,0.007243578465426779
34.0,9.514438066113321,668.4569275592305,43.80672,43.80672,0.0,0.3782915742959397,0.10991501416430595,2.1911864522893123,0.23668084078807466,0.3162927104468059,0.29152256519138403,0.589437309673908,0.2350261389612947,0.6870942943727091,0.40277107706773935,0.0922298144017927,0.8097720646704459,0.20426263631838545,0.20450951154489178,0.4749683141708374,0.3994727929283193,0.2608287599947468,0.11389601892395189,0.0,0.0,,
35.0,9.054742843946999,641.0731999880779,43.80672,43.80672,0.0,0.380762438350854,0.10991501416430595,2.2507292134403514,0.2382747005740379,0.32378125283489384,0.2962461873406326,0.5763621290843743,0.23970360700549428,0.692735548915578,0.40277107706773935,0.0922298144017927,0.8097720646704459,0.20426263631838545,0.20450951154489178,0.4749683141708374,0.3994727929283193,0.2608287599947468,0.11389601892395189,0.0,0.0,,
36.0,8.668269513624562,607.7839297380333,43.80672,43.80672,0.0,0.36973336331304757,0.10991501416430595,2.3520407283264175,0.22938376673501656,0.3376761476692973,0.30733334611296553,0.5318502342321979,0.2486989450113743,0.6972769429241279,0.40277107706773935,0.0922298144017927,0.8097720646704459,0.20426263631838545,0.20450951154489178,0.4749683141708374,0.3994727929283193,0.2608287599947468,0.11389601892395189,0.0,0.0,,
37.0,9.40397486858178,702.2681543201641,47.45728,47.45728,0.9971592150692714,0.377363019562533,0.10991501416430595,2.0786444668927824,0.2368917564567556,0.3122668282075908,0.2780551133242138,0.5829586787534502,0.2242625720914037,0.6816407939972786,0.36701787729638025,0.0834135415634589,0.7323657345666659,0.2028798822284584,0.20451359052055537,0.49294203519821167,0.3986100006087916,0.26048812267341104,0.11389601892395189,0.005983503971992306,1.1591988712898456,0.0050706818886613395,0.006722618006411708
38.0,9.51425905741917,733.7744136829764,47.45728,47.45728,0.0,0.37434158104562437,0.10991501416430595,2.157250681365392,0.23362424213243255,0.3176535118971942,0.2945396823333861,0.5634308580429929,0.23180147472569626,0.6884570460943249,0.36701787729638025,0.0834135415634589,0.7323657345666659,0.2028798822284584,0.20451359052055537,0.49294203519821167,0.3986100006087916,0.26048812267341104,0.11389601892395189,0.0,0.0,,
39.0,8.98310946028842,780.9940605579802,47.45728,47.45728,0.0,0.386781517889727,0.10991501416430595,2.2709455246256507,0.243191983198118,0.3304006761781796,0.2926184227221276,0.5970103562853791,0.24355135938465028,0.6966654738168147,0.36701787729638025,0.0834135415634589,0.7323657345666659,0.2028798822284584,0.20451359052055537,0.49294203519821167,0.3986100006087916,0.26048812267341104,0.11389601892395189,0.0,0.0,,
40.0,8.52647184061947,768.320548412996,47.45728,47.45728,0.0,0.37813662885681504,0.10991501416430595,2.3529536570092535,0.23559966905715796,0.33605965926803216,0.30569232600874485,0.586251017838707,0.25169223850680417,0.7057125729004222,0.36701787729638025,0.0834135415634589,0.7323657345666659,0.2028798822284584,0.20451359052055537,0.49294203519821167,0.3986100006087916,0.26048812267341104,0.11389601892395189,0.0,0.0,,
41.0,9.475524790531406,809.6254418071607,51.10784,51.10784,0.9971592150692714,0.38455006476464726,0.10991501416430595,2.0663326880186927,0.24247695107465447,0.312770886255133,0.27502253518854375,0.5914662414445868,0.22323277915899972,0.6819707390234847,0.3558176547594624,0.08194688707218505,0.7194885988675407,0.20306018987925153,0.20450951154489178,0.4350130558013916,0.4011197527726635,0.26290897610155284,0.11389601892395189,0.0051124124376094255,1.0325320764095522,0.004215658662283063,0.005852810832574163
42.0,9.396417741240022,797.7419235703152,51.10784,51.10784,0.0,0.3752114452241087,0.10991501416430595,2.173153802183868,0.23411720895783536,0.32315167281764456,0.29952740930606137,0.5752271446935554,0.23391961698006092,0.6915675024019272,0.3558176547594624,0.08194688707218505,0.7194885988675407,0.20306018987925153,0.20450951154489178,0.4350130558013916,0.4011197527726635,0.26290897610155284,0.11389601892395189,0.0,0.0,,
