round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_brier,fed_f1,fed_f1_best_threshold,fed_auroc,fed_auprc_lift,fed_ece,fed_auprc,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
50.0,0.6692901663776807,3.2810320904633756,183.048,183.048,1.0,0.3717577658661778,0.20271817595091307,0.31745421135948276,0.6033119436828016,0.7369469522260349,3.0352015820804,0.3244396020725048,0.3431213902785756,0.11373363544813696,0.6552742158111146,0.21658467441619114,1.9016000424106503,0.27247776923921396,0.27944051737103326,0.5601872205734253,0.3234384972298329,0.21252912583669314,0.11389601892395189,0.002017874041842227,1.7774611534732685,0.0008946550389703226,0.0033087962735305187,0.0041746529043816365
51.0,0.6679169835144008,3.4502756635564054,186.70896,186.70896,1.0,0.3750443164922406,0.20079017700385587,0.32049387120914963,0.59106419131081,0.7392898446090032,3.0463588265642563,0.32133595609770715,0.34485730236920137,0.11373363544813696,0.6566877735058886,0.21804990896523088,1.9144647111048043,0.2725651883218186,0.2799768852932678,0.5485324263572693,0.3207100283401189,0.21073455493928975,0.11389601892395189,0.001932701710777281,1.7400708532477438,0.000829986355072044,0.0031936883517763074,0.005593815464209575
52.0,0.6714035767938052,3.8069846447638414,190.36992,190.36992,1.0,0.38304614144264154,0.19772744628317107,0.32289442416857034,0.5797006346075256,0.7407652252458626,3.0856356677254153,0.3165665843864208,0.3495168315819789,0.11373363544813696,0.6547887653693762,0.2143769739305229,1.882216568725391,0.2753054590292568,0.2757452574525745,0.5013910531997681,0.3155634153738088,0.20788997516579255,0.11389601892395189,0.0020180128143842376,1.8597020369743404,0.0008343889036316652,0.0033660929492249003,0.004443860014297817
53.0,0.6660236058341871,3.6975665739138277,194.03088,194.03088,1.0,0.38097619865728644,0.19986060528616556,0.32005049984914624,0.5849494394646492,0.7401870342233805,3.084441417166819,0.3201064262787593,0.3498985730220996,0.11373363544813696,0.6508498187532883,0.2113477590189437,1.8556202492034433,0.2735723771580345,0.27444830290131067,0.5022537112236023,0.3185728005138769,0.2105806361789636,0.11389601892395189,0.0018367654986404006,1.7311789376990419,0.0007814075484868753,0.0030317331622089416,0.004349498290797749
54.0,0.6721836700364819,4.42130913904732,197.69184,197.69184,1.0,0.3821504349358799,0.19257312645752359,0.3314746047139136,0.5866691868448365,0.7422916833435405,3.0878367811925194,0.3093854227664989,0.35030312847119266,0.11373363544813696,0.6514149456641367,0.21513412006713462,1.8888642649641616,0.27306449682900563,0.27743751034596925,0.5687859654426575,0.3082476362813501,0.20403485703222982,0.11389601892395189,0.0017934294008174236,1.7270347289177153,0.0007782641338977321,0.0029386247020190114,0.004657025234492939
55.0,0.6691119353980324,3.7220508554220695,201.3528,201.3528,1.0,0.3812513061341411,0.19501432159497104,0.32779381620788983,0.585478714521888,0.7434861729567933,3.1139757899775136,0.31356656963914503,0.3534643782690142,0.11373363544813696,0.6502614000600064,0.21266315692373683,1.8671693614307234,0.27108503049131283,0.27524308152580407,0.5489147901535034,0.31241956629131945,0.20614893057914893,0.11389601892395189,0.0017844655096681625,1.7533297791560472,0.0007791168297835788,0.0029197055786621307,0.0037853834054277914
56.0,0.6727037046332709,4.465559742117206,205.01376,205.01376,1.0,0.3857124325993822,0.20151531733152075,0.3222976679545629,0.6071601835269884,0.7438212302434644,3.1567679672635975,0.322712704304209,0.35834651356294067,0.11373363544813696,0.6519372663950931,0.21445000822481547,1.882857805311029,0.26966536288570186,0.27827233761951864,0.5846898555755615,0.32135161722815736,0.21291403219663285,0.11389601892395189,0.0017216727374975733,1.7253149275602482,0.0007499603200176443,0.0028159135239211176,0.004370754890644397
57.0,0.6842506025774078,4.329032083863657,208.67472,208.67472,1.0,0.3867041019342525,0.190545200238679,0.33243036057089714,0.5880930024496499,0.7458429150320911,3.1618453093707664,0.30521514748724327,0.35811788369432945,0.11373363544813696,0.6519189190966462,0.21661543766274144,1.9018701418122004,0.2719812426729191,0.2754641244355243,0.5130347609519958,0.3035577001175567,0.20214966258176012,0.11389601892395189,0.0016715480722589975,1.71021636754449,0.0007609895298325942,0.002693760061434683,0.004097778398363231
58.0,0.6857655506416321,4.971234834054498,212.33568,212.33568,1.0,0.3885953571823822,0.19694342489583666,0.3297485917598716,0.5954342162262832,0.7477558943739937,3.223311452605889,0.31346689967743363,0.36477356951778056,0.11373363544813696,0.6501414774991593,0.2129318553660434,1.8695285171312046,0.26851134477033756,0.27316403568977354,0.5927131772041321,0.3119669745793542,0.2095296592082082,0.11389601892395189,0.0016722129825388857,1.7476542364911438,0.0007189030599216324,0.0027370260247676637,0.004641045838938338
59.0,0.6805865913113075,5.049344893033077,215.99664,215.99664,1.0,0.38518588603830434,0.1933340589810329,0.3340499451421528,0.5923976358588998,0.7466761409802455,3.2263644242654084,0.3106378658527697,0.365592616814387,0.11373363544813696,0.6479756931175142,0.21073587305925343,1.8502479283315538,0.271415270018622,0.2733333333333334,0.5268754363059998,0.3101177525031875,0.20562634133092692,0.11389601892395189,0.0016718326000171792,1.7842480686449562,0.0007606679605008184,0.0026858871220090267,0.0039324015535508365
60.0,0.6743681922242312,3.977758351329127,219.6576,219.6576,1.0,0.3865684347466636,0.19157270389215145,0.33380392241776435,0.5850437527723152,0.7469012019347236,3.2095350361279658,0.30793766167458697,0.36457565150308563,0.11373363544813696,0.6483979068719242,0.21345169883506132,1.8740927106291796,0.27216981132075474,0.27694267515923565,0.514752984046936,0.3071062579916606,0.2039357857331203,0.11389601892395189,0.001548452293096326,1.687572399929195,0.0006949242409474926,0.002495986956509423,0.004294979125027164
