round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_f1,fed_brier,fed_ece,fed_auprc,fed_auroc,fed_f1_best_threshold,fed_auprc_lift,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
17.0,0.6233591001745578,0.4807550808118258,32.85504,32.85504,0.0,0.11524420946626386,0.3080061353596619,0.2074596830562153,0.329744505208297,0.28484963415999465,0.7064171999478568,0.5826393807661407,2.4876564929345437,0.3330577701387401,0.4989970352673226,0.13649454324779772,1.1984136455106023,0.03329065300896287,0.2046204620462046,0.47105881571769714,0.36729691598152464,0.23574257557841058,0.11389601892395189,0.0,0.0,,
18.0,0.610486773871592,0.5516727045319553,34.83648,34.83648,0.5412350858791136,0.11524420946626386,0.311902188085337,0.20902489437457678,0.33460102408274645,0.2978784225929168,0.7171082035031611,0.5680843625435267,2.6086053698028606,0.3477644065706978,0.5814699740060696,0.18179992177149495,1.5961920661413316,0.0661494487545937,0.22318040703690928,0.4832053780555725,0.36635457055546733,0.23473138472677224,0.11389601892395189,0.010975481624378315,1.156564028467983,,0.010975481624378315
19.0,0.6371010031425283,0.5866616467715102,36.5056,36.5056,0.4559241291901578,0.11524420946626386,0.2914901905175056,0.20951949428466382,0.32856542673519995,0.25756523215483706,0.6818002743458765,0.5660119903332967,2.244780938887671,0.3147353822706667,0.5728029210505459,0.17868922258560377,1.5688803197319316,0.05930807248764415,0.21740323908866316,0.47997283935546875,0.36663006270013987,0.23497064622945119,0.11389601892395189,0.0067590294268926425,0.5789271485991776,0.0067590294268926425,
20.0,0.6356780747579576,0.5722635986997476,38.48704,38.48704,0.5412350858791136,0.11524420946626386,0.2991800042883961,0.21810721338104547,0.3483701466103455,0.2762480392562514,0.6991267803119771,0.5545549261789818,2.413408031299449,0.33094238691604266,0.5300919412992868,0.16055114213625776,1.4096290954950532,0.07510986815821015,0.20454648167397296,0.4709164798259735,0.36852129272236495,0.23645801006896297,0.11389601892395189,0.008083035415591685,0.8981911630835384,,0.008083035415591685
21.0,0.6176807291069911,0.5663835069020838,38.48704,38.48704,0.0,0.11524420946626386,0.3107058370658385,0.1991269477665721,0.31426308592893964,0.2886286502717027,0.7105721872085535,0.587889482215617,2.5339464114026105,0.339896149132841,0.5300919412992868,0.16055114213625776,1.4096290954950532,0.07510986815821015,0.20454648167397296,0.4709164798259735,0.36852129272236495,0.23645801006896297,0.11389601892395189,0.0,0.0,,
22.0,0.5967582888193338,0.5979904086882526,40.46848,40.46848,0.5412350858791136,0.11524420946626386,0.3220353133417525,0.1985252805225812,0.31836264469137476,0.3068353856331288,0.724103311401961,0.5860969380767264,2.689094414020095,0.35502106999308836,0.550929829037815,0.1643465478412462,1.4429525227829079,0.0640194489465154,0.20809516452958443,0.4804832637310028,0.36801261608977043,0.2360686060995366,0.11389601892395189,0.009312330191080876,1.0932828790973872,,0.009312330191080876
23.0,0.6402715714140998,0.8074885000284882,42.1376,42.1376,0.4559241291901578,0.11524420946626386,0.2901408467076133,0.2130635826766816,0.3359653912857456,0.2640557100115472,0.686511249495754,0.5579537105993233,2.302683851050445,0.32106923822352884,0.543348328756883,0.16181775918142585,1.4207499147926426,0.045662100456621,0.20495720795820832,0.4820330739021301,0.36772085601391075,0.2358918591737522,0.11389601892395189,0.006386901133721709,0.5837293886579573,0.006386901133721709,
24.0,0.633589606308852,0.6927869243662576,44.11904,44.11904,0.5412350858791136,0.11524420946626386,0.29716838223628494,0.21621785685840822,0.34367920282064246,0.27970014432693413,0.7010602724604262,0.5735360044040619,2.4385887329285043,0.33595911454033034,0.6323691572827304,0.20788418718936869,1.8252103028128883,0.050413223140495865,0.2696225284601558,0.4818565845489502,0.3642365307064312,0.23302682773516287,0.11389601892395189,0.006860470655850505,0.8489978278521448,,0.006860470655850505
25.0,0.6318844525203888,0.7525913033534415,45.78816,45.78816,0.4559241291901578,0.11524420946626386,0.2943916513689952,0.21174902377879182,0.33250110206983924,0.2671956072465462,0.6883197938689066,0.5828399425175527,2.3289591381389716,0.32254458641289385,0.6305594384953629,0.20752781550690444,1.8220813814877084,0.052152317880794705,0.263395375070502,0.47942131757736206,0.3641929212481202,0.23300599559016058,0.11389601892395189,0.005483906168676166,0.5349498640280217,0.005483906168676166,
26.0,0.6326425056990967,0.6932141860325508,47.7696,47.7696,0.5412350858791136,0.11524420946626386,0.29850018301205233,0.2154770564835679,0.34369364269321634,0.2815987407001846,0.703689650018194,0.5587552377817193,2.453980361191639,0.3322582462881513,0.6270582544043932,0.20618249157511315,1.8102695205947517,0.076,0.2592732778198335,0.48114076256752014,0.36466190517863667,0.23332969061226896,0.11389601892395189,0.006588820665898616,0.8453120531048626,,0.006588820665898616
27.0,0.6084431550744374,0.7294292284862104,47.7696,47.7696,0.0,0.11524420946626386,0.3187747369080708,0.20194824116233134,0.3229541539565438,0.2977044124905094,0.7165866520712146,0.5683091506905937,2.6020208635423345,0.3441301078531779,0.6270582544043932,0.20618249157511315,1.8102695205947517,0.076,0.2592732778198335,0.48114076256752014,0.36466190517863667,0.23332969061226896,0.11389601892395189,0.0,0.0,,
28.0,0.5944511828626766,0.8965172802134875,49.75104,49.75104,0.5412350858791136,0.11524420946626386,0.3220261237142181,0.20780788115816526,0.33187459484742743,0.3094127493147352,0.7284534757037657,0.58696070476271,2.709902724286147,0.3574595033785826,0.5662156385344268,0.19096685781734607,1.676677197513411,0.11292156119742326,0.24525185796862098,0.4832621216773987,0.36571869375457444,0.2341132479936645,0.11389601892395189,0.007781079346434498,1.0543613289482892,,0.007781079346434498
29.0,0.6378039371800988,1.0112540146860136,51.42016,51.42016,0.4559241291901578,0.11524420946626386,0.30124328902474234,0.20610636877029895,0.3236466601607273,0.26960797922923474,0.6904453221171798,0.5619677376369726,2.3512385744145226,0.32205208965795623,0.5535107618325392,0.18616906307133602,1.6345528564579652,0.0932601880877743,0.2373318592224065,0.48178598284721375,0.36541541756576384,0.2339844223773139,0.11389601892395189,0.005225744324149329,0.5449645323678851,0.005225744324149329,
30.0,0.6329707425323292,0.8845607594460251,53.4016,53.4016,0.5412350858791136,0.11524420946626386,0.302416635264982,0.21691095781562125,0.3456545572952777,0.28320307802119316,0.7088766123313609,0.5821059807320946,2.4679384195848857,0.3374070233132301,0.6009610671330913,0.19906503556595784,1.7477786971542273,0.05596707818930041,0.252891902672517,0.48070573806762695,0.3645433338678767,0.23334185243226882,0.11389601892395189,0.00634101228381483,0.9009051442262717,,0.00634101228381483
31.0,0.6086510444755042,0.8612764280742677,53.4016,53.4016,0.0,0.11524420946626386,0.3141230918370714,0.2067610100522431,0.3268495147002147,0.300047146900436,0.7212762633931962,0.5982575213681054,2.6299394018871944,0.35407241679821977,0.6009610671330913,0.19906503556595784,1.7477786971542273,0.05596707818930041,0.252891902672517,0.48070573806762695,0.3645433338678767,0.23334185243226882,0.11389601892395189,0.0,0.0,,
32.0,0.5934359508046256,1.0193107804585413,55.38304,55.38304,0.5412350858791136,0.11524420946626386,0.3254926340686681,0.19540994998532768,0.3093675822823266,0.31470754845142396,0.733708029168775,0.569906776992291,2.7698465385819113,0.3603828744874945,0.6438387789001951,0.21575234335849786,1.894292227216082,0.13153087321885276,0.27483576886982175,0.4798985719680786,0.36576860904021635,0.23391968889597273,0.11389601892395189,0.006755303058998893,1.0050645566079766,,0.006755303058998893
33.0,0.6332419833769957,1.3195822984297931,57.05216,57.05216,0.4559241291901578,0.11524420946626386,0.2971893439622097,0.2108438020503252,0.33332819965882454,0.27034997297812735,0.6927604355282214,0.5663470308946339,2.344368694123452,0.3250787543527136,0.6451296280558354,0.216171404353448,1.8979715568266275,0.11902071563088512,0.2724830093251146,0.4813210070133209,0.3658296513211847,0.23400426557066828,0.11389601892395189,0.005116867068750889,0.5665102615021169,0.005116867068750889,
34.0,0.63333221855038,1.2015759123249583,59.0336,59.0336,0.5412350858791136,0.11524420946626386,0.31139806810102016,0.20153503352845503,0.3227479768229259,0.2915597905744431,0.7109658369065115,0.5565002230760405,2.5431461246240157,0.3396989179900275,0.6500687157779589,0.21762281076940437,1.910714815367784,0.10485436893203884,0.2750170183798502,0.4804079830646515,0.36350047832088755,0.23223831118098545,0.11389601892395189,0.006861212712917582,1.0658376988722011,,0.006861212712917582
35.0,0.6070566312160077,0.9976820580351043,59.0336,59.0336,0.0,0.11524420946626386,0.3278937987704833,0.20394955980308674,0.32668340669530216,0.30826882575838316,0.7289613047147524,0.5680209854139392,2.705513740636129,0.3550367232527826,0.6500687157779589,0.21762281076940437,1.910714815367784,0.10485436893203884,0.2750170183798502,0.4804079830646515,0.36350047832088755,0.23223831118098545,0.11389601892395189,0.0,0.0,,
36.0,0.5885613119176674,1.3046147489090827,61.01504,61.01504,0.5412350858791136,0.11524420946626386,0.32853628721955813,0.20684105179346068,0.33048980995093524,0.3243619039395931,0.7392186962908389,0.606949112795421,2.8487475299789717,0.36838468809330555,0.6435953446353027,0.21423934741408995,1.8810082164253439,0.072992700729927,0.2793278376664553,0.47650668025016785,0.3596790663470883,0.22941860771906775,0.11389601892395189,0.007364804793151293,1.188096945406869,,0.007364804793151293
37.0,0.6348173116444379,1.4599818647534986,62.68416,62.68416,0.4559241291901578,0.11524420946626386,0.3005383218465417,0.20608637780950434,0.3276536266829372,0.27496482263340727,0.6968419270440862,0.5675490533038297,2.3931092875932074,0.3302973729091566,0.6470370694239184,0.2143884247427466,1.882317106148313,0.05488565488565489,0.27674117864400516,0.4779570698738098,0.35956515732910194,0.2293997483964375,0.11389601892395189,0.0044034331177178875,0.5169972069561481,0.0044034331177178875,
38.0,0.6321208760901772,1.1293187951323023,64.6656,64.6656,0.5412350858791136,0.11524420946626386,0.3010195396532885,0.21717920915156372,0.3453489322170359,0.29262713222236153,0.7148316820962676,0.6023916364886608,2.560733950515147,0.3457377983757762,0.6547260055612143,0.218865074152205,1.921621811016421,0.1103448275862069,0.2791411042944785,0.47796326875686646,0.36165053718366885,0.2307717942147082,0.11389601892395189,0.005480676473628969,0.9189111470477656,,0.005480676473628969
39.0,0.6056003684888058,1.0304576373394383,64.6656,64.6656,0.0,0.11524420946626386,0.3265932850330727,0.20266751388998308,0.3264040887189886,0.3138686910028506,0.7331052688579128,0.5686955856176213,2.7517803464331854,0.35592721709531255,0.6547260055612143,0.218865074152205,1.921621811016421,0.1103448275862069,0.2791411042944785,0.47796326875686646,0.36165053718366885,0.2307717942147082,0.11389601892395189,0.0,0.0,,
40.0,0.5837804521148124,1.0849600934800228,66.64704,66.64704,0.5412350858791136,0.11524420946626386,0.33761201107899746,0.19896996964505756,0.31991450530288157,0.3294467257506515,0.744196479319721,0.5945928875837111,2.902603979102376,0.3700220366654956,0.6550864383646979,0.22024049258575246,1.9336978997730072,0.12848124767916821,0.27971360381861576,0.480417400598526,0.36411985013246045,0.23259770162373114,0.11389601892395189,0.006001322878271116,1.0489180409349501,,0.006001322878271116
41.0,0.6397144203115368,1.585421639442497,68.31616,68.31616,0.4559241291901578,0.11524420946626386,0.29636421330296153,0.21497769224649071,0.3399682608944803,0.28014199664161443,0.7008352415863971,0.5886552255968343,2.438864507223252,0.3336520639485797,0.6524005168566998,0.22117390877899085,1.9418932362040517,0.13303932377802277,0.28170426065162907,0.48121097683906555,0.364250100797721,0.23267917870183083,0.11389601892395189,0.004051137999690861,0.5016335383988917,0.004051137999690861,
42.0,0.6319647022657416,1.3921716366754446,70.2976,70.2976,0.5412350858791136,0.11524420946626386,0.3062730167615948,0.21659027573366213,0.34447907929441535,0.2950652557579023,0.7187214070051396,0.5683872753778644,2.568265101633747,0.34408371258063297,0.6499283627096756,0.2203249100277212,1.9344390796910262,0.14311528731478135,0.28153191489361706,0.48184657096862793,0.3648225664372497,0.23311833488579758,0.11389601892395189,0.005229127293334091,0.949175319634378,,0.005229127293334091
43.0,0.6048055345706125,1.4208690958908057,70.2976,70.2976,0.0,0.11524420946626386,0.323954283920943,0.20495572277857224,0.3292432382095707,0.32143729420372963,0.7353776843317852,0.5693943634861846,2.8180218994971438,0.358779073204307,0.6499283627096756,0.2203249100277212,1.9344390796910262,0.14311528731478135,0.28153191489361706,0.48184657096862793,0.3648225664372497,0.23311833488579758,0.11389601892395189,0.0,0.0,,
44.0,0.5820898218157652,1.2953360056865106,72.27904,72.27904,0.5412350858791136,0.11524420946626386,0.3258816516963855,0.19961034677090086,0.31977415995091385,0.33217089247364223,0.7451558326840998,0.576475669418847,2.9310453349747334,0.37582152273303204,0.6397355976091588,0.21688399019837756,1.9042280164611416,0.14078374455732948,0.276796861066524,0.4822942316532135,0.3652211258285292,0.23346436329220926,0.11389601892395189,0.00562810551017385,1.068015182390809,,0.00562810551017385
45.0,0.6383374801512003,2.009495110588081,73.94816,73.94816,0.4559241291901578,0.11524420946626386,0.30672147025432683,0.20298146941644676,0.322497579276673,0.2802345483832124,0.7022933860570224,0.5510908705027622,2.431396945814429,0.3302685186273784,0.6423434615273215,0.21823289415469907,1.9160713097479962,0.1296978629329403,0.27654671157596167,0.48172134160995483,0.3650031500871471,0.23330980920045408,0.11389601892395189,0.003790171425208741,0.4960179522167891,0.003790171425208741,
46.0,0.6417606331261163,1.72996234611516,75.9296,75.9296,0.5412350858791136,0.11524420946626386,0.30361041544799156,0.2245291216588697,0.35684128056229836,0.3021896604644416,0.720600324118042,0.6062565408628302,2.632358474886823,0.34945010472357213,0.6492916286271869,0.21999365768870235,1.9315307046472943,0.1410669530970283,0.2816722301700842,0.4805574119091034,0.3640887613814048,0.23250655720574037,0.11389601892395189,0.004794548566296568,0.9454568587243557,,0.004794548566296568
47.0,0.6021648286117356,1.1153421039604685,75.9296,75.9296,0.0,0.11524420946626386,0.31795273640519484,0.21431161101713647,0.3424390623748267,0.32275599276746336,0.737827702093731,0.5967759907767101,2.831835478320681,0.36765424990632695,0.6492916286271869,0.21999365768870235,1.9315307046472943,0.1410669530970283,0.2816722301700842,0.4805574119091034,0.3640887613814048,0.23250655720574037,0.11389601892395189,0.0,0.0,,
48.0,0.5787942022834246,1.2914400119680207,77.91104,77.91104,0.5412350858791136,0.11524420946626386,0.3317250238393277,0.2024784299668033,0.3244282298178272,0.33543773242913183,0.7474811833437611,0.6104812066503102,2.9557896334762597,0.3758627460880218,0.6420367654761971,0.2179609420900279,1.9136835874444384,0.16473791695030632,0.2774108322324967,0.48190605640411377,0.36563882921385094,0.2336595909519189,0.11389601892395189,0.004634015131212746,0.9483714249217883,,0.004634015131212746
49.0,0.6441058533554147,2.218014628462348,79.58016,79.58016,0.4559241291901578,0.11524420946626386,0.30337405748281987,0.20647852111241197,0.32697398223745416,0.2822232003261574,0.7031560555004094,0.5895461643532984,2.4576624289085354,0.33431371542863,0.6351167342471375,0.2151681911592227,1.8891634070448942,0.1649763353617309,0.2736135528208406,0.48228615522384644,0.36601621737369283,0.2339630894631882,0.11389601892395189,0.003502895565056563,0.4838102136272937,0.003502895565056563,
50.0,0.637187700934773,2.0637492101007497,81.5616,81.5616,0.5412350858791136,0.11524420946626386,0.317683712466322,0.2054535689284198,0.3289365608270362,0.30604213770141353,0.725402236349599,0.5681724364701413,2.6787173453405377,0.3512161211264462,0.6172414457791651,0.20994446996674493,1.8432994581393083,0.15603328710124825,0.2673069227691076,0.4842899441719055,0.36599583767597843,0.23405938488537012,0.11389601892395189,0.004593456817919057,0.9719218232203275,,0.004593456817919057
51.0,0.6030870744417155,2.58639725247539,81.5616,81.5616,0.0,0.11524420946626386,0.3217032367180948,0.2055581784259407,0.3273979126812705,0.3214516448173148,0.7350153680560741,0.5926144016251973,2.830988380920036,0.3633910430274645,0.6172414457791651,0.20994446996674493,1.8432994581393083,0.15603328710124825,0.2673069227691076,0.4842899441719055,0.36599583767597843,0.23405938488537012,0.11389601892395189,0.0,0.0,,
52.0,0.5713508030829766,1.4390599950121392,83.54304,83.54304,0.5412350858791136,0.11524420946626386,0.3288929705623734,0.20513876874607745,0.33076647188441116,0.3390581701028024,0.7507658551713599,0.5890005105958214,3.0043722446236125,0.37838211573095204,0.6393947795987478,0.21356373809101564,1.8750764083651743,0.14584070796460177,0.2747307373653687,0.48130276799201965,0.3651825842214666,0.2334043894489471,0.11389601892395189,0.005066913861576752,1.1149248213041574,,0.005066913861576752
53.0,0.6434132985959515,2.050153696440727,85.21216,85.21216,0.4559241291901578,0.11524420946626386,0.2993966652547477,0.20771724237370767,0.32273233387352285,0.28430793465044996,0.7019448533303497,0.5771399120287172,2.4784288966822894,0.33306142879524453,0.6357726689907917,0.21362689233409837,1.8756308987124173,0.1480701754385965,0.27245949926362295,0.4825630486011505,0.3650155512386266,0.23327110944485965,0.11389601892395189,0.003270352008165757,0.47505306266248226,0.003270352008165757,
54.0,0.6340653505110069,2.2333347329021445,87.1936,87.1936,0.5412350858791136,0.11524420946626386,0.31150653036619386,0.2183820904685177,0.3483383112550853,0.3008674419954188,0.7245991648529324,0.589966269393807,2.6219940008518625,0.3528969411556263,0.6261552460548414,0.21323429745804473,1.8721839399884626,0.1768976897689769,0.2749354005167959,0.4824400544166565,0.366152791312095,0.23404161235716506,0.11389601892395189,0.0042349671945162435,0.9574280785163864,,0.0042349671945162435
55.0,0.6012886236522387,1.434453722241011,87.1936,87.1936,0.0,0.11524420946626386,0.3276320886842491,0.20286963292758384,0.32567155078102683,0.32501195310498354,0.7413685791987911,0.5964902452655579,2.8527969372995337,0.3673424755894966,0.6261552460548414,0.21323429745804473,1.8721839399884626,0.1768976897689769,0.2749354005167959,0.4824400544166565,0.366152791312095,0.23404161235716506,0.11389601892395189,0.0,0.0,,
56.0,0.5722087286954103,1.241469032183579,89.17504,89.17504,0.5412350858791136,0.11524420946626386,0.33703551312779145,0.2049591106621636,0.3306472681683794,0.3425993760764677,0.7551986531840305,0.6111986467132697,3.022078929000598,0.3827196109948155,0.6299308490070548,0.21490268230426565,1.8868322557240187,0.19513735396274076,0.2773553719008265,0.481647253036499,0.3658975772231531,0.23374639104491757,0.11389601892395189,0.004450428629542274,1.0374306275043637,,0.004450428629542274
57.0,0.6470958027733488,3.1300455239288807,90.84416,90.84416,0.4559241291901578,0.11524420946626386,0.3028323503765667,0.21455062052796733,0.34033886397495355,0.2862038196467082,0.7084163259779178,0.5794073088377835,2.4839228787488348,0.3397791180268263,0.6294743626999373,0.21580960498891494,1.894794980788666,0.19146919431279621,0.27817977166747065,0.48143038153648376,0.36601874991712163,0.23382908963111793,0.11389601892395189,0.002992080120098297,0.45631996099837124,0.002992080120098297,
58.0,0.6378930529237656,1.9236201592589282,92.8256,92.8256,0.5412350858791136,0.11524420946626386,0.31555999527060774,0.21167107168435426,0.3393287078090321,0.30893341261540147,0.7288583440606203,0.5940328440371028,2.6916907478776864,0.3599748970843953,0.6201400051974808,0.2115376559260747,1.857287532300123,0.14240170031880978,0.2752596011208175,0.4810083508491516,0.3651363768838085,0.23339760683198466,0.11389601892395189,0.0038143852188274804,0.9173803094308823,,0.0038143852188274804
59.0,0.604224175866535,1.4556814278338963,92.8256,92.8256,0.0,0.11524420946626386,0.33555751758772895,0.19336467046826747,0.3099644903380938,0.3261466068786471,0.7459967622148079,0.5921375708671405,2.8464254360995462,0.3720127070546445,0.6201400051974808,0.2115376559260747,1.857287532300123,0.14240170031880978,0.2752596011208175,0.4810083508491516,0.3651363768838085,0.23339760683198466,0.11389601892395189,0.0,0.0,,
60.0,0.5830472436178862,1.801705740619545,94.80704,94.80704,0.5412350858791136,0.11524420946626386,0.3382890734453366,0.1949676504302713,0.31427098010545945,0.3394542838307149,0.7560496830451064,0.5890895041495501,2.9774078817767102,0.38112069727377984,0.6266045540755625,0.2143500376884645,1.8819800701865228,0.17025505134150382,0.27575221238938047,0.4827503263950348,0.3656231094375039,0.23360256923201075,0.11389601892395189,0.0042168190363227175,1.0454719526460394,,0.0042168190363227175
