round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_f1_best,fed_f1,fed_prevalence,fed_f1_best_threshold,fed_auprc,fed_auprc_lift,fed_ece,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6336869969690672,0.123917949442261,3.65056,3.65056,0.9971592150692714,0.17173483637311188,0.2746460199909768,0.021587020491144127,0.11010387157695938,0.3868012744974407,0.19961003856143197,1.8160550871652046,0.26349760700611713,0.6352693979950037,0.35703433665530704,0.08290833248976551,0.7279300301542867,0.2037531087497174,0.20450951154489178,0.4926941394805908,0.427834993001169,0.2851224451081475,0.11389601892395189,0.02619679012096284,2.8229447565972805,0.021390731500454452,0.029378296428345985
2.0,0.6199655963121392,0.2555543741618645,5.632,5.632,0.5412350858791136,0.12932275647829075,0.29857328395006427,0.008060814193772284,0.11010387157695938,0.31289767870784446,0.21819572662468067,2.01386647256681,0.16373595776124913,0.6686571776345492,0.35116401686666393,0.08205228059166138,0.7204139474483958,0.2027082106788642,0.2045002711006687,0.4848850667476654,0.43943299804079894,0.2957395170599815,0.11389601892395189,0.020572960996540563,1.3973061703145504,,0.020572960996540563
3.0,0.6128446505729422,0.33872669808190303,7.61344,7.61344,0.5412350858791136,0.1115796755571188,0.30303155367328327,0.007987829511117296,0.11010387157695938,0.24654570239630366,0.22679936692790012,2.0961726850498392,0.09883499252623101,0.6794828882179722,0.3531403045270039,0.08218997678880183,0.7216229115407439,0.20147018785733734,0.2045002711006687,0.4698948264122009,0.43778026556355504,0.29424391461420685,0.11389601892395189,0.015260396801215168,1.0900718541815877,,0.015260396801215168
4.0,0.6052301240366372,0.4248013515640361,9.59488,9.59488,0.5412350858791136,0.10870504722438651,0.3136358617655423,0.014256606944453375,0.11010387157695938,0.23248765595236176,0.23752583541789463,2.20842946886792,0.08518845426680288,0.6918296426017151,0.35425907560035697,0.08260609118443946,0.7252763701916162,0.20049988638945695,0.2045002711006687,0.45743733644485474,0.43828877627120616,0.2945711824691281,0.11389601892395189,0.012463688574455421,0.9380678101442754,,0.012463688574455421
5.0,0.6069575424815434,0.44505634788397613,11.264,11.264,0.4559241291901578,0.10892029424881455,0.3034741754131845,0.02626174506200696,0.11010387157695938,0.21821769640661087,0.2201149538882952,2.024043510379154,0.07998957573654596,0.6755283270609973,0.3440200030229119,0.08134816240115414,0.7142318332958602,0.19545350172215845,0.2045002711006687,0.43822360038757324,0.43220035887711283,0.289361512687541,0.11389601892395189,0.015747107495767288,0.7214126717299223,0.015747107495767288,
6.0,0.6045173963095227,0.40513368651223247,13.24544,13.24544,0.5412350858791136,0.10779906490618613,0.30707058644711616,0.03184223391036472,0.11010387157695938,0.23232054181413378,0.22777931508531749,2.1016852692218055,0.07992390395313043,0.6845137409424666,0.3415062599928147,0.08103420313340734,0.7114752903480647,0.1941845997880282,0.2045002711006687,0.4402487576007843,0.431369265972011,0.2888314589229969,0.11389601892395189,0.010290161791678477,0.8142823411617428,,0.010290161791678477
7.0,0.5933910833635119,0.4060965977700118,15.22688,15.22688,0.5412350858791136,0.10752062848661516,0.3159993993987593,0.0371116902182669,0.11010387157695938,0.23110904092116294,0.23817611133785274,2.2037042454471987,0.08081373241986536,0.6950532983717227,0.3598596449238045,0.08441778767814717,0.7411829533261627,0.19296947271045328,0.2045002711006687,0.4351557493209839,0.41347172986075753,0.27267066458895445,0.11389601892395189,0.009820796125047469,0.8119435890112072,,0.009820796125047469
8.0,0.5833653331899422,0.3709875129202738,17.20832,17.20832,0.5412350858791136,0.10528213255055278,0.3228217841706809,0.06079411710735602,0.11010387157695938,0.22651972769377623,0.2475240816746465,2.2931871780524995,0.0720765661491626,0.7018099075654778,0.3570575907893851,0.08368333612734978,0.7347345141468461,0.19286242603550297,0.2045002711006687,0.42468392848968506,0.4167556842702151,0.27592592763198015,0.11389601892395189,0.009238409818818818,0.7940446161665022,,0.009238409818818818
9.0,0.5733647196563736,0.5173849583022293,19.18976,19.18976,0.5412350858791136,0.10464349128430663,0.33279647197154516,0.0712052211006549,0.11010387157695938,0.24040129545033637,0.2597443100324452,2.4136513671936597,0.0771349928023157,0.7095647406035654,0.3689888314397298,0.08580456485769852,0.7533587711699566,0.1921919140462187,0.2045002711006687,0.4315183162689209,0.4109168386830136,0.27047793362535466,0.11389601892395189,0.009654200992990873,0.8711196354124695,,0.009654200992990873
10.0,0.6031357999036449,0.4829159339641067,22.84032,22.84032,0.9971592150692714,0.10877547874560214,0.3024842077344607,0.049832952381409217,0.11010387157695938,0.23063785223267455,0.22472015068412998,2.0622443360074856,0.08203162727364494,0.6778116747157812,0.35876966229274765,0.08399475349976646,0.7374687394108969,0.18135827805087576,0.2045002711006687,0.443484902381897,0.4080360541916547,0.2684892794899659,0.11389601892395189,0.009243492213980296,1.3236704994924366,0.012540567903839115,0.007508487162600749
11.0,0.5923308669803065,0.343505546771124,24.82176,24.82176,0.5412350858791136,0.10781624437974695,0.3103373171738057,0.06453169301500775,0.11010387157695938,0.23175248452654268,0.23613211775927334,2.1815103894562253,0.07633475587710027,0.6897037314970778,0.34484194191421,0.08164370459610443,0.7168266754838705,0.1807142515657121,0.2045002711006687,0.4427068531513214,0.41186907448126164,0.27207252448907027,0.11389601892395189,0.006721294077147495,0.6506328526884317,,0.006721294077147495
12.0,0.579900877863695,0.36178916603462447,26.8032,26.8032,0.5412350858791136,0.10694418610574882,0.31679572576792353,0.07705536319790314,0.11010387157695938,0.2411159127819339,0.24319432482110792,2.250133564514388,0.08082698528233624,0.6975589223194463,0.3454600275114101,0.08178258330276203,0.7180460219366234,0.1828196970416449,0.2045002711006687,0.4489556550979614,0.4141658320839245,0.27403363214643156,0.11389601892395189,0.007152223707042304,0.7164788551162928,,0.007152223707042304
13.0,0.5618016936317645,0.45588207213181364,28.78464,28.78464,0.5412350858791136,0.10432743864695677,0.32973532508349734,0.09190015026585156,0.11010387157695938,0.2410283937126276,0.25901047138612165,2.4064946721068496,0.07360743531077246,0.7076775988740817,0.33742490219835775,0.08035096488883765,0.7054765008291274,0.18198258221101224,0.2045002711006687,0.4463699758052826,0.43026169177132206,0.2892153682758157,0.11389601892395189,0.008503555243467947,0.884709652280435,,0.008503555243467947
14.0,0.5527586510848981,0.52398827642985,30.76608,30.76608,0.5412350858791136,0.10444137806252941,0.3403830965522048,0.10495934082837459,0.11010387157695938,0.25448738871166304,0.2741237271963032,2.558019263227395,0.07224219562990024,0.7162993257466139,0.3438793111194317,0.08134814046622268,0.714231640708519,0.18048990116029223,0.2045002711006687,0.44048476219177246,0.4145937765965771,0.27484599406783233,0.11389601892395189,0.007785768897333112,0.8476802388904616,,0.007785768897333112
15.0,0.5937238695487481,0.5476554526631343,32.4352,32.4352,0.4559241291901578,0.1061982209694548,0.3011157112959081,0.0665471870613097,0.11010387157695938,0.22375848782130073,0.22934710143942053,2.1067716519875708,0.07508477789716578,0.6812579601205069,0.3403490624982274,0.08082844794486298,0.709668772521645,0.17866435385949697,0.2045002711006687,0.4372509717941284,0.41194316536312625,0.272804743798733,0.11389601892395189,0.011996710819992967,0.638041683472693,0.011996710819992967,
16.0,0.5857746927204894,0.46157023310292045,34.41664,34.41664,0.5412350858791136,0.10762435310009064,0.3108066348287957,0.06896047416981531,0.11010387157695938,0.2323450519044631,0.2397650287490888,2.2086285510224326,0.08228885144438522,0.6911323182966065,0.345758227583705,0.08179819606249017,0.7181831010011565,0.17805243084053493,0.2045002711006687,0.4506981372833252,0.40760250211458,0.26839524212394933,0.11389601892395189,0.005848696288788544,0.6586968174669892,,0.005848696288788544
17.0,0.5665870842303519,0.42729969044473937,36.39808,36.39808,0.5412350858791136,0.10814450613273788,0.31985849848551395,0.08545175537274628,0.11010387157695938,0.24148363412495935,0.2519671808935914,2.3332558582155367,0.08380290484246422,0.7024030739645949,0.39143873390288103,0.09124656780625305,0.8011392203899433,0.17857142857142858,0.2045002711006687,0.47096359729766846,0.39991230676582035,0.26186206255782735,0.11389601892395189,0.006296361192924924,0.7300715588498861,,0.006296361192924924
18.0,0.5515928725048153,0.5407824980857395,38.37952,38.37952,0.5412350858791136,0.10529182621180369,0.3342407822719707,0.10923012476594822,0.11010387157695938,0.24117895234182718,0.2655099001994734,2.4696530533346683,0.07544964529353473,0.7104043908550276,0.3852828262409437,0.08974811792282311,0.7879829231147027,0.17656174334140437,0.2045002711006687,0.45196259021759033,0.4008400049046521,0.2624189127209547,0.11389601892395189,0.006534242751803968,0.788864495116286,,0.006534242751803968
19.0,0.5364294854543806,0.7565333528679687,40.36096,40.36096,0.5412350858791136,0.1031426448768578,0.3435232055439715,0.11843996710594654,0.11010387157695938,0.25089185199986697,0.27900037396305527,2.602540096867671,0.07280257774794255,0.718471921064728,0.3411883321823813,0.0810578797201947,0.7116831693153108,0.17986680082411,0.2045002711006687,0.468185693025589,0.41434162494412574,0.27470980839642817,0.11389601892395189,0.007743578842941013,0.9741021750960499,,0.007743578842941013
20.0,0.5905858730007275,0.7425561005042505,44.01152,44.01152,0.9971592150692714,0.10793296259029427,0.30094029174879056,0.06536007992677187,0.11010387157695938,0.24922089524564783,0.23066754861639563,2.1098948670761652,0.08391571134530526,0.6803089728626869,0.33304058808939563,0.07960623937375184,0.698937856878955,0.17938986307950996,0.2045002711006687,0.46250978112220764,0.41816515171586055,0.2783329374380376,0.11389601892395189,0.006688076064738227,1.2535190066555515,0.010135926165402835,0.005167561501601234
21.0,0.5828563002827571,0.4753591315648779,45.99296,45.99296,0.5412350858791136,0.10804408246571538,0.31350067806824466,0.07051325615717696,0.11010387157695938,0.24267382958061406,0.24550999229428216,2.258161563190716,0.08474260833997338,0.6946832279712921,0.3356757219661939,0.07996466847738264,0.7020848422346954,0.17437252311756934,0.2045002711006687,0.4434700906276703,0.4103554734103638,0.27131895434505743,0.11389601892395189,0.0053759335811357275,0.7106074225157499,,0.0053759335811357275
22.0,0.5662269447150516,0.45589884502336375,47.9744,47.9744,0.5412350858791136,0.10537834091547064,0.32385751080402214,0.09397963847420909,0.11010387157695938,0.22925453779642632,0.2576957771905896,2.37851355866461,0.07393881565685125,0.7037061381126801,0.33346834870147557,0.0796652944620676,0.6994563569009373,0.17729604180780026,0.2045002711006687,0.4477861821651459,0.41871929917471595,0.27915387328732516,0.11389601892395189,0.005184972939818494,0.7061097207479179,,0.005184972939818494
23.0,0.5463010507953348,0.5857567266773203,49.95584,49.95584,0.5412350858791136,0.10325031009057065,0.3344285632352293,0.10184869776363184,0.11010387157695938,0.2626398018069112,0.2750472255061077,2.558040285834861,0.0751637687697024,0.7128598834160078,0.334422998044946,0.07974498166654839,0.7001560056264472,0.17684700407213497,0.2045002711006687,0.4403771758079529,0.4191842336642424,0.27950459637901987,0.11389601892395189,0.0062625733724820274,0.8823115010745823,,0.0062625733724820274
24.0,0.5347908391173983,0.7229744641210011,51.93728,51.93728,0.5412350858791136,0.10264237068562343,0.3471172526782138,0.1243668271589451,0.11010387157695938,0.26148662945835477,0.28991904343669866,2.7095058267206236,0.07506059322410624,0.7239652942704775,0.3468230109156637,0.08168470136249023,0.7171866245564819,0.17639643134212568,0.2045002711006687,0.44139692187309265,0.4070639075876645,0.26810919212786494,0.11389601892395189,0.0067988228936854845,0.9979231776669621,,0.0067988228936854845
25.0,0.5885980738357239,0.722949337478037,53.6064,53.6064,0.4559241291901578,0.10750570203133591,0.30397507248499167,0.06998708508950022,0.11010387157695938,0.2403769266391498,0.23579333459830046,2.156057843198421,0.07991866906322151,0.6847874675660552,0.3502236362498242,0.08274889133190633,0.7265301466520755,0.17822926195175967,0.2045002711006687,0.4458582401275635,0.40791354091365795,0.26882896659317396,0.11389601892395189,0.009048705955359166,0.559075276600197,0.009048705955359166,
26.0,0.5800662084945458,0.6314130573462393,55.58784,55.58784,0.5412350858791136,0.10552748698874044,0.3156285739375275,0.08606854307356725,0.11010387157695938,0.22738015644292167,0.24624366858209162,2.264315079850954,0.07313938271852316,0.6939498306314749,0.3573414468383388,0.08411461522366655,0.7385211179315203,0.17925478348439072,0.2045002711006687,0.4491599202156067,0.4049174051378026,0.26607229179661324,0.11389601892395189,0.004368917716788039,0.6618049219250679,,0.004368917716788039
27.0,0.5559314343472743,0.6741033327185652,57.56928,57.56928,0.5412350858791136,0.10565679272867634,0.33177370195404454,0.10882338273351887,0.11010387157695938,0.2530767386022288,0.26728756205421544,2.47046498994592,0.08034196181834298,0.7095542278232219,0.33583678162985153,0.08013138572607059,0.7035486093642495,0.17752278096523794,0.2045002711006687,0.4520883560180664,0.4182977067145675,0.278712060941749,0.11389601892395189,0.004980944599019725,0.7761941375210881,,0.004980944599019725
28.0,0.5439287932751562,0.7093917346592115,59.55072,59.55072,0.5412350858791136,0.10266175123096566,0.33860707179413424,0.10625721090700173,0.11010387157695938,0.24000232924558024,0.2796870740797664,2.596378073940655,0.07124374250450158,0.7179541903297875,0.3360866286645843,0.08022774358430626,0.7043946253984008,0.17878758766452107,0.2045002711006687,0.45174574851989746,0.4168423678774893,0.2772986220618838,0.11389601892395189,0.005143547421927714,0.8315437661949545,,0.005143547421927714
29.0,0.5261623053077632,0.8430867897853627,61.53216,61.53216,0.5412350858791136,0.1010447258434183,0.3524589267354608,0.1342656452592647,0.11010387157695938,0.2627248991021654,0.2985430286396152,2.779604310557742,0.06912004347500146,0.7311695203203854,0.3357721268544764,0.08013375071127998,0.7035693737880786,0.17716611746462493,0.2045002711006687,0.44151389598846436,0.41764731661315485,0.27815333585518004,0.11389601892395189,0.0056704467005332495,0.9465714971302077,,0.0056704467005332495
30.0,0.5794745513589924,0.8605993184889481,65.18272,65.18272,0.9971592150692714,0.10751042717713186,0.3061703290726634,0.07964858780841942,0.11010387157695938,0.24877604329721106,0.24065451424296708,2.202356291619314,0.07817694870464864,0.6857604310020317,0.3374695280487525,0.08035289889087124,0.7054934812473357,0.18237831176833025,0.2045002711006687,0.4541054666042328,0.4111470887048885,0.2719228738714734,0.11389601892395189,0.0057597277391052215,1.3769025930669159,0.008666192145524526,0.004640860486564736
31.0,0.5772248140646282,0.6781629263108551,67.16416,67.16416,0.5412350858791136,0.10718244508969162,0.31863387135626847,0.08507104578839872,0.11010387157695938,0.23943836495003534,0.2571062803265171,2.363558087408164,0.08067287754385885,0.7002366032092511,0.3415895632534785,0.08102183351843131,0.7113666858938187,0.1811064967301542,0.2045002711006687,0.4482918977737427,0.4060054599692822,0.2672084331011625,0.11389601892395189,0.004296902584383005,0.7509404664160684,,0.004296902584383005
32.0,0.5566418353661364,0.6238448639498456,69.1456,69.1456,0.5412350858791136,0.10502031058415108,0.3332992879862027,0.10322924825267919,0.11010387157695938,0.24193664675787782,0.2699920537380218,2.497188894414892,0.07948094840094959,0.71054819343705,0.3353821651910436,0.08009585285635888,0.7032366329664138,0.18080175832576809,0.2045002711006687,0.45182451605796814,0.41040688627733,0.27134641500791934,0.11389601892395189,0.005229608118402761,0.9388674868969247,,0.005229608118402761
33.0,0.5360904300500314,0.7157643312160735,71.12704,71.12704,0.5412350858791136,0.10187639040614395,0.3453888663049267,0.12719380134759842,0.11010387157695938,0.24343624795743943,0.293632859509234,2.727461021276135,0.07120636876963891,0.7226931421626805,0.3341523691181284,0.0798859984416016,0.7013941241874424,0.17981193628862022,0.2045002711006687,0.45029833912849426,0.4130346533729467,0.2738988304748468,0.11389601892395189,0.0046901418266775555,0.871326916036196,,0.0046901418266775555
34.0,0.5228700040030989,0.8648196886063355,73.10848,73.10848,0.5412350858791136,0.10229545594975425,0.35374220121092614,0.12639251226903656,0.11010387157695938,0.28561987922669657,0.30859325282968675,2.8905793935644652,0.07610780992927743,0.7318681834664403,0.33382722537294335,0.07983152944831011,0.7009158897960555,0.1818873306394105,0.2045002711006687,0.4589637219905853,0.41536216755579064,0.27592648867333086,0.11389601892395189,0.005194408954865026,0.9985198188805953,,0.005194408954865026
35.0,0.5804456360649152,0.8894245243468075,74.7776,74.7776,0.4559241291901578,0.10782855481490104,0.3103090969257529,0.07618595370309417,0.11010387157695938,0.2470586653377862,0.24455034265081202,2.235756453536934,0.08329768748951007,0.6894134780327483,0.33168943881813484,0.07951753356085495,0.698159025329486,0.1823546207290378,0.2045002711006687,0.45846185088157654,0.4147602566832643,0.27540052881671373,0.11389601892395189,0.007569965468914667,0.540764310862869,0.007569965468914667,
36.0,0.5777400098748939,0.8921259909688575,76.75904,76.75904,0.5412350858791136,0.1071550112405671,0.32010805881267196,0.0896191832547776,0.11010387157695938,0.23213811329054992,0.2581782643580254,2.3757437467917026,0.08208473628925657,0.7026662875878541,0.3326852880116744,0.07959271702112117,0.6988191314594151,0.18431781549255713,0.2045002711006687,0.4586496949195862,0.41253403440096087,0.2732064170851488,0.11389601892395189,0.004070403875558754,0.8041359724011272,,0.004070403875558754
37.0,0.5539998670247857,0.7984502876403762,78.74048,78.74048,0.5412350858791136,0.10514458765056493,0.3321354220214026,0.09545268193203288,0.11010387157695938,0.25751334852229735,0.27849099176736286,2.5780926114218428,0.07834998692808276,0.7132097599435074,0.33345200931530744,0.0796971868015696,0.6997363696687523,0.18211181304327173,0.2045002711006687,0.4535122811794281,0.4091754380239143,0.2700495618791649,0.11389601892395189,0.004396947821099791,0.8908292381092906,,0.004396947821099791
38.0,0.5359584974265487,0.7830596732940944,80.72192,80.72192,0.5412350858791136,0.10237170275736086,0.34650548098343825,0.1221975349571549,0.11010387157695938,0.23613271271193748,0.29607382185256936,2.755184830256746,0.07111783997945166,0.7263084205109015,0.33065597891772425,0.079413074935196,0.6972418850585106,0.18792576932111815,0.2045002711006687,0.463887095451355,0.41849262316211716,0.2787023728231743,0.11389601892395189,0.005294701506616746,1.1013027481967583,,0.005294701506616746
39.0,0.5221744194028013,1.0344625602419761,82.70336,82.70336,0.5412350858791136,0.10123804558934466,0.3545155804691605,0.1721081241871886,0.11010387157695938,0.274825752119167,0.31508094427094585,2.956752717818259,0.08016612595996682,0.7381413237734832,0.3308370800558139,0.07933781159596238,0.6965810775961894,0.18953575439910145,0.2045002711006687,0.4679204821586609,0.4173242507748146,0.2778604010294732,0.11389601892395189,0.005210923490043696,1.1184290344826877,,0.005210923490043696
40.0,0.5778140807594413,1.0149134193399763,86.35392,86.35392,0.9971592150692714,0.10654632313761317,0.3108490264540995,0.07888242780789524,0.11010387157695938,0.233250418868236,0.24927242015795986,2.272503480513095,0.07726266106744824,0.688217956900246,0.33022954854752895,0.07930894780674155,0.6963276553124825,0.17910161861890622,0.2045002711006687,0.45563989877700806,0.4161181917961641,0.2766246285334882,0.11389601892395189,0.004576473799367437,1.3592431885190308,0.006993815434536434,0.0037356805559207607
41.0,0.5763175734967015,1.032040863190814,88.33536,88.33536,0.5412350858791136,0.10572113494552807,0.3240463339840215,0.08682791918194448,0.11010387157695938,0.24259752872739151,0.26664102226652314,2.45250862550764,0.0793579600634142,0.703005608165247,0.3300544209484685,0.07931745375840735,0.6964023370418894,0.17680250783699059,0.2045002711006687,0.4472435712814331,0.41742396240379814,0.27809593116589165,0.11389601892395189,0.0035448933350626594,0.7915675498079509,,0.0035448933350626594
42.0,0.5516340519466997,0.8606247734261737,90.3168,90.3168,0.5412350858791136,0.10413582094666703,0.34281670688860244,0.10362990067377158,0.11010387157695938,0.24316729825361744,0.28907780951697754,2.6741529905806773,0.08052622429565706,0.7206627186174577,0.3331441587146229,0.07974574536610046,0.7001627108612682,0.17755298651252407,0.2045002711006687,0.45346716046333313,0.41317616850910177,0.27374415101940786,0.11389601892395189,0.0042946078868640394,0.9787997149396688,,0.0042946078868640394
43.0,0.5379157718713806,1.1642966234496028,92.29824,92.29824,0.5412350858791136,0.10152208469210523,0.3483143674361254,0.12514866163927024,0.11010387157695938,0.24988589191215382,0.30188065564480016,2.808849898364235,0.07399476008225313,0.730253659061726,0.33418954059418843,0.07984635990764002,0.701046100311489,0.1770048309178744,0.2045002711006687,0.45094698667526245,0.40883149029270344,0.26987857362065837,0.11389601892395189,0.004651592265198568,1.0883380419109017,,0.004651592265198568
44.0,0.5165646505717287,1.059233155877941,94.27968,94.27968,0.5412350858791136,0.10025153321621297,0.3586772172315485,0.1587108853179125,0.11010387157695938,0.27166597215041893,0.32548035272549564,3.0497425866393058,0.07812477794433642,0.7413464434741748,0.33246346390268167,0.07954847677181713,0.6984307048074391,0.1762652705061082,0.2045002711006687,0.4417774975299835,0.4112787921407442,0.2723959258808663,0.11389601892395189,0.004846877518534801,1.173731885617599,,0.004846877518534801
45.0,0.5767758609383903,1.260164453106706,95.9488,95.9488,0.4559241291901578,0.10620557974305521,0.32003697972149225,0.08715434520829379,0.11010387157695938,0.2517379456133748,0.2569855451705811,2.342217200416274,0.07776581195244951,0.6935346523732081,0.33205996138081917,0.07963923440957445,0.6992275512522469,0.17887195268548348,0.2045002711006687,0.4555319547653198,0.41229148229569196,0.27326262499545784,0.11389601892395189,0.006479474730648219,0.5332041876390576,0.006479474730648219,
46.0,0.576774404241102,1.1924328638676265,97.93024,97.93024,0.5412350858791136,0.10439976152235475,0.3255152285168575,0.07540764264143292,0.11010387157695938,0.23842787321329795,0.26893352255936276,2.4691092402473913,0.071264856769611,0.704424645813746,0.34174343208128793,0.08092199515494738,0.7104901112389084,0.17960513705194556,0.2045002711006687,0.45971134305000305,0.402664160287772,0.2644910770945875,0.11389601892395189,0.0036669703481499102,0.9102088005747646,,0.0036669703481499102
47.0,0.5510408181600246,0.8441244870513416,99.91168,99.91168,0.5412350858791136,0.103407395809979,0.3426834739139642,0.13525213275202122,0.11010387157695938,0.2618428156610026,0.28928525132282634,2.6794412370604297,0.07337592818906491,0.7196149744587251,0.3795511778940504,0.08636461904504714,0.7582760122872477,0.18232779097387172,0.2045002711006687,0.4565424621105194,0.3989502681394223,0.26078072182224266,0.11389601892395189,0.00356374409973277,0.8987379943719134,,0.00356374409973277
