round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best,fed_auroc,fed_f1,fed_prevalence,fed_ece,fed_auprc_lift,fed_brier,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.642816429246251,1.858753987679061,53.5296,53.5296,0.17123005746085582,0.22278920840103109,0.30054281644662645,0.6721132651820712,0.2778217825117561,0.11067044381491974,0.3336492798661976,2.0476648120600527,0.21330185514206995,0.5487304303793926,0.3472729589584236,0.08194504125291888,0.719472392688575,0.15687128928590882,0.20451875282422052,0.45672905445098877,0.4020117295664926,0.26553171512978796,0.11389601892395189,0.020819106598865652,0.2190765401464887,0.020819106598865652,
12.0,0.6456177126216949,1.9155237199713089,53.5296,53.5296,0.0,0.2259138061592417,0.3017843692839455,0.6750053068631146,0.2754993138072911,0.11067044381491974,0.34472816746715934,2.0736652453621907,0.2185625126310099,0.5487364693880457,0.3472729589584236,0.08194504125291888,0.719472392688575,0.15687128928590882,0.20451875282422052,0.45672905445098877,0.4020117295664926,0.26553171512978796,0.11389601892395189,0.0,0.0,,
13.0,0.6633162882195452,1.704487811160162,63.23712,63.23712,0.9989298121408696,0.21518775477176882,0.2924070098097025,0.6661995571811532,0.2658040264524744,0.11067044381491974,0.3668473129888581,1.970076155194814,0.23402521911207816,0.551976684856835,0.35037937494594323,0.08210683650097968,0.7208929449571212,0.12783416108831785,0.2045002711006687,0.4453727900981903,0.3889113177536323,0.2552817121841019,0.11389601892395189,0.002407443641695768,2.4720346525136847,0.019350706681459953,0.002212238526622031
14.0,0.6542565471958555,1.5025961003595645,63.23712,63.23712,0.0,0.2133134369781306,0.2962762904535128,0.6719527550437665,0.2684506843572302,0.11067044381491974,0.3282502754439263,1.9602086696656704,0.20959415309491572,0.5135941300070958,0.35037937494594323,0.08210683650097968,0.7208929449571212,0.12783416108831785,0.2045002711006687,0.4453727900981903,0.3889113177536323,0.2552817121841019,0.11389601892395189,0.0,0.0,,
15.0,0.6478944150144061,1.426286876856555,64.90112,64.90112,0.17123005746085582,0.2119387157465183,0.29973719075197663,0.670671978549571,0.26710643040704635,0.11067044381491974,0.3548455380384075,1.9492190360278219,0.22439469538923762,0.5386578265567002,0.35194126716030855,0.08252898766540992,0.7245994060645292,0.12760115606936417,0.2045002711006687,0.44489818811416626,0.38894563408915267,0.25538486804626415,0.11389601892395189,0.016235939240123093,0.21707768383203074,0.016235939240123093,
16.0,0.6450655899264055,1.3353763778910017,64.90112,64.90112,0.0,0.22521832893672833,0.29871203086972187,0.6735451479540568,0.26912740643666105,0.11067044381491974,0.3607672985663083,2.0753320005679456,0.23007596416457055,0.5609144408109242,0.35194126716030855,0.08252898766540992,0.7245994060645292,0.12760115606936417,0.2045002711006687,0.44489818811416626,0.38894563408915267,0.25538486804626415,0.11389601892395189,0.0,0.0,,
17.0,0.6392734848160043,1.3779131993772566,66.56512,66.56512,0.17123005746085582,0.22194452698367195,0.2984008912104823,0.6725139678694646,0.2713709670035043,0.11067044381491974,0.33554287921868287,2.03869096582585,0.2131299765233237,0.5225661090364387,0.35057381615123473,0.0824006791812933,0.7234728655117616,0.12774794128177586,0.2045002711006687,0.4407804608345032,0.38796980228078015,0.25482101274704716,0.11389601892395189,0.015327200703621733,0.22945736860856414,0.015327200703621733,
18.0,0.6392494044392916,1.45939286796284,66.56512,66.56512,0.0,0.22561183227278378,0.30180974819863177,0.6746603505437495,0.2724241523904061,0.11067044381491974,0.34748587029551353,2.0799107211878876,0.2197549729815803,0.5454787743159124,0.35057381615123473,0.0824006791812933,0.7234728655117616,0.12774794128177586,0.2045002711006687,0.4407804608345032,0.38796980228078015,0.25482101274704716,0.11389601892395189,0.0,0.0,,
19.0,0.6380182643785671,1.500436100233132,68.22912,68.22912,0.17123005746085582,0.21436675865287708,0.2992292349344737,0.6732463449209644,0.2808948369865471,0.11067044381491974,0.3397775089296111,1.9694586257867062,0.214179468951803,0.534592758157098,0.35747986729105374,0.08366573156544341,0.7345799471824105,0.1365230812403536,0.2045002711006687,0.4441756308078766,0.38695581908842547,0.2532827572308871,0.11389601892395189,0.01660856791019538,0.2743222682038322,0.01660856791019538,
20.0,0.6408392283310504,1.514682876923138,68.22912,68.22912,0.0,0.22098364825484348,0.2977134125375989,0.6743983938217195,0.27280645425982436,0.11067044381491974,0.3641529409135705,2.04029331323739,0.23111560123073963,0.5498892660444175,0.35747986729105374,0.08366573156544341,0.7345799471824105,0.1365230812403536,0.2045002711006687,0.4441756308078766,0.38695581908842547,0.2532827572308871,0.11389601892395189,0.0,0.0,,
21.0,0.6558170126781393,1.5752053410675881,77.93664,77.93664,0.9989298121408696,0.20719669671275498,0.29465272981738483,0.6672748968728834,0.2687177684292371,0.11067044381491974,0.3528518916789863,1.9002894404381485,0.2231704917278676,0.5257801429314325,0.3454177609579428,0.08194022079460694,0.7194300693628127,0.09891506206626918,0.20452799493876814,0.3523634672164917,0.3695440270279271,0.2439015959244442,0.11389601892395189,0.0041849800267399475,4.323848346306477,0.019112632049687637,0.00391836178665303
22.0,0.6519652324128249,1.2042379122253064,77.93664,77.93664,0.0,0.21435755618565877,0.2942709537300066,0.6692130325926903,0.26942969863611355,0.11067044381491974,0.3367987889199652,1.9608905950923035,0.21282012072772843,0.5129344092099817,0.3454177609579428,0.08194022079460694,0.7194300693628127,0.09891506206626918,0.20452799493876814,0.3523634672164917,0.3695440270279271,0.2439015959244442,0.11389601892395189,0.0,0.0,,
23.0,0.6476206832528673,1.4155881907057069,79.60064,79.60064,0.17123005746085582,0.21841402776209407,0.2960273624941664,0.6704026614781566,0.27151500175308657,0.11067044381491974,0.35601743302294253,1.9972032003595852,0.22552446787223626,0.5482875720937559,0.34436932956160393,0.08215662599544753,0.7213300936383327,0.09234917425008426,0.20452799493876814,0.3514159321784973,0.3634616370346665,0.2391411542309939,0.11389601892395189,0.013633365432465386,0.28110399312572554,0.013633365432465386,
24.0,0.6477943487229719,1.1868122547506745,79.60064,79.60064,0.0,0.21586952168716766,0.3019845883471733,0.6760016297580029,0.2758676068261192,0.11067044381491974,0.34091887146018757,1.9832778188453153,0.21428289278598647,0.5265948724964336,0.34436932956160393,0.08215662599544753,0.7213300936383327,0.09234917425008426,0.20452799493876814,0.3514159321784973,0.3634616370346665,0.2391411542309939,0.11389601892395189,0.0,0.0,,
25.0,0.6469996882550201,1.3390519678130979,81.26464,81.26464,0.17123005746085582,0.21770106475709186,0.29967390588740456,0.6740156795450964,0.27194479996626575,0.11067044381491974,0.35244784465010975,1.9977596478750077,0.22330076522488473,0.5416584539402196,0.34314959814898605,0.08153182877585338,0.7158444127032394,0.09847064627528367,0.2045002711006687,0.3603705167770386,0.3665523143522968,0.24162953460036565,0.11389601892395189,0.013538896362160477,0.3093188073253259,0.013538896362160477,
26.0,0.6435989132848443,1.1750795344552183,81.26464,81.26464,0.0,0.21842023687772769,0.30174496311092236,0.6766261935166603,0.27735098826577737,0.11067044381491974,0.32564615223640014,2.009760500030493,0.20640251112786365,0.538820283471844,0.34314959814898605,0.08153182877585338,0.7158444127032394,0.09847064627528367,0.2045002711006687,0.3603705167770386,0.3665523143522968,0.24162953460036565,0.11389601892395189,0.0,0.0,,
27.0,0.638807409497438,1.3664490859598073,82.92864,82.92864,0.17123005746085582,0.21976678338888544,0.30072811514603986,0.6761546114452887,0.2726258902208926,0.11067044381491974,0.34732948073030906,2.0184151775911396,0.2202908543984379,0.5519891971494179,0.3447166230891138,0.08173480529069899,0.7176265339464861,0.09713932908005762,0.2045002711006687,0.3543592691421509,0.3657412077119554,0.240961460376634,0.11389601892395189,0.013605154596099936,0.34464457689318806,0.013605154596099936,
28.0,0.6365305119826166,1.2556328136263866,82.92864,82.92864,0.0,0.22561467570771093,0.30551369567408304,0.6797544984263842,0.2822560133917678,0.11067044381491974,0.33238055261803523,2.083784919913673,0.21140449738854822,0.547824121223218,0.3447166230891138,0.08173480529069899,0.7176265339464861,0.09713932908005762,0.2045002711006687,0.3543592691421509,0.3657412077119554,0.240961460376634,0.11389601892395189,0.0,0.0,,
29.0,0.6552616286325196,1.3445915742186716,92.63616,92.63616,0.9989298121408696,0.21128554744480796,0.29623213543283733,0.6692952480002533,0.26933991935783824,0.11067044381491974,0.3282737915231479,1.9462662347929127,0.20799452676236072,0.5289174895561226,0.35052434621246753,0.08315450782952749,0.7300914344078133,0.08608430675469782,0.20450951154489178,0.3530671000480652,0.3641919123144873,0.23874029888847467,0.11389601892395189,0.002918861114138897,3.0699630059243646,0.011192407352760152,0.002692193603245802
30.0,0.6504573433009342,1.1454182797015213,92.63616,92.63616,0.0,0.21687537933342887,0.3001947611496773,0.6710589415433033,0.27569853798082666,0.11067044381491974,0.3213681858742353,1.9961023686480188,0.20348366322689593,0.5094061440197521,0.35052434621246753,0.08315450782952749,0.7300914344078133,0.08608430675469782,0.20450951154489178,0.3530671000480652,0.3641919123144873,0.23874029888847467,0.11389601892395189,0.0,0.0,,
31.0,0.6423500848127247,1.2161240876163297,94.30016,94.30016,0.17123005746085582,0.21766092940710074,0.300942387626934,0.6738960618221781,0.2715303094537172,0.11067044381491974,0.34730740736913185,2.0014595369258497,0.2207219683191365,0.559582823783225,0.34773166651849946,0.08228199328584375,0.7224308106921915,0.08381670533642692,0.20450951154489178,0.35643187165260315,0.36296562960045975,0.23758667319057516,0.11389601892395189,0.017954231874997034,0.5450557355070487,0.017954231874997034,
32.0,0.6441449669124049,1.3387528215899729,94.30016,94.30016,0.0,0.22525008089600987,0.30026310999183176,0.6757023075200922,0.2776639136648562,0.11067044381491974,0.32364948541629524,2.069734830247415,0.2041740869663331,0.5145932059018613,0.34773166651849946,0.08228199328584375,0.7224308106921915,0.08381670533642692,0.20450951154489178,0.35643187165260315,0.36296562960045975,0.23758667319057516,0.11389601892395189,0.0,0.0,,
33.0,0.6361661973267554,1.2899081598669606,95.96416,95.96416,0.17123005746085582,0.21457183107391836,0.30036186136686555,0.6742071808273195,0.27896392759721117,0.11067044381491974,0.32435299754799407,1.9711292363058264,0.20485753666966516,0.5517291801753269,0.3520173168378654,0.08381489981104245,0.7358896351505093,0.10042985541227042,0.20450951154489178,0.35746991634368896,0.3666590962789038,0.2407563808525525,0.11389601892395189,0.013911602105001196,0.47116327635012567,0.013911602105001196,
34.0,0.6394718456067454,1.2773119350709516,95.96416,95.96416,0.0,0.22594585359779198,0.30124964299293794,0.6811278178671494,0.27395656062736595,0.11067044381491974,0.3422271247295358,2.0751694983074,0.21742856427549076,0.5605966243047478,0.3520173168378654,0.08381489981104245,0.7358896351505093,0.10042985541227042,0.20450951154489178,0.35746991634368896,0.3666590962789038,0.2407563808525525,0.11389601892395189,0.0,0.0,,
35.0,0.6363823190669027,1.0974095946455322,97.62816,97.62816,0.17123005746085582,0.2241733865376907,0.3012150030097599,0.6786911739607923,0.27081956708821886,0.11067044381491974,0.3624582967906486,2.055289514148114,0.22936754236321677,0.5551627541042402,0.3541281095219768,0.08367190483722178,0.7346341481267166,0.09187103199302876,0.20450951154489178,0.3547994792461395,0.36339145135199147,0.23821335046874217,0.11389601892395189,0.012370830940276467,0.45841132424538955,0.012370830940276467,
36.0,0.6356941282184402,1.1625872134158959,97.62816,97.62816,0.0,0.22850271864309893,0.29900322461056933,0.6799468279639294,0.2743905114559941,0.11067044381491974,0.3493700075935634,2.0986163451384003,0.22097590090132244,0.5545615781073979,0.3541281095219768,0.08367190483722178,0.7346341481267166,0.09187103199302876,0.20450951154489178,0.3547994792461395,0.36339145135199147,0.23821335046874217,0.11389601892395189,0.0,0.0,,
37.0,0.6508692175359061,1.0509343423006186,107.33568,107.33568,0.9989298121408696,0.21554292960606009,0.2963093258246323,0.6709061812181802,0.27194627398107946,0.11067044381491974,0.3279411459244907,1.9805316561715145,0.20587637731478076,0.5098992847480749,0.3732012055103739,0.08724999827574034,0.7660495871589416,0.0567789864685593,0.2045002711006687,0.35632485151290894,0.3576107294760831,0.2326832980117181,0.11389601892395189,0.002313480688783253,2.47290193970548,0.005590919871801914,0.0021871518889893804
38.0,0.6520092436658483,0.9991644146729417,107.33568,107.33568,0.0,0.21541799748573381,0.296707802769105,0.6743679694473371,0.2789420680650906,0.11067044381491974,0.33017703846523816,1.9864317036876125,0.20784816246674645,0.5191411508810682,0.3732012055103739,0.08724999827574034,0.7660495871589416,0.0567789864685593,0.2045002711006687,0.35632485151290894,0.3576107294760831,0.2326832980117181,0.11389601892395189,0.0,0.0,,
39.0,0.6451510219399774,0.9260130761489298,108.99968,108.99968,0.17123005746085582,0.2205379669884986,0.2973081178069494,0.6737748735747361,0.2713395994512959,0.11067044381491974,0.35854503016474487,2.02348405909298,0.22828014759429957,0.5640846942838423,0.3817800734685063,0.08976812561571285,0.7881585894205031,0.034690265486725665,0.2045002711006687,0.35660359263420105,0.35516793770233085,0.23053671850874893,0.11389601892395189,0.00679160922649992,0.2828963903593831,0.00679160922649992,
40.0,0.6414432460552439,1.023790358970596,108.99968,108.99968,0.0,0.2234968798469354,0.301419810150903,0.6763331305134755,0.2782471989025526,0.11067044381491974,0.3319723003041755,2.051377392043111,0.20857988578982908,0.5389854561749742,0.3817800734685063,0.08976812561571285,0.7881585894205031,0.034690265486725665,0.2045002711006687,0.35660359263420105,0.35516793770233085,0.23053671850874893,0.11389601892395189,0.0,0.0,,
41.0,0.6359575335312072,1.0248025046088567,110.66368,110.66368,0.17123005746085582,0.2261975836263099,0.3025529240683594,0.6764640693794292,0.27020518667157145,0.11067044381491974,0.34905806082691604,2.079853675514781,0.2219961642346338,0.5623925574721876,0.37061900522102365,0.08705639692162265,0.7643497792468936,0.04594846321018317,0.2046204620462046,0.3576700985431671,0.3571275008604327,0.23211135685414325,0.11389601892395189,0.008594262860212178,0.37961113813798875,0.008594262860212178,
42.0,0.6327871884517793,1.0273206827173853,110.66368,110.66368,0.0,0.2246360688779554,0.30109300016008284,0.6790418508227988,0.2821087907343494,0.11067044381491974,0.33524654137148285,2.064347314866005,0.20927083692300594,0.5290629138464742,0.37061900522102365,0.08705639692162265,0.7643497792468936,0.04594846321018317,0.2046204620462046,0.3576700985431671,0.3571275008604327,0.23211135685414325,0.11389601892395189,0.0,0.0,,
43.0,0.6323950191215445,1.09501643403479,112.32768,112.32768,0.17123005746085582,0.22683384191065775,0.3032139416230229,0.6791628821058993,0.27785402819146127,0.11067044381491974,0.33255940337492723,2.084645433316198,0.2095949028976242,0.522054025672463,0.37792692745397877,0.08838716524172095,0.7760338427696657,0.02658045977011494,0.2045002711006687,0.3578892946243286,0.35498762102088444,0.23043647759917155,0.11389601892395189,0.013117714134376282,0.6146873200777918,0.013117714134376282,
44.0,0.6289297322495335,1.2328713004197422,112.32768,112.32768,0.0,0.22918972741677984,0.304451350918672,0.6812611660282117,0.2801325447109003,0.11067044381491974,0.3462474065782665,2.1088118618814113,0.21814441865733858,0.5346133693926056,0.37792692745397877,0.08838716524172095,0.7760338427696657,0.02658045977011494,0.2045002711006687,0.3578892946243286,0.35498762102088444,0.23043647759917155,0.11389601892395189,0.0,0.0,,
45.0,0.6448820787102908,1.1103359414805225,122.0352,122.0352,0.9989298121408696,0.2191988620558537,0.2971562916411936,0.6719486861609775,0.26729756747656414,0.11067044381491974,0.3589139588090433,2.0079089717841496,0.227460775399956,0.5733386548258878,0.35069927302030013,0.0829819285669337,0.7285761991588182,0.0955137481910275,0.20452799493876814,0.34415745735168457,0.363855879944508,0.23910531490416229,0.11389601892395189,0.0032650848432225505,3.5542226291727275,0.005184280825674285,0.003171470750099482
46.0,0.643856469620945,0.9308627286795834,122.0352,122.0352,0.0,0.21490912166661605,0.2967646651015829,0.6746231551531203,0.2793179903428308,0.11067044381491974,0.3109143699035354,1.9750943250097102,0.19618455352230074,0.5189471183800269,0.35069927302030013,0.0829819285669337,0.7285761991588182,0.0955137481910275,0.20452799493876814,0.34415745735168457,0.363855879944508,0.23910531490416229,0.11389601892395189,0.0,0.0,,
47.0,0.6451247796283488,0.9054344670176644,122.0352,122.0352,0.0,0.22429505385816398,0.3008260152754627,0.6767058839673173,0.2675283455675063,0.11067044381491974,0.34505431052739416,2.057131745145537,0.21783357483915822,0.5530663156306778,0.35069927302030013,0.0829819285669337,0.7285761991588182,0.0955137481910275,0.20452799493876814,0.34415745735168457,0.363855879944508,0.23910531490416229,0.11389601892395189,0.0,0.0,,
48.0,0.6370159136112405,0.9655736330423708,122.0352,122.0352,0.0,0.22893997413320608,0.3035250727471939,0.6815002469629549,0.28036619771263144,0.11067044381491974,0.34501088962948534,2.105376129262915,0.21623230068597596,0.5424748912036212,0.35069927302030013,0.0829819285669337,0.7285761991588182,0.0955137481910275,0.20452799493876814,0.34415745735168457,0.363855879944508,0.23910531490416229,0.11389601892395189,0.0,0.0,,
49.0,0.6454228377944915,0.9365639212463162,131.74272,131.74272,0.9989298121408696,0.22081044645549353,0.30094127421220307,0.6748063889272725,0.2824890306455954,0.11067044381491974,0.3457462656843163,2.024903986197904,0.2169875131049146,0.5262872580690957,0.34954333047088704,0.0828940727023959,0.7278048301033602,0.09923741738688358,0.20459271313624447,0.33668166399002075,0.3663774382123722,0.24071549561318284,0.11389601892395189,0.0021796864262991146,2.3953716637333855,0.005679594354367735,0.002002839246538963
50.0,0.6458455597594398,0.8831119858382446,131.74272,131.74272,0.0,0.22407900748311788,0.30188412050625685,0.679140448306294,0.27842425065012305,0.11067044381491974,0.32913896111729835,2.059733688040308,0.20833685507120245,0.5225048410205825,0.34954333047088704,0.0828940727023959,0.7278048301033602,0.09923741738688358,0.20459271313624447,0.33668166399002075,0.3663774382123722,0.24071549561318284,0.11389601892395189,0.0,0.0,,
51.0,0.6392390432974258,0.8614968448878704,133.40672,133.40672,0.17123005746085582,0.21958537332111086,0.30477481835730286,0.6769492073669239,0.27234874570073375,0.11067044381491974,0.3553728117361586,2.0160394382327373,0.22709146137003047,0.5769137095290608,0.3485120792739831,0.0831220282387255,0.7298062656099147,0.0990434436030291,0.20459271313624447,0.33658453822135925,0.3659987244949084,0.24073425523133432,0.11389601892395189,0.005779505220214474,0.31912668142467737,0.005779505220214474,
52.0,0.6388032969356365,1.091196637766987,133.40672,133.40672,0.0,0.22509240464164765,0.30509238128226784,0.6811017014450182,0.2728703581148406,0.11067044381491974,0.3510193615674569,2.070271591302584,0.2229243129832313,0.5750622340276026,0.3485120792739831,0.0831220282387255,0.7298062656099147,0.0990434436030291,0.20459271313624447,0.33658453822135925,0.3659987244949084,0.24073425523133432,0.11389601892395189,0.0,0.0,,
53.0,0.6336387805202148,0.9659434292918725,135.07072,135.07072,0.17123005746085582,0.2268699892755811,0.3015404795013054,0.6784662413846374,0.2805437119340319,0.11067044381491974,0.34191631145955886,2.087100162266316,0.21666914018648933,0.5258816950213133,0.3472291613718438,0.0823768646498985,0.7232637753993961,0.09358178053830228,0.2046019619366213,0.3368256986141205,0.3645214237206367,0.23989075160246903,0.11389601892395189,0.006326544678709502,0.36725534964352846,0.006326544678709502,
54.0,0.6324216916934224,0.84860823721664,135.07072,135.07072,0.0,0.23459846160981354,0.3049317567625274,0.6815055605309311,0.28338556608609117,0.11067044381491974,0.3338530165435577,2.160536070411475,0.21238535548651924,0.5621827001856076,0.3472291613718438,0.0823768646498985,0.7232637753993961,0.09358178053830228,0.2046019619366213,0.3368256986141205,0.3645214237206367,0.23989075160246903,0.11389601892395189,0.0,0.0,,
55.0,0.631212092148933,0.9974103327552364,136.73472,136.73472,0.17123005746085582,0.23315563946367976,0.3051634040219452,0.6801219231699028,0.28152508951964755,0.11067044381491974,0.33290322720295085,2.147175448875631,0.21042228338383076,0.5443802359196462,0.3473713466600814,0.08172924832027084,0.7175777440899078,0.09139900840698427,0.2045300420453004,0.3365892767906189,0.36330688095721553,0.2388451077176255,0.11389601892395189,0.006429753407886292,0.3929818960605189,0.006429753407886292,
56.0,0.6314060959530107,1.0198565063198364,136.73472,136.73472,0.0,0.2372549857070666,0.30598712728130456,0.6824930597970212,0.2758265543799788,0.11067044381491974,0.33821409374151845,2.187000642932368,0.21442728455789076,0.5535973558307332,0.3473713466600814,0.08172924832027084,0.7175777440899078,0.09139900840698427,0.2045300420453004,0.3365892767906189,0.36330688095721553,0.2388451077176255,0.11389601892395189,0.0,0.0,,
57.0,0.6448738002291255,0.9870715608237269,146.44224,146.44224,0.9989298121408696,0.21942474757735245,0.2981449864094752,0.674204854111941,0.2705448183579084,0.11067044381491974,0.3626378487154189,2.0111048601151023,0.2293776913327104,0.5441518327294561,0.346320555966815,0.08196286643350756,0.7196288966713926,0.09695401154688434,0.20459271313624447,0.315054714679718,0.36479948042947274,0.24162532502141265,0.11389601892395189,0.0032905677914019694,3.6722489247913472,0.005401706702683919,0.0031624022956262777
58.0,0.6436953461710421,0.7733905155227305,146.44224,146.44224,0.0,0.22141298211359625,0.3037197617043476,0.6804253996752859,0.28214630179851785,0.11067044381491974,0.3300498383592838,2.0362692347637323,0.20737049901456162,0.5226717583799947,0.346320555966815,0.08196286643350756,0.7196288966713926,0.09695401154688434,0.20459271313624447,0.315054714679718,0.36479948042947274,0.24162532502141265,0.11389601892395189,0.0,0.0,,
59.0,0.64097382499538,0.8239543487547476,148.10624,148.10624,0.17123005746085582,0.22363402109153638,0.3013712247885505,0.6782333869112962,0.2797831731961001,0.11067044381491974,0.3395010572767573,2.052716042009047,0.21407793164031944,0.5429262945289539,0.34971412850909656,0.08236581899765283,0.7231667952560159,0.09738955823293173,0.20450951154489178,0.31105494499206543,0.3656345183571905,0.24237147888558705,0.11389601892395189,0.006287451046728345,0.4229213325306773,0.006287451046728345,
60.0,0.6361067466219964,0.8251116157947951,148.10624,148.10624,0.0,0.2235802639957934,0.3046937536719195,0.6796926679084946,0.28052099884776494,0.11067044381491974,0.33371465186024746,2.059091494044251,0.2107740981685342,0.5532961720297613,0.34971412850909656,0.08236581899765283,0.7231667952560159,0.09738955823293173,0.20450951154489178,0.31105494499206543,0.3656345183571905,0.24237147888558705,0.11389601892395189,0.0,0.0,,
