round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_brier,fed_auroc,fed_ece,fed_f1,fed_f1_best,fed_auprc_lift,fed_auprc,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.6514774027816609,0.5989868903287966,24.82176,24.82176,0.5412350858791136,0.11350330500472143,0.21198760598910807,0.6721655260548036,0.33799643136108304,0.2758551870157692,0.29341834750625795,2.1408511219910307,0.24036087692690666,0.4960086796168902,0.6451557685638141,0.19520451944914397,1.7138836044785866,0.2610196800552423,0.2658419243986254,0.5045315027236938,0.3678583417317846,0.23415413656486014,0.11389601892395189,0.005379306682917913,1.177190423477441,,0.005379306682917913
12.0,0.6330102966505963,0.6389615947267203,26.8032,26.8032,0.5412350858791136,0.11350330500472143,0.21878892043540762,0.6822113279827836,0.348582219850972,0.2824927572242159,0.3050701586566536,2.2583946758952016,0.2523952070809703,0.5310546171151133,0.6399505195196933,0.19784952760474547,1.7371066124519168,0.2531570639305446,0.2599153472331086,0.5085404515266418,0.3753072864588484,0.2399895086134298,0.11389601892395189,0.004617222510102534,1.0882785220164806,,0.004617222510102534
13.0,0.6234301929562848,0.8757574790715612,28.78464,28.78464,0.5412350858791136,0.11350330500472143,0.21311676140538502,0.6913858501863575,0.34024238509035426,0.28947553343452254,0.3148348311587044,2.3757808350704903,0.26476234240301455,0.5614646459023533,0.6377084219220047,0.19621675391085686,1.7227709604307622,0.24955235133352183,0.25515124945199474,0.5078622102737427,0.375361728186132,0.23994889979489747,0.11389601892395189,0.004183244704448823,1.0573386123869568,,0.004183244704448823
14.0,0.6057702131127239,0.7679961527573274,30.76608,30.76608,0.5412350858791136,0.11350330500472143,0.21186042862131704,0.6991661054258135,0.33976450138213804,0.2944227076846396,0.320986314640261,2.4664170086350667,0.27519951061314674,0.53731939274446,0.6396039538603846,0.19847675087948924,1.7426135940011362,0.25428194993412384,0.258044744100521,0.5060036778450012,0.3736992777008866,0.2386864487543815,0.11389601892395189,0.003935229751131716,1.058909997344017,,0.003935229751131716
15.0,0.6486778836209539,0.8717666097741951,32.4352,32.4352,0.4559241291901578,0.11350330500472143,0.22048001185863594,0.6612440771278851,0.3492289306778258,0.2675285413463512,0.2906708908057169,2.056317575644665,0.2314992033221418,0.5018542456259171,0.6456005838808115,0.20294077418701362,1.781807442475375,0.2566284131381084,0.2675679122560898,0.5053337812423706,0.37786149688549153,0.24174705996898493,0.11389601892395189,0.007932399254018374,0.6740394560620189,0.007932399254018374,
16.0,0.6432215589918859,0.7576628655026332,34.41664,34.41664,0.5412350858791136,0.11350330500472143,0.21803267116729555,0.6751384150522746,0.3482501874137571,0.27961221872044484,0.2991530466259848,2.180752404688016,0.24481649775267236,0.515274581209008,0.6386833009816832,0.1981010913995137,1.7393153270070427,0.24663855517543162,0.25839630562552474,0.5060412287712097,0.3815981748914784,0.24475189294064978,0.11389601892395189,0.0037415927055479813,1.0679258316522464,,0.0037415927055479813
17.0,0.6303156028757073,0.7296863658428003,36.39808,36.39808,0.5412350858791136,0.11350330500472143,0.21815982036426187,0.6848069637116765,0.3474001438565363,0.283792774609579,0.30720330342579183,2.2735566461941814,0.255018900771452,0.5398092079432761,0.6503183118236566,0.20765776293467478,1.823222311864363,0.2556894243641232,0.2740170247263883,0.5131515264511108,0.3819212376144417,0.24424115972022284,0.11389601892395189,0.003489245740334345,1.0572599578881636,,0.003489245740334345
18.0,0.6173684825569851,1.1298394582923414,38.37952,38.37952,0.5412350858791136,0.11350330500472143,0.21650732476666323,0.6927179624587638,0.34670204458219434,0.28822842463211706,0.3132579653832337,2.3659630021697766,0.2661881329441176,0.5582841197274413,0.6487018294942134,0.20641576552370713,1.812317651431965,0.24693559170938267,0.26964014191586416,0.5158090591430664,0.3872032296997149,0.24841474672443334,0.11389601892395189,0.0032062430910348473,1.0297563902568072,,0.0032062430910348473
19.0,0.601799183226144,0.8983888569932503,40.36096,40.36096,0.5412350858791136,0.11350330500472143,0.20965493381068281,0.7017149262258764,0.33672059821067524,0.2991367667602772,0.32420971912427415,2.4540381694346536,0.2750473697421981,0.5484875253509867,0.645815706582574,0.205050918942818,1.8003343828876934,0.24440917616505556,0.26549295774647885,0.5148400068283081,0.3879740140783547,0.2490974109564114,0.11389601892395189,0.003193521934086561,1.0778955086134374,,0.003193521934086561
20.0,0.6479903513520868,1.14129269625997,44.01152,44.01152,0.9971592150692714,0.11350330500472143,0.21646488266793246,0.6575997033895554,0.34340488284704324,0.26814163245430395,0.2858825014474489,2.0214429139226344,0.2280554309332821,0.49950815040546653,0.6404015719142065,0.20107319786314523,1.7654102378890113,0.24303043200680996,0.2587607614890263,0.5142337679862976,0.38938763696430156,0.25045768952750314,0.11389601892395189,0.0036881745488478094,1.6775273382663727,0.006207825432710302,0.0029719124415010325
21.0,0.6454345971724644,0.9046543413875779,45.99296,45.99296,0.5412350858791136,0.11350330500472143,0.2110131756846607,0.6733204119296526,0.33624635256796387,0.2776190440326249,0.29764932692351215,2.158112678677797,0.24333752462419422,0.5302997661473654,0.6398722862375332,0.19052805684967275,1.672824552163565,0.2504923198109492,0.2593864215306236,0.511444628238678,0.3836679411145039,0.24615838178336039,0.11389601892395189,0.003042184585740647,1.125568063231185,,0.003042184585740647
22.0,0.6263459103101002,0.8114384866925655,47.9744,47.9744,0.5412350858791136,0.11350330500472143,0.22286960636852984,0.6860243289318486,0.3547567598106616,0.2857644424888589,0.3116607796506054,2.286011396029515,0.2570357217587828,0.5668373968040639,0.6214223207259366,0.1730126359624065,1.5190402403610495,0.2414486921529175,0.244458404379431,0.5036759376525879,0.38185225388677246,0.24521302614334445,0.11389601892395189,0.0027153119836176316,1.0478166539687663,,0.0027153119836176316
23.0,0.6108916756688629,0.9909105628277872,49.95584,49.95584,0.5412350858791136,0.11350330500472143,0.20557738178854815,0.6937191383035266,0.3300792192691409,0.29567672427028974,0.32167578907205935,2.3912914177281976,0.2677319786832831,0.5438449714594306,0.6215168557459095,0.1657351881984423,1.4551446992111576,0.24405563032750113,0.24561070513428865,0.501896858215332,0.3788782922072274,0.24298229510718655,0.11389601892395189,0.0026260358374577708,1.0572564124595374,,0.0026260358374577708
24.0,0.5983820109483785,0.9784978037933307,51.93728,51.93728,0.5412350858791136,0.11350330500472143,0.2112249008891947,0.701091182490031,0.33886040499070963,0.3028609944627023,0.32926711344262727,2.489733909480889,0.27804371002524403,0.5621251905981309,0.6290057536224369,0.17754649028680988,1.558847200843405,0.24991224991224992,0.25077559462254395,0.49935612082481384,0.38013287830187187,0.24375601113899995,0.11389601892395189,0.0025263864451458714,1.0643621754134074,,0.0025263864451458714
25.0,0.647792429565169,1.5629745427690875,53.6064,53.6064,0.4559241291901578,0.11350330500472143,0.21873404359692064,0.6620431304121309,0.34325318220659246,0.27003238879778435,0.2913294535864079,2.0403786697748565,0.23088498992284268,0.5453340792059337,0.6323634723810913,0.1808799079866933,1.5881144020272244,0.24940998772774473,0.25211581291759466,0.49825385212898254,0.37771477707499457,0.24174270799170733,0.11389601892395189,0.005148865278435609,0.5910675721243024,0.005148865278435609,
26.0,0.6460514305559075,1.0416070659573253,55.58784,55.58784,0.5412350858791136,0.11350330500472143,0.22107910634805153,0.6749705348222867,0.35095602951481875,0.2797372044907694,0.30598901493899994,2.191268220947002,0.2465080489029877,0.5416407977649166,0.6018341701391418,0.1558289307140897,1.3681683713469943,0.22970661755032232,0.23399037151421567,0.5090895295143127,0.3909475862562905,0.2527454813308323,0.11389601892395189,0.0024480391738466193,1.0759228460956365,,0.0024480391738466193
27.0,0.6337169988924073,1.0162441009621193,57.56928,57.56928,0.5412350858791136,0.11350330500472143,0.2123997599223618,0.686879144318099,0.33942491938511005,0.2865090589327935,0.3152462878443003,2.333154952523094,0.26059256495733096,0.5407851595416324,0.6318342369022251,0.17580121151854805,1.5435237612293553,0.24740776464914396,0.2541222114451988,0.5063250064849854,0.3855954697234226,0.24793320045942857,0.11389601892395189,0.0021555291974842622,0.982103799819015,,0.0021555291974842622
28.0,0.619323710398133,1.186313558022589,59.55072,59.55072,0.5412350858791136,0.11350330500472143,0.20726823418138335,0.691642227342469,0.33160905899713916,0.2938040370995407,0.31927329724167286,2.4126836282692707,0.2694092735247256,0.5571192777265646,0.6261197813042183,0.16912579537156036,1.4849140204319633,0.2457838850718301,0.25060781746773897,0.5057307481765747,0.3858104328833443,0.2482224631360927,0.11389601892395189,0.002153505087645855,1.0191732191015035,,0.002153505087645855
29.0,0.6051516440921922,0.9156511597330315,61.53216,61.53216,0.5412350858791136,0.11350330500472143,0.21086639252604764,0.6977785145971609,0.3388175136846194,0.2963109909694408,0.32558317834481115,2.5045499945457617,0.28029139735851527,0.548850998853714,0.6014656052909292,0.15316051483121373,1.3447398449763082,0.2337384391959031,0.23595505617977527,0.5010004043579102,0.38636441750263395,0.249213907536317,0.11389601892395189,0.0022954169000174315,1.1238009359221905,,0.0022954169000174315
30.0,0.6475818266528237,1.1874504208875376,65.18272,65.18272,0.9971592150692714,0.11350330500472143,0.21249209388006046,0.6592896709122081,0.3370663666477979,0.26879624319924783,0.2896973543984959,2.040417353275797,0.22976280157185502,0.5295585213909744,0.6262359515789946,0.17750545750005686,1.558486935514198,0.24658020962870847,0.2540641934139225,0.5039680004119873,0.38329351841098463,0.24637292845403372,0.11389601892395189,0.0024186132821655618,1.5363341002957895,0.00408488747444025,0.0019860435532119934
31.0,0.6449226080330845,1.0545458212241847,67.16416,67.16416,0.5412350858791136,0.11350330500472143,0.2106473124561584,0.6721470271523989,0.3354808168166233,0.2810520354788078,0.29986259520094716,2.182446994596616,0.2448191918960466,0.5098880006470018,0.632812943544685,0.18031995385538857,1.5831980393958087,0.2551100189880487,0.25851550584646665,0.5031919479370117,0.37643287906055634,0.2409700601572935,0.11389601892395189,0.002079775557825022,1.0821737956721336,,0.002079775557825022
32.0,0.6301784296856593,1.0932186148680174,69.1456,69.1456,0.5412350858791136,0.11350330500472143,0.2077888310780419,0.683892422393446,0.33080001204718124,0.28710568145440873,0.311381881457676,2.301771072957314,0.25842498269067804,0.5391661230088931,0.6305271487560306,0.18865945912842833,1.6564183797714283,0.25624599615631005,0.25766233766233765,0.5003087520599365,0.3733918353906965,0.23860616526458361,0.11389601892395189,0.0019790979723225163,1.0653081602649763,,0.0019790979723225163
33.0,0.6191182534648407,0.9433166808889706,71.12704,71.12704,0.5412350858791136,0.11350330500472143,0.21240887128948566,0.6910534391972742,0.33942943611913673,0.2920379487641158,0.31640234834158254,2.4008784113067576,0.2695109815613366,0.5502344947473635,0.5934931519398767,0.16539864692997563,1.4521898876940724,0.22595419847328244,0.23113802674741357,0.5073671340942383,0.3841723464408754,0.24750182128260315,0.11389601892395189,0.0019391357853191173,1.0700960522517562,,0.0019391357853191173
34.0,0.6053652459422174,1.006077429930249,73.10848,73.10848,0.5412350858791136,0.11350330500472143,0.20586853990832582,0.6998464855444047,0.32969799610191936,0.2947786927488356,0.32710588222510595,2.4890232098105236,0.2789324915508723,0.5714882860965687,0.6176123197264982,0.18269694364870853,1.6040678627292044,0.24612202688728024,0.25237957888664553,0.5063300132751465,0.37698968210747835,0.24139110109036532,0.11389601892395189,0.0018145724424818103,1.0314415774773806,,0.0018145724424818103
35.0,0.6468261094216141,1.3995547965459116,74.7776,74.7776,0.4559241291901578,0.11350330500472143,0.2149750165366886,0.6617542554245477,0.3400385022802448,0.2695913546821227,0.2876781530197233,2.0352334222467117,0.23091313356311666,0.5272128266679591,0.5856294772365244,0.15970973757491327,1.4022416154997577,0.2208621141907843,0.22722549359196395,0.5065470933914185,0.38347746868985266,0.24709282994365145,0.11389601892395189,0.00386252111078385,0.5607685442082584,0.00386252111078385,
36.0,0.6467815646187856,1.098047540049593,76.75904,76.75904,0.5412350858791136,0.11350330500472143,0.20660725512533826,0.6716804157766925,0.32883817518143427,0.2749460745816048,0.29672485052458736,2.1623294682979326,0.244710967407065,0.5415249473443751,0.5814083938463713,0.14691195020877812,1.289877834157407,0.2217576720461577,0.22429519071310117,0.49409592151641846,0.38435338128794416,0.24790274418181033,0.11389601892395189,0.001901080448076974,1.1101856110617518,,0.001901080448076974
37.0,0.6309051216474599,1.0586616610480988,78.74048,78.74048,0.5412350858791136,0.11350330500472143,0.2092880903468555,0.6827058601558605,0.3342277269503222,0.28966915660792963,0.30973360924504206,2.265162462539179,0.2557408759142377,0.5214224419993052,0.5922108866092279,0.1603149906811662,1.4075557003288073,0.22586367091815188,0.22791411042944787,0.4970775246620178,0.3840549896831235,0.2474117108961498,0.11389601892395189,0.0017433163153075574,1.0487170431297272,,0.0017433163153075574
38.0,0.61383003874474,1.0273164123297618,80.72192,80.72192,0.5412350858791136,0.11350330500472143,0.21175826469231832,0.6928549297309962,0.33944303347398774,0.2928614137978558,0.3169594072734768,2.37977985076929,0.26784990152281896,0.5553999325333808,0.5940179198139227,0.16968229424156023,1.489800046082881,0.22668423908830143,0.23062798384135144,0.5050420761108398,0.38674470539589556,0.24937657158209395,0.11389601892395189,0.0017299014902092031,1.06737426656764,,0.0017299014902092031
39.0,0.6136748251653704,1.0687176103416332,82.70336,82.70336,0.5412350858791136,0.11350330500472143,0.21080231277441683,0.702141831713551,0.33779288659298484,0.2962360226563492,0.32582517944589584,2.465684518014001,0.27651413765306143,0.5647868780921681,0.5846776640691477,0.17377439225939473,1.5257284135227194,0.21966905123202543,0.22618408334228332,0.5111958384513855,0.390694218661886,0.25247651182496006,0.11389601892395189,0.001916852473503842,1.216843263595365,,0.001916852473503842
40.0,0.6500793550120008,1.631882046508102,86.35392,86.35392,0.9971592150692714,0.11350330500472143,0.19860670610581282,0.6590302982133349,0.3130263101558125,0.26697508348547355,0.2908607242141911,2.0379112912755275,0.23016858179270802,0.48848798054173415,0.5759782837259363,0.1665730880377887,1.4625014079641288,0.2144717261904762,0.2194105614061672,0.4937441647052765,0.38294515913209215,0.24663355193897846,0.11389601892395189,0.0020551136752386236,1.6687254091957584,0.003221072176284625,0.0017669830441814577
41.0,0.6517848711024317,1.3667453433615449,88.33536,88.33536,0.5412350858791136,0.11350330500472143,0.21754930265114072,0.6740963235882432,0.3454506988001903,0.27903076878548616,0.30473740911420055,2.1838843308769484,0.2457464353105814,0.5478394754303678,0.5688670490501345,0.17641514708529266,1.5489140775243835,0.2115646699980531,0.21494070179728572,0.5196916460990906,0.39639558028614424,0.2568829084087832,0.11389601892395189,0.0015389335407459646,1.0280479596694931,,0.0015389335407459646
42.0,0.6375111756458577,1.4713146727100197,90.3168,90.3168,0.5412350858791136,0.11350330500472143,0.21234787626062207,0.6862225086926032,0.3398153916667345,0.2913703605664257,0.3160324436537907,2.323758287899434,0.2595799923499731,0.5337667029685182,0.5855102323460712,0.18621926711611236,1.6349936448652393,0.21622387530995396,0.22890139176784127,0.5213789939880371,0.39386840996603545,0.2544796106839667,0.11389601892395189,0.0015529070278285904,1.066546029644087,,0.0015529070278285904
43.0,0.6229894515832688,1.4205199177296146,92.29824,92.29824,0.5412350858791136,0.11350330500472143,0.20188127068112688,0.6926895687357434,0.3245710926350273,0.2983400209455499,0.32161306946514634,2.387087025313164,0.2670115820714854,0.53263263231484,0.570011345708331,0.18137223306367908,1.5924369857455765,0.21105014673982392,0.21750951604132682,0.523973286151886,0.3979080509042109,0.25793297597595516,0.11389601892395189,0.0015940166095203528,1.1191712423460558,,0.0015940166095203528
44.0,0.6095242176399804,1.0086683166359138,94.27968,94.27968,0.5412350858791136,0.11350330500472143,0.20420332731747812,0.6990331065023504,0.32806089613674605,0.29791887641702675,0.32419564619252406,2.470964475576346,0.2762018030189296,0.5474724004093791,0.5774486151403915,0.1807328169718066,1.5868229520162727,0.21372644971862,0.21880035810205908,0.5344560742378235,0.3994535449313867,0.25911658045857633,0.11389601892395189,0.0015607479451614855,1.1213600237388164,,0.0015607479451614855
45.0,0.656152082683249,2.0150423213308395,95.9488,95.9488,0.4559241291901578,0.11350330500472143,0.2068049607130664,0.6639203339667932,0.32629008354384054,0.27201362224251646,0.2944608944495985,2.061146220311472,0.23221002211132102,0.5356041174528544,0.5568943826595893,0.15991137325694477,1.404011964313847,0.20904854598006253,0.21187200956937802,0.5103063583374023,0.4002367715793813,0.26034463188470025,0.11389601892395189,0.002791365342083039,0.49368097726255655,0.002791365342083039,
46.0,0.647040429957698,1.478007488248409,97.93024,97.93024,0.5412350858791136,0.11350330500472143,0.21422357081430557,0.6764957159752639,0.3418554517341122,0.28152983985856694,0.30284709767595697,2.2186380302773987,0.24898643068160015,0.5363597754153359,0.5368183344879665,0.13939407507994755,1.2238713556179752,0.20690047177854828,0.20820863616930313,0.49589991569519043,0.40027189376705924,0.2608299402687379,0.11389601892395189,0.001460483911688218,1.0732782147824764,,0.001460483911688218
47.0,0.6304114667103187,1.475534839960892,99.91168,99.91168,0.5412350858791136,0.11350330500472143,0.20913536015539844,0.6857891151870239,0.3351123485623909,0.29301668395325936,0.31163760771465976,2.282537606608645,0.25574647571677916,0.5320989823562753,0.572096223774595,0.1648780401565025,1.4476189924302025,0.21200090744101632,0.2157684436214794,0.5188421010971069,0.40112731954466924,0.26080699554748915,0.11389601892395189,0.0014956591998136883,1.1262167496606708,,0.0014956591998136883
48.0,0.6187213498719369,1.242534200864998,101.89312,101.89312,0.5412350858791136,0.11350330500472143,0.21274507787126198,0.6937953246557386,0.34155288423368463,0.2928267025132864,0.31884887509754245,2.384832640436737,0.26746252169518353,0.540697455132274,0.532489162669959,0.14775540677580257,1.2972833306356257,0.2020289229440967,0.20521038413992032,0.47254952788352966,0.40605058194532734,0.2654283522446092,0.11389601892395189,0.0014029601514672875,1.0828726557083428,,0.0014029601514672875
49.0,0.6087113103078625,1.1796842486925256,103.87456,103.87456,0.5412350858791136,0.11350330500472143,0.21687843209558572,0.7026124599082229,0.3478016181587751,0.2958665532825812,0.33069112027032954,2.482383271320195,0.27824330708958045,0.5667737542513522,0.5277492723953374,0.15001347373971663,1.3171090188839725,0.20004167534903106,0.2047415750749387,0.46742919087409973,0.4096129691047622,0.26838424323587423,0.11389601892395189,0.001529715837947961,1.207341797882691,,0.001529715837947961
50.0,0.6492179636264568,1.4154649483494985,107.52512,107.52512,0.9971592150692714,0.11350330500472143,0.2063649150854617,0.6642176795738277,0.3278822273098057,0.26878620450585067,0.29414268029218027,2.070618641273853,0.23262962413303198,0.5154905293342037,0.5749656935637728,0.17527539947167126,1.5389071639870244,0.21324495028453505,0.21943440357218796,0.5170044302940369,0.39624171852435514,0.2567866504285733,0.11389601892395189,0.0015946054159034504,1.5917282599257305,0.0025776972574024955,0.0013590337686393524
51.0,0.6414932825206447,1.300737946170614,109.50656,109.50656,0.5412350858791136,0.11350330500472143,0.21962661322673616,0.676001266432268,0.349999779147859,0.27827214289730945,0.3006066033242747,2.208435085666228,0.24841930231659395,0.5288574373024156,0.5601501747711947,0.1612502566404736,1.4157672775915024,0.21094876779331537,0.21223224351747463,0.5046480298042297,0.3943673342014871,0.25569807327596344,0.11389601892395189,0.0012818216475309842,1.0529545411700383,,0.0012818216475309842
52.0,0.6338918143313848,1.1255950334067493,111.488,111.488,0.5412350858791136,0.11350330500472143,0.21342145274213362,0.6874175384237391,0.34154878770912034,0.28866119714747523,0.3126093689306188,2.340515833564714,0.260726945689878,0.5485747469045623,0.5226094938409549,0.14355247629632323,1.260381861039172,0.19828232174765117,0.20578239210391544,0.47058746218681335,0.39955431806692576,0.2604375280191387,0.11389601892395189,0.001267742463503081,1.0647536606993526,,0.001267742463503081
53.0,0.6254840833788936,1.7120051045332922,113.46944,113.46944,0.5412350858791136,0.11350330500472143,0.21018190699295175,0.6948733834969789,0.3374763989843942,0.29481717352710884,0.32141370221813104,2.4433011710014876,0.27179715630737694,0.5531533759383988,0.4817606393875386,0.11796596961001206,1.0357339152369993,0.19495002630194636,0.2050697547187016,0.46386927366256714,0.40915030243262485,0.26908043324203645,0.11389601892395189,0.0013271533995787427,1.1373887207591906,,0.0013271533995787427
54.0,0.6167422133378903,1.2698542042708894,115.45088,115.45088,0.5412350858791136,0.11350330500472143,0.20373001393016252,0.7015302077853183,0.3274178586152128,0.29912980099366965,0.3276373161257321,2.498743964707271,0.2795980485395766,0.5505114164861223,0.47926480442507724,0.11677081634602937,1.0252405435171266,0.19392200616300073,0.204927720701882,0.457559734582901,0.4082949419969329,0.26845025663904837,0.11389601892395189,0.001347818350717777,1.1766425418900326,,0.001347818350717777
55.0,0.644406868226868,1.680371684074141,117.12,117.12,0.4559241291901578,0.11350330500472143,0.21062762312824426,0.667231730415064,0.33429131780627636,0.2718115968130833,0.2948089292227266,2.0835511404623652,0.23549352115755265,0.5028089956720182,0.49263465147587326,0.12408216525478452,1.089433734620996,0.1954699886749717,0.2045002711006687,0.33825764060020447,0.4044522967676468,0.26515545631282406,0.11389601892395189,0.0024051273556351988,0.4988145683892071,0.0024051273556351988,
56.0,0.6483064001259262,1.318345097876861,119.10144,119.10144,0.5412350858791136,0.11350330500472143,0.22419080681728257,0.6796464665764527,0.3572247178183248,0.279819419979575,0.3061813347280706,2.2190887620541444,0.2510617305604009,0.543207051926977,0.46691867890013994,0.11000629446901272,0.9658484599225867,0.19210130929383987,0.20455471544347353,0.44684088230133057,0.41107477441432333,0.27116707508255933,0.11389601892395189,0.0012406638574167814,1.1062025618739426,,0.0012406638574167814
57.0,0.6314002730517088,1.0163775983082657,121.08288,121.08288,0.5412350858791136,0.11350330500472143,0.2130332944900178,0.6877265030160378,0.34103683065394397,0.2880839171039162,0.31403766346976236,2.305867356531098,0.25972971542068873,0.5609830676289824,0.5087351839290316,0.1361669670425171,1.1955375466936686,0.20013686371532347,0.20487938847439005,0.46969103813171387,0.40984183657276735,0.2690431363917733,0.11389601892395189,0.0011323682243804041,1.0273664986016229,,0.0011323682243804041
58.0,0.6215546002549663,1.1800174393091727,123.06432,123.06432,0.5412350858791136,0.11350330500472143,0.21365180434950648,0.696279353648619,0.3432824599145342,0.3000852526275843,0.32355851058810325,2.440867748290997,0.27360795207597344,0.5386516003740782,0.4920563978385025,0.12028150665429793,1.0560641872356364,0.19728973500850386,0.20464821848435522,0.4355029761791229,0.40682274468700225,0.26704159916498754,0.11389601892395189,0.001217981783773301,1.1271878241095692,,0.001217981783773301
59.0,0.6191024173028307,1.1551831841835445,125.04576,125.04576,0.5412350858791136,0.11350330500472143,0.20703420643718257,0.7010915384954536,0.3333354794910147,0.30458313532484765,0.3289731580050271,2.5003275640961307,0.28086609041278116,0.5349638215299294,0.5073598644137155,0.13292182472917208,1.1670453979425188,0.1995336984221656,0.2046204620462046,0.43324586749076843,0.4082700936622929,0.26790849235027875,0.11389601892395189,0.0012695006316646293,1.19919842784293,,0.0012695006316646293
