round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1,fed_auroc,fed_auprc,fed_ece,fed_f1_best_threshold,fed_prevalence,fed_brier,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6881394166919359,0.09301352519975291,3.66096,3.66096,1.0,1.9516163935138655,0.2708852943432192,0.6619596740384941,0.2189538490841985,0.3680877692150437,0.5209595271465117,0.11444038776281003,0.2329202627104256,0.29412060993086486,0.6528912882659764,0.2115719244867843,1.8575884081431362,0.2702816309373686,0.2731374222655774,0.5107892155647278,0.3690067094920524,0.23354085978220077,0.11389601892395189,0.024445004351357276,2.6493007766780465,0.02172794082569657,0.026372534283335858,0.010911143843762397
2.0,0.6627580849648131,0.1837956666407043,7.32192,7.32192,1.0,2.0260353636441395,0.27979209107633407,0.6677665234841519,0.22721148552782122,0.34573575381921706,0.513167582744017,0.11444038776281003,0.21735405402531302,0.30119703932856945,0.6613614277742157,0.21943587604211706,1.9266334162973149,0.2760590195145169,0.2818692694469092,0.5307251811027527,0.34746564373863725,0.2185794182066433,0.11389601892395189,0.016659107250761248,1.9279069881449686,0.015999107151253307,0.017190198335105173,0.0065890702469715125
3.0,0.6469784335582384,0.2538695271552964,10.98288,10.98288,1.0,2.0649356574727964,0.2812637009758752,0.6709515032874347,0.2315306433108709,0.32843188861654427,0.5210045523567252,0.11444038776281003,0.20757414604962515,0.3059062975779107,0.663322229411106,0.22301364903391446,1.9580460418271526,0.2788415509813308,0.2840959904605754,0.5377737283706665,0.3301805447569743,0.20925559529642151,0.11389601892395189,0.01192137047820088,1.4785347692786672,0.012504480942090954,0.011587479632318673,0.004960132617992151
4.0,0.647363311684175,0.346235145945487,14.64384,14.64384,1.0,2.0775853920078493,0.2803507190826055,0.6740104242232234,0.23323364084980008,0.35263206848967776,0.5545618929345046,0.11444038776281003,0.2234066490457391,0.30868372580101183,0.6629585337501692,0.22426268787929754,1.969012525618101,0.2773706896551724,0.2829980710939653,0.5411084294319153,0.35452693318905487,0.22532652330776123,0.11389601892395189,0.010378466641467979,1.3695891521310841,0.011035244037732388,0.009956507898952622,0.00537159786744411
5.0,0.6413677017227595,0.28115317465869183,18.3048,18.3048,1.0,2.1068686594590313,0.2824755849626359,0.6755901862351287,0.23619741911261777,0.3492056388526603,0.5381072622754479,0.11444038776281003,0.220411186613252,0.30943803828175886,0.6624865865185054,0.2245966784569301,1.9719449422274609,0.27589265912619204,0.280925970581143,0.5118962526321411,0.3512089661235771,0.22248222743264956,0.11389601892395189,0.009221973230906622,1.2877997439591127,0.00926128279701706,0.009227481212383735,0.004721719975373271
6.0,0.6456459689683198,0.3029331429457329,21.96576,21.96576,1.0,2.1127657155672397,0.2821440131909348,0.6774333410560616,0.23736535113296248,0.3432992714180853,0.5474571509132694,0.11444038776281003,0.21692653532658657,0.31166184245733675,0.6637065312718031,0.2253160446922557,1.9782609332701848,0.27641738363114937,0.2823409927637426,0.5220640301704407,0.3455081473443689,0.21927949565400395,0.11389601892395189,0.008667231633261534,1.2875425197898949,0.008410808804273464,0.00889955656318289,0.003964073976973592
7.0,0.6381545863431275,0.32647142209188396,25.62672,25.62672,1.0,2.1222605798977927,0.28868419976243886,0.6786548752618236,0.23871293840417732,0.33221476154555957,0.5178826035764975,0.11444038776281003,0.20878648721105916,0.31395476870234984,0.6629266455932927,0.22572293792267029,1.9818334306608643,0.2798334324806663,0.28287532991771464,0.5376260280609131,0.33430676250139424,0.21110290622137118,0.11389601892395189,0.00898569638737731,1.4161500901718682,0.00800907915421934,0.00980593559394879,0.0036229434864745564
8.0,0.6417887764298328,0.35652884403874985,29.28768,29.28768,1.0,2.1386727354996977,0.28798974920778986,0.6810824567799645,0.24066208214839468,0.3351807524005157,0.5542674470342529,0.11444038776281003,0.21210966350437624,0.31550694012200897,0.6628082164172028,0.22515266029659828,1.9768264283840526,0.27975183305132545,0.2822551928783383,0.5103476643562317,0.33756834183448314,0.21502729687721311,0.11389601892395189,0.007940344861926563,1.332713420838445,0.0071136451400446955,0.00864825861647904,0.0042020313084832304
9.0,0.6378672847453281,0.3621322562051549,32.94864,32.94864,1.0,2.1665433870150457,0.2902016092466834,0.6837439377628446,0.24405784019420468,0.3361413263175629,0.5508298080536006,0.11444038776281003,0.21271150729493746,0.32018030881802056,0.6622155309103286,0.2256306137641894,1.981022830261016,0.27471338957386976,0.2820477815699659,0.5381863117218018,0.3386449137155762,0.21605181324183279,0.11389601892395189,0.007780501032025256,1.3872908188714064,0.006776986759681289,0.008663839009868711,0.0036577483654865735
10.0,0.6400700323710542,0.4358996394912748,36.6096,36.6096,1.0,2.18308898905328,0.28841513555879855,0.6854928144022957,0.2461904865677173,0.3556440745975274,0.564634987620357,0.11444038776281003,0.22486594798529402,0.3187160325906906,0.6620424865202574,0.22461889320724612,1.9721399863609248,0.2732868280672959,0.28112033195020747,0.5441693067550659,0.3580502951155371,0.22839008453526347,0.11389601892395189,0.008067379920946686,1.5367406978139115,0.006800764700559442,0.009200989797305999,0.0039914070438745895
11.0,0.6411885747748898,0.3988321209109755,40.27056,40.27056,1.0,2.2019835512180306,0.2947782390204041,0.6882082093286653,0.24892981775096756,0.3401379656507658,0.5580354909122133,0.11444038776281003,0.21453739644191686,0.3212517589906149,0.6625874590116082,0.2242585408435512,1.9689761149008036,0.2713047155846902,0.2813953488372093,0.5526044368743896,0.3427795100715478,0.21848502815700416,0.11389601892395189,0.00720894332704377,1.4603134451172082,0.005877970845791856,0.008430665355032133,0.0033720203534564073
12.0,0.6372737254938008,0.46925519609471367,43.93152,43.93152,1.0,2.2150350326821107,0.2911565128662511,0.6886106000907056,0.25036845366820454,0.33691070010119006,0.5498161521585135,0.11444038776281003,0.21279720717329023,0.32421104386372646,0.6623427572520898,0.22738202293172813,1.9964000944014608,0.2742905369764743,0.28137678314356757,0.5316735506057739,0.3391247903383026,0.21640817576928503,0.11389601892395189,0.007423113951471699,1.5939530962668869,0.005710290738934628,0.009007434234784475,0.0051019251408082
