round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1,fed_auroc,fed_auprc_lift,fed_prevalence,fed_f1_best_threshold,fed_brier,fed_ece,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6473003639600619,0.3847397594052012,40.27056,40.27056,1.0,0.23968195825968325,0.27932086078015284,0.6776256543199389,2.1098138469664494,0.11379657603222558,0.5607997030976406,0.220548915236258,0.3497964512605561,0.3061261126939288,0.6683852931669892,0.22227166065339193,1.9515314297491135,0.2784781629896443,0.2813338443848218,0.5227348208427429,0.34803471326861,0.22069765845715633,0.11389601892395189,0.008021792794196332,1.594413638817059,0.006308782102262065,0.009589923949787473,0.004343008836963679
12.0,0.644812316433414,0.401565104539998,43.93152,43.93152,1.0,0.24330451560070662,0.27798030813708885,0.6804609126154247,2.134969593866138,0.11379657603222558,0.5713727036275322,0.22068186041478371,0.35022150352409653,0.3066500972000428,0.6664873266349713,0.22086898889005122,1.9392160584429639,0.2738422499471347,0.28,0.5356844663619995,0.3485371244335289,0.22130272624426442,0.11389601892395189,0.007171330587472764,1.5150311779725598,0.005644015682922673,0.008605727100536927,0.0032206656707061986
13.0,0.6414640977215982,0.4160345312378121,47.59248,47.59248,1.0,0.243224115246774,0.2779227692716831,0.679871283842576,2.1389828522462375,0.11379657603222558,0.5703916297540864,0.21515154242631038,0.34026614728656646,0.3092957758355928,0.6673705946969329,0.22093463636238944,1.939792439188827,0.27563419313579196,0.2818718265404144,0.5431821346282959,0.33826048770520367,0.21565286979561393,0.11389601892395189,0.006822573088683793,1.520512365194918,0.005256812801096579,0.00832659103885882,0.0034454560847292323
14.0,0.6416300829284646,0.4624193030964349,51.25344,51.25344,1.0,0.24717878026148807,0.2827604436614596,0.6812699130484556,2.1721574657584806,0.11379657603222558,0.5426406037073661,0.1955192462794383,0.30893134274018214,0.31241514125397196,0.667900959626456,0.22173464543950297,1.9468164693934973,0.2824554658464693,0.28346656515670604,0.4976727068424225,0.30674208657346097,0.19629990278885487,0.11389601892395189,0.006584652470477757,1.5548465397896507,0.004837952513358431,0.00829292694969523,0.004214951280597284
15.0,0.6461198783498948,0.5706983181382764,54.9144,54.9144,1.0,0.2501357015850934,0.28057962915012086,0.6852101818071499,2.195767575013312,0.11379657603222558,0.5532238820261975,0.21650085799626484,0.34376220121672085,0.310736129312048,0.6662884554732149,0.22203889057385068,1.9494877228510115,0.27633168588687534,0.28316985028394426,0.5301710367202759,0.34198830814943904,0.21755760297702204,0.11389601892395189,0.006606910807911344,1.6447363467686955,0.004625214034151077,0.008583973487758455,0.0038217356731512224
16.0,0.6395809938551746,0.5170130474744646,58.57536,58.57536,1.0,0.253853627815464,0.28329388598987293,0.6862662424943404,2.231170966125171,0.11379657603222558,0.5645108452068657,0.21230921363312583,0.3367902458863931,0.31326396719464517,0.6661821490675081,0.22143654645730831,1.9441991787716566,0.2793816776540123,0.2815967351103176,0.524297833442688,0.33538113717255813,0.21399748272259356,0.11389601892395189,0.006550417027700657,1.7177021467614395,0.004547574336149953,0.008575094373891302,0.005354335822705548
17.0,0.645061919433949,0.6348318429730667,62.23632,62.23632,1.0,0.2584112906213628,0.2895760884487205,0.6896881122025031,2.2766842814844654,0.11379657603222558,0.5711305595874365,0.206184542914839,0.3259896843390274,0.31448207262027544,0.6668485500539149,0.2216494016257343,1.9460680339821983,0.27750202008542074,0.2799162084315266,0.5279746651649475,0.3239871515077838,0.20803538774031113,0.11389601892395189,0.006375496777942168,1.7629757848753798,0.00430168964110824,0.008505936383207322,0.003851853326843133
18.0,0.6398486401849619,0.6722581502340533,65.89728,65.89728,1.0,0.26055294626811454,0.2865601568753902,0.6925729768132627,2.2869191513442284,0.11379657603222558,0.5789260798061692,0.21208840517219818,0.33710152175219327,0.3191714686628751,0.6639034698179913,0.21826129120022547,1.916320634050941,0.27731843575418996,0.27941799689221647,0.5442398190498352,0.3354224669459489,0.2144861514106597,0.11389601892395189,0.0060932413777490604,1.7734421998629841,0.004144343494439232,0.008127081610939411,0.003732950955329312
19.0,0.645423696874323,0.9212826845723825,69.55824,69.55824,1.0,0.2653841057035197,0.28656726147474937,0.6937009283322428,2.336979079106694,0.11379657603222558,0.5871777256832562,0.21713359155609174,0.34419797322256096,0.32207571515042166,0.6639003324550558,0.21827579832898217,1.9164480057439446,0.27561312241214564,0.2802030456852792,0.5352537035942078,0.3424620222502971,0.21987628653440439,0.11389601892395189,0.005543739718094304,1.695783111165838,0.0036178804939027086,0.007587304912330102,0.002799207620251259
20.0,0.6466448292902778,0.7505526288028801,73.2192,73.2192,1.0,0.2678426343594142,0.2879298136666055,0.6954735581558606,2.3503396448734675,0.11379657603222558,0.5703974722716715,0.2108726345604295,0.3343072191782554,0.3231361627703309,0.661612705446447,0.2164794960787034,1.9006765831143428,0.27527352297593,0.2780923618975714,0.5277845859527588,0.3325788972802665,0.21417784475318088,0.11389601892395189,0.005176645820350973,1.664994565764573,0.0033872829259404135,0.007089873168165148,0.003362606783424163
21.0,0.6443396402254897,0.8729158875013286,76.88016,76.88016,1.0,0.2669310227377991,0.285902021581353,0.6963740031396941,2.3423647860873924,0.11379657603222558,0.6006323031495887,0.21360911786711811,0.3382105487568795,0.32515843480681017,0.6595645219770768,0.2164658721681807,1.9005569660227937,0.27282310773771873,0.27794859180912557,0.5295363068580627,0.33655054927546485,0.21708605639550718,0.11389601892395189,0.0051920474307037,1.7465313455286378,0.003274634454197251,0.007272859734759166,0.002851250584863512
22.0,0.6426509024238384,0.8467010505233062,80.54112,80.54112,1.0,0.27051451135262733,0.2888312214528695,0.6987187724833401,2.3740464251349365,0.11379657603222558,0.5988308377507681,0.2109891121044031,0.33451081161663465,0.32643531552931365,0.6596525814799509,0.21581854662657451,1.8948734878141444,0.27460300313276437,0.27755376344086025,0.507267951965332,0.3326083165262287,0.21487430449686684,0.11389601892395189,0.00483965094958105,1.705128607343795,0.0030838877559268736,0.00676446064498486,0.0029207454055074945
23.0,0.6446812240149997,0.9582906099516986,84.20208,84.20208,1.0,0.27495675918769014,0.29478297290445854,0.7014710883247273,2.41740044697174,0.11379657603222558,0.5759457390162669,0.20337370285893605,0.32490552586454313,0.3325353831766577,0.6594864769366929,0.21759201760482533,1.9104444532877924,0.2790100396918048,0.2813305511231128,0.5092768669128418,0.3231621378629809,0.20730314011471856,0.11389601892395189,0.005127077965836415,1.8873220906934876,0.0029958297001491142,0.007486959317734854,0.0031014911240069155
24.0,0.647124740087457,1.025110270913276,87.86304,87.86304,1.0,0.2779584697333123,0.301864662993887,0.7026694140736597,2.441523412544316,0.11379657603222558,0.5521161180132135,0.19747035350470613,0.31658288401741824,0.33425544221159276,0.6564015832589108,0.21791770179006853,1.913303940285847,0.2776654876200101,0.2793454451745909,0.5037590861320496,0.3149910680856411,0.20194551157018953,0.11389601892395189,0.004738827243031341,1.8239118582496303,0.0026328264955282885,0.007080296252331896,0.0036704114196107794
25.0,0.6455790417762224,1.0430196297338727,91.524,91.524,1.0,0.28067427141404716,0.29942677732497497,0.7038663084743266,2.4682019936988056,0.11379657603222558,0.5697624319573453,0.20279311092907001,0.32410987482596937,0.3332619168521623,0.6577673275425477,0.21632254945210388,1.8992986014422677,0.27483946293053124,0.27807623433103096,0.517326295375824,0.3226333548190609,0.20758699976527195,0.11389601892395189,0.004769467054563944,1.9123214015507983,0.002589420225869687,0.007196157400787763,0.003064461547211627
26.0,0.6460662420640417,1.0511182053430759,95.18496,95.18496,1.0,0.28196309664552305,0.2928927625265502,0.7064132082458837,2.4754695331227863,0.11379657603222558,0.5737768294475409,0.21263169055691405,0.3387083195983212,0.3390303213873474,0.6572255426119394,0.2143432727625048,1.8819206745551074,0.2723195215719778,0.27798665858095817,0.5221653580665588,0.33724838975380855,0.21766180923101577,0.11389601892395189,0.004236179100200158,1.7706953271172097,0.002399174873831586,0.006293127429457218,0.0034983437879399335
27.0,0.6465938754592393,1.3543487150561178,98.84592,98.84592,1.0,0.2879531555851869,0.29998591857227164,0.708511234597664,2.5300956760237625,0.11379657603222558,0.588404637762352,0.20336836209214382,0.32374520207651103,0.3391509005288019,0.6540894848194051,0.21131399225248632,1.8553237790829211,0.27321408226045346,0.27615270203272185,0.5149514675140381,0.32226259114197386,0.20937083584271304,0.11389601892395189,0.003984967272808459,1.734914328548257,0.002244861585327054,0.0059384308489846575,0.003553748633346635
28.0,0.6509641709530138,2.0455603501029374,102.50688,102.50688,1.0,0.28813678183309055,0.3032983040358084,0.7089945948274637,2.527347728357328,0.11379657603222558,0.5580512301983218,0.20005903234149552,0.3192499051267557,0.34033891416512874,0.655487292952243,0.21312010461600378,1.8711813338998582,0.27547537786445636,0.27661442006269593,0.5057018995285034,0.31778531415707467,0.20608182243925202,0.11389601892395189,0.004218684877594505,1.9043907305240282,0.002319346319122381,0.0063617019435561984,0.003788790706325947
29.0,0.6436441347905639,1.265357864486949,106.16784,106.16784,1.0,0.2915363735375139,0.30088241880643335,0.7081130181195758,2.5629799137056963,0.11379657603222558,0.5869606420836688,0.20585464438309886,0.32878963068008166,0.3397126559307756,0.6529819580548128,0.2132395177900336,1.8722297741803702,0.2726541862868956,0.2750105233618633,0.5358553528785706,0.3275168982122897,0.2121463748208685,0.11389601892395189,0.003965767611960449,1.8591367588796857,0.0022387087934321852,0.00592085214933119,0.0035430640782604626
30.0,0.6533190860326823,1.7437092814549089,109.8288,109.8288,1.0,0.2931459268923635,0.29481909810261997,0.7102172784933011,2.5726692812969127,0.11379657603222558,0.6038052567261134,0.2090538053207863,0.33046415995826584,0.34049152462417376,0.6569014279217972,0.21063510609614172,1.8493632006293592,0.27386243386243386,0.27716159809183066,0.5214595198631287,0.32861110020818685,0.21520065083455941,0.11389601892395189,0.003907141150960241,1.8984149652878841,0.0021783902155013773,0.005862428530876679,0.004750986503721904
31.0,0.6505764424051128,1.7846196636488814,113.48976,113.48976,1.0,0.29560056792519285,0.29505991273103926,0.7125020654676636,2.592780437389479,0.11379657603222558,0.6037687215961569,0.20984565366462193,0.3353966917541593,0.3415688486207941,0.6528836456498656,0.21090822663011072,1.8517611820210649,0.27110868377935554,0.27666913032766693,0.517660915851593,0.3336035585587954,0.21640615941301078,0.11389601892395189,0.003481649131305355,1.7518987062157976,0.0019367753721314168,0.005238377112428621,0.003867951188241165
32.0,0.6506294172161574,1.59316099025729,117.15072,117.15072,1.0,0.2967131219082491,0.3023617536916326,0.7132174864365812,2.5999799941230486,0.11379657603222558,0.5807275059168703,0.20073709350891045,0.32077501115324114,0.34135817656595047,0.651751710201635,0.21133494822083515,1.8555077711885875,0.2713555898776286,0.27321842037561106,0.5134102702140808,0.31877318918620506,0.2074321161350585,0.11389601892395189,0.0034553715884949885,1.7942652720230399,0.0019113397628295627,0.005218503688582735,0.0037894527105428984
33.0,0.6556377157227106,2.1543754417627214,120.81168,120.81168,1.0,0.297830434220201,0.301694282829273,0.7157889194645133,2.6146764381937664,0.11379657603222558,0.5829885069858601,0.2034189118391443,0.3245265926145618,0.34867482952188805,0.6497371467134818,0.20945251057439462,1.838980085109433,0.2703695203121414,0.27394807520143244,0.5478633642196655,0.3225076127267754,0.21068348798689107,0.11389601892395189,0.0034559716712008345,1.8523759154068102,0.0018297026798905231,0.005318674088075618,0.004541141181965397
34.0,0.6451750507818446,2.4580401937080074,124.47264,124.47264,1.0,0.29739563407613845,0.30096436732747844,0.7179540183840701,2.614584516498846,0.11379657603222558,0.5803995068613645,0.20566707506678192,0.32769367475059563,0.3438078399743518,0.6523215055085315,0.21183267580341908,1.8598777885718663,0.27250554323725057,0.27609962904080554,0.5306441187858582,0.32580889785635614,0.21293283911872585,0.11389601892395189,0.003366097498231822,1.8637565598946821,0.001765751414708898,0.005204005152045747,0.0039058802809195355
35.0,0.6544622634085381,2.336424336732475,128.1336,128.1336,1.0,0.30342755784869907,0.30022305206013017,0.7182908185870208,2.664672166896035,0.11379657603222558,0.5895652581486488,0.20590273701313203,0.33057018652749076,0.3476176707133322,0.6518929417315402,0.2076425279544841,1.8230885496807974,0.26895142986836135,0.2744179997398882,0.5220112800598145,0.3288664670136511,0.21340495246753563,0.11389601892395189,0.0031918088752407228,1.8224469570041038,0.0016378613024125405,0.004981729876113349,0.004139036646668716
36.0,0.651820977935912,1.910926350361582,131.79456,131.79456,1.0,0.30535716186166384,0.30802730091825903,0.7208437559977983,2.6752481686777463,0.11379657603222558,0.5600123500689669,0.19601850268203957,0.3140344353305079,0.34767276084004184,0.652265296514179,0.2094406274434601,1.838875751954975,0.2704185048289019,0.27524575513851657,0.5394888520240784,0.31207678403895867,0.203711097484955,0.11389601892395189,0.002988774474930178,1.758674310560309,0.001504022282151192,0.004701524510094922,0.0041811214235856565
37.0,0.6522507867476802,2.584853421921916,135.45552,135.45552,1.0,0.3065146864442957,0.30168532293748235,0.7215749389451469,2.6868167474355396,0.11379657603222558,0.5672024629376116,0.20161586807283005,0.32130889555126246,0.3479520090564036,0.6501536253684456,0.2109037338403072,1.8517217356045355,0.2714699977693509,0.27355163727959697,0.5238139629364014,0.31907905182497937,0.20995222988405624,0.11389601892395189,0.0028595183881669974,1.732113586343985,0.0014656422754452893,0.004465639181692439,0.004395854372448683
38.0,0.6558822774303918,2.4967365989922223,139.11648,139.11648,1.0,0.3103691783447998,0.30621989387111404,0.7229250427389845,2.7255110283848496,0.11379657603222558,0.5496350541421984,0.19794589210174976,0.31759481947789525,0.3494986008024608,0.6465346897717802,0.20886572758126112,1.8338281667309222,0.26769964243146604,0.274751435373197,0.5287643074989319,0.31537705592559545,0.20639148116443032,0.11389601892395189,0.0027682239094062055,1.7300399414871208,0.0014545805933646894,0.004278804627928382,0.0030224314136985692
39.0,0.6536798967697297,2.2416762401449675,142.77744,142.77744,1.0,0.30968776994076785,0.30810733564464615,0.7229967956788934,2.713251056563585,0.11379657603222558,0.5686258763611346,0.1977292128043241,0.31637531445857475,0.3526289817876115,0.649793330608931,0.20986405685163365,1.842593435963371,0.2730741712377773,0.2778814410793742,0.5330931544303894,0.31428664426391373,0.20644986332677887,0.11389601892395189,0.0028136795120616955,1.8093532239981869,0.0014178177876680287,0.004419092679623353,0.003604649118230529
40.0,0.6480347842078853,2.1826317619510687,146.4384,146.4384,1.0,0.31149150648101787,0.30181682203356097,0.7243299341274941,2.7274245755773254,0.11379657603222558,0.5964836638630906,0.2047326471286242,0.3221643069719859,0.3513603704028469,0.6500827460650065,0.20970707133592673,1.8412151128473389,0.26801730505434207,0.27490703936402106,0.5380246639251709,0.3205927046616022,0.21444374897383578,0.11389601892395189,0.002687578435467993,1.777797444467069,0.001326836967187064,0.004247365543848027,0.005011959008224978
41.0,0.6704964609362247,3.9376596155833674,150.09936,150.09936,1.0,0.3128745215495683,0.30570376381278774,0.7242531620151265,2.7410551272527286,0.11379657603222558,0.5861007548167115,0.20419262779221137,0.326136824135411,0.35095925244115106,0.6459078195583607,0.207975882442456,1.8260153814622881,0.2671407934214913,0.2716697936210131,0.5199346542358398,0.32416038963521004,0.21366542991391288,0.11389601892395189,0.0027080997470822128,1.8402393755786761,0.0013462381448472397,0.004274108229240672,0.003167138798455158
42.0,0.655221006333338,2.51795121049216,153.76032,153.76032,1.0,0.3172910255683623,0.3078833370763629,0.7258946383976248,2.773211158996241,0.11379657603222558,0.5661353288445348,0.2038569482887824,0.3271682644072406,0.35763791827776764,0.6431114879739357,0.20470099707972633,1.7972620905775882,0.2631402745229327,0.26869228477807566,0.5480401515960693,0.3259200670516408,0.21394613128186943,0.11389601892395189,0.002568818346050925,1.7911290168121923,0.0012804075032006171,0.004046993173604983,0.0049255965894701645
43.0,0.6636604918456741,3.458227236026395,157.42128,157.42128,1.0,0.31654429233999914,0.3095031383540353,0.7279018896565097,2.7651748710336523,0.11379657603222558,0.5770360492788864,0.19473179615856273,0.3124161289280685,0.35484054275301613,0.6419723616898569,0.20670467945900403,1.8148542979102744,0.264030455606042,0.2687439143135345,0.5215426087379456,0.31083352156570776,0.20493076423493556,0.11389601892395189,0.0023732665859855493,1.6995753600403987,0.0011707996138057195,0.003748889763124291,0.004202404546068324
44.0,0.6649990310491922,2.930674072551743,161.08224,161.08224,1.0,0.31501117270990875,0.3030058720386934,0.7270962080726256,2.7514464080024292,0.11379657603222558,0.6194500726575458,0.20756364063963625,0.32994807716612007,0.3556784460489792,0.6455351510394284,0.2080515192789834,1.8266794682077425,0.2651499043163938,0.2710930324104448,0.5419849753379822,0.3285307164010941,0.2175810904364405,0.11389601892395189,0.0023690604404894753,1.7413122161060528,0.0011678311538204761,0.0037444924398952507,0.0034129746250818253
45.0,0.6599015998965687,2.9363149881320414,164.7432,164.7432,1.0,0.322728307031785,0.3045117514862232,0.7307939640143493,2.8201983760550995,0.11379657603222558,0.578608634514961,0.20094889931582763,0.32062750759440656,0.3593239780236676,0.6421745082585182,0.20697698623818356,1.8172451345852714,0.26359832635983266,0.2706860191043295,0.519852340221405,0.31937076841262724,0.2119079492159227,0.11389601892395189,0.002172254349090602,1.6388557314312493,0.0010582196096201749,0.0034441486374421747,0.003379707678606817
46.0,0.6730443710719884,3.5113179256771287,168.40416,168.40416,1.0,0.3238223261183532,0.30559903777409947,0.7317838453382831,2.8282511760407,0.11379657603222558,0.5869258424531656,0.2046583782119044,0.32638296938749045,0.36327242489790845,0.6428704883026812,0.2037786327421267,1.7891637887553316,0.26217228464419473,0.2699588477366255,0.5428087115287781,0.3254443839414063,0.21583076860232905,0.11389601892395189,0.0022188714164951143,1.7151156781801546,0.0010575237387127738,0.003540830894528944,0.003641560832562098
47.0,0.6636796968358519,4.118424759581592,172.06512,172.06512,1.0,0.3248387716261269,0.30635012313407983,0.7296095684129933,2.8400056721622913,0.11379657603222558,0.595708166244407,0.2065734314274771,0.32986961055462727,0.3663949996362332,0.6437496275950195,0.20325036035801747,1.784525589904308,0.2608328940432261,0.2679160617658704,0.5371254086494446,0.32924816134471535,0.21730318658319991,0.11389601892395189,0.0022623113554929054,1.7966378019818876,0.0010911846703664813,0.003587922072527591,0.0032333243203275896
48.0,0.664429829231677,2.8228724263828933,175.72608,175.72608,1.0,0.3258697455529728,0.3036279695330432,0.7304528298561556,2.8483539806149416,0.11379657603222558,0.5981141945585413,0.20634501921247403,0.3295659780824563,0.3662036926497814,0.6441069732333747,0.2041267358566406,1.7922201125654404,0.2626966529405554,0.26992422262869087,0.5353967547416687,0.32824051893608214,0.21704755648634305,0.11389601892395189,0.002116475686371765,1.7251157743357908,0.0010052973144096264,0.003365018131455872,0.003871469735194465
49.0,0.6735599440734646,3.729592685293985,179.38704,179.38704,1.0,0.3252061259629226,0.31160289071181113,0.7312280877400088,2.8392801704178474,0.11379657603222558,0.5714609236808161,0.19701148964086054,0.31561943958533156,0.36444610496461344,0.6445647772329252,0.20501128531597945,1.7999864020959768,0.27106658809664114,0.27382885696439724,0.5099637508392334,0.31407295130539553,0.20810900945998995,0.11389601892395189,0.002049813433455595,1.71280665328959,0.0009415433030880249,0.0032940965625435155,0.0035023379926623745
50.0,0.6796646580967047,4.096439776081186,183.048,183.048,1.0,0.32787208357818043,0.3114204540707481,0.7328727090080174,2.8640231042679147,0.11379657603222558,0.5977704472359634,0.20602855955525434,0.3309567180673753,0.36549590852052816,0.6414442682110992,0.2008171519730875,1.7631621708145273,0.2664433277498604,0.2701968771215207,0.5371391773223877,0.330104331591645,0.21779370610129015,0.11389601892395189,0.0022057304722853063,1.8861641045905344,0.0010074673070818618,0.0035462299455513956,0.004072140970615277
51.0,0.6640200057462833,3.1601935143914797,186.70896,186.70896,1.0,0.33303498893592537,0.31664855522659907,0.734803382785235,2.912201378962514,0.11379657603222558,0.5689159831968168,0.19585196371385433,0.31332539654986635,0.3664805451239839,0.6400600385850462,0.20130217052740423,1.7674206037158615,0.2671161222829246,0.2726168791742562,0.5541487336158752,0.31334930729199223,0.20806902287535056,0.11389601892395189,0.0020436130219191524,1.7890816688104678,0.000919995525833991,0.0032974560613002017,0.0038639954561383427
52.0,0.679498555347575,4.716707559727196,190.36992,190.36992,1.0,0.3318001610245627,0.31136726765657846,0.7331916298873689,2.8925127454136765,0.11379657603222558,0.5896182094643423,0.2022696743986336,0.3234394906999938,0.365517230611551,0.6457338088605052,0.20453446130636532,1.795799916790178,0.26513477684489617,0.2739313666465985,0.5609650015830994,0.3221507380677703,0.2135870584459587,0.11389601892395189,0.00190467782375946,1.7045435990876285,0.0009057925372791416,0.0030175078275589853,0.003891287761896961
53.0,0.6754932355571702,4.574567749226577,194.03088,194.03088,1.0,0.33387149054930637,0.31020509084621734,0.7359047822463147,2.9165915559847955,0.11379657603222558,0.5870339940719435,0.19913058041070897,0.3196293269009059,0.3711679511753219,0.644783238088851,0.2031726693539751,1.783843467695153,0.2674925441615049,0.2731487614253543,0.5276380777359009,0.3183204273129065,0.2108624283517147,0.11389601892395189,0.0018177707568332285,1.6620100906620792,0.0008702477143680954,0.0028686677256043133,0.004356174492463734
54.0,0.6690841858610392,4.045040083074413,197.69184,197.69184,1.0,0.3348644976441707,0.3068100461031259,0.7357923758196201,2.9297886851381203,0.11379657603222558,0.5973309202012789,0.20796446709394326,0.333554928995395,0.37389389826888114,0.6402478913281733,0.20363770926355207,1.7879264893316464,0.26074866310160427,0.2698919449901768,0.5254138708114624,0.3330082751039733,0.21997048558252705,0.11389601892395189,0.0019091900472200862,1.7849388758895657,0.0008585760447537777,0.0030729640219692407,0.0038588509658710364
55.0,0.6725496098073797,4.404020145297411,201.3528,201.3528,1.0,0.33279911547113417,0.31133301561510657,0.7358510220838601,2.90856842310118,0.11379657603222558,0.6051352579926946,0.19866679363252351,0.31638596516432876,0.37390134165383776,0.642638812874071,0.20360272001604904,1.7876192859031719,0.2631224764468372,0.26880616174582794,0.5277671813964844,0.31613984690829167,0.2111747460223716,0.11389601892395189,0.0018098923294694981,1.7281576653858792,0.0008210207566482294,0.002903873457974293,0.0046535293226725215
56.0,0.6763531677802762,4.313814054707692,205.01376,205.01376,1.0,0.3386262856650013,0.3122420515256012,0.7401772332637968,2.954987107299542,0.11379657603222558,0.5946536906952674,0.19242851598767158,0.3047463306597936,0.3710993998223819,0.6409212321613935,0.20168046236087897,1.7707419826108282,0.260422615648201,0.2696037683568856,0.5376119613647461,0.30548943065642753,0.20634495091430546,0.11389601892395189,0.0017096170477475163,1.6691511606768472,0.0008198282932601539,0.0026921355186529552,0.004340728356621333
