round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_brier,fed_f1_best_threshold,fed_auprc,fed_auroc,fed_prevalence,fed_ece,fed_f1_best,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
16.0,0.6695370087733112,1.5784059909787431,34.41664,34.41664,0.5412350858791136,0.27627389107521017,0.22525150716950298,0.5167644091661073,0.21728688822688264,0.6697509214891759,0.11054453887315077,0.3599909229908194,0.29418213311462094,1.9741368031736877,0.4050323502276897,0.09202668891828772,0.8079886354915857,0.14392476278444874,0.20450951154489178,0.22150100767612457,0.3833305473165703,0.25449383239034024,0.11389601892395189,0.0014921329648143367,1.3187354423571378,,0.0014921329648143367
17.0,0.663133057799693,1.8149049152911192,36.39808,36.39808,0.5412350858791136,0.27841918136242244,0.21728689912126206,0.5116674260032,0.2249204924750184,0.6790881522310901,0.11054453887315077,0.34958306777756804,0.3033229427321366,2.049540097415812,0.40687984286480094,0.09334490045434782,0.8195624512273251,0.15795803821996526,0.20453723788864786,0.2495758831501007,0.4036947029922921,0.2702149865163545,0.11389601892395189,0.0012904055037409818,1.225841983105056,,0.0012904055037409818
18.0,0.6499503036150405,1.8676559994386035,38.37952,38.37952,0.5412350858791136,0.28420036426835216,0.21926018518722318,0.533533770431315,0.23017436258943505,0.6880762641541514,0.11054453887315077,0.3516682424174189,0.31492883456864834,2.0953961630194744,0.4009159292650654,0.09117417958900051,0.8005036563207473,0.1590864854343736,0.20452799493876814,0.2111082822084427,0.41415818379463987,0.28230738388020926,0.11389601892395189,0.0010574834390108861,1.0695508557837456,,0.0010574834390108861
19.0,0.6439262376720655,2.0873792996048666,40.36096,40.36096,0.5412350858791136,0.2911907025012398,0.2000652537783609,0.517159752938445,0.2312607598329898,0.6894269504725866,0.11054453887315077,0.32168691802358323,0.3116004145793298,2.1126626933130948,0.40461754064980765,0.09339183046262248,0.8199744937966619,0.16426370918052988,0.20451875282422052,0.19109052419662476,0.4195299622840829,0.28698762058260807,0.11389601892395189,0.000974260107388504,1.0503125295508653,,0.000974260107388504
20.0,0.6740001203120767,2.221981520316988,44.01152,44.01152,0.9971592150692714,0.27067144903162105,0.21275771693870335,0.5144482055755768,0.20825493701797484,0.6580268777534674,0.11054453887315077,0.3398699018193146,0.28789809025956076,1.8938038422027208,0.41979160982810815,0.0962002573528785,0.8446323081503946,0.177838266984235,0.20452799493876814,0.26567646861076355,0.43771963064474007,0.3011296209591724,0.11389601892395189,0.0012299133849299401,1.7080013153608888,0.0023206760380837924,0.0009857531416434294
21.0,0.6683762707990454,2.365761702263979,45.99296,45.99296,0.5412350858791136,0.2750819857545637,0.2285579479099611,0.5379682714304236,0.2176294626248898,0.6740988673251832,0.11054453887315077,0.3644716995943257,0.3013419747004872,1.9808578677102149,0.46042048494193794,0.10780757944784715,0.9465438780597768,0.17665571018952375,0.20450951154489178,0.2521706223487854,0.41108493706850513,0.2765218719652748,0.11389601892395189,0.0009761983752147282,1.1643462247448042,,0.0009761983752147282
22.0,0.6619498643788451,2.316993283201501,47.9744,47.9744,0.5412350858791136,0.2846615109167947,0.21620263009546212,0.5171817618756689,0.22295137636210155,0.6806454607129735,0.11054453887315077,0.3476466876270263,0.3037835470184632,2.0276483240290357,0.4482549962253759,0.10367331738697845,0.9102453129305678,0.17492197041661012,0.20451875282422052,0.22845059633255005,0.41172495258161046,0.2777175764186433,0.11389601892395189,0.0009014735372402163,1.1329477748367935,,0.0009014735372402163
23.0,0.6461561268570067,2.2410392126226863,49.95584,49.95584,0.5412350858791136,0.291505956119835,0.21654169866322867,0.5314496651887517,0.2322111987432993,0.6892092684200053,0.11054453887315077,0.349271341239483,0.31046156447233886,2.1208710911200317,0.462689174827868,0.11007293177671515,0.9664335313617115,0.18579944519860708,0.2045002711006687,0.20654673874378204,0.424426589948439,0.2868986157344687,0.11389601892395189,0.0007714857380714631,1.0193984771613032,,0.0007714857380714631
24.0,0.6421578956724365,2.466845205978405,51.93728,51.93728,0.5412350858791136,0.2887716495477183,0.2140131950063357,0.5309438256730363,0.23684302745409702,0.6928393034074706,0.11054453887315077,0.3451836430701888,0.31434144368051997,2.1656805250363482,0.46394167285898447,0.11343664320071695,0.9959667095691759,0.18578177471683077,0.2045002711006687,0.2045290619134903,0.4290172219931902,0.29099386014295436,0.11389601892395189,0.0007597915964628744,1.0537982796085998,,0.0007597915964628744
25.0,0.6806785824117165,3.547877573551877,53.6064,53.6064,0.4559241291901578,0.27064344082601843,0.22670090468276535,0.5171037224316919,0.21148757495745896,0.6591133703494867,0.11054453887315077,0.36067847321065005,0.28801194290187887,1.920927620412651,0.48415991886829646,0.11727411961145454,1.0296595150508132,0.18930348258706467,0.20453723788864786,0.24137479066848755,0.41915705826830396,0.28292477606526034,0.11389601892395189,0.0018797545590095968,0.5808046506717801,0.0018797545590095968,
26.0,0.6769364918341537,3.1250953636245646,55.58784,55.58784,0.5412350858791136,0.2790639468742048,0.20931418376217967,0.5232509215128733,0.2189474122262125,0.6723338248137035,0.11054453887315077,0.3362286336028167,0.29907273713002636,1.9956173864316085,0.5026660557258906,0.12569461729083364,1.1035909637435146,0.19119479440675619,0.20454648167397296,0.24176856875419617,0.4058978893280905,0.27031049259143586,0.11389601892395189,0.0008377375021103667,1.2145171939628199,,0.0008377375021103667
27.0,0.6606356942263648,2.942936886915764,57.56928,57.56928,0.5412350858791136,0.2791710149602112,0.22413177433215387,0.5435161308518813,0.22614163226069955,0.6823847366478847,0.11054453887315077,0.3593051851733811,0.30727192382247887,2.062823936278862,0.49841194217875245,0.12141967935089655,1.0660572730989675,0.1934926220905106,0.2045115501107545,0.24488507211208344,0.4210853206947266,0.2830000164457718,0.11389601892395189,0.0007127612010728201,1.0725167854689062,,0.0007127612010728201
28.0,0.6484886306295554,2.7537388541179384,59.55072,59.55072,0.5412350858791136,0.2864464028689685,0.21254916209481647,0.5243381580561258,0.2319376307598729,0.6898446133145387,0.11054453887315077,0.3428162085745445,0.3090725715718675,2.1173582094372594,0.5316771880433442,0.13653214533479544,1.1987437895081972,0.19888965995836225,0.20646711819969413,0.4606758654117584,0.4081749922353911,0.2713018008610036,0.11389601892395189,0.0006475924375274776,1.0141138134058565,,0.0006475924375274776
29.0,0.6467882196726233,2.506865135977276,61.53216,61.53216,0.5412350858791136,0.2956295895786317,0.20367012151331026,0.5213487537413,0.23933010453054343,0.6961736952778699,0.11054453887315077,0.3284541188971704,0.3161430945089496,2.191245305181203,0.5470158056328867,0.14465525672596025,1.270064204988115,0.20537279932664657,0.20768049155145932,0.5121320486068726,0.4121118700186616,0.27563250204767353,0.11389601892395189,0.0006040883430393705,0.9847911742981523,,0.0006040883430393705
30.0,0.669992944805227,3.401455778573781,65.18272,65.18272,0.9971592150692714,0.2767136657788236,0.22303212417227142,0.50558672631391,0.21158233772308052,0.6649979542463385,0.11054453887315077,0.3569307706056431,0.2912053171325696,1.9254113197970055,0.5578028500206489,0.1489885370904054,1.3081101385105016,0.20941128539417397,0.21139173123558289,0.4740186929702759,0.42465588713146446,0.28668884433296116,0.11389601892395189,0.000815887477779407,1.6784278296399862,0.0014905507380221083,0.0006711523575726448
31.0,0.6763433614289623,3.705377897094665,67.16416,67.16416,0.5412350858791136,0.2803893950436806,0.2221000753731973,0.5293750595063356,0.22415470696338433,0.6749369962375732,0.11054453887315077,0.35636373895508033,0.3006664228066363,2.040874490995118,0.5459430032012648,0.14137134605369145,1.2412316724440102,0.20761512734756882,0.20896151818661043,0.450316458940506,0.4302884945018296,0.2923131049258593,0.11389601892395189,0.0006924218894884824,1.2107342190574855,,0.0006924218894884824
32.0,0.6678726472796692,3.2689031769931973,69.1456,69.1456,0.5412350858791136,0.2830658483047,0.2056902106969378,0.5071805784846388,0.226077851618917,0.6792050711503513,0.11054453887315077,0.3325585711225609,0.30219201957898184,2.065259379918908,0.5726812290170029,0.16284973400629865,1.429810589912129,0.21208072568736375,0.21814617754130494,0.5949950814247131,0.41665799925568303,0.2797167694612627,0.11389601892395189,0.0005941421702104332,1.0780128469923511,,0.0005941421702104332
33.0,0.6552890566821381,3.5433973354507686,71.12704,71.12704,0.5412350858791136,0.29222761959458976,0.2048800755186279,0.5132626698026125,0.23446005740240597,0.6858966919685022,0.11054453887315077,0.33147245237042705,0.3120974719480469,2.1458387955655156,0.6016461291542388,0.17740354196598107,1.5575921234299945,0.22587976034708354,0.2377336448598131,0.6075380444526672,0.4241980760914612,0.2845148110850754,0.11389601892395189,0.000533807279285372,1.0018191658891737,,0.000533807279285372
34.0,0.6513258608598989,3.7600072607157586,73.10848,73.10848,0.5412350858791136,0.2902533263393362,0.20056120659859608,0.5214657350816477,0.236701844156624,0.6897226512734705,0.11054453887315077,0.3251374227999421,0.3128596666583589,2.176453719951336,0.5809183503052955,0.1701833448767811,1.4941992396627326,0.21628514952496333,0.22215149586250793,0.6342485547065735,0.43902522506858577,0.29850894633261243,0.11389601892395189,0.0006069942939696515,1.1765859064180404,,0.0006069942939696515
35.0,0.6707715405558627,4.3516107514008695,74.7776,74.7776,0.4559241291901578,0.2726741282605153,0.22300853681362215,0.5264248844209166,0.21463837470494304,0.6654058836668785,0.11054453887315077,0.3575771979717927,0.29384328358606593,1.950803064240614,0.5818210198196503,0.16600451267274954,1.4575093514338757,0.21892083092160267,0.22284880894506562,0.5684886574745178,0.4355095735585583,0.2955810244182082,0.11389601892395189,0.0012700789469868448,0.5296123116277158,0.0012700789469868448,
36.0,0.6689190160067218,3.826495738437739,76.75904,76.75904,0.5412350858791136,0.2798383707089414,0.2191593641409752,0.5199354518386676,0.2190070282136756,0.6731124642198527,0.11054453887315077,0.35217242022078665,0.30016575513243227,1.9931583513581057,0.5813684489414763,0.16485319079303384,1.447400816556248,0.21874803000693438,0.22070821768020857,0.5493112206459045,0.43745565260759783,0.29687243608185715,0.11389601892395189,0.0005547076528640137,1.1096600159071386,,0.0005547076528640137
37.0,0.660875976195943,3.963573618299283,78.74048,78.74048,0.5412350858791136,0.2847444207906766,0.21271532187512798,0.522971648891504,0.2249802560712075,0.6797707465899857,0.11054453887315077,0.3433212436522221,0.3026706948783631,2.0461033706954392,0.5856024708163755,0.17156810550912094,1.5063573523467626,0.21648977296689392,0.22311302307391473,0.5513885617256165,0.42014627772942537,0.2824195768765921,0.11389601892395189,0.0005388721190323167,1.1121281979139894,,0.0005388721190323167
38.0,0.6573847295020088,4.4059179797941095,80.72192,80.72192,0.5412350858791136,0.28497782495206064,0.20584318833336937,0.510135748988996,0.23187720856142327,0.6842616629063424,0.11054453887315077,0.3331921067638783,0.3045028529705072,2.114141998854927,0.5707889599360761,0.16026773393279076,1.4071407890015994,0.215781965613034,0.2178601050594415,0.530258297920227,0.4084091213994852,0.27432975015717986,0.11389601892395189,0.00048310036034354806,1.0287371933227405,,0.00048310036034354806
39.0,0.6435704614287076,3.560790947462305,82.70336,82.70336,0.5412350858791136,0.28080793648428237,0.22514796108540253,0.541008562151651,0.2353965362747273,0.6876103218933143,0.11054453887315077,0.3614613110738372,0.30909059812142387,2.1535665869147698,0.5781349572056166,0.1602644839258782,1.407112254141968,0.21782340862422997,0.22208676216600626,0.5322437286376953,0.39309393597468734,0.261752334889962,0.11389601892395189,0.00044740409385264775,0.9799924483522773,,0.00044740409385264775
40.0,0.6696705249295916,3.876833128012456,86.35392,86.35392,0.9971592150692714,0.27221262158525045,0.207544182499057,0.5038129667497334,0.21698048185670946,0.6672875235385218,0.11054453887315077,0.33458504006477663,0.2944709919357693,1.9779351430696306,0.562507639478748,0.15723014951010383,1.380470985689904,0.21144038594073053,0.21390120329322357,0.5276682376861572,0.42927717652969244,0.29471223009388897,0.11389601892395189,0.0005991237702859742,1.6353179301368073,0.001137344226591785,0.00048766252705070173
41.0,0.6710674448237449,5.0923385862974895,88.33536,88.33536,0.5412350858791136,0.27766039024977596,0.22249864739736877,0.5271505545249029,0.22589511069588417,0.6762872883106306,0.11054453887315077,0.3577496347499225,0.3013884773735359,2.064510252138356,0.5750971490707708,0.16589340916642825,1.4565338695217689,0.21576128538638104,0.2190867681368737,0.6042394042015076,0.4471484460860957,0.30924662948278897,0.11389601892395189,0.0005401274285988822,1.255735843675211,,0.0005401274285988822
42.0,0.6565956682715138,4.475586523506199,90.3168,90.3168,0.5412350858791136,0.28480847504110823,0.21431157997149308,0.5098036569658975,0.22988145406738605,0.6810874747579918,0.11054453887315077,0.3464743631677618,0.3040303260239769,2.0992176462252616,0.551396944730558,0.15573187042306005,1.3673161879963678,0.20666494445879618,0.20968318672673958,0.5220164060592651,0.4420656720155246,0.30616499650877416,0.11389601892395189,0.0004368131819903109,1.0412444726098329,,0.0004368131819903109
43.0,0.6583246148739932,4.723519489358831,92.29824,92.29824,0.5412350858791136,0.289131475573558,0.21587008752132783,0.5207956232418982,0.23501517615889775,0.6874164151511041,0.11054453887315077,0.3488058054221101,0.3100415035449664,2.1529028159381665,0.528037708994177,0.13961992802052978,1.2258543304639444,0.2018242026375414,0.20663535827904864,0.4431314766407013,0.47259302687233073,0.3367643575179886,0.11389601892395189,0.0004420011752603522,1.0764843297656626,,0.0004420011752603522
44.0,0.6486890677736852,6.327849774043603,94.27968,94.27968,0.5412350858791136,0.2973639159478625,0.21488127778146604,0.5290815797717382,0.2390080720720264,0.6921793277435886,0.11054453887315077,0.3477253771903269,0.31466881949963543,2.189938416164076,0.5356713271481938,0.14694027029149617,1.2901264827316559,0.20490537990966784,0.20603560573165436,0.4810955226421356,0.4768051976643922,0.34040605369471116,0.11389601892395189,0.00042485350156133575,1.0598728664917871,,0.00042485350156133575
45.0,0.6631652468003463,5.064427770752723,95.9488,95.9488,0.4559241291901578,0.27407764514155103,0.21945593845598024,0.5242514700513612,0.21700310103823853,0.6658721296960453,0.11054453887315077,0.35253050224066984,0.2931032825265846,1.981456211306416,0.5468607069588065,0.15268760860526867,1.3405877575687508,0.20640318986747977,0.20940910801656,0.5595921277999878,0.4697061488368778,0.3328106932890554,0.11389601892395189,0.000979780036044446,0.5118522355332971,0.000979780036044446,
46.0,0.663423480314641,5.563268306367727,97.93024,97.93024,0.5412350858791136,0.2782355164239431,0.2048348031870639,0.5019207442617282,0.22371643737031346,0.6730037480082004,0.11054453887315077,0.33076761144491573,0.2971905112972194,2.043100985008661,0.5542468499244699,0.15293942971879054,1.3427987313666148,0.20881214281324895,0.21141814389989574,0.5141750574111938,0.4549064168440204,0.3189794948718379,0.11389601892395189,0.0004322293154891198,1.1031895303167403,,0.0004322293154891198
47.0,0.654810821355368,4.793616493389774,99.91168,99.91168,0.5412350858791136,0.2834618087469171,0.20786825402579664,0.5165122731886911,0.2307808735797539,0.6793725637267556,0.11054453887315077,0.3367153901694741,0.30277451947780254,2.115193818764285,0.5395959046420372,0.14286650202899231,1.2543590494096546,0.2072055706933091,0.20780842129156737,0.482700914144516,0.4573023377693326,0.3213189728193865,0.11389601892395189,0.00039231165212350424,1.0272505802568048,,0.00039231165212350424
48.0,0.6497875247078655,4.729881783464294,101.89312,101.89312,0.5412350858791136,0.28756070129975136,0.21074400933737372,0.5124524246438104,0.23330650219766574,0.6844013611423247,0.11054453887315077,0.34171644002527496,0.3050259168541834,2.1432432189179993,0.5561921655379104,0.1518832982633309,1.3335259625250206,0.2105904576198891,0.21194986884290293,0.4879330098628998,0.4541131507166019,0.3167459210450287,0.11389601892395189,0.00036170439212745883,0.968038781080395,,0.00036170439212745883
49.0,0.6454349988766545,5.13351975711157,103.87456,103.87456,0.5412350858791136,0.29137426719792703,0.21826248084171332,0.519944255630438,0.23778552599370284,0.6869580578633505,0.11054453887315077,0.35283860096794123,0.3102754259041768,2.18567638034321,0.5742498853858573,0.1636086809112018,1.4364740967850942,0.21755921730175076,0.2188325409403064,0.5059645175933838,0.440437357392931,0.3043736112181153,0.11389601892395189,0.00039302807777439914,1.0781019133282825,,0.00039302807777439914
50.0,0.6601177359956091,5.471674133554059,107.52512,107.52512,0.9971592150692714,0.274964803736326,0.21107351719881212,0.5322006651392361,0.21819797198489638,0.6671715623311819,0.11054453887315077,0.33896116141486665,0.2960419327968869,1.994054851564926,0.6171975979947784,0.1864162016527119,1.636722717913271,0.2334375465237457,0.24163139669103498,0.6116505861282349,0.4092337989235539,0.28354608131749237,0.11389601892395189,0.0004988650100892285,1.6900644013658166,0.0008485699593424972,0.0004265081313400732
51.0,0.6690543147634401,7.197877961669964,109.50656,109.50656,0.5412350858791136,0.27926092828348104,0.22041822646491083,0.5371634594216674,0.228614389224718,0.6733078244213252,0.11054453887315077,0.3542147307429518,0.30206351458102265,2.08878202661246,0.6222364036604442,0.18600887984903933,1.6331464576759003,0.23925001936933446,0.24247965621285544,0.534206211566925,0.3965196569978788,0.2709638126923477,0.11389601892395189,0.0004111037273002631,1.1773596766870469,,0.0004111037273002631
52.0,0.6594068839286062,5.995102749263166,111.488,111.488,0.5412350858791136,0.28408830379268424,0.21869573047232152,0.5298599943166864,0.23384781410685032,0.6798169912205408,0.11054453887315077,0.35232861047275865,0.30649277419292964,2.143721844839311,0.6124966988667193,0.17878759144369208,1.569743992220379,0.23459493274945262,0.23554714384033035,0.5188512802124023,0.3934855046215438,0.2673948916275072,0.11389601892395189,0.00035168752680873465,1.0314050372689962,,0.00035168752680873465
53.0,0.6669331757728971,9.342724648715842,113.46944,113.46944,0.5412350858791136,0.2844601744035653,0.21726213918783124,0.5311749618534477,0.23739560392748407,0.6799953018167633,0.11054453887315077,0.3510219084801897,0.3100344272682993,2.1766428081986273,0.6195189202813145,0.1802345860053803,1.5824485149539997,0.2413626089764288,0.24468725802288563,0.5137802362442017,0.3825165210037222,0.2614946771372474,0.11389601892395189,0.00036520797899391213,1.0947133533190936,,0.00036520797899391213
54.0,0.6535095687036575,6.14371660325545,115.45088,115.45088,0.5412350858791136,0.2892092782090408,0.21554353902051107,0.5538753607999538,0.24224426698280366,0.6906569749430673,0.11054453887315077,0.3484688165036244,0.3150834607832711,2.222623921463565,0.6137026258824211,0.18233763270471764,1.6009131348696575,0.23269896193771628,0.24004735829510138,0.6647049188613892,0.4178646374667268,0.2927175260316484,0.11389601892395189,0.0003513113500586579,1.0771214378764853,,0.0003513113500586579
55.0,0.6618148158038124,6.0556810159375765,117.12,117.12,0.4559241291901578,0.27672801916777023,0.21047362414216514,0.5096711812133417,0.21967369395972736,0.6686959482538589,0.11054453887315077,0.339726733583998,0.2902500477969342,1.9988384028344064,0.6103722021813056,0.18141759307728542,1.5928352438588527,0.23396988045334574,0.23997538713978053,0.5720986127853394,0.4046695775984878,0.2837034601163953,0.11389601892395189,0.0007537308346900284,0.4729686491191387,0.0007537308346900284,
56.0,0.6660487565703608,6.7404941331544705,119.10144,119.10144,0.5412350858791136,0.2785704156129075,0.2197543331212457,0.53246033317194,0.2261275475026439,0.6744969600774633,0.11054453887315077,0.3535771315338704,0.2957374739425223,2.0639345358805277,0.6144128495543113,0.18719515832919098,1.6435619093427731,0.22885025084186653,0.2432962720732505,0.6228246092796326,0.4401764549596965,0.3126357475814613,0.11389601892395189,0.00034619614391612945,1.0839063863968477,,0.00034619614391612945
57.0,0.6578660349499155,7.270944585201393,121.08288,121.08288,0.5412350858791136,0.2822865639366023,0.22489695558509626,0.5329896632665203,0.2321311142774595,0.6789405348904625,0.11054453887315077,0.3615640423406323,0.3064361132673972,2.1177628584622767,0.6274541645079519,0.19698262103130704,1.729495226368113,0.23753911915120984,0.25531331413684355,0.6603253483772278,0.41919768729347784,0.2964898417982892,0.11389601892395189,0.0003337923298239357,1.0619696113280952,,0.0003337923298239357
58.0,0.6578572318308824,5.971685219413148,123.06432,123.06432,0.5412350858791136,0.2845094840247587,0.21378151044368798,0.5359349351128881,0.23751990398443237,0.6832028965753979,0.11054453887315077,0.34589709793485707,0.3050786987078767,2.1672014047684165,0.6228199908148053,0.19390300188826898,1.7024563608122034,0.23843693265323765,0.2464857004362579,0.5805215239524841,0.38692543417105846,0.26894657472484806,0.11389601892395189,0.000326652522317215,1.0584854914341122,,0.000326652522317215
