round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auroc,fed_auprc_lift,fed_prevalence,fed_auprc,fed_brier,fed_ece,fed_f1,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.16288693987307112,0.03853301280929068,24.82176,24.82176,0.5412350858791136,0.31219626717606436,0.6843783765059721,2.2246673584957963,0.11367069486404835,0.24938059015723035,0.24227772548312168,0.3821523917702,0.28094176993380504,0.5327938658983445,0.441400950013576,0.10423570293903758,0.9151830232857877,0.07403055229142186,0.2045002711006687,0.39535725116729736,0.378371717122092,0.2446790751880499,0.11389601892395189,0.0065372165200808345,0.5993939627660438,,0.0065372165200808345
12.0,0.1589115635096752,0.04029008375072181,26.8032,26.8032,0.5412350858791136,0.32594235183743303,0.6970256933457666,2.378345634495498,0.11367069486404835,0.26546204121856815,0.2405789199135104,0.38091595900270336,0.2865220532601865,0.5413437756069176,0.44762667027555436,0.10481947552954939,0.9203085105155178,0.07375145180023229,0.2045002711006687,0.40609100461006165,0.3794099261241853,0.2448645064842384,0.11389601892395189,0.007797473679727339,0.7393677046056837,,0.007797473679727339
13.0,0.15662764101533885,0.06401989452437297,28.78464,28.78464,0.5412350858791136,0.33557666008365095,0.7034538241235139,2.497141753515403,0.11367069486404835,0.27773612084056687,0.22966385128547026,0.3671448217537948,0.2978449811582138,0.5237598391352944,0.4614989848246508,0.10859228892111389,0.9534335786891789,0.0879243183082916,0.2045002711006687,0.4143815338611603,0.37863652391098696,0.24453440954395428,0.11389601892395189,0.007666292787981259,0.7568547856062651,,0.007666292787981259
14.0,0.15178800877767112,0.059541990733327464,30.76608,30.76608,0.5412350858791136,0.3449991864376339,0.7167779423633858,2.60502932739625,0.11367069486404835,0.2894215869944087,0.23340704411184315,0.3727448798260255,0.30599898815038545,0.5301813981069059,0.41804408612357424,0.10131955288397076,0.8895794062092863,0.13856022808267998,0.2045002711006687,0.4217569828033447,0.3824726375193641,0.24747459547009817,0.11389601892395189,0.009276811503080667,0.9560700425645337,,0.009276811503080667
15.0,0.16209964607048383,0.05811630473855732,32.4352,32.4352,0.4559241291901578,0.30752598587071156,0.6750460408927765,2.162469930933815,0.11367069486404835,0.24284117663186433,0.2387756379864823,0.37735469489051676,0.27703136035816855,0.53065487247782,0.4144601885961726,0.09982359856180252,0.8764450198075361,0.14008207934336525,0.2045002711006687,0.4292878210544586,0.38290841415703725,0.24781207499584787,0.11389601892395189,0.01065944726501063,0.552478973986581,0.01065944726501063,
16.0,0.1609562921029793,0.04822829198364168,34.41664,34.41664,0.5412350858791136,0.3171902387715516,0.6873777906542845,2.259673350270424,0.11367069486404835,0.25357418922340264,0.23077358310051038,0.36678331637753164,0.29292458269113614,0.5166982178879229,0.41392442740240054,0.09932293438447984,0.8720492193041228,0.14558100491665668,0.2045002711006687,0.42937400937080383,0.38316212675130934,0.24799390885307862,0.11389601892395189,0.0056976541677714624,0.6092132357880473,,0.0056976541677714624
17.0,0.15743907395154508,0.048253876416891175,36.39808,36.39808,0.5412350858791136,0.32961039159829375,0.701423965821802,2.4231423763687236,0.11367069486404835,0.2713525201575494,0.23641356245563147,0.375423253209059,0.2953226231746177,0.5230492840428188,0.4060578412262441,0.09658433155691931,0.8480044559012062,0.1338611901521712,0.2045002711006687,0.44922199845314026,0.3832996677974971,0.2482016005680904,0.11389601892395189,0.007674734360550523,0.8444502794882283,,0.007674734360550523
18.0,0.15406108790038603,0.06888541105511826,38.37952,38.37952,0.5412350858791136,0.33772103087135413,0.7110745264666317,2.5533811186259343,0.11367069486404835,0.2850593921174163,0.23772971091192377,0.37854923307332927,0.29581986704636687,0.5415629076903681,0.43328509407746696,0.10201254056858192,0.8956637952086407,0.12835149628092027,0.2045002711006687,0.44180482625961304,0.3823176228356317,0.24731007446338105,0.11389601892395189,0.007098799179479229,0.8136599344434217,,0.007098799179479229
19.0,0.14745488520016314,0.058369535210291534,40.36096,40.36096,0.5412350858791136,0.351129400575647,0.7214027307099863,2.6700836809997046,0.11367069486404835,0.2971886404695217,0.22911212701911787,0.3679029013922162,0.31294820938378276,0.5308393209381077,0.42853833925274243,0.10110400326503169,0.8876868938899313,0.12923182677435985,0.2045002711006687,0.4523380398750305,0.3829340242620766,0.2479145517308278,0.11389601892395189,0.008364707670163325,0.9983847767580301,,0.008364707670163325
20.0,0.1664321945158083,0.14817962897137318,44.01152,44.01152,0.9971592150692714,0.3051592841826868,0.6765846987714033,2.1632822318504137,0.11367069486404835,0.24452184274353428,0.23449627380466495,0.37131180247894047,0.2818150553974978,0.5218660371548759,0.43394474345883677,0.10114052419703257,0.8880075454135395,0.06908768821966342,0.2045002711006687,0.45082616806030273,0.381182414550379,0.2465091852274313,0.11389601892395189,0.006918611354367108,1.246644250350073,0.009626157768936347,0.005702266313212592
21.0,0.16227350395660617,0.07674173009713585,45.99296,45.99296,0.5412350858791136,0.3202416573267156,0.6923806582114445,2.310299303457307,0.11367069486404835,0.26004900249270835,0.2416282909368209,0.38197800391405257,0.28216270049263087,0.5347317591317051,0.4603692831788303,0.10562634262439943,0.9273927536916449,0.05394736842105263,0.2045002711006687,0.46151912212371826,0.38131408726594856,0.2464124239358289,0.11389601892395189,0.005640015336810633,0.7173138599609956,,0.005640015336810633
22.0,0.15696844759662001,0.054436799054659715,47.9744,47.9744,0.5412350858791136,0.3329502853511678,0.7029853602601074,2.458732798948771,0.11367069486404835,0.2753297639546631,0.2337382813084637,0.37257221161808973,0.29622028986221216,0.5344404042037232,0.5436104115070641,0.1232426190360985,1.0820625707592757,0.023015873015873017,0.21710990821369733,0.491433709859848,0.37948483670716004,0.24481057674134032,0.11389601892395189,0.005805292229068269,0.76298985874746,,0.005805292229068269
23.0,0.1544570998135881,0.09837971395971731,49.95584,49.95584,0.5412350858791136,0.34204017643155704,0.7137646676953845,2.5989790176340706,0.11367069486404835,0.28992542735992277,0.23669242413248295,0.37746474730302954,0.2953866928646267,0.5463541799805467,0.6073207151440609,0.1524822838664513,1.3387850190643042,0.04975124378109453,0.239051797121527,0.49444910883903503,0.3796929677960449,0.24477648183654552,0.11389601892395189,0.006250940059050541,0.8500612570205703,,0.006250940059050541
24.0,0.14689353479569062,0.06831663556418036,51.93728,51.93728,0.5412350858791136,0.35520693811556664,0.7263467505136219,2.734499357205337,0.11367069486404835,0.30436242011056197,0.23118375511950873,0.3716631321168963,0.3106009059863571,0.5390574416016255,0.5305986254133727,0.12039760084361265,1.057083487035678,0.009413778348309799,0.21133072856814525,0.4915594458580017,0.3796610843313917,0.24502533349021946,0.11389601892395189,0.006830679286602063,0.9649252577219158,,0.006830679286602063
25.0,0.16222826182056255,0.11591865028321473,53.6064,53.6064,0.4559241291901578,0.3076422691879702,0.67898253500596,2.203326059268805,0.11367069486404835,0.2490468665534884,0.23303200044695943,0.3703550813083742,0.2807995673578193,0.5232804286530971,0.5311659610277277,0.12219723269796438,1.0728841433830554,0.011049723756906077,0.21137332612742452,0.4924425780773163,0.37992943660368994,0.2452354421739814,0.11389601892395189,0.008725791898794468,0.5266715225297958,0.008725791898794468,
26.0,0.16278609395216173,0.08979808171259816,55.58784,55.58784,0.5412350858791136,0.32479059420432194,0.693011548500768,2.3476637306431525,0.11367069486404835,0.26405511776455354,0.23465847700758796,0.3728558823179307,0.29392838210437555,0.5239492110037672,0.43874833475050107,0.10172333320058133,0.8931245724093462,0.011710581346716854,0.2045002711006687,0.46984410285949707,0.38134968878518616,0.24654049853553645,0.11389601892395189,0.004227912596029089,0.6147080106893554,,0.004227912596029089
27.0,0.1596393376740808,0.11462996127933074,57.56928,57.56928,0.5412350858791136,0.33917615838500054,0.7068545765391414,2.478298473630236,0.11367069486404835,0.27821559516826966,0.23325553020354567,0.37190499882263484,0.29622628609589186,0.5283913826410472,0.5174820388481832,0.12234804762670644,1.074208289127278,0.10421962379257753,0.20654881955154822,0.49443691968917847,0.38224981740440306,0.24703922131892964,0.11389601892395189,0.0058124741098910795,0.8641993144992739,,0.0058124741098910795
28.0,0.15060847355079948,0.0695739192206927,59.55072,59.55072,0.5412350858791136,0.34425017730678903,0.7181657282234054,2.6077552941748112,0.11367069486404835,0.2918025172504518,0.2343382522760139,0.37543515696341295,0.29943315676542265,0.5431331893858712,0.4397325004044689,0.10439437326515917,0.9165761389330302,0.029110936270653028,0.2045002711006687,0.43501999974250793,0.38035564843730785,0.24577146713916534,0.11389601892395189,0.006710236211790224,1.0345448683947325,,0.006710236211790224
29.0,0.14583157752259054,0.08882487259936712,61.53216,61.53216,0.5412350858791136,0.35470828459546094,0.7316822313286385,2.783072717767726,0.11367069486404835,0.31017906296336084,0.228537560601832,0.36798428300831915,0.31509743312739324,0.529036743288779,0.42214559833752896,0.10052479335350484,0.8826014666994201,0.04424472865537504,0.2045002711006687,0.4314363896846771,0.3807660318208729,0.24598456994531265,0.11389601892395189,0.006951968083055981,1.1125368868233636,,0.006951968083055981
30.0,0.16467897972443113,0.13681758174861042,65.18272,65.18272,0.9971592150692714,0.31484583697548024,0.6813213053528532,2.189653080850745,0.11367069486404835,0.24801577368206176,0.23843716557970376,0.3769439668371178,0.27663820305853043,0.5282502368651517,0.4045591982486587,0.0963336101105142,0.8458031371125968,0.06987883910960833,0.2045002711006687,0.4301604628562927,0.3813764096173362,0.2467229710558748,0.11389601892395189,0.005577963401909259,1.2854067335138097,0.008133944163476212,0.004573451506377464
31.0,0.16149651759442135,0.09022310777244719,67.16416,67.16416,0.5412350858791136,0.32513849991194194,0.6988267896566237,2.4076553825720386,0.11367069486404835,0.2709855620116472,0.23644884956234627,0.3761571964956182,0.29505261076379896,0.5289326632697386,0.3843403247667596,0.0919229690834409,0.8070779817582356,0.12606060606060607,0.2045002711006687,0.4201018214225769,0.3834940420149725,0.24823412146047708,0.11389601892395189,0.003994547880048176,0.6714233718812466,,0.003994547880048176
32.0,0.1554300242258364,0.06129344778632488,69.1456,69.1456,0.5412350858791136,0.33267327715040307,0.7075217588015622,2.5134306967052344,0.11367069486404835,0.28205253457746354,0.23490907972724764,0.37415595205682667,0.29335615032665435,0.529282861937884,0.37709640473768913,0.0903613933602749,0.7933674435153787,0.1051267814177309,0.2045002711006687,0.3989352583885193,0.382298082491251,0.24714850808944006,0.11389601892395189,0.00442569599721985,0.7623990355059505,,0.00442569599721985
33.0,0.1517256194649201,0.08622522127163233,71.12704,71.12704,0.5412350858791136,0.35064999002754615,0.7232276232661629,2.680810564100841,0.11367069486404835,0.30023184540422176,0.23064623438942522,0.36976303562825813,0.3092871349544363,0.5313380075185321,0.3917947618488033,0.09460733074764446,0.8306465111024957,0.08032955715756952,0.2045002711006687,0.4085865020751953,0.3817865488570484,0.24686191337524413,0.11389601892395189,0.006360150555425405,1.1285293354885653,,0.006360150555425405
34.0,0.1487236398909213,0.11618869484628025,73.10848,73.10848,0.5412350858791136,0.35891925882958486,0.7358236646803762,2.8633905173365415,0.11367069486404835,0.31986534862609517,0.23160856690558115,0.3724482153577042,0.31273379632988524,0.5424105277789564,0.4044569829642196,0.09624898626888254,0.8450601450183063,0.01288244766505636,0.2045002711006687,0.41088658571243286,0.37974464408860203,0.24539625194796522,0.11389601892395189,0.006867548963588806,1.264958297018893,,0.006867548963588806
35.0,0.16286137107198326,0.14078262546387804,74.7776,74.7776,0.4559241291901578,0.31601402304309106,0.6851395346586544,2.2385091433803206,0.11367069486404835,0.2531937005734288,0.23447917900918724,0.3723831531129335,0.2849852068174696,0.5289442004619048,0.40283260702963064,0.09630981952686449,0.8455942572599516,0.026871401151631478,0.2045002711006687,0.41578054428100586,0.38065491199667406,0.24569545056714617,0.11389601892395189,0.0072443306884211215,0.5075580396223813,0.0072443306884211215,
36.0,0.16012451256266524,0.08606688601821258,76.75904,76.75904,0.5412350858791136,0.3327740444841505,0.7036795953725182,2.421481804864603,0.11367069486404835,0.2719759317835115,0.23364573349557813,0.37244672080912705,0.2924614476532841,0.5317082838281944,0.4657018840592296,0.10683451157194776,0.9380004023080115,0.03180760279286268,0.2045002711006687,0.4474109709262848,0.378964438957215,0.24470566527123228,0.11389601892395189,0.004318552628789755,0.8205448390217498,,0.004318552628789755
37.0,0.15835935679646224,0.17605906236286595,78.74048,78.74048,0.5412350858791136,0.34063826722455653,0.7183580026641376,2.6006885969621436,0.11367069486404835,0.2913125067659208,0.23582953180455107,0.37624984638425946,0.2983311941657561,0.5334483471071613,0.4669984557648642,0.10830766716138034,0.9509346172467812,0.06136588584625536,0.2045002711006687,0.43554022908210754,0.37938877126910053,0.24491713319092367,0.11389601892395189,0.004585507763445719,0.8930173243861645,,0.004585507763445719
38.0,0.15048321060185402,0.08010218387122683,80.72192,80.72192,0.5412350858791136,0.35292259909692597,0.7275223604568181,2.751041034050557,0.11367069486404835,0.3064736083879551,0.23074968244615252,0.3710435652643,0.30431449044508185,0.5463585151455104,0.49344921128954705,0.11312833722005058,0.9932598021322072,0.08934337997847147,0.2045002711006687,0.4557185769081116,0.3794953452844229,0.24502714734409475,0.11389601892395189,0.005330562446330489,1.0670514587545767,,0.005330562446330489
39.0,0.1462047193094928,0.1643994618615477,82.70336,82.70336,0.5412350858791136,0.36226664815080745,0.741283318452031,2.8569738786181724,0.11367069486404835,0.3174675690712388,0.22923540300861403,0.3693446574290916,0.3138988662562754,0.5358297323633626,0.5295020919685066,0.12147670185406259,1.0665579271490806,0.10800291899781075,0.21305719216806523,0.4894977807998657,0.3786584981701935,0.24420233195266794,0.11389601892395189,0.006137883431821683,1.2674715088214725,,0.006137883431821683
40.0,0.16301882794249958,0.16130720970199064,86.35392,86.35392,0.9971592150692714,0.321580858495433,0.6861831468235252,2.253620086162993,0.11367069486404835,0.2557938142851163,0.2320427394896352,0.36924991792035994,0.28016214725449307,0.5307819677417401,0.5153801813737122,0.11802261213439089,1.0362312330968682,0.0708133971291866,0.20670391061452514,0.48337846994400024,0.3769000149950947,0.242938900429907,0.11389601892395189,0.004413405886679712,1.2705181376077235,0.006576808564399897,0.0036407364486411298
41.0,0.16329083976504358,0.11362711055849806,88.33536,88.33536,0.5412350858791136,0.32907500144439306,0.704988249103228,2.4820053120936563,0.11367069486404835,0.2799908093739014,0.23620253675954855,0.3754499529010999,0.29340208902913417,0.5254235741872743,0.5212600010973241,0.11795130014594471,1.0356051182500112,0.08590679393599102,0.21156984827419453,0.4915781319141388,0.3795914846605609,0.24492792876431535,0.11389601892395189,0.0034277372549222835,0.7404470269102603,,0.0034277372549222835
42.0,0.15634408359576135,0.13031253510177143,90.3168,90.3168,0.5412350858791136,0.3456310629013617,0.7183943059171274,2.6036703319392434,0.11367069486404835,0.2929895728587881,0.23869559714756378,0.3801859708592926,0.2946308498842536,0.5387977087196838,0.47503339283614043,0.11015842501138778,0.967184156673117,0.08192090395480225,0.2045002711006687,0.4438329041004181,0.37945959751196445,0.24509524135953675,0.11389601892395189,0.0041732930369085,0.9201417376752943,,0.0041732930369085
43.0,0.15385278274393524,0.21317012070886993,92.29824,92.29824,0.5412350858791136,0.3555513701508134,0.7309925398430863,2.7710155215653103,0.11367069486404835,0.31087789122673304,0.23147396362913575,0.3719827537720296,0.3032997094586218,0.5428231944858067,0.4982110631047173,0.11390002737404002,1.000035193943792,0.0504025201260063,0.2045002711006687,0.44687265157699585,0.3773798015662543,0.24340565425887042,0.11389601892395189,0.004740431827355405,1.077555033029057,,0.004740431827355405
44.0,0.1458016690227309,0.6120401189233804,94.27968,94.27968,0.5412350858791136,0.36208868778922254,0.7388205390308762,2.8315548637009234,0.11367069486404835,0.31650330497054546,0.22711841545662256,0.3659494265797666,0.31332773755762056,0.5386946766720737,0.5254148610306342,0.11879627028033049,1.0430239037560258,0.08969828757814624,0.2128195894850558,0.4912664294242859,0.37953468628339837,0.24490115936252344,0.11389601892395189,0.005033051027099528,1.17962736194022,,0.005033051027099528
45.0,0.16519666278955064,0.33632623594265165,95.9488,95.9488,0.4559241291901578,0.32388839803877134,0.6927820206222938,2.3213802604640215,0.11367069486404835,0.26338117237767456,0.23803487588500563,0.377712135593344,0.28244643181580686,0.5344620706459126,0.5233192782820343,0.12020908334976757,1.0554283151023118,0.09336609336609336,0.21013657056145676,0.4915493130683899,0.379644258765739,0.2450547597111757,0.11389601892395189,0.006152266459126503,0.49992550536990166,0.006152266459126503,
46.0,0.1617054980915757,0.13101840587460417,97.93024,97.93024,0.5412350858791136,0.33198367503803694,0.7090257609079884,2.4636368185530833,0.11367069486404835,0.2787828370922688,0.23353414723270152,0.37224476485000124,0.2950240931234909,0.5270725229074136,0.5317569523586168,0.12332930028955985,1.0828236268021496,0.08335832083958021,0.21306887320515938,0.49005746841430664,0.3785206498956457,0.24413974075238867,0.11389601892395189,0.0035144324368535035,0.8392554493620992,,0.0035144324368535035
47.0,0.15465674055135564,0.09931673103787272,99.91168,99.91168,0.5412350858791136,0.3480361273658564,0.7211820302568267,2.6323328114109974,0.11367069486404835,0.295757046703991,0.23022201104878967,0.3693730235690662,0.30442182206595364,0.533210029167171,0.5244268552444334,0.12305732857557841,1.0804357319788631,0.0671003081136597,0.2083912548970049,0.4891156554222107,0.3770729602913148,0.24309114392990278,0.11389601892395189,0.0037914674657789486,0.92264050594531,,0.0037914674657789486
48.0,0.15051394274698843,0.14329707213976142,101.89312,101.89312,0.5412350858791136,0.35755470763923375,0.7337155759070318,2.799997183254082,0.11367069486404835,0.3131352029165322,0.2299072194900676,0.3700260274690902,0.30299547302762864,0.5380145476986574,0.4965477587708244,0.11545403789752695,1.013679310201486,0.06038487060384871,0.2045002711006687,0.4420419931411743,0.37798269337901974,0.24393784665928184,0.11389601892395189,0.004088858871074259,1.0183463010471314,,0.004088858871074259
49.0,0.14694717013424952,0.2921803084083377,103.87456,103.87456,0.5412350858791136,0.3643302033432654,0.745127629229505,2.968369523523732,0.11367069486404835,0.33086024071872705,0.22975101673408796,0.3706485983197675,0.31189815277464716,0.5435473298408233,0.5229170181558942,0.12448343967155248,1.0929568991754646,0.10091998884862002,0.2076770982477671,0.49109604954719543,0.37809490977388854,0.2439145177139825,0.11389601892395189,0.0051737285442726355,1.3232042760355398,,0.0051737285442726355
50.0,0.16194713109194095,0.15569521033665434,107.52512,107.52512,0.9971592150692714,0.32284113057515307,0.6918820709177056,2.3196312370075116,0.11367069486404835,0.2637572762575966,0.23473915041254817,0.37335339200955864,0.287861981670702,0.5319360056413714,0.5400066230986514,0.12874836979432647,1.130402721804451,0.09513023782559456,0.2136088350552191,0.4920678734779358,0.37855113075372165,0.24413941973738756,0.11389601892395189,0.004022843585888728,1.4046549056656659,0.005564851080848179,0.0035090258506750103
51.0,0.16308418113210416,0.17486599721223334,109.50656,109.50656,0.5412350858791136,0.3278869920655681,0.7060858862946702,2.4847841949089458,0.11367069486404835,0.28010222403612234,0.23852984057033527,0.37895427469149123,0.2829284937261461,0.5389218060778076,0.5173376574058908,0.12293207981669328,1.0793360556243388,0.09927555674805473,0.2046462373419816,0.4927932620048523,0.38018382623220964,0.24529462216378004,0.11389601892395189,0.0030960762234192346,0.824978644028306,,0.0030960762234192346
52.0,0.15610011139006374,0.11876531679734223,111.488,111.488,0.5412350858791136,0.34984542831698023,0.7248826245270885,2.720864201210298,0.11367069486404835,0.3055485756779251,0.22710969556710822,0.36501282721163275,0.3083616114920075,0.523959819135544,0.5318337550032781,0.12512359115874327,1.098577389630168,0.1122629582806574,0.2139580147365494,0.49360835552215576,0.38043473122542165,0.24550889252464303,0.11389601892395189,0.0035739114973684836,0.9694808380445465,,0.0035739114973684836
53.0,0.1545518692575098,0.25842575892573527,113.46944,113.46944,0.5412350858791136,0.3586693129773576,0.7367707851075399,2.852123808205641,0.11367069486404835,0.3191331431569761,0.23019848353176964,0.3705642070754432,0.305846292921036,0.5381929628974932,0.49711616108857754,0.11762748607500545,1.0327620507398512,0.08838821490467938,0.2045002711006687,0.43504592776298523,0.3794545819036518,0.24503325970526885,0.11389601892395189,0.004179128536143838,1.1624768923502415,,0.004179128536143838
54.0,0.14607253055065186,0.12772058163195715,115.45088,115.45088,0.5412350858791136,0.36974114341073083,0.7493638696123178,2.943331496590944,0.11367069486404835,0.3278591822541939,0.22352156637044077,0.36259883998687803,0.3244381278916459,0.5320839489766089,0.49260189740682647,0.11542844594497578,1.0134546144413272,0.03439052350019106,0.2045002711006687,0.4215630888938904,0.3772770979904949,0.24345904384127443,0.11389601892395189,0.004304637398844057,1.2335573652526364,,0.004304637398844057
55.0,0.1633444302213716,0.22515154873683904,117.12,117.12,0.4559241291901578,0.32485726781802643,0.6947695900991727,2.4102976009572608,0.11367069486404835,0.2732077065878466,0.2348933556066133,0.3738036415720694,0.29174522250168944,0.5298600276596356,0.49150823778640923,0.11526421993985073,1.0120127202761353,0.04216867469879518,0.2045002711006687,0.4250120222568512,0.3775416565586981,0.24362240912179767,0.11389601892395189,0.005037675759248731,0.4714549519121647,0.005037675759248731,
56.0,0.16380532438319342,0.27383231408783,119.10144,119.10144,0.5412350858791136,0.3383316371759375,0.7139599293464882,2.5886918224903868,0.11367069486404835,0.2916478262938711,0.2348757072930441,0.37518903058986414,0.2963991627656083,0.5332264408022765,0.4855447634174848,0.1165477743658738,1.023282248729804,0.03261734287987271,0.2045002711006687,0.41668233275413513,0.37673005571938456,0.24310658267904203,0.11389601892395189,0.002912008077745267,0.855381079367362,,0.002912008077745267
57.0,0.15603030624780342,0.10425973200944635,121.08288,121.08288,0.5412350858791136,0.351539123598177,0.7250106180517598,2.7482029046242613,0.11367069486404835,0.30846641606566627,0.22793329786653796,0.3669822222120828,0.30357709190658055,0.533972761309579,0.4687929771661722,0.11310123049413802,0.9930218067556466,0.031426269137792104,0.2045002711006687,0.423312246799469,0.3777159942588987,0.2438778909160448,0.11389601892395189,0.002766409658943709,0.8295427068369463,,0.002766409658943709
58.0,0.15034935255272613,0.14533979375510903,123.06432,123.06432,0.5412350858791136,0.3614965687094609,0.7405858885561387,2.9141400003348457,0.11367069486404835,0.3263038625742639,0.23342778141273982,0.3752679096711641,0.30521040890133094,0.5468017967250892,0.42500600742254896,0.10303386076481474,0.9046309233478145,0.02058460271716756,0.2045002711006687,0.41314131021499634,0.3778965922437296,0.24427887240299692,0.11389601892395189,0.0030675179473230022,0.9397513943258673,,0.0030675179473230022
59.0,0.1438149817031127,0.12786108194593784,125.04576,125.04576,0.5412350858791136,0.3750124753052839,0.7520741936022329,3.064591076315439,0.11367069486404835,0.34233993796316464,0.22619345329312063,0.3664009785578584,0.3190044547774006,0.5336510775121227,0.47446333399075724,0.11375879133328544,0.9987951502435034,0.019206680584551147,0.2045002711006687,0.41799435019493103,0.3770602521004678,0.24336941817687757,0.11389601892395189,0.003434093553635486,1.0746695627458394,,0.003434093553635486
