round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1,fed_f1_best,fed_auroc,fed_f1_best_threshold,fed_brier,fed_prevalence,fed_auprc_lift,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6501838866655014,0.3664088303379854,40.27056,40.27056,1.0,0.2262693133040573,0.278766148937853,0.29879407208460296,0.663728273587306,0.5460784584790288,0.22081343178568688,0.11467774420946626,2.0030900632939397,0.3474165254337234,0.6671063534410522,0.22378871852039117,1.9648511039689138,0.2764057971014493,0.2823947512301804,0.5329220294952393,0.34615713451971697,0.2195188176686759,0.11389601892395189,0.003127921114859798,0.37093084444859414,0.0035874130382457623,0.002813714161929476,0.0024226513290109353
12.0,0.6488345689126367,0.356184870296237,43.93152,43.93152,1.0,0.2270163341459164,0.2743982566707578,0.2973570098444473,0.664816591477698,0.5670313245944176,0.22208123073222022,0.11467774420946626,2.005157210751253,0.34934794522206647,0.6663258904877615,0.22319615990981634,1.9596484760265755,0.27486826540488224,0.28196099674972913,0.5408517718315125,0.3482226095630548,0.22095271480352507,0.11389601892395189,0.002894726507826454,0.34599117990001105,0.0033601949014406256,0.0025700007705673766,0.0024654673753179623
13.0,0.6482204428882121,0.34434963186281947,47.59248,47.59248,1.0,0.22705223205343605,0.276296767689175,0.300813842872806,0.6642768355931068,0.5420551502313709,0.2125113732516569,0.11467774420946626,2.0028000584927375,0.3337985603907872,0.6662992103533579,0.2232783322510809,1.9603699440993045,0.27595475417179977,0.2822814893055189,0.5308579802513123,0.3324336293938356,0.21136634359173262,0.11389601892395189,0.00289244581821748,0.3480052443628665,0.003390602567205236,0.0025435265911002195,0.0023239256391932445
14.0,0.6482398224507266,0.3791736862036169,51.25344,51.25344,1.0,0.2277169451858702,0.2818209597395035,0.2993340889823779,0.6644066990558943,0.5153167052560251,0.19531373112502595,0.11467774420946626,2.007438500427253,0.30615720034962424,0.6667782103769007,0.22405157346192564,1.967158954094123,0.28226335827753707,0.2840861709520501,0.5116550922393799,0.30461948580852033,0.19419664396236846,0.11389601892395189,0.0031223484898401524,0.37905788400348683,0.0035060607325579887,0.002855405054836286,0.0023640785177764007
15.0,0.6475274571816977,0.40482904155607224,54.9144,54.9144,1.0,0.23001451699053566,0.2796120443936693,0.3002162859016201,0.6670146169411951,0.5399436152653632,0.2173377665834706,0.11467774420946626,2.0333143756396552,0.34203671790708196,0.6662796332086403,0.22395006790390298,1.9662677415743033,0.27435610302351626,0.2841648590021692,0.5371344685554504,0.34087873813586284,0.21639602305583572,0.11389601892395189,0.0031292840017232443,0.38283045788011805,0.003519165501216727,0.002849100910444754,0.0028939601001143956
16.0,0.6443333335740127,0.36110196073419826,58.57536,58.57536,1.0,0.2306002172407942,0.2805157512899972,0.3048601568647656,0.6683083100941719,0.55301695161153,0.21160738815472765,0.11467774420946626,2.035693684078226,0.33239053096809795,0.6668211420513103,0.22467599036643238,1.972641295886277,0.2788336678078149,0.28270217783326396,0.5364537835121155,0.3311209346540525,0.21080679548820586,0.11389601892395189,0.003243517117063859,0.40005358298003557,0.0036998822121986977,0.0029148895014673806,0.002795380978601048
17.0,0.6470394638777123,0.43166942881818426,62.23632,62.23632,1.0,0.23062566543986857,0.2824437321268981,0.3033191292412,0.6692646902134435,0.5638596029034916,0.21190807669829612,0.11467774420946626,2.036323928710288,0.3319140204490131,0.6670332026868477,0.22528460643658352,1.977984907330304,0.2794526901669759,0.2830344827586207,0.5393045544624329,0.3306862041110439,0.21118243617065163,0.11389601892395189,0.003306726806445609,0.41169757906754967,0.003746979053092598,0.0029914585768370566,0.0026029492791072146
18.0,0.6466869250735928,0.4695666004981919,65.89728,65.89728,1.0,0.23118673240009566,0.2834056492476507,0.302833665409347,0.6708954611060869,0.5508030877004997,0.2093890973493901,0.11467774420946626,2.0362959560209366,0.32963720647747596,0.6675602169127555,0.22536682671321698,1.9787067962726064,0.2813244402096236,0.2839657282741738,0.5279754400253296,0.32863850994036065,0.2088691341380624,0.11389601892395189,0.0035551622980659523,0.4465042723895749,0.004016689200602735,0.0032254127641258533,0.002523473237503244
19.0,0.6466011875965296,0.41551179009809125,69.55824,69.55824,1.0,0.23138508346949485,0.2825610141678237,0.3036015370303143,0.671381481853111,0.5613765181675328,0.21661684218844016,0.11467774420946626,2.0344524903841026,0.3396241711302541,0.6674448121545355,0.22465036803795893,1.9724163334273999,0.2778639485929537,0.284707540521494,0.553364098072052,0.33875115721633364,0.2162783658703119,0.11389601892395189,0.0034189713311091386,0.43336326570988604,0.0037425324468285063,0.003186314496361007,0.002638350735843852
20.0,0.644728886240704,0.43244196434238935,73.2192,73.2192,1.0,0.2318149453295074,0.28338920282279484,0.3008183926555791,0.6705842112684861,0.5608790358106446,0.20946853176714625,0.11467774420946626,2.0409991752329186,0.3290013925426556,0.6669348024357382,0.2239884648271619,1.9666048641850993,0.2809820274873723,0.2843019372077488,0.5284008979797363,0.3279089178550441,0.20914512279483344,0.11389601892395189,0.003391019495627266,0.4334848646285536,0.0037104556423899556,0.0031599897561903094,0.0025746698726677036
21.0,0.6454065838477917,0.502650229349179,76.88016,76.88016,1.0,0.23281600006449968,0.28125421433725456,0.3032392487179686,0.6727222332867382,0.565317789535343,0.21955877940855353,0.11467774420946626,2.0455579081836865,0.3440295026336552,0.6657570740381009,0.22321485236274874,1.9598125946069176,0.27687400318979266,0.28242376652270645,0.5418767333030701,0.3429549212140822,0.2194548844882792,0.11389601892395189,0.0035441754195482127,0.4573880906264094,0.003798928898889364,0.003364440360579043,0.002444416298023754
22.0,0.6437903817742138,0.4241790482023733,80.54112,80.54112,1.0,0.23458641151270432,0.2813350276089162,0.30556482767842896,0.6732208218560537,0.5632522165201311,0.21281266368831198,0.11467774420946626,2.0640638965363,0.3342767227084676,0.6654767318356349,0.22331558298543358,1.9606970032424125,0.27697262479871176,0.2805551812424202,0.5336968302726746,0.33322187784039814,0.212918989143093,0.11389601892395189,0.00353789093263246,0.460824745510763,0.003670715694735341,0.0034503165325978765,0.0024299263161993902
23.0,0.6473103904981902,0.5174664069783196,84.20208,84.20208,1.0,0.2349561513417682,0.28372280047071147,0.3062038025717243,0.6757901118389219,0.5252045168891204,0.20827034554663576,0.11467774420946626,2.059821295738913,0.3298183357463127,0.6664670216220528,0.22435456203612197,1.969819175031245,0.27943141781071557,0.2836453067358929,0.5231311321258545,0.32906720541033996,0.2084451312057834,0.11389601892395189,0.0033969003600823645,0.4466867093287874,0.0036267788320190194,0.0032297948994632086,0.0025395675178775607
24.0,0.6430773401210033,0.4360799631530539,87.86304,87.86304,1.0,0.23545730166546283,0.28650287995928597,0.30840396785956664,0.6763263915053238,0.5110735638875584,0.1973805167160934,0.11467774420946626,2.0670849371202245,0.3133322072195683,0.6663329307301888,0.22451534970720793,1.9712308808362855,0.28021211275467484,0.28184955141476875,0.498146116733551,0.31259242656384634,0.19756422011080974,0.11389601892395189,0.0031893366214455774,0.4230702466356888,0.0033834341815069282,0.0030448453146752126,0.00258972814500079
25.0,0.6483635403992587,0.5136568118112547,91.524,91.524,1.0,0.2371651890135376,0.2866647294671218,0.3092492680442004,0.6765253958182278,0.5129705623527547,0.20219897465564676,0.11467774420946626,2.0848748850968177,0.3203045056433176,0.665310815534153,0.22225050331964702,1.9513456696677272,0.2744948532215021,0.2787305874409183,0.5123254656791687,0.3196069265271093,0.20276198195800843,0.11389601892395189,0.0032077287438582835,0.4293804127664771,0.0034049820617675012,0.0030659309153807605,0.0021256510041984776
26.0,0.6429844802028537,0.4857425719572057,95.18496,95.18496,1.0,0.23840051418097513,0.28257940925394154,0.311454706119099,0.6771997068850779,0.5433812603834652,0.21417067755604868,0.11467774420946626,2.0936083374318626,0.3382960695141228,0.6646270712054385,0.22225485580431972,1.951383884213888,0.2758777411657766,0.27894467213114754,0.5245593786239624,0.3377006113224717,0.21481546485850103,0.11389601892395189,0.003240791393150764,0.4375523171875102,0.0033600686662338267,0.0031598842635841024,0.0021658897987279135
27.0,0.6443729504968332,0.4733154371537629,98.84592,98.84592,1.0,0.23991066998455013,0.28891485660729693,0.3118008059523217,0.6786291309313984,0.5364396803677531,0.2060866520888799,0.11467774420946626,2.1080454991854674,0.32480731490935677,0.6642201928810574,0.220201407199036,1.9333547324956457,0.2762784090909091,0.2772585669781931,0.5593255758285522,0.3242494641288584,0.2072293806601958,0.11389601892395189,0.0034783795151521945,0.4737359730825119,0.003581121394762023,0.003408045558530918,0.002550571877163991
28.0,0.6486030487158472,0.5947206812274336,102.50688,102.50688,1.0,0.23998429903954202,0.2902178937548461,0.30940633968060777,0.6797613505369403,0.5245583398926024,0.203343592458431,0.11467774420946626,2.1045400598120367,0.32022124066318625,0.6640580916129053,0.22039548362580783,1.9350587115162066,0.2759887351536672,0.278434940855323,0.5504785776138306,0.3197712268084295,0.2047193103338213,0.11389601892395189,0.0037244532051388187,0.5130511987117643,0.003865333787051706,0.003629613684016995,0.0023123197233943077
29.0,0.6441795759667328,0.5995873068440974,106.16784,106.16784,1.0,0.24124961031061967,0.28906235233426975,0.3125829630930202,0.6809384438898503,0.5249699992873338,0.20671511760678793,0.11467774420946626,2.1187426410063357,0.3274221933050098,0.6648971605058313,0.22199914863538325,1.9491387910898939,0.2766146428118259,0.2808045823897695,0.5108004808425903,0.3272786058342638,0.2080169772950786,0.11389601892395189,0.0038759574201575357,0.5394449887480732,0.0040067609617201174,0.0037908531817736455,0.002292936555890556
30.0,0.6449094190066524,0.6040830023466076,109.8288,109.8288,1.0,0.24098237852763385,0.29339001764008066,0.3121053768860862,0.6808179928096174,0.529079353374927,0.20007571024159304,0.11467774420946626,2.1116955923408853,0.3154749265315774,0.6668354233273928,0.22255681301712144,1.95403504986177,0.2775827482447342,0.28011075219197046,0.4790102243423462,0.3148542397548066,0.20108577382538362,0.11389601892395189,0.00380705602916765,0.5354862245494587,0.0039255814507957116,0.003729278799450624,0.0023742990377318067
31.0,0.6475977402435448,0.5925922699910592,113.48976,113.48976,1.0,0.24240294677396607,0.2888371800655039,0.3134865368382213,0.6815022341889314,0.5370817887620234,0.21204698027104432,0.11467774420946626,2.1234002203225337,0.335299783511967,0.6651868269509416,0.2215147793334394,1.9448860585842278,0.2754682503426222,0.2802863436123348,0.5376898050308228,0.33494228674046816,0.2131649424650668,0.11389601892395189,0.003390706590960791,0.4818359556284122,0.0034957367038599622,0.0033240108755280325,0.0019036744188332454
32.0,0.6499904207166972,0.558970947006019,117.15072,117.15072,1.0,0.24298696206263978,0.28869333620500515,0.31183771752862843,0.6811588866765725,0.546580806457084,0.20310065649436318,0.11467774420946626,2.130525286303886,0.3216572029230983,0.6639821925287692,0.22301318409592183,1.9580419597003405,0.27643952080381295,0.27880075542965066,0.47907236218452454,0.32109277351893484,0.204045473666145,0.11389601892395189,0.0035360075355515574,0.5078665383553016,0.0034254699723518986,0.0036475816898227367,0.002257679917954904
33.0,0.6470533341314681,0.6102871988806181,120.81168,120.81168,1.0,0.24457733457121975,0.2904944590249846,0.3157677574534901,0.6836743967280946,0.5402519210557802,0.20579216088739238,0.11467774420946626,2.142674440069058,0.32624375588501625,0.6656953558344333,0.22158756085714493,1.945525075859749,0.2802690582959641,0.28264713311442285,0.5038703680038452,0.3254398743946039,0.2067947401639902,0.11389601892395189,0.0034404871081815335,0.499216218599031,0.003457263528030485,0.0034500485935123827,0.001790367304780399
34.0,0.6428389473798548,0.5172205844214887,124.47264,124.47264,1.0,0.24502722145044217,0.2940987822488585,0.31443470018441405,0.6850123027545387,0.5428160825089625,0.20917516532236738,0.11467774420946626,2.1417044857175913,0.33097342158361054,0.6656038326828785,0.22107038318444935,1.9409842878885657,0.2771026923993329,0.27870328680774425,0.48574298620224,0.33026680889082366,0.21053824370534058,0.11389601892395189,0.0034844553169632794,0.5110825998563087,0.0033532372704037014,0.003619663318340229,0.0019391684145076877
35.0,0.6516208547482514,0.6227154456569979,128.1336,128.1336,1.0,0.2469379575210596,0.29405020584640024,0.3167204881163983,0.6865379918551638,0.5366611234442314,0.21237863444064362,0.11467774420946626,2.1613122801859728,0.3380592001521396,0.6660310662179852,0.21762576660844718,1.9107407674517176,0.2780862374483166,0.2811651444087879,0.5100299715995789,0.33747210539493055,0.2137979194996205,0.11389601892395189,0.0033409871047799067,0.4952487956643381,0.003296836293093532,0.0034011070134521127,0.0018401205375910366
36.0,0.6447859482737396,0.582984542116272,131.79456,131.79456,1.0,0.24849937663505198,0.29536739457966504,0.3193408500891012,0.68643142989272,0.5263039960721948,0.20146811848855015,0.11467774420946626,2.173200106797333,0.3198636413691612,0.6662852177146654,0.2180410373938978,1.9143868192573377,0.2793447468900111,0.28108768713718296,0.5443435311317444,0.3191332195802186,0.20293689354710764,0.11389601892395189,0.0034030599998833874,0.5087868278715177,0.0033050073472716355,0.003506498589377752,0.002177895921343372
37.0,0.6440801502673623,0.6737625693814056,135.45552,135.45552,1.0,0.25043892891581127,0.2929624527364659,0.32409823133610977,0.6879026126873389,0.5498550645800726,0.20741225887372136,0.11467774420946626,2.192418387956132,0.3282778089845409,0.6659779318393093,0.21994769334065836,1.9311271405150423,0.28117387774040137,0.2814093648585999,0.4999140202999115,0.32776330121120656,0.20906460160453413,0.11389601892395189,0.003548748128789551,0.537273208003171,0.0033924328842849633,0.00371240688818609,0.0018483391262757143
38.0,0.6472196870487128,0.7530922373295107,139.11648,139.11648,1.0,0.25250418178090744,0.30435287322371846,0.32338156582870414,0.6893287056851948,0.5080420004704747,0.19610044301574625,0.11467774420946626,2.212203773178206,0.3130985773313877,0.665441016095977,0.21855642305269188,1.9189118734573287,0.27972218439329977,0.28348722868449455,0.4743299186229706,0.3121687570052728,0.19768266542173793,0.11389601892395189,0.0036893744219844726,0.5646866191327717,0.0035309458367262002,0.003864036588979035,0.0014946233522871197
39.0,0.6463590463892086,0.6412788572188232,142.77744,142.77744,1.0,0.2518747078967655,0.2971119125784781,0.3220928801812932,0.690722714748649,0.5429881424750956,0.20061804341004216,0.11467774420946626,2.2037004255851764,0.3170751244437478,0.6640633498331852,0.21907720631920485,1.9234843183191697,0.27928703134603566,0.2829880043620502,0.5257351398468018,0.3165308273696859,0.20287828748713596,0.11389601892395189,0.0036595824119562735,0.5664418117776222,0.00355525807561935,0.003779977063463898,0.001899705365219242
40.0,0.648610760808498,0.8348598002713548,146.4384,146.4384,1.0,0.25270212435913947,0.2907224801394238,0.32550224327769445,0.6894905410583839,0.5764290781734813,0.212842037120089,0.11467774420946626,2.2126972214531815,0.33102465043508444,0.664715356598444,0.22059858324336806,1.936841913593672,0.2778139232270657,0.28148710166919577,0.5412098169326782,0.330053645670654,0.21505975014894027,0.11389601892395189,0.003847313303136154,0.6032987864400639,0.0036039311784243585,0.004096184786295822,0.002052621467755121
41.0,0.6401471700559258,0.8524126654660227,150.09936,150.09936,1.0,0.25475801286487065,0.2893041377003084,0.3232351768761908,0.6901356832308813,0.5673513354326543,0.21253591217424445,0.11467774420946626,2.228609451312414,0.33465232082510366,0.6647087806857312,0.2222213134284043,1.9510893842284422,0.27740144364242086,0.2816378941361107,0.5565068125724792,0.33398007508165745,0.21462175688036594,0.11389601892395189,0.0037629791890824156,0.5977577201847453,0.0035485999172202923,0.003993963742730857,0.0016105360945135477
42.0,0.6471482753139555,0.7293461655859285,153.76032,153.76032,1.0,0.2554227446895732,0.2968947280590115,0.325951415182725,0.6911611109393977,0.5511626214490527,0.2034876222219604,0.11467774420946626,2.2289046327835145,0.32312605658607974,0.6643024419877749,0.22077288716480178,1.938372291240586,0.2770750511986508,0.2801120448179272,0.5225852727890015,0.32240978312096974,0.20551077261090384,0.11389601892395189,0.0035847504720407683,0.5748893896325171,0.0033111948839759132,0.003872513938800184,0.0013892515581385484
43.0,0.6442524120549002,0.6988830453374553,157.42128,157.42128,1.0,0.25699830352203373,0.30017863116459814,0.32671504504859583,0.692411983801157,0.5600814206313721,0.2027786131639563,0.11467774420946626,2.2429086570232073,0.3210792375244538,0.6638348996136727,0.2187160563631529,1.9203134440474965,0.27660363366703744,0.27934853420195443,0.5134830474853516,0.3200867597809243,0.20503436465279132,0.11389601892395189,0.0033043494798424057,0.5356920539088605,0.0030801273802105638,0.003540483672787486,0.0015862749700753405
44.0,0.6452198733478544,0.9006535124377024,161.08224,161.08224,1.0,0.25641150687090186,0.2957751930433615,0.323969629995094,0.6929664979283429,0.5638626230278494,0.20986481166963847,0.11467774420946626,2.241258445948787,0.33010595636057766,0.6647324238528132,0.2216706354598016,1.9462544657316825,0.27894615206840767,0.28016964400462663,0.5286288261413574,0.32923425739292916,0.21220848474115958,0.11389601892395189,0.0034602370369295303,0.5679801707901788,0.003296714914743618,0.003645533797943913,0.0014762611398387744
45.0,0.6428451584931479,0.8856003220226304,164.7432,164.7432,1.0,0.2588093636324714,0.30027448752630564,0.32413720707501614,0.6951328823486658,0.5478009776946641,0.20374797462243074,0.11467774420946626,2.2589118509912507,0.3220898142531851,0.6633511684468232,0.2184154989611483,1.9176745686518142,0.2787456445993031,0.28081654017272967,0.5198127627372742,0.3214985955482377,0.2067105657906123,0.11389601892395189,0.0035106073377320908,0.5833555036570033,0.0033157038897570655,0.003731540254521294,0.0012938739499334254
46.0,0.6418956184956691,0.833945067987157,168.40416,168.40416,1.0,0.260589323499631,0.2976453922666567,0.32680912764588665,0.6951825655527442,0.556640158449595,0.20132670963168853,0.11467774420946626,2.275529851292495,0.3176621769283863,0.6639669323954509,0.21773462003827249,1.91169649383139,0.2774838330393886,0.2800477184610796,0.5529079437255859,0.31692263501700463,0.20435286822566862,0.11389601892395189,0.003449046975445928,0.5800987432212423,0.0031849462660120714,0.003735961228364809,0.001368301101359388
47.0,0.6454437416246147,0.8895068493586574,172.06512,172.06512,1.0,0.26166536647571664,0.2996439495555014,0.3286658537682136,0.6968591374451117,0.5580654146631829,0.20771317297948744,0.11467774420946626,2.2822388091744523,0.3292292157288411,0.6620648119949065,0.21782811585157244,1.9125173812880656,0.2790058412552972,0.2798269581056466,0.49839553236961365,0.3283676742806913,0.21060235448025533,0.11389601892395189,0.003559565420952416,0.6060817246361694,0.003264719161659563,0.003877912922127578,0.0015005663662492328
48.0,0.6426406528340579,0.8130352975074235,175.72608,175.72608,1.0,0.26243931649710506,0.2955322308182893,0.32731732490188614,0.6976522439069031,0.5792294558407767,0.216114729355725,0.11467774420946626,2.2935674952685603,0.3418410921428064,0.6636605375311684,0.22031659808760198,1.9343661013709958,0.27464032639038005,0.2818489289740699,0.5322040319442749,0.34117020625200906,0.2190437437731119,0.11389601892395189,0.0035035065434744694,0.6034273678615136,0.0031332215797582304,0.003898289017267727,0.0014121389984258804
49.0,0.6435530647646484,0.8282715333442022,179.38704,179.38704,1.0,0.2640459909828767,0.300087458222674,0.33071401948020346,0.6980162307266448,0.5426705661347023,0.19612368120554266,0.11467774420946626,2.304288260255269,0.31132591900829326,0.6634490165220559,0.21880739714475783,1.9211154104592105,0.2782453455751084,0.28004437322815234,0.49143052101135254,0.3104843696937166,0.1992193846722311,0.11389601892395189,0.003365441731993883,0.586813110845469,0.0029041924285422745,0.003846109122510217,0.0017422591061760032
50.0,0.6436262111844384,1.0229236616354263,183.048,183.048,1.0,0.2664272495627432,0.2965580939437399,0.3327068422673652,0.6998105844931783,0.5917086585519566,0.21743919443386697,0.11467774420946626,2.3232087760476725,0.34222943308432124,0.6606598757734792,0.2175779536268283,1.9103209724310435,0.2714634405178818,0.2791709314227226,0.5436474680900574,0.3415415234879882,0.2211747689699613,0.11389601892395189,0.003629717890656343,0.6410214263441958,0.0030963887120372294,0.0041953619114781585,0.0014602161308483587
51.0,0.6411917135625743,0.9344333254302233,186.70896,186.70896,1.0,0.269480092963029,0.30404828792489147,0.33205253684668157,0.7011515251142697,0.5500910288493887,0.19603385349392097,0.11467774420946626,2.347380521262929,0.3120683785190305,0.6605211415844706,0.21451673871806692,1.8834436949135094,0.2759387351778656,0.27762841375406816,0.5294110774993896,0.3115895139892962,0.1998578065353962,0.11389601892395189,0.0035081827895595374,0.6267477192232036,0.003079380914687033,0.003977212220049897,0.0011713922440965412
52.0,0.6502583626736433,0.9992901865115679,190.36992,190.36992,1.0,0.2675936437315514,0.2983562099791426,0.33250928852526773,0.7009813992891337,0.5900998491838889,0.20773362345480542,0.11467774420946626,2.3333604351278443,0.3282618643350201,0.66115298138078,0.21498176183186155,1.8875265690840728,0.27345242107628354,0.2760202849553248,0.5172140598297119,0.3274805174991537,0.2117125295311126,0.11389601892395189,0.0034760336811026646,0.6281247895067281,0.0029640802796935695,0.004030293814259216,0.001369915825766034
53.0,0.6432687528879694,1.1509202757375039,194.03088,194.03088,1.0,0.2685706096482198,0.30278137169052377,0.3378436896916842,0.7019546677155977,0.5743159766628783,0.20514690095188765,0.11467774420946626,2.3440991049592226,0.32471358138704,0.6627404242788921,0.21818752559908644,1.915672976636433,0.2789522058823529,0.27943048964000466,0.5019031763076782,0.3241880215294582,0.20917410916702533,0.11389601892395189,0.0033248778557439167,0.6091157342780207,0.0028794148944613325,0.0038147791598278744,0.0013024601148736072
54.0,0.6410277210351474,1.013001291867932,197.69184,197.69184,1.0,0.26962258073820855,0.29619824314019794,0.3372896414212371,0.703392699397085,0.6015166017130272,0.2185514569724727,0.11467774420946626,2.352513418022129,0.3459020136477574,0.6598349501126665,0.21519438861359524,1.8893934190735855,0.272108843537415,0.2772301626416954,0.5386862754821777,0.3455663161686295,0.22289194582189245,0.11389601892395189,0.003439217477277429,0.6377975278664962,0.0028822160035261524,0.004050965137488006,0.001223750983356647
55.0,0.6392082199668484,1.2675327957081297,201.3528,201.3528,1.0,0.2734419369035953,0.3020692073312287,0.3383728523695279,0.7043882763312913,0.5790645318614152,0.20106929572210117,0.11467774420946626,2.3873425484103956,0.3167077295331158,0.6607282200876665,0.2151659415443488,1.8891436555654733,0.27360037479503396,0.2773509933774834,0.53157639503479,0.3160279239354684,0.20574261226629834,0.11389601892395189,0.003299646747174486,0.6199790548580495,0.002771064734012958,0.0038847362429445657,0.001302740426453226
