round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_ece,fed_prevalence,fed_auroc,fed_brier,fed_f1,fed_f1_best,fed_auprc,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
36.0,0.1612133615893001,0.08379136597144135,76.75904,76.75904,0.5412350858791136,0.5435424266497474,0.38065415137979197,0.1151183282980866,0.7009757246899627,0.2402944519363882,0.2883998849724362,0.32580932351920744,0.278268553442338,2.429656946241851,0.4926099792537484,0.10944643291411821,0.9609329101063255,0.012116316639741519,0.20959583056563283,0.4766680598258972,0.37420585369948584,0.2409060711635392,0.11389601892395189,0.004399496785701251,0.8315614692401141,,0.004399496785701251
37.0,0.15734519522451593,0.07251650675179136,78.74048,78.74048,0.5412350858791136,0.5322894903025539,0.37385942146729784,0.1151183282980866,0.7178749179827103,0.23448873165342185,0.3046286248100382,0.3410618988485664,0.2957687789071359,2.5945742163081955,0.5003324349766473,0.11061614499873101,0.9712029098452437,0.008223684210526315,0.2113684210526316,0.4777972996234894,0.3733373055148961,0.2402144523558229,0.11389601892395189,0.004862994506540342,0.9382915834430605,,0.004862994506540342
38.0,0.15201793125891333,0.08447944341096796,80.72192,80.72192,0.5412350858791136,0.5322397919850047,0.37299990261298077,0.1151183282980866,0.7259824428548387,0.23322774362700346,0.309569530647646,0.3487373148454831,0.3099679960866416,2.7246225187214512,0.5048198804800256,0.11125125989909485,0.9767791793791937,0.0,0.2125629472568248,0.4725293815135956,0.3696049139952826,0.23737925720065983,0.11389601892395189,0.004720970603872411,0.9383500607218593,,0.004720970603872411
39.0,0.1456243585377784,0.07753086850141733,82.70336,82.70336,0.5412350858791136,0.5377181169294639,0.36195233913067226,0.1151183282980866,0.7372826355466522,0.22397852651609051,0.3215515177278534,0.36144273483585954,0.3267628755246712,2.8821040475046398,0.5176580072605104,0.11456986900012266,1.0059163619811917,0.0,0.21513900357830992,0.4734935760498047,0.36849545246416987,0.23644968971172764,0.11389601892395189,0.005387734355508033,1.1012312063248828,,0.005387734355508033
40.0,0.1644861871900636,0.14635294597543907,86.35392,86.35392,0.9971592150692714,0.5297789936763312,0.3723749967886572,0.1151183282980866,0.68902455453905,0.23536636162349062,0.290678519101518,0.311853568914509,0.25945111102373697,2.2490526400939728,0.4677172130639391,0.10342310195806041,0.9080484369441901,0.0025477707006369425,0.20581634989695444,0.44535425305366516,0.37260850474356144,0.23999165944298737,0.11389601892395189,0.004630883046786862,1.32408905797638,0.006685441208620247,0.003879579128891027
41.0,0.16221572578709373,0.08491744628157342,88.33536,88.33536,0.5412350858791136,0.5373581292826125,0.3781393849265585,0.1151183282980866,0.706939673981813,0.23835029097847946,0.29818416126502323,0.32778168269518426,0.2803923436036545,2.450019232729484,0.4484495754746366,0.10010535980113157,0.8789188660577477,0.0017528483786152498,0.20450951154489178,0.28797268867492676,0.37033931041476026,0.23859105348119067,0.11389601892395189,0.0037061135198952918,0.7878620554693043,,0.0037061135198952918
42.0,0.15564964502962828,0.07305958362024642,90.3168,90.3168,0.5412350858791136,0.5378187468344833,0.3671837803450004,0.1151183282980866,0.7197507972823526,0.22917382553802856,0.30793165750755075,0.3393951182593856,0.3023427726644449,2.6549451315688803,0.47227743283796964,0.1043118411353045,0.9158515119387385,0.0008775778850372971,0.2055767150985094,0.4526311457157135,0.36928101679754277,0.23755680197096252,0.11389601892395189,0.00431607721541354,0.9378752479096875,,0.00431607721541354
43.0,0.15150359757047716,0.09589887865189638,92.29824,92.29824,0.5412350858791136,0.5508136027994353,0.3754123256167572,0.1151183282980866,0.7305628195075663,0.2341887555298163,0.3060884118851525,0.3502628193358082,0.31922086688953416,2.818467923267299,0.45155683227542287,0.09938622274098398,0.8726048871589088,0.0,0.20528799890024285,0.44001883268356323,0.3694378636971268,0.23783911250543424,0.11389601892395189,0.005159766419725712,1.1585617485689,,0.005159766419725712
44.0,0.14758331398796318,0.11382170709932475,94.27968,94.27968,0.5412350858791136,0.5439673910650902,0.36855794341900844,0.1151183282980866,0.7423516944834961,0.22860187320577285,0.3185356241321599,0.364240011490764,0.3328762949617738,2.9468502473063443,0.4742024308890398,0.10586914174533707,0.9295245149527628,0.0026098303610265334,0.2055532532117696,0.44237199425697327,0.3695387572456579,0.2377266704379891,0.11389601892395189,0.004721268773480109,1.093352496623993,,0.004721268773480109
45.0,0.16453730967379232,0.1855754479336436,95.9488,95.9488,0.4559241291901578,0.5342592257567403,0.3737542034245931,0.1151183282980866,0.6904865007002867,0.23573937216501734,0.2930422061080577,0.3130823632795059,0.2629208591016953,2.2807368073837977,0.4747757023940689,0.10574137790207333,0.9284027563129894,0.002613240418118467,0.20551794021463776,0.4458164572715759,0.36975612725547485,0.2378775517150184,0.11389601892395189,0.00605347104331742,0.49698773538693786,0.00605347104331742,
46.0,0.16100075119485807,0.1267666872867909,97.93024,97.93024,0.5412350858791136,0.536774221241234,0.3798702090250822,0.1151183282980866,0.7055806113377752,0.2396112762097059,0.28777088043893767,0.327371245890288,0.2797652297475027,2.444771426616943,0.47308798937653773,0.10481075607591818,0.9202319542520628,0.00258732212160414,0.20595407905029217,0.44488027691841125,0.36981305307810164,0.2378941266884868,0.11389601892395189,0.003808899460446989,0.905340542900376,,0.003808899460446989
47.0,0.1544726278040663,0.07270404984492676,99.91168,99.91168,0.5412350858791136,0.5314172390484498,0.37046342251694797,0.1151183282980866,0.7202899904972182,0.2314732440027792,0.3114009347194334,0.3388654180586566,0.30001383468688675,2.64336140895277,0.47522001573299666,0.10676749774246824,0.9374120250309772,0.008410428931875526,0.2053427743804313,0.4413157105445862,0.3695611253435523,0.23777045037429964,0.11389601892395189,0.004117152685915353,1.000693469773978,,0.004117152685915353
48.0,0.15092693104853655,0.10046322690819484,101.89312,101.89312,0.5412350858791136,0.5492804784361509,0.37341174461962306,0.1151183282980866,0.736781377394769,0.23329971748532333,0.31387901529448664,0.3569328127363489,0.31873180716346305,2.821087092578064,0.4928587721345348,0.11174955840255191,0.9811542094124188,0.04818435754189944,0.20788104089219328,0.46680277585983276,0.3708655060828556,0.23851974088084232,0.11389601892395189,0.0051509321522491425,1.2828967050882056,,0.0051509321522491425
49.0,0.14602556126850866,0.11579101995757031,103.87456,103.87456,0.5412350858791136,0.5410651146600255,0.3605137230164381,0.1151183282980866,0.7473890532396872,0.22261282489560819,0.32563669539585416,0.3691483309195876,0.34251546455843945,3.0395004161180585,0.5140917291633547,0.11757266393301283,1.0322807157247158,0.06040040719375636,0.21268061911863012,0.469188928604126,0.37026386564064356,0.23783931353644097,0.11389601892395189,0.004290204999357926,1.1004781399387866,,0.004290204999357926
50.0,0.1656318540981747,0.23338978302728722,107.52512,107.52512,0.9971592150692714,0.5244727950741997,0.3667811073901174,0.1151183282980866,0.6931116755158768,0.2307459304139555,0.29675539940386375,0.3187851158815559,0.2693581290022663,2.3363028842507876,0.500325344536413,0.11424576678514939,1.0030707645842392,0.07173513182096873,0.20901008294839318,0.466845840215683,0.3716763978364382,0.23905522434291857,0.11389601892395189,0.0037871310479833348,1.3295160005800426,0.005406404802526127,0.0032455038421065783
51.0,0.16258674535435194,0.11885414752259715,109.50656,109.50656,0.5412350858791136,0.525892570262169,0.36663535087344057,0.1151183282980866,0.7114698733271512,0.229164589094332,0.3069737468380607,0.3365119295398134,0.2906789051922124,2.5302818090045873,0.49403104152066424,0.11313257493925372,0.9932970090446451,0.03956043956043956,0.20654516950813248,0.4642152786254883,0.37076804970400795,0.23848227672544114,0.11389601892395189,0.003331625176136261,0.8908525352599099,,0.003331625176136261
