round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_ece,fed_f1_best_threshold,fed_auprc,fed_f1,fed_prevalence,fed_f1_best,fed_auprc_lift,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
43.0,0.6090525996004029,0.7507297664532034,51.10784,51.10784,0.0,0.2016934555970959,0.31899228312636935,0.5602127766435858,0.3059725315753381,0.3080702772739021,0.11506262982312578,0.35138759366521083,2.7413291610251806,0.7151575010052086,0.6548427405613189,0.20973810397385823,1.8414875774885502,0.21835443037974683,0.27126883811375785,0.5322343111038208,0.4076137731582146,0.26517120459439764,0.11389601892395189,0.0,0.0,,
44.0,0.5876988571565643,0.8618156721996175,51.10784,51.10784,0.0,0.19476659997063672,0.30962301695210936,0.5657240950608032,0.32180112850899023,0.32360962240473407,0.11506262982312578,0.3637878133820204,2.8977193866887623,0.7280986886829023,0.6548427405613189,0.20973810397385823,1.8414875774885502,0.21835443037974683,0.27126883811375785,0.5322343111038208,0.4076137731582146,0.26517120459439764,0.11389601892395189,0.0,0.0,,
45.0,0.6327705209921268,0.7499699011729064,54.7584,54.7584,0.9971592150692714,0.1989184006581278,0.3140965158607178,0.5159526820197656,0.26273000518505285,0.2965876560215489,0.11506262982312578,0.31590622660751816,2.3156463146826476,0.6843342165795159,0.655105751970929,0.21106179951587,1.8531095424572783,0.2257241149705915,0.2724277749619868,0.530606210231781,0.40342120096748185,0.26159419305233195,0.11389601892395189,0.006154808187196287,1.4876583688892424,0.00404819436829776,0.008085993559109014
46.0,0.6380345409172399,0.954243377882538,54.7584,54.7584,0.0,0.2080222394583253,0.3292449789469724,0.5696969595280799,0.28722162288875247,0.29850675816642486,0.11506262982312578,0.3375800458967392,2.560306486946739,0.6995397475356296,0.655105751970929,0.21106179951587,1.8531095424572783,0.2257241149705915,0.2724277749619868,0.530606210231781,0.40342120096748185,0.26159419305233195,0.11389601892395189,0.0,0.0,,
47.0,0.6078005708849906,0.7719536856661997,54.7584,54.7584,0.0,0.20462585154002302,0.32646094790285884,0.561968976453199,0.3097951311367987,0.31526923892576997,0.11506262982312578,0.3516177473533644,2.7745157871035255,0.7200722638539004,0.655105751970929,0.21106179951587,1.8531095424572783,0.2257241149705915,0.2724277749619868,0.530606210231781,0.40342120096748185,0.26159419305233195,0.11389601892395189,0.0,0.0,,
48.0,0.583076015817525,0.7896603942967451,54.7584,54.7584,0.0,0.18562814739996936,0.29658965477366406,0.5323576374940726,0.32662367898782085,0.33380114684273615,0.11506262982312578,0.3636564217461585,2.9400558467600235,0.7298786534247559,0.655105751970929,0.21106179951587,1.8531095424572783,0.2257241149705915,0.2724277749619868,0.530606210231781,0.40342120096748185,0.26159419305233195,0.11389601892395189,0.0,0.0,,
49.0,0.6391649377916778,0.9197470836803442,58.40896,58.40896,0.9971592150692714,0.2116480340035496,0.3356961806036792,0.5417707757745881,0.2650757764456125,0.2913626241445698,0.11506262982312578,0.32054781423658146,2.3211289667179136,0.6868087489403397,0.6552006383755508,0.21029889384898845,1.8464112778990505,0.2164660470313373,0.27382645803698435,0.5313442945480347,0.40778599807490007,0.2652729452118386,0.11389601892395189,0.005970814387481557,1.518257871386595,0.0036694384735457596,0.008111430984041164
50.0,0.6338494706169066,0.7663910284077965,58.40896,58.40896,0.0,0.19761719533783306,0.3116717908470812,0.5506789768842181,0.2839428763198177,0.3068478883833915,0.11506262982312578,0.33586475408915195,2.518860130651664,0.702638001982283,0.6552006383755508,0.21029889384898845,1.8464112778990505,0.2164660470313373,0.27382645803698435,0.5313442945480347,0.40778599807490007,0.2652729452118386,0.11389601892395189,0.0,0.0,,
51.0,0.6076315045403194,0.8312697473971324,58.40896,58.40896,0.0,0.20213505520173292,0.3230577420329702,0.5621365623048817,0.31421932562868515,0.3154670248785674,0.11506262982312578,0.3541917018031445,2.8117054950282068,0.719575508554838,0.6552006383755508,0.21029889384898845,1.8464112778990505,0.2164660470313373,0.27382645803698435,0.5313442945480347,0.40778599807490007,0.2652729452118386,0.11389601892395189,0.0,0.0,,
52.0,0.5850038873267102,0.9435840703693035,58.40896,58.40896,0.0,0.20515675727876703,0.3285150755642744,0.5737483326357171,0.32674459323537647,0.3260597205186414,0.11506262982312578,0.36900130952883275,2.9346573759832544,0.7345204821441148,0.6552006383755508,0.21029889384898845,1.8464112778990505,0.2164660470313373,0.27382645803698435,0.5313442945480347,0.40778599807490007,0.2652729452118386,0.11389601892395189,0.0,0.0,,
53.0,0.6373345347848044,0.9205999618926889,62.05952,62.05952,0.9971592150692714,0.20311936264048436,0.3193147155444696,0.5526662215439465,0.26827263757183023,0.29630110347389166,0.11506262982312578,0.3214593863826856,2.3477089779041185,0.6877819756135546,0.6557432892183293,0.20861486935646417,1.8316256470364942,0.22016331658291458,0.2731720956242136,0.5358794927597046,0.4078820749245086,0.2652651086704458,0.11389601892395189,0.005910384232614525,1.5819395798025653,0.0034713304002673916,0.008198325633946771
54.0,0.635587120070963,1.0355801973576655,62.05952,62.05952,0.0,0.20963575647658156,0.3330540994991853,0.5484053959681117,0.2959613434013095,0.30309923130135874,0.11506262982312578,0.3411111735037607,2.622821866127852,0.7093346124553164,0.6557432892183293,0.20861486935646417,1.8316256470364942,0.22016331658291458,0.2731720956242136,0.5358794927597046,0.4078820749245086,0.2652651086704458,0.11389601892395189,0.0,0.0,,
55.0,0.6050686218305784,0.9233095184493448,62.05952,62.05952,0.0,0.20865041742181378,0.3337872485264846,0.5692429982138419,0.314692746335653,0.3150290549521293,0.11506262982312578,0.35851924310100164,2.8055166472159803,0.7228735474075034,0.6557432892183293,0.20861486935646417,1.8316256470364942,0.22016331658291458,0.2731720956242136,0.5358794927597046,0.4078820749245086,0.2652651086704458,0.11389601892395189,0.0,0.0,,
56.0,0.5839565016127987,0.943419275619313,62.05952,62.05952,0.0,0.1983934646451523,0.31779295069121827,0.5629110488945177,0.32810843532870637,0.32389840274244325,0.11506262982312578,0.3670359920192931,2.9474905080981895,0.7333855655347448,0.6557432892183293,0.20861486935646417,1.8316256470364942,0.22016331658291458,0.2731720956242136,0.5358794927597046,0.4078820749245086,0.2652651086704458,0.11389601892395189,0.0,0.0,,
57.0,0.6414401181069328,1.285504252742419,65.71008,65.71008,0.9971592150692714,0.21484905079848504,0.33686667243715757,0.5656903604001075,0.27301693161218865,0.29260074275157244,0.11506262982312578,0.32553517316633546,2.3986899637853716,0.6918993779843287,0.6547840467755213,0.2099391399744972,1.843252661137112,0.2167031401089114,0.27408444133426635,0.5333312749862671,0.4096819183307947,0.26681782798011766,0.11389601892395189,0.005540371096587026,1.5633586765034124,0.0033924553984765998,0.007578289098150735
58.0,0.6367338985865383,1.115472961005562,65.71008,65.71008,0.0,0.20156809212195526,0.32132310767930583,0.5424856457381158,0.2960582308739651,0.3169073835197892,0.11506262982312578,0.3492364880465911,2.634027894524632,0.7125125239354543,0.6547840467755213,0.2099391399744972,1.843252661137112,0.2167031401089114,0.27408444133426635,0.5333312749862671,0.4096819183307947,0.26681782798011766,0.11389601892395189,0.0,0.0,,
59.0,0.6019193096409621,0.9798616989323762,65.71008,65.71008,0.0,0.21019815760183422,0.33318888758449555,0.5724844771754547,0.32066355809021274,0.3173923818520418,0.11506262982312578,0.36108238616044935,2.8629328947292247,0.7286059435526764,0.6547840467755213,0.2099391399744972,1.843252661137112,0.2167031401089114,0.27408444133426635,0.5333312749862671,0.4096819183307947,0.26681782798011766,0.11389601892395189,0.0,0.0,,
60.0,0.5827718996033073,1.211078760872986,65.71008,65.71008,0.0,0.19023617878402943,0.30461366901847675,0.5589998641424244,0.3365367090367754,0.3327702770069004,0.11506262982312578,0.37422425387084984,3.024747479046048,0.7402025929566197,0.6547840467755213,0.2099391399744972,1.843252661137112,0.2167031401089114,0.27408444133426635,0.5333312749862671,0.4096819183307947,0.26681782798011766,0.11389601892395189,0.0,0.0,,
