round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_brier,fed_ece,fed_auroc,fed_f1,fed_f1_best_threshold,fed_auprc_lift,fed_f1_best,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
35.0,0.6485126844427345,1.8213202575381011,256.2672,128.1336,1.0,0.29818626202203835,0.20525632728650234,0.32583912228291,0.7198743101713293,0.31263296126977885,0.5612508621351492,2.5765508497437,0.3536075034366058,0.11569935792521717,0.6503834685771015,0.2161123573078732,1.8974531274194133,0.2671633847791378,0.27869546802202455,0.5449135899543762,0.32930422517700664,0.21433012053908357,0.11389601892395189,0.0029208225345515103,1.6708664142388443,0.001608117217057456,0.004346142336038665,0.0031069728979374865
36.0,0.6609740910141688,2.0631970216143105,263.58912,131.79456,1.0,0.2963162508412562,0.21169375718050892,0.3344690155585798,0.7191437058346405,0.3072752814983748,0.584979649600808,2.562365991480314,0.3520835847387198,0.11569935792521717,0.6510090587464433,0.22200635416671116,1.9492020552091842,0.2672056384742952,0.27792482795129697,0.5466300249099731,0.33815554774554185,0.22121678332770864,0.11389601892395189,0.003091748345466549,1.8225262582000141,0.001566220762594214,0.0047514317016475235,0.002917754427267753
37.0,0.6580875852686717,1.9726307381819645,270.91104,135.45552,1.0,0.3013466154471924,0.19997062209120536,0.3178741567093291,0.7212793236022301,0.3148639884920943,0.5663341343389732,2.604554598106204,0.351227353231991,0.11569935792521717,0.6503669283997054,0.2147291711898482,1.8853088388736605,0.26958816106458644,0.28036800249493216,0.5545650720596313,0.3212437587753059,0.2095151023068654,0.11389601892395189,0.002804067686382319,1.701885311085789,0.001489150265974017,0.004231940872220276,0.0029158660202728225
38.0,0.6521344309273621,2.013945730176334,278.23296,139.11648,1.0,0.3036185072531767,0.19907659450985568,0.31464606065901174,0.7242073304027111,0.31510583303344836,0.5827042843860866,2.627124974072954,0.3584903125056643,0.11569935792521717,0.6502550876857802,0.2162601638092405,1.8987508593574014,0.2691138385316969,0.2781704227230297,0.5344749093055725,0.31790214512575216,0.20950721426297408,0.11389601892395189,0.002740758067458319,1.7112494958637399,0.0013745795151114846,0.004221212641296891,0.004831621284313123
39.0,0.6553847396271569,2.3082530037436397,285.55488,142.77744,1.0,0.3052874691908666,0.21062133179155895,0.33491378811613987,0.724651145163955,0.31083070276549535,0.5752727187889493,2.6366851241992313,0.35315099464201777,0.11569935792521717,0.6476747070669326,0.2152375412090816,1.8897722961923296,0.26838311019567457,0.2759534678250626,0.5621200203895569,0.3379501922809943,0.22027042443857953,0.11389601892395189,0.0026995367500814646,1.7353753302559198,0.0013738507752682817,0.00413980783015234,0.0034265973561095823
40.0,0.6507236455051959,2.0659420884521307,292.8768,146.4384,1.0,0.3094448962722687,0.21185637374142832,0.3362831994581364,0.7262725790703504,0.30992818967449637,0.5988211461770718,2.6725524140120243,0.3602289071593272,0.11569935792521717,0.646955058756784,0.2120232957221968,1.8615514196660752,0.2641240057107893,0.2768530374164177,0.5588123798370361,0.3395580446790678,0.22250656692010615,0.11389601892395189,0.0025636077265430574,1.69515607334597,0.0012679256170176128,0.003964590388668965,0.004773700578895507
41.0,0.6522419721111424,2.1701654413223275,300.19872,150.09936,1.0,0.3096753861342085,0.20576573277341395,0.32526039525442124,0.7275914426134229,0.3120897858413618,0.5961888109697407,2.675800985516769,0.3597536978934647,0.11569935792521717,0.6453284239208814,0.2119308570430809,1.8607398137821363,0.2638715060492282,0.27855711422845686,0.5581629276275635,0.32865717557842616,0.21725598752885705,0.11389601892395189,0.0025528312164974643,1.737135498612588,0.0012680604455824625,0.003941798232639486,0.004559437323280655
42.0,0.656389097825432,2.455588386910862,307.52064,153.76032,1.0,0.30876796649039273,0.20102092549094625,0.3187629301965979,0.7280933388012477,0.3187012007961514,0.6011839355158594,2.6686223924772787,0.3577170045321649,0.11569935792521717,0.6443788320064631,0.21335469213400704,1.8732409977952214,0.2685797556327766,0.27711195556854723,0.5481264591217041,0.32195797153882927,0.21195275860102825,0.11389601892395189,0.0024600466088952576,1.720673670521137,0.0012454209417370903,0.0037746797488524895,0.004025342657362949
43.0,0.6645717848098176,2.9285766675551352,314.84256,157.42128,1.0,0.3098250295344554,0.2033703964363751,0.32328225209832195,0.7261473987362004,0.3161068715682617,0.575807183868381,2.6744536744580913,0.3596545621990268,0.11569935792521717,0.6454231346331787,0.2146894653219381,1.8849602238098047,0.26520438683948155,0.2773037542662116,0.5480932593345642,0.32666995216423483,0.2145258859766564,0.11389601892395189,0.00236257060940924,1.6992832388805255,0.001158595020587878,0.003658520127164105,0.004122261427975781
44.0,0.6565810241860521,2.4513914628152977,322.16448,161.08224,1.0,0.3141446598223019,0.2136898745513809,0.3386734082048516,0.7286642861169472,0.3114453631128342,0.604867422864372,2.714900213128555,0.36006880999535074,0.11569935792521717,0.6478900305599229,0.21417989011779517,1.8804861850421883,0.2646381743569212,0.27899159663865547,0.5647823810577393,0.3426369428394537,0.22526433964933862,0.11389601892395189,0.0022806208919773883,1.6802257262279454,0.0011404114095895106,0.003508365109465703,0.003554977382488033
45.0,0.6525944851418035,2.3178875554488405,329.4864,164.7432,1.0,0.31513502118544,0.20332368238333812,0.3216693162415861,0.7288287502223334,0.31586279875821444,0.5810325999588176,2.722096719865514,0.36269184925928566,0.11569935792521717,0.646141527998153,0.21626865064011286,1.8988253732074247,0.2671051235812029,0.27703984819734345,0.5584680438041687,0.32573657673302003,0.21514613000068428,0.11389601892395189,0.0022995965516123865,1.7379372560935735,0.0010855297604158885,0.0036029848084094254,0.0037753081163625947
46.0,0.6587916223215275,3.204566510806091,336.80832,168.40416,1.0,0.3145733644570489,0.20701461271108137,0.3272294895907001,0.7301042954456012,0.317215829502056,0.5918238866573825,2.718514396915263,0.3639970279531238,0.11569935792521717,0.6446209485789227,0.21389834871233948,1.8780142689197847,0.26395204630012403,0.276869934901023,0.5476208925247192,0.3315459329976584,0.21918340296976094,0.11389601892395189,0.002343840434957809,1.8166162315737893,0.0011032832747771692,0.0036691163064921633,0.004581193603359032
47.0,0.6716021432841963,5.012127074204374,344.13024,172.06512,1.0,0.3196446698267776,0.1996127505248154,0.31552286728086193,0.7334322838152947,0.32248219310433457,0.5720084231629654,2.7614401025744058,0.36303505322217033,0.11569935792521717,0.6439800104301003,0.21543771761317104,1.8915298326363656,0.263949433304272,0.27828894269572235,0.5706135034561157,0.3195679742463764,0.2119280588864448,0.11389601892395189,0.002312673463326026,1.8357256464951206,0.001075787885861903,0.003632299795320124,0.00452376373180717
48.0,0.6676382256897572,4.834137908667488,351.45216,175.72608,1.0,0.3156888089453658,0.2028312623935034,0.31917550587472304,0.7333623376723152,0.31849601031932545,0.5970867315447258,2.7247313166426514,0.36344761715168405,0.11569935792521717,0.6424051044342785,0.21406626734064527,1.8794885840880604,0.2619323569697608,0.2723185613359023,0.5418552756309509,0.3237649080863667,0.21646615238985334,0.11389601892395189,0.002171938249198679,1.7634482962475886,0.0010309462896475466,0.0033857874023311874,0.005547950125433891
49.0,0.6699050664376328,2.9321533363861656,358.77408,179.38704,1.0,0.3218368762978038,0.1883461197858756,0.29686042040580934,0.7359162531642152,0.32629406566246416,0.5640021371148057,2.7786350198182044,0.3690179628176824,0.11569935792521717,0.6398455057075157,0.21363794023808397,1.8757278986259347,0.2671462829736211,0.2766504715633038,0.5379632115364075,0.30166902639382337,0.20203954882349684,0.11389601892395189,0.0020026601305505906,1.6670695026805333,0.0009778867456362804,0.0030953672517698297,0.003713194833136543
