round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best_threshold,fed_prevalence,fed_auroc,fed_ece,fed_f1_best,fed_auprc_lift,fed_brier,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.631286451894479,0.1278385276519273,3.65056,3.65056,0.9971592150692714,0.19279825698338718,0.40717641350215344,0.11425154223844894,0.6154052694554473,0.2845593179326003,0.27194083725260243,1.7209237238746464,0.18619337635192035,0.043467598255470793,0.6067273896151479,0.1590948364041186,1.3968428212609068,0.0,0.2435125369539034,0.4885419011116028,0.372728990643918,0.2395545502619445,0.11389601892395189,0.024121722486760543,2.5975403818301857,0.019301127169377458,0.027315459657987796
2.0,0.6143520004711484,0.24270533286370616,5.632,5.632,0.5412350858791136,0.2374130365021649,0.3037734695391437,0.11425154223844894,0.6737118739821736,0.15561133400956478,0.31156815748240174,2.1183296662810105,0.12984401275329246,0.016301901217053254,0.6513891941891621,0.21211693893436237,1.862373601275672,0.0,0.27245670995671,0.4725375473499298,0.3532076440415941,0.22477032372713612,0.11389601892395189,0.021240736882981105,1.4235058221966028,,0.021240736882981105
3.0,0.6051021327395062,0.30783172105284545,7.61344,7.61344,0.5412350858791136,0.2483086449752636,0.25483731690048045,0.11425154223844894,0.6850809929549263,0.1004823508721544,0.3202541745964044,2.2247335533854757,0.11354422992185015,0.017152670108430405,0.658728992029542,0.21805164849964434,1.9144799841093385,0.00176522506619594,0.278778386844166,0.45723390579223633,0.3367557473601822,0.21295761563702598,0.11389601892395189,0.013291794378974514,0.9343505629803985,,0.013291794378974514
4.0,0.5974258674905157,0.3721423599069087,9.59488,9.59488,0.5412350858791136,0.2561221429859546,0.24864004395154565,0.11425154223844894,0.6952207915929164,0.09012650896401248,0.32445378129790114,2.297335873730945,0.11074427095270253,0.029266327921598275,0.6562252885608384,0.21786150464188064,1.9128105328013816,0.00176522506619594,0.27867755320572885,0.45715999603271484,0.3362400215041314,0.21256380115953652,0.11389601892395189,0.010930368626769433,0.8026907830499113,,0.010930368626769433
5.0,0.6056954963222968,0.3719298667277916,11.264,11.264,0.4559241291901578,0.228544943106625,0.2405769011561762,0.11425154223844894,0.6678181553917526,0.08661902879039886,0.29778774928840485,2.036476286984171,0.11183508735353882,0.02488497376669427,0.6593250156905794,0.2184366857135312,1.9178605870270222,0.004399472063352398,0.280425473131648,0.4626392722129822,0.3393668474668801,0.21445305649713528,0.11389601892395189,0.014595979514925295,0.6607576003298163,0.014595979514925295,
6.0,0.6027730054490555,0.320918137351611,13.24544,13.24544,0.5412350858791136,0.24726141557310422,0.23339831159522453,0.11425154223844894,0.68466927006934,0.0820357391248906,0.31442058102482995,2.2115575604381483,0.11012067535817142,0.029936175835612207,0.6587311881835969,0.21566821482088688,1.8935535838604514,0.0,0.2809422909136233,0.4645816385746002,0.3434873972135159,0.21737438080833077,0.11389601892395189,0.00822443868750542,0.6282128050224856,,0.00822443868750542
7.0,0.592512932467939,0.3435728762413184,15.22688,15.22688,0.5412350858791136,0.25923672521121244,0.23427681901788705,0.11425154223844894,0.6922299241987048,0.0751679253450336,0.3267917489488331,2.321070902426666,0.10894625241150098,0.04164305551727219,0.6599662173778884,0.21720302495791644,1.9070291219128774,0.01386481802426343,0.28206832380699187,0.45767703652381897,0.33405372226230456,0.2106472371909859,0.11389601892395189,0.009108563724185493,0.7175099239684641,,0.009108563724185493
8.0,0.5850551667332092,0.3896349253944028,17.20832,17.20832,0.5412350858791136,0.27276625912975777,0.2451051233019049,0.11425154223844894,0.7048355035055444,0.07373559546139714,0.33533815299411524,2.4527426746406817,0.10738336119480153,0.06056062680550309,0.6590583523905126,0.21613020014229983,1.8976097864018362,0.09568627450980392,0.2787390376866556,0.4515326917171478,0.32930511523729433,0.20722402624761185,0.11389601892395189,0.009096477381023824,0.7467500541824847,,0.009096477381023824
9.0,0.5695486199999037,0.377395124568913,19.18976,19.18976,0.5412350858791136,0.2885894445177335,0.2458244398898507,0.11425154223844894,0.7161439979938877,0.07867067535260104,0.351671070514278,2.6049285232896313,0.10646122697579438,0.08612307054630743,0.6604704919972397,0.21632465182484986,1.8993170601449145,0.10331534309946029,0.2796642024808921,0.43611663579940796,0.3087593462421116,0.1934847318124399,0.11389601892395189,0.010244161573412914,0.8790773546788841,,0.010244161573412914
10.0,0.6004735670768668,0.49019427092445805,22.84032,22.84032,0.9971592150692714,0.23533872887700247,0.22480949571694564,0.11425154223844894,0.6721976829488663,0.07730535081590428,0.30347769124980106,2.095641029263267,0.10919422613654525,0.04018461320155696,0.6630789457396343,0.21687422406256557,1.9041422703928923,0.12356640769515354,0.28174492914698523,0.45667383074760437,0.3267844366366709,0.20519674906262247,0.11389601892395189,0.009804982181975067,1.346961380681023,0.013165676648138449,0.007971820222188713
