round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auprc_lift,fed_ece,fed_prevalence,fed_f1,fed_f1_best_threshold,fed_auprc,fed_brier,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
42.0,0.6369358039126287,0.9054619596073927,51.10784,51.10784,0.0,0.3272714460554582,2.4072578955954036,0.3359277125921712,0.11381806735914382,0.30121254463637537,0.5585879441098593,0.273934361591132,0.21009312572592953,0.7038997512621279,0.6205761613927763,0.15431757692775913,1.3548987786025832,0.24336080586080586,0.256769035071779,0.4936532974243164,0.3692174022157165,0.23590180277353098,0.11389601892395189,0.0,0.0,,
43.0,0.6149532731352124,0.8802915851407681,51.10784,51.10784,0.0,0.33755975148873013,2.564486129895259,0.3168411227137198,0.11381806735914382,0.31664631882175837,0.5309563171987381,0.29142655197846695,0.19713538953719406,0.7191358507329143,0.6205761613927763,0.15431757692775913,1.3548987786025832,0.24336080586080586,0.256769035071779,0.4936532974243164,0.3692174022157165,0.23590180277353098,0.11389601892395189,0.0,0.0,,
44.0,0.5866039017083539,0.8378366978585123,51.10784,51.10784,0.0,0.35488524059118637,2.7146781750675193,0.3136441581407935,0.11381806735914382,0.3232790092044091,0.565983936075223,0.30724755066999354,0.19507776703803184,0.7334685404144936,0.6205761613927763,0.15431757692775913,1.3548987786025832,0.24336080586080586,0.256769035071779,0.4936532974243164,0.3692174022157165,0.23590180277353098,0.11389601892395189,0.0,0.0,,
45.0,0.6312920778307574,0.9278441036515925,54.7584,54.7584,0.9971592150692714,0.31037111788922467,2.222778142321544,0.3283509496349676,0.11381806735914382,0.2829437537472839,0.5638081337300943,0.2550659798657542,0.20776414015554512,0.6829108503527148,0.6172843900030265,0.1517688287340184,1.3325209271392893,0.23696682464454977,0.254328802830013,0.4923449456691742,0.3680201209157239,0.23512660592250953,0.11389601892395189,0.006215339336304374,1.5168244696687907,0.004025983057193047,0.008174535795107078
46.0,0.6406555141937822,1.1123430839573256,54.7584,54.7584,0.0,0.32579374805348743,2.419486348300889,0.33226014342701937,0.11381806735914382,0.2944624933002643,0.5865138501275965,0.2761542642172361,0.20926868296856005,0.7030566049243389,0.6172843900030265,0.1517688287340184,1.3325209271392893,0.23696682464454977,0.254328802830013,0.4923449456691742,0.3680201209157239,0.23512660592250953,0.11389601892395189,0.0,0.0,,
47.0,0.6104154823953,1.2270848714756628,54.7584,54.7584,0.0,0.3403386154252322,2.578025435407444,0.3229605931787511,0.11381806735914382,0.31006614991758885,0.5583945797530593,0.2933310617777815,0.20201640137624166,0.7180240896699603,0.6172843900030265,0.1517688287340184,1.3325209271392893,0.23696682464454977,0.254328802830013,0.4923449456691742,0.3680201209157239,0.23512660592250953,0.11389601892395189,0.0,0.0,,
48.0,0.584870079797608,0.9032475174822145,54.7584,54.7584,0.0,0.35173509145915804,2.768258491373224,0.3295386661940158,0.11381806735914382,0.3176040430851128,0.5790337542017413,0.3140109689826173,0.20584778573626844,0.7355763427232587,0.6172843900030265,0.1517688287340184,1.3325209271392893,0.23696682464454977,0.254328802830013,0.4923449456691742,0.3680201209157239,0.23512660592250953,0.11389601892395189,0.0,0.0,,
49.0,0.6383808620841388,1.211769750703501,58.40896,58.40896,0.9971592150692714,0.3128795150699524,2.2500839174940057,0.34461167986907226,0.11381806735914382,0.28289049046206993,0.5758392796431617,0.25830326337787707,0.21726860563411077,0.688517870933886,0.6076681216166364,0.14941963058871338,1.3118951127561405,0.2086657281401533,0.24767358625626343,0.4894154667854309,0.36836183854405524,0.23559288399835632,0.11389601892395189,0.005278706552730194,1.3573978394269943,0.0037315996819649935,0.006682128903514456
50.0,0.6398766074476561,0.9887645511789446,58.40896,58.40896,0.0,0.3271985708847934,2.4491949157943944,0.3130190579498554,0.11381806735914382,0.30521987442253967,0.5461839406434793,0.2799145458785368,0.19542030718107364,0.7083548102202437,0.6076681216166364,0.14941963058871338,1.3118951127561405,0.2086657281401533,0.24767358625626343,0.4894154667854309,0.36836183854405524,0.23559288399835632,0.11389601892395189,0.0,0.0,,
51.0,0.6072629241733655,1.025595985335914,58.40896,58.40896,0.0,0.3463440673721351,2.637909683111665,0.3510325213058198,0.11381806735914382,0.2986278727718709,0.5902416807696397,0.30008603080427126,0.22047774728977992,0.7232120980873632,0.6076681216166364,0.14941963058871338,1.3118951127561405,0.2086657281401533,0.24767358625626343,0.4894154667854309,0.36836183854405524,0.23559288399835632,0.11389601892395189,0.0,0.0,,
52.0,0.5867037298326013,0.9640637451831594,58.40896,58.40896,0.0,0.3597900057500207,2.7905408541612364,0.3218853582689485,0.11381806735914382,0.3247913842877517,0.5607284924332586,0.31573918036168097,0.19967526542331077,0.738834849395532,0.6076681216166364,0.14941963058871338,1.3118951127561405,0.2086657281401533,0.24767358625626343,0.4894154667854309,0.36836183854405524,0.23559288399835632,0.11389601892395189,0.0,0.0,,
53.0,0.6388896708407167,1.224771489032201,62.05952,62.05952,0.9971592150692714,0.3149056476990473,2.2767315196524422,0.3272301680436854,0.11381806735914382,0.2838297905038319,0.5401043666639829,0.26113819992917253,0.20631929011447506,0.6897480423233557,0.6168017882868336,0.15524529904899437,1.3630441214337026,0.22339955849889626,0.25341312885730316,0.4907935559749603,0.3669807730266327,0.2343966490624812,0.11389601892395189,0.005243344634227533,1.413222102331929,0.0034819451323801565,0.006880312561085862
54.0,0.6420848277814473,1.472752322137806,62.05952,62.05952,0.0,0.32887067280999904,2.4451441249244628,0.3092172580883423,0.11381806735914382,0.3052091519765947,0.5691591423076393,0.278619014457024,0.1953701677887505,0.7074976947195238,0.6168017882868336,0.15524529904899437,1.3630441214337026,0.22339955849889626,0.25341312885730316,0.4907935559749603,0.3669807730266327,0.2343966490624812,0.11389601892395189,0.0,0.0,,
55.0,0.6068895535984111,0.9875043245934103,62.05952,62.05952,0.0,0.3458446910799012,2.63406829960523,0.3355157967876124,0.11381806735914382,0.3037352434088835,0.6020118281944091,0.2992098332486561,0.2110712759953652,0.7203518039472815,0.6168017882868336,0.15524529904899437,1.3630441214337026,0.22339955849889626,0.25341312885730316,0.4907935559749603,0.3669807730266327,0.2343966490624812,0.11389601892395189,0.0,0.0,,
56.0,0.5887752075787531,1.1950119160139727,62.05952,62.05952,0.0,0.35866116888346655,2.820287490934498,0.34879642347731915,0.11381806735914382,0.3083409985362738,0.5906382570485855,0.31937808963994097,0.21865069416019,0.7358939362393712,0.6168017882868336,0.15524529904899437,1.3630441214337026,0.22339955849889626,0.25341312885730316,0.4907935559749603,0.3669807730266327,0.2343966490624812,0.11389601892395189,0.0,0.0,,
57.0,0.6415084348241494,1.2295775847464403,65.71008,65.71008,0.9971592150692714,0.31606012686448925,2.296419428840732,0.3319076097446359,0.11381806735914382,0.28730861427981574,0.5633061224066462,0.26321124370304766,0.2088918620173247,0.6904546788221918,0.6108006028154244,0.15324853228428187,1.345512632769066,0.21214953271028036,0.2477126071462968,0.4912112355232239,0.367311132815759,0.23477060670708233,0.11389601892395189,0.004748878094085307,1.3501936241518706,0.003153843311829261,0.006244570025779535
58.0,0.632435424187965,1.2101874276851765,65.71008,65.71008,0.0,0.33574200140723304,2.5493255282769605,0.3295999347078381,0.11381806735914382,0.305622063384052,0.5622451712847281,0.2908769690980648,0.20583942563241306,0.7140159247682613,0.6108006028154244,0.15324853228428187,1.345512632769066,0.21214953271028036,0.2477126071462968,0.4912112355232239,0.367311132815759,0.23477060670708233,0.11389601892395189,0.0,0.0,,
59.0,0.6108440589559829,1.1101319865001023,65.71008,65.71008,0.0,0.3482694045735106,2.732896551110223,0.32384459558847406,0.11381806735914382,0.3141998116907751,0.5765828044601385,0.3106151610108764,0.2012169825485754,0.7269695504097857,0.6108006028154244,0.15324853228428187,1.345512632769066,0.21214953271028036,0.2477126071462968,0.4912112355232239,0.367311132815759,0.23477060670708233,0.11389601892395189,0.0,0.0,,
60.0,0.5836174117286673,1.3681459235084594,65.71008,65.71008,0.0,0.36418821297092724,2.8789518653760604,0.31706276721743765,0.11381806735914382,0.33093836068765925,0.5861022868770304,0.3259729759252633,0.1974116257910448,0.7409421057032793,0.6108006028154244,0.15324853228428187,1.345512632769066,0.21214953271028036,0.2477126071462968,0.4912112355232239,0.367311132815759,0.23477060670708233,0.11389601892395189,0.0,0.0,,
