round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auroc,fed_auprc_lift,fed_auprc,fed_brier,fed_f1_best_threshold,fed_ece,fed_f1,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
39.0,0.5141129119878161,1.187800994613239,82.70336,82.70336,0.5412350858791136,0.11372647743722075,0.7357428099301828,2.8478502475147573,0.31834827983394526,0.10291477284788646,0.26277865827612523,0.07515812789401397,0.133065834513652,0.3567371446276387,0.34893537228124283,0.08182025710169569,0.7183767955605795,0.2045002711006687,0.20461329715061058,0.5267707705497742,0.4568177359148195,0.3135088501840158,0.11389601892395189,0.005095920660853975,1.0423635517945513,,0.005095920660853975
40.0,0.575939515095495,1.8706349779224927,86.35392,86.35392,0.9971592150692714,0.11372647743722075,0.6800839261734749,2.2584537454340716,0.2562240810410975,0.11112239330224671,0.2784313872204275,0.09440285820307408,0.09844902503758043,0.3117470359929737,0.35137852464529096,0.08221763968924681,0.7218657900952915,0.2045002711006687,0.20460404323639816,0.5230293869972229,0.4486165567861301,0.30521128723007984,0.11389601892395189,0.004724475490590248,1.3628279922995716,0.006646680519720283,0.0040095967965209514
41.0,0.5790169450960191,1.2759188177752439,88.33536,88.33536,0.5412350858791136,0.11372647743722075,0.7009758960893528,2.429911209866775,0.2744001424494887,0.10890297843826258,0.259739583456289,0.08593910624042124,0.10242352708357483,0.3286769639165351,0.35428610711940944,0.08249383530594614,0.7242907705231303,0.2045002711006687,0.2045002711006687,0.5170141458511353,0.45126911921748114,0.30771754751956204,0.11389601892395189,0.00396140077237597,0.8446892534848303,,0.00396140077237597
42.0,0.5478713993408773,1.010804609951345,90.3168,90.3168,0.5412350858791136,0.11372647743722075,0.7101543151932503,2.570074414151016,0.2894064737715767,0.10546517511633592,0.2732779555816589,0.07337908821559816,0.13600532016763772,0.33392269742707475,0.35307527326807653,0.08234305381541668,0.7229669183643456,0.2045002711006687,0.20460103251517073,0.5249446630477905,0.45433961808144513,0.3110381502627324,0.11389601892395189,0.004152039800948422,0.90514025115408,,0.004152039800948422
43.0,0.5275127116035556,1.168682033164349,92.29824,92.29824,0.5412350858791136,0.11372647743722075,0.7257434896168227,2.761627438015007,0.309284073513367,0.10365782127773261,0.26383272560185683,0.07404113784619391,0.1282711048145713,0.35180664668847844,0.35805658989531197,0.08289715289176586,0.7278318739754731,0.2045002711006687,0.20455572629485672,0.518658459186554,0.4527763222866901,0.3093153148289827,0.11389601892395189,0.0045170681223081375,1.0117742198053747,,0.0045170681223081375
44.0,0.5107669724320328,1.3047351185632512,94.27968,94.27968,0.5412350858791136,0.11372647743722075,0.7383252169564664,2.9030663509258723,0.3256626867673021,0.10199490436550705,0.2713770692717535,0.07652430629190178,0.15657876933903297,0.36195918325230997,0.3600373075121169,0.08310500531035545,0.7296568053519453,0.2045002711006687,0.20457421804375336,0.5191190838813782,0.45426888090656176,0.3109501261813535,0.11389601892395189,0.00441917478588353,1.0161047974834219,,0.00441917478588353
45.0,0.5722610251868346,1.4581602325239866,95.9488,95.9488,0.4559241291901578,0.11372647743722075,0.6837613370671135,2.2824671925333258,0.25901924547698946,0.11005771497615326,0.2585299166738969,0.08486352967863507,0.09121206019374688,0.31730405823154856,0.3610853247765482,0.08320757840993764,0.7305573908206147,0.2045002711006687,0.20450951154489178,0.5191540718078613,0.4548179669639138,0.31146408091195027,0.11389601892395189,0.006485128519988126,0.5437471074983478,0.006485128519988126,
46.0,0.5684682722382836,1.41938234350243,97.93024,97.93024,0.5412350858791136,0.11372647743722075,0.7039882778076066,2.4479513636214487,0.2767792373943501,0.10787182721806782,0.25526654568847057,0.08392149810174883,0.11954498910036819,0.32938168598955087,0.3579789087890286,0.0827731407692934,0.7267430552121479,0.2045002711006687,0.20458346517199294,0.5186838507652283,0.4576337553635356,0.3144408948528593,0.11389601892395189,0.004201358497315495,0.9881263090064749,,0.004201358497315495
47.0,0.5475940417107266,1.3491553758582868,99.91168,99.91168,0.5412350858791136,0.11372647743722075,0.7160552367896271,2.617362856675612,0.2943984064412961,0.10485688233996499,0.25711448387364716,0.07237881595517723,0.12088464365600357,0.3415965406612194,0.3576654109350601,0.08272895910671937,0.7263551429480367,0.2045002711006687,0.20452799493876814,0.5190078616142273,0.4604232943953778,0.3175482775234066,0.11389601892395189,0.004126072297137614,0.9964170070597902,,0.004126072297137614
48.0,0.5284186453766269,1.29555138466982,101.89312,101.89312,0.5412350858791136,0.11372647743722075,0.7294117852362847,2.74636171379539,0.307749226415236,0.10372174742492186,0.24546118978024342,0.07557349290855972,0.1302289313259149,0.35117313450336585,0.3600433688973083,0.08299118463348829,0.7286574668505429,0.2045002711006687,0.2045649717514124,0.5204510688781738,0.4598771877182983,0.31676946384521665,0.11389601892395189,0.0042344476076652485,1.0506245589349419,,0.0042344476076652485
49.0,0.5114714249015713,1.9404401880255786,103.87456,103.87456,0.5412350858791136,0.11372647743722075,0.7402926278199751,2.9692935481735954,0.33206159307169697,0.10218851602226589,0.2841602989425969,0.07928196756670705,0.1470849610885605,0.3653406799191861,0.3591951765529658,0.08288961760157262,0.7277657145937456,0.2045002711006687,0.20464821848435522,0.5187476277351379,0.4595014801910476,0.31669281463891175,0.11389601892395189,0.004756639458705399,1.212158331181854,,0.004756639458705399
50.0,0.5711885530888623,1.8954901279637564,107.52512,107.52512,0.9971592150692714,0.11372647743722075,0.6837372769910307,2.322002199243139,0.26386438570233106,0.10704079638626188,0.23972603674670645,0.07134878209101779,0.0936377261796676,0.31756754648367064,0.3522774293241232,0.08213642395033172,0.721152720932011,0.2045002711006687,0.2046389655016503,0.5201277732849121,0.4657578103717161,0.3232465884569738,0.11389601892395189,0.0041835054935118144,1.464891621377319,0.0056704446345372,0.0036703234921022336
51.0,0.5789092304712941,1.9208477627373757,109.50656,109.50656,0.5412350858791136,0.11372647743722075,0.7023563507450195,2.4603579362980526,0.2781920091764406,0.10733628993391818,0.25641436450030064,0.08079548508741946,0.09876055101965543,0.3338492149743709,0.35615610092349415,0.0825471586283231,0.7247589459947643,0.2045002711006687,0.20457421804375336,0.5177428126335144,0.4577405310743882,0.314765243851829,0.11389601892395189,0.003799106371267992,1.0045357188209891,,0.003799106371267992
