round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1,fed_auroc,fed_ece,fed_f1_best,fed_auprc,fed_prevalence,fed_f1_best_threshold,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
31.0,0.6177727993849844,0.5115888417183758,40.15616,40.15616,0.0,2.5552958441859213,0.30789616021144534,0.7093451515443322,0.3360575012792811,0.3445937620916128,0.2891798643283203,0.11455186304128903,0.567465054597199,0.21113465064642112,0.32551953851750515,0.07878996447972421,0.6917710138080602,0.11861471861471862,0.2045002711006687,0.34808507561683655,0.38514594996879653,0.25148287503972994,0.11389601892395189,0.0,0.0,,
32.0,0.6051031778457474,0.6700481219768611,40.15616,40.15616,0.0,2.674907227226616,0.3130713239560409,0.7195184861773921,0.3269855712516064,0.3550141170047222,0.30175925363779976,0.11455186304128903,0.582288277460204,0.2046877232767948,0.32551953851750515,0.07878996447972421,0.6917710138080602,0.11861471861471862,0.2045002711006687,0.34808507561683655,0.38514594996879653,0.25148287503972994,0.11389601892395189,0.0,0.0,,
33.0,0.6396278558986961,0.5482379382051135,43.80672,43.80672,0.9971592150692714,2.2494291866521725,0.29168069711537586,0.6843414320868524,0.33098463134414335,0.3214651017066012,0.25645894900531685,0.11455186304128903,0.5593771045973145,0.2084868425592436,0.32662282356740857,0.0790080201496937,0.693685529100426,0.11699860365988095,0.2045002711006687,0.3457617163658142,0.383841003917581,0.250283248458258,0.11389601892395189,0.0065077482409354095,1.3293803936103359,0.004947057752406797,0.00792358909048054
34.0,0.6416728543250461,0.6263685765624978,43.80672,43.80672,0.0,2.4408668935653814,0.29931863141484255,0.7030786427333547,0.3494823958787107,0.3367285610121521,0.2777108974058948,0.11455186304128903,0.584032823433884,0.21954495711382102,0.32662282356740857,0.0790080201496937,0.693685529100426,0.11699860365988095,0.2045002711006687,0.3457617163658142,0.383841003917581,0.250283248458258,0.11389601892395189,0.0,0.0,,
35.0,0.6174891492454123,0.6289274725868998,43.80672,43.80672,0.0,2.5819613381875426,0.31362184140569294,0.7159806503375773,0.3225886608356252,0.3498503913796768,0.2920874016076718,0.11455186304128903,0.5665447746702703,0.20212567024111674,0.32662282356740857,0.0790080201496937,0.693685529100426,0.11699860365988095,0.2045002711006687,0.3457617163658142,0.383841003917581,0.250283248458258,0.11389601892395189,0.0,0.0,,
36.0,0.599157645572474,0.8215069760077217,43.80672,43.80672,0.0,2.7288977949343556,0.322884160913813,0.7272861860823409,0.3204989377301363,0.36098398014796174,0.3079694741890255,0.11455186304128903,0.5693008171456367,0.19935497707541935,0.32662282356740857,0.0790080201496937,0.693685529100426,0.11699860365988095,0.2045002711006687,0.3457617163658142,0.383841003917581,0.250283248458258,0.11389601892395189,0.0,0.0,,
37.0,0.6435980059419257,0.6817849771542328,47.45728,47.45728,0.9971592150692714,2.2534122341740184,0.2880810364058538,0.6877573950669825,0.34368941045581,0.3210160051168002,0.25739082333304036,0.11455186304128903,0.5628963307874261,0.21727272991138086,0.32925800764201374,0.07981259055636652,0.7007496074964412,0.09706161137440758,0.2045002711006687,0.3341665267944336,0.37981586224197994,0.2468299900551741,0.11389601892395189,0.00638761657506956,1.3726688789902255,0.004931281592310747,0.007747442279745938
38.0,0.6373042340462102,0.6941177727818152,47.45728,47.45728,0.0,2.451162376716089,0.30126463270282827,0.7044129059044257,0.33749102145923,0.33757805964816157,0.2786000786781092,0.11455186304128903,0.5947437410647085,0.21263427058512194,0.32925800764201374,0.07981259055636652,0.7007496074964412,0.09706161137440758,0.2045002711006687,0.3341665267944336,0.37981586224197994,0.2468299900551741,0.11389601892395189,0.0,0.0,,
39.0,0.621744328530782,1.4693918301516602,47.45728,47.45728,0.0,2.597228510784384,0.3185146163726987,0.7192822061370039,0.3268344404683744,0.35162975545346264,0.29424104153944913,0.11455186304128903,0.5755086266562297,0.2033240764473743,0.32925800764201374,0.07981259055636652,0.7007496074964412,0.09706161137440758,0.2045002711006687,0.3341665267944336,0.37981586224197994,0.2468299900551741,0.11389601892395189,0.0,0.0,,
40.0,0.5968586715653544,0.7545898928112985,47.45728,47.45728,0.0,2.7401462907100265,0.31725667584303463,0.7302687463008869,0.32362192900605646,0.36398963725284234,0.3094130354172964,0.11455186304128903,0.6032003607180751,0.20248693013986024,0.32925800764201374,0.07981259055636652,0.7007496074964412,0.09706161137440758,0.2045002711006687,0.3341665267944336,0.37981586224197994,0.2468299900551741,0.11389601892395189,0.0,0.0,,
41.0,0.6431066983260567,0.7831455585599686,51.10784,51.10784,0.9971592150692714,2.280959618353831,0.3003340282987086,0.6892066609028138,0.3339591518308018,0.32180753651149835,0.26047978978492903,0.11455186304128903,0.5347356435065305,0.20919430051979135,0.3295555927911733,0.07935825769100333,0.6967605930457557,0.11466252909231962,0.2045002711006687,0.3629056513309479,0.384276824491518,0.25020055705053085,0.11389601892395189,0.005701696231842339,1.2910023183794692,0.0042588559070543585,0.007085428895524282
