round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best,fed_prevalence,fed_auroc,fed_f1_best_threshold,fed_f1,fed_auprc_lift,fed_ece,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
51.0,0.6624643312245969,3.666286160873959,186.70896,186.70896,1.0,0.33402819021315966,0.3772628888730261,0.11398539778449145,0.7384742241612399,0.5993694987125536,0.32232167948943496,2.9245879153276464,0.32385811663756603,0.20352470229540665,0.6356684081457186,0.19924883944870347,1.749392483873747,0.2584988962472406,0.2641620193718814,0.5646674036979675,0.32538359805236033,0.21715262989288553,0.11389601892395189,0.0020424096020657105,1.7587130268402689,0.0008944471555654918,0.003336847095390907,0.004464322467683155
52.0,0.665819606202279,4.8867653990179445,190.36992,190.36992,1.0,0.3351806143928536,0.3788660632221677,0.11398539778449145,0.7388594263091968,0.5973408237767424,0.31625701851665106,2.9334140924039156,0.3286764547199938,0.2066301475808909,0.6332987955688789,0.19837928338490363,1.74175783542848,0.2580241767403085,0.2625018771587325,0.5760324001312256,0.3299562296638322,0.22003765294390187,0.11389601892395189,0.0019276510656960914,1.6931436786180711,0.00084352053083205,0.0031492283422391233,0.004750284823734372
53.0,0.6721611151270028,3.6486696716001483,194.03088,194.03088,1.0,0.33993374522327907,0.3784387276039651,0.11398539778449145,0.7414657149139737,0.6014321576316222,0.3218061778232144,2.9780335910622773,0.31787525106689574,0.2008120114092268,0.6357395133392891,0.19785952486070646,1.7371943877407763,0.25972890249234803,0.2646903123345686,0.5463735461235046,0.32051389395588065,0.21603622878456682,0.11389601892395189,0.0018798597743073567,1.6851231353648473,0.0008620658171127584,0.003023003928401245,0.006057722927579486
54.0,0.6705118429704809,4.933109885431226,197.69184,197.69184,1.0,0.33983071675132365,0.38025590812098287,0.11398539778449145,0.7406236668789699,0.6044354802025679,0.3171642905010406,2.972934212904628,0.33097327062989396,0.20799588279852507,0.6333052710859778,0.19709934273273355,1.7305200356856751,0.2584138443571504,0.2655374592833876,0.5470677614212036,0.3336775064867615,0.22316604295151224,0.11389601892395189,0.001895791288674829,1.7377634325002873,0.0008649926729434671,0.003053611455770232,0.005125014975112574
55.0,0.6757024121918274,7.77516202433969,201.3528,201.3528,1.0,0.34439982837959643,0.38081723039211574,0.11398539778449145,0.7434828561987082,0.5770750753243884,0.32726369392134125,3.0111090563549725,0.31153393154573666,0.19619865952845536,0.6318178347687982,0.19707872785660713,1.73033903834862,0.25663716814159293,0.26084507042253524,0.5499564409255981,0.3150753770537827,0.21210371494325728,0.11389601892395189,0.0018596585321604556,1.7407913466277023,0.0008616945861065116,0.0029821306671281352,0.004485239622967407
56.0,0.6807678768029429,13.847114794086803,205.01376,205.01376,1.0,0.3443825484137891,0.38235290948928,0.11398539778449145,0.7426784060855752,0.5908094241292275,0.3202795074128106,3.009646411964083,0.3174425321218497,0.20085742969170733,0.6337942353742039,0.19783829924118496,1.7370080281144957,0.25322666666666666,0.2614631250927437,0.5731312036514282,0.3195591113319304,0.215839240813586,0.11389601892395189,0.0017688188175713892,1.6904644979313161,0.0008455950642621923,0.002807385800049916,0.003702097891705814
57.0,0.683395032445153,5.044574608046622,208.67472,208.67472,1.0,0.34670373049049313,0.38117482512153605,0.11398539778449145,0.7427590071288797,0.6141206728761559,0.3110921825680215,3.0316455456031646,0.3289356675135854,0.2075884921285781,0.6334915676970887,0.19904737919397839,1.7476236753005552,0.2553059962909541,0.2616173808086904,0.5835625529289246,0.33128869747677286,0.22294722726424113,0.11389601892395189,0.001667208948515947,1.6259733530214362,0.0007681019444216041,0.0026772027406931696,0.00426576326413257
58.0,0.6740684668602326,4.6617814477412125,212.33568,212.33568,1.0,0.3499602812804443,0.3835808498276923,0.11398539778449145,0.743702371522198,0.595482991961434,0.32296974564796677,3.0566406117830733,0.32178055439571096,0.20202828095028366,0.6305650982980986,0.19651456386000382,1.7253857133603252,0.25221143473570656,0.2632163835529449,0.580471932888031,0.3247523262626809,0.2173599930360584,0.11389601892395189,0.0016359511470712042,1.6259952238942788,0.0007612981013359177,0.00261544206940376,0.0050750361806013115
59.0,0.6873474489152049,5.461510950194883,215.99664,215.99664,1.0,0.35427502763446583,0.3890194974271788,0.11398539778449145,0.7470474541655078,0.5754107811899943,0.3358473106503752,3.092659800113979,0.30260416812292307,0.1893838035350174,0.6304822342682457,0.19840078600790098,1.7419466271281416,0.25722855428914215,0.2659679004258107,0.5690945386886597,0.30581184309166,0.2057315130299529,0.11389601892395189,0.0016104171004749086,1.6310512236123031,0.0007252162176980582,0.00260247094285711,0.0041641001982716565
60.0,0.6918973095763475,7.69629458264477,219.6576,219.6576,1.0,0.35094987299892777,0.3860096285843016,0.11398539778449145,0.7453659136635068,0.5968619581942202,0.32438794758286227,3.064016935066691,0.32239938180373356,0.20295811807875153,0.6321706375056227,0.1993893671720487,1.750626308591001,0.25965896827109863,0.2626711927894182,0.5188084244728088,0.32577351913851343,0.21908548332551803,0.11389601892395189,0.001606987938998796,1.6592833010108734,0.0007334019953376926,0.002583178338986685,0.00446520091899043
