round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_brier,fed_auprc_lift,fed_auprc,fed_f1_best,fed_ece,fed_auroc,fed_prevalence,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
41.0,0.6428125214758961,0.9746832895436228,77.37504,77.37504,0.004195620820768323,0.5723762718955016,0.209886387081886,2.518393534014186,0.28829290285820547,0.3404803970702319,0.33658968283811697,0.7202411604536932,0.11492950654582076,0.31393487480046056,0.6586660565290555,0.21938809354744487,1.9262138889501468,0.2711602209944751,0.27988998543924937,0.5705119967460632,0.3373851976685746,0.21705010298957964,0.11389601892395189,0.006978015607177621,0.007450537057593465,,0.006978015607177621,
42.0,0.6127475773789455,0.8984379295485334,78.056,78.056,0.18600585638739567,0.5575768388695228,0.19876105868971392,2.723653545678386,0.3094034168021721,0.3519077836792123,0.31903030692482703,0.7335234144688916,0.11492950654582076,0.32529572461047707,0.6586667718478049,0.21946527384273312,1.9268915271680354,0.27188418909748924,0.2809531225665784,0.560300886631012,0.3298765274982588,0.21298478381944852,0.11389601892395189,0.007641010422077596,0.3501597644062713,0.003258442096568893,0.007742074656852532,
43.0,0.5877659208064869,1.0649938540655652,78.07136,78.07136,0.004195620820768323,0.6224694463414068,0.20668955675240602,2.9968346772417234,0.33812701349829694,0.37346665037146387,0.33023768491103195,0.7515732327958152,0.11492950654582076,0.3318534878032689,0.6587833813533921,0.21951694945377384,1.9273452358360725,0.2717391304347826,0.2807457308475638,0.5656391382217407,0.3298831825736644,0.21341936193101618,0.11389601892395189,0.005094391659536654,0.005767593625932932,,0.005094391659536654,
44.0,0.5773554376275041,1.1380306373282967,80.07328,80.07328,0.5468292469734715,0.5949291730297718,0.2021441674460918,3.032464982601844,0.3408781177128125,0.37842269252931554,0.3276541958134635,0.755664485364194,0.11492950654582076,0.33518913407287526,0.6578105478543474,0.21997930885688194,1.9314047227915982,0.2730312463968638,0.2809501337108699,0.5683791041374207,0.32619530964087595,0.21295516462973457,0.11389601892395189,0.006402588832369484,1.1493986605200917,0.0027954266195438044,0.006436480392763064,0.003293778198433069
45.0,0.5503387721406572,1.2574639028332049,80.08864,80.08864,0.004195620820768323,0.5907208986077664,0.19133223981872305,3.2593293395212593,0.36513895213455455,0.3903740027215401,0.3083485095706187,0.7678856830622607,0.11492950654582076,0.35182091755882894,0.6578787541245655,0.21983043781343528,1.9300976442400113,0.2727895819054147,0.2819005243921818,0.573229968547821,0.3283752579199993,0.21442283284808103,0.11389601892395189,0.005119480323321831,0.006321288412436843,,0.005119480323321831,
46.0,0.648388185264485,1.510587783478734,83.72384,83.72384,0.9929635942485031,0.5739119494932237,0.21109574352192606,2.3418944560184727,0.26985123389237803,0.33214033772737916,0.3332930831799016,0.6996214523237848,0.11492950654582076,0.299289249366681,0.6558360422161549,0.22036959740208772,1.9348314320733897,0.26866329002422373,0.2819340084939562,0.5743238925933838,0.33471674259945716,0.21722821384013327,0.11389601892395189,0.004312037174727332,1.3952939943410456,0.003538269378970289,0.004897395958353661,
47.0,0.6373941319265581,1.1851756950303294,85.0448,85.0448,0.36082339058607577,0.5479690496287376,0.20654961070953579,2.583218847037013,0.2950982074745831,0.33948616238266516,0.3311723837384993,0.7198511922561458,0.11492950654582076,0.314736310839581,0.6557023529067467,0.2200392181614106,1.9319307227790838,0.2696056712450155,0.28054882970137207,0.5668942332267761,0.3353683522193379,0.21699821842137468,0.11389601892395189,0.004978191331283158,0.6952528231777251,,0.004978191331283158,
48.0,0.6387554071033953,1.0884118747945286,88.70576,88.70576,1.0,0.5684190855210524,0.2202528569149369,2.37737877751028,0.27393970205657664,0.3292623233336851,0.3482683617752964,0.7005299116631873,0.11492950654582076,0.29250598175958664,0.6557683755723617,0.22012007096725475,1.9326406054124545,0.26625450798557443,0.2862440997977073,0.5877387523651123,0.34750324893382634,0.22449736390653957,0.11389601892395189,0.004372623352423424,1.4918185341539356,0.0031688631740614376,0.00530091661886878,0.0031981731476688523
49.0,0.6381673930853248,1.07511092270511,90.02672,90.02672,0.36082339058607577,0.5703260040235184,0.20846090745096485,2.6243623374277765,0.3001053344000501,0.34626129412842716,0.3326386867684362,0.7223571888893686,0.11492950654582076,0.31328928023459174,0.6562387917709128,0.22089399648395464,1.9394356235703467,0.2661907190209077,0.28420894174318834,0.5653988718986511,0.3473223224236329,0.22432764803683503,0.11389601892395189,0.005228587963898304,0.7731480561196804,,0.005228587963898304,
50.0,0.6365629721069782,1.038143476852096,93.66192,93.66192,0.9929635942485031,0.5844297756076099,0.2089615451059677,2.415754001549295,0.2779212601024054,0.33030224477644754,0.3314473753296364,0.7033177192522723,0.11492950654582076,0.30351357742147844,0.6559526768206456,0.21995184223234698,1.9311635675273982,0.2674752633258857,0.28458747436504184,0.5701081156730652,0.34099479037200564,0.22035209374070513,0.11389601892395189,0.00396296958701516,1.418691004626453,0.0028480414445256367,0.004807978846936935,
