round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_brier,fed_f1_best,fed_auprc,fed_ece,fed_prevalence,fed_f1_best_threshold,fed_auprc_lift,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
41.0,0.6522256396094052,0.6577363200222439,2.05972,88.33536,0.5412350858791136,0.27857940339393567,0.2127109188958206,0.2966501609150531,0.22837166375008014,0.3381225654099433,0.11373363544813696,0.5293703766864202,2.041961469131954,0.665030389773582,0.48467872575276505,0.15120612936591066,1.3275804614985764,0.12770642201834861,0.20452799493876814,0.48555251955986023,0.37775717890702387,0.24336626788251922,0.11389601892395189,0.005312478204113527,0.13505361240822822,,0.005312478204113527
42.0,0.6375582830920212,0.6245320987451765,2.10524,90.3168,0.5412350858791136,0.28702605159120215,0.2134752340829336,0.3060406061962594,0.23865063765467676,0.3409272205508488,0.11373363544813696,0.5241631327341392,2.138592955932093,0.6742401181967393,0.48548589393936276,0.15198582452314247,1.3344261367434014,0.12848751835535976,0.20452799493876814,0.4855687916278839,0.3777299322931496,0.2433387189488666,0.11389601892395189,0.006165224899494713,0.15902415791060776,,0.006165224899494713
43.0,0.6233109714511529,0.7555638562594336,2.15076,92.29824,0.5412350858791136,0.29207613719460135,0.2160579269427701,0.3147052280200338,0.2472558543743517,0.34530546841861576,0.11373363544813696,0.5377524891494952,2.218431049659214,0.6816668792172711,0.48333104013018496,0.15062746048770198,1.322499784547128,0.12943327239488117,0.20451875282422052,0.48547688126564026,0.3777942348827899,0.2433940013400342,0.11389601892395189,0.002178405471996883,0.058025047212140635,,0.002178405471996883
44.0,0.6154261644096801,0.7560163612720109,2.19628,94.27968,0.5412350858791136,0.29978727203161804,0.21484786557898758,0.3227327266336623,0.2529092319935468,0.34398580830185954,0.11373363544813696,0.5264721738243962,2.271257154553733,0.6891536689757206,0.48279812766195834,0.14989114789167518,1.3160350055058303,0.14519427402862986,0.20450951154489178,0.48617783188819885,0.3789541370912841,0.24417214581643468,0.11389601892395189,0.004442229793373349,0.12303926498861983,,0.004442229793373349
45.0,0.657207546718979,0.7450893480829277,2.238,95.9488,0.4559241291901578,0.2640354966250502,0.1963194062748327,0.28354348622981784,0.21631770178294743,0.3084451022214647,0.11373363544813696,0.49539054284193007,1.9281273062061397,0.650381739901065,0.4815963294158797,0.14958250156262293,1.3133251098310892,0.14572538860103626,0.20452799493876814,0.4862581193447113,0.3792197415996578,0.24445434489773743,0.11389601892395189,0.015125051066972997,0.22340464580338448,0.015125051066972997,
46.0,0.653599415196875,0.6397025347895514,2.28352,97.93024,0.5412350858791136,0.2728546161444576,0.21369772773174703,0.2949905808481158,0.22935343355131574,0.33931508675604044,0.11373363544813696,0.531898683021436,2.0482178021277053,0.6644425259130424,0.48341671523722807,0.1517831847775073,1.3326469723129881,0.14822069866144302,0.20454648167397296,0.48638561367988586,0.37924587051169706,0.24445351735628798,0.11389601892395189,0.0015401905820018858,0.04337049106834456,,0.0015401905820018858
47.0,0.6395067192536822,0.6265303179841082,2.32904,99.91168,0.5412350858791136,0.28062919340677217,0.21889656672048374,0.3075543618013712,0.2396565132331023,0.3483684607500104,0.11373363544813696,0.544053525724875,2.143475323528692,0.6751128467852325,0.49627829694301884,0.15895891929680217,1.3956494774671508,0.15782580222658807,0.20462971335563795,0.4866009056568146,0.3789372668528966,0.24416708444724344,0.11389601892395189,0.0023986410204505093,0.06882510105788242,,0.0023986410204505093
48.0,0.6276732241190385,0.7557128905441293,2.37456,101.89312,0.5412350858791136,0.2931486432443915,0.21902417010395775,0.3164087432247446,0.24740432442741514,0.3495587698443749,0.11373363544813696,0.5373836253569926,2.2206822718078243,0.6838031400590946,0.496944785775588,0.15863709103122783,1.3928238452052433,0.15750081353726,0.20459894984609817,0.4860636293888092,0.3787232629545706,0.24400219061870845,0.11389601892395189,0.0018718774777034537,0.054881390708032995,,0.0018718774777034537
49.0,0.612509319031611,0.715019012646988,2.42008,103.87456,0.5412350858791136,0.298656616944763,0.2111965226283447,0.3262639520492237,0.25621282351140096,0.3392190006519372,0.11373363544813696,0.5130382094641047,2.299169248796145,0.6921314780004579,0.4936107854807261,0.15705525675050463,1.3789354380803254,0.15560640732265446,0.20454648167397296,0.4851454496383667,0.3784148537045882,0.24381838281084384,0.11389601892395189,0.0026395158907268823,0.08023614226840436,,0.0026395158907268823
50.0,0.6632296380176019,0.9103396095792584,2.50732,107.52512,0.9971592150692714,0.2607202280037717,0.1978183929906427,0.28226325736517743,0.21431926661896675,0.3098001336122695,0.11373363544813696,0.478790147590178,1.9084644022311936,0.6488923592266717,0.48767322572964894,0.15372753684638155,1.3497182631907887,0.15634771732332708,0.2045639771801141,0.48589617013931274,0.3789897685958369,0.24420694651098354,0.11389601892395189,0.006018129955323553,0.28516910556936637,0.012977043694790106,0.0023080982624605275
51.0,0.6529975199937635,0.6029125479062666,2.55284,109.50656,0.5412350858791136,0.27765039668383223,0.21418588639128938,0.2935515541179123,0.22827976906423694,0.33904070660710145,0.11373363544813696,0.5326728179416839,2.0371494375456902,0.6648325116991287,0.4838975474807252,0.15182948994089895,1.3330535287829082,0.15408320493066255,0.20455572629485672,0.4854353368282318,0.3790875698223083,0.2443377505205308,0.11389601892395189,0.0029248366014524765,0.0902923287358135,,0.0029248366014524765
