round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_f1_best_threshold,fed_ece,fed_auroc,fed_brier,fed_auprc_lift,fed_auprc,fed_f1_best,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
13.0,0.6449112344819261,0.33207973382391265,6.3952,25.55392,0.9971592150692714,0.10972615675165248,0.5389569272325592,0.3582956526230295,0.682037739928079,0.2242292071367267,2.0893863132405714,0.2266050513584996,0.29836990875960506,0.27770954835507733,0.4545751260128098,0.11578230751616628,1.0165614971448111,0.20246575342465753,0.2046112115732369,0.4968624413013458,0.4175869911883604,0.27631993217182366,0.11389601892395189,0.00851860912367781,1.3133467314764857,0.0069795178915587714,0.009692730991831471
14.0,0.644066109352923,0.3429002077133063,6.3952,25.55392,0.0,0.10972615675165248,0.5285816097563455,0.32288607796141094,0.6914715435583972,0.20293539100804414,2.1938678364094337,0.23669718761431177,0.3093842919426357,0.29089357955465045,0.4545751260128098,0.11578230751616628,1.0165614971448111,0.20246575342465753,0.2046112115732369,0.4968624413013458,0.4175869911883604,0.27631993217182366,0.11389601892395189,0.0,0.0,,
15.0,0.6298555210065052,0.3702840781087646,6.3952,25.55392,0.0,0.10972615675165248,0.5558517948069736,0.33770202262655985,0.7037139764116322,0.20984311384450063,2.3361346924027226,0.25080633633095767,0.32423982226590115,0.30102319433926633,0.4545751260128098,0.11578230751616628,1.0165614971448111,0.20246575342465753,0.2046112115732369,0.4968624413013458,0.4175869911883604,0.27631993217182366,0.11389601892395189,0.0,0.0,,
16.0,0.615831540319574,0.4888196532777512,6.3952,25.55392,0.0,0.10972615675165248,0.5843736313595351,0.3317792373214844,0.7118776395145064,0.2061625187228985,2.4418142660635485,0.2615999019646378,0.3328318999371768,0.30665994287263515,0.4545751260128098,0.11578230751616628,1.0165614971448111,0.20246575342465753,0.2046112115732369,0.4968624413013458,0.4175869911883604,0.27631993217182366,0.11389601892395189,0.0,0.0,,
17.0,0.6444474063841397,0.40909561720578724,7.3088,29.20448,0.9971592150692714,0.10972615675165248,0.5420777263020733,0.3444474207161731,0.6829057000979716,0.21386665476515,2.0956123374183786,0.22780032330363845,0.3026522387867926,0.2859438081875203,0.4469848034673031,0.1219670536546999,1.0708631856231694,0.1922664351024161,0.20470940519940112,0.4922929108142853,0.40769789811709156,0.26784442289580734,0.11389601892395189,0.008180320807187808,1.332454808987677,0.006535063419611644,0.009457720579819575
18.0,0.6441864174573672,0.37387591620892335,7.3088,29.20448,0.0,0.10972615675165248,0.557508081462273,0.34525924878588327,0.6923562684372512,0.21559006488801666,2.2132176510957176,0.23810131801959214,0.31167277859513787,0.288975974116018,0.4469848034673031,0.1219670536546999,1.0708631856231694,0.1922664351024161,0.20470940519940112,0.4922929108142853,0.40769789811709156,0.26784442289580734,0.11389601892395189,0.0,0.0,,
19.0,0.6267167531237644,0.5111586482244069,7.3088,29.20448,0.0,0.10972615675165248,0.5481372133117823,0.32468253965197885,0.7014096199755361,0.20133727171939328,2.328114274788115,0.2501315627752729,0.3266324547002354,0.30146366825409493,0.4469848034673031,0.1219670536546999,1.0708631856231694,0.1922664351024161,0.20470940519940112,0.4922929108142853,0.40769789811709156,0.26784442289580734,0.11389601892395189,0.0,0.0,,
20.0,0.6132031286397877,0.5054791280206957,7.3088,29.20448,0.0,0.10972615675165248,0.5866311130543942,0.34720939010918733,0.712727396849411,0.217090758199999,2.4167948408579347,0.25824109405431445,0.330481920550476,0.3000814123985533,0.4469848034673031,0.1219670536546999,1.0708631856231694,0.1922664351024161,0.20470940519940112,0.4922929108142853,0.40769789811709156,0.26784442289580734,0.11389601892395189,0.0,0.0,,
21.0,0.6456900556116395,0.3953893722206073,8.2224,32.85504,0.9971592150692714,0.10972615675165248,0.5420145003758852,0.35826816592186095,0.6837685848060863,0.2229108407793998,2.1090014553930443,0.2290495373239744,0.30191186217522625,0.2835337857639911,0.4817014436236713,0.14580656884940024,1.2801726542062455,0.19446475195822455,0.2045619116582187,0.49046623706817627,0.4032601410186226,0.2634485140640182,0.11389601892395189,0.0074076148524132475,1.2781423926353455,0.006038998429249021,0.008481056741520936
22.0,0.6427820656015044,0.35385177706464604,8.2224,32.85504,0.0,0.10972615675165248,0.5642506874298051,0.3457142258212463,0.6976211431586198,0.21497498514339047,2.270799371131917,0.24527744643345567,0.32040103454152524,0.29525948537618124,0.4817014436236713,0.14580656884940024,1.2801726542062455,0.19446475195822455,0.2045619116582187,0.49046623706817627,0.4032601410186226,0.2634485140640182,0.11389601892395189,0.0,0.0,,
23.0,0.6268567235396318,0.4438837546480747,8.2224,32.85504,0.0,0.10972615675165248,0.5658938954545899,0.34799367657009256,0.7066148169014419,0.21601566554614593,2.4044366063493987,0.25890090041276737,0.32684696740408853,0.29582894220731504,0.4817014436236713,0.14580656884940024,1.2801726542062455,0.19446475195822455,0.2045619116582187,0.49046623706817627,0.4032601410186226,0.2634485140640182,0.11389601892395189,0.0,0.0,,
24.0,0.6057440972685031,0.4664219139168768,8.2224,32.85504,0.0,0.10972615675165248,0.5728734137991669,0.3332032176562481,0.7169903425664637,0.20703685914331255,2.490335720046984,0.26763358235033136,0.3378456971539295,0.3096606817122532,0.4817014436236713,0.14580656884940024,1.2801726542062455,0.19446475195822455,0.2045619116582187,0.49046623706817627,0.4032601410186226,0.2634485140640182,0.11389601892395189,0.0,0.0,,
25.0,0.6448541615218939,0.41552230182157357,9.136,36.5056,0.9971592150692714,0.10972615675165248,0.5363028979072565,0.3526926786561113,0.6861296796586762,0.21925638628563704,2.120306279221901,0.23068031567271463,0.3065715751198411,0.2791203948437833,0.4877707977169435,0.14813251807185168,1.3005943444850292,0.19547240024808765,0.20494410615286737,0.4925124943256378,0.40239708587198036,0.2626531283256018,0.11389601892395189,0.007334037187493153,1.3319020968629047,0.005876818363236755,0.008501019514908295
26.0,0.6395245662640179,0.4332134689682069,9.136,36.5056,0.0,0.10972615675165248,0.546836337656355,0.33246082600568466,0.6988654296912259,0.20658422349416952,2.2845362730194654,0.24702882782378532,0.31916047602494796,0.2990118603294013,0.4877707977169435,0.14813251807185168,1.3005943444850292,0.19547240024808765,0.20494410615286737,0.4925124943256378,0.40239708587198036,0.2626531283256018,0.11389601892395189,0.0,0.0,,
27.0,0.6175930861760912,0.4657534931259108,9.136,36.5056,0.0,0.10972615675165248,0.5613996193380448,0.340735242993981,0.7104785541843255,0.2110340678857103,2.4198126744698776,0.2603191719146688,0.3330724445136473,0.3053551996943738,0.4877707977169435,0.14813251807185168,1.3005943444850292,0.19547240024808765,0.20494410615286737,0.4925124943256378,0.40239708587198036,0.2626531283256018,0.11389601892395189,0.0,0.0,,
28.0,0.6012712814583073,0.6329225879808946,9.136,36.5056,0.0,0.10972615675165248,0.5637657900651297,0.31111558823171165,0.7205259031271686,0.19348196987766925,2.5742647673742542,0.2762572207338524,0.34621809019222516,0.31676326238395514,0.4877707977169435,0.14813251807185168,1.3005943444850292,0.19547240024808765,0.20494410615286737,0.4925124943256378,0.40239708587198036,0.2626531283256018,0.11389601892395189,0.0,0.0,,
29.0,0.6396048039966573,0.5265846835797274,10.0496,40.15616,0.9971592150692714,0.10972615675165248,0.5558645378879155,0.3333475517469605,0.6876848074213024,0.20739105410600742,2.1409063742501995,0.2333648633916497,0.3077311957846785,0.2853805399146019,0.4682629636212979,0.13179779491045107,1.1571764856720073,0.19455868396077192,0.20469585712990662,0.4891696870326996,0.4022139773373515,0.26293668145275395,0.11389601892395189,0.0072742275377924576,1.3970919809071347,0.005717903434458559,0.008543231220882408
30.0,0.6386213363507804,0.5294755245623473,10.0496,40.15616,0.0,0.10972615675165248,0.5606729058394613,0.3246652548296068,0.701763932836681,0.20042034199822972,2.316687795004659,0.2512813077966709,0.32116496663879085,0.29960100439363097,0.4682629636212979,0.13179779491045107,1.1571764856720073,0.19455868396077192,0.20469585712990662,0.4891696870326996,0.4022139773373515,0.26293668145275395,0.11389601892395189,0.0,0.0,,
31.0,0.6201744818965358,0.5838732644731266,10.0496,40.15616,0.0,0.10972615675165248,0.566160179769839,0.339691776352875,0.7098705507782692,0.21197075654083214,2.422802321770355,0.2609711032092107,0.33193947415900077,0.2977941873307108,0.4682629636212979,0.13179779491045107,1.1571764856720073,0.19455868396077192,0.20469585712990662,0.4891696870326996,0.4022139773373515,0.26293668145275395,0.11389601892395189,0.0,0.0,,
32.0,0.6012528084593756,0.5480988384755778,10.0496,40.15616,0.0,0.10972615675165248,0.5668591289915003,0.3264457014933121,0.7215928127040061,0.20078840609730414,2.5693029113927075,0.27548090183707385,0.34655518178596834,0.3177729216849682,0.4682629636212979,0.13179779491045107,1.1571764856720073,0.19455868396077192,0.20469585712990662,0.4891696870326996,0.4022139773373515,0.26293668145275395,0.11389601892395189,0.0,0.0,,
33.0,0.6425249664422846,0.614090951071849,10.9632,43.80672,0.9971592150692714,0.10972615675165248,0.5337377574971386,0.330797059075578,0.6902351531854848,0.20575495956870526,2.182014701380694,0.23761266631316302,0.3096665493671276,0.2930369572546056,0.44832418135282986,0.10625680081558472,0.9329281376070936,0.19449260581336053,0.20505834809063253,0.49145618081092834,0.40545074232445727,0.26614597185761557,0.11389601892395189,0.006245866030645093,1.264744323445484,0.004994074061471755,0.007288694610370167
34.0,0.64127118187235,0.6474897620171136,10.9632,43.80672,0.0,0.10972615675165248,0.571562061868526,0.33401770478276893,0.7027409785649124,0.2084356179292556,2.3336692638955148,0.2520116732813314,0.32299052963576624,0.2985181576505513,0.44832418135282986,0.10625680081558472,0.9329281376070936,0.19449260581336053,0.20505834809063253,0.49145618081092834,0.40545074232445727,0.26614597185761557,0.11389601892395189,0.0,0.0,,
35.0,0.6144964327470055,0.5261924634799122,10.9632,43.80672,0.0,0.10972615675165248,0.6064971477252941,0.35430329054392357,0.7156509925209262,0.2208864811721336,2.505234021784669,0.26889031099249416,0.33389138432946647,0.29558180711846865,0.44832418135282986,0.10625680081558472,0.9329281376070936,0.19449260581336053,0.20505834809063253,0.49145618081092834,0.40545074232445727,0.26614597185761557,0.11389601892395189,0.0,0.0,,
36.0,0.6037019180931231,0.6663630109690551,10.9632,43.80672,0.0,0.10972615675165248,0.5840595866810575,0.3312815561263272,0.7251753927011957,0.20533184636670668,2.6544302960278086,0.28345946352369816,0.3452379968149316,0.316242071389167,0.44832418135282986,0.10625680081558472,0.9329281376070936,0.19449260581336053,0.20505834809063253,0.49145618081092834,0.40545074232445727,0.26614597185761557,0.11389601892395189,0.0,0.0,,
37.0,0.6409586672813504,0.6237468673745564,11.8768,47.45728,0.9971592150692714,0.10972615675165248,0.5356658695102076,0.32884697367372406,0.692168435982963,0.20388994349341183,2.222143931160577,0.2418565781057094,0.3129843784031715,0.2936178615011499,0.4360742097271403,0.10546681006302418,0.9259920676722171,0.19272014848422356,0.20476385662886548,0.4915649890899658,0.40461737175485535,0.26552671487215673,0.11389601892395189,0.00621939980812698,1.3251617792993784,0.004858175379818226,0.007380325647184211
38.0,0.641431420358131,0.6825773393836955,11.8768,47.45728,0.0,0.10972615675165248,0.5366597017928193,0.31382728197245735,0.7072115395576066,0.1932276367362852,2.4023780734381615,0.2595983389811782,0.33192276539523813,0.30984699934923043,0.4360742097271403,0.10546681006302418,0.9259920676722171,0.19272014848422356,0.20476385662886548,0.4915649890899658,0.40461737175485535,0.26552671487215673,0.11389601892395189,0.0,0.0,,
39.0,0.6178365447439649,0.5492911805104053,11.8768,47.45728,0.0,0.10972615675165248,0.5827464166042524,0.3429157533998014,0.7190960900278663,0.212402892152234,2.5763397629234244,0.27665811456115674,0.34194631395822794,0.30646882008353526,0.4360742097271403,0.10546681006302418,0.9259920676722171,0.19272014848422356,0.20476385662886548,0.4915649890899658,0.40461737175485535,0.26552671487215673,0.11389601892395189,0.0,0.0,,
40.0,0.6008195427168158,0.6793096912674436,11.8768,47.45728,0.0,0.10972615675165248,0.5678651385011634,0.32298134449174054,0.7314555390506206,0.19837099164162106,2.75355245098346,0.2934283922104376,0.34973806940327096,0.31893795128141417,0.4360742097271403,0.10546681006302418,0.9259920676722171,0.19272014848422356,0.20476385662886548,0.4915649890899658,0.40461737175485535,0.26552671487215673,0.11389601892395189,0.0,0.0,,
41.0,0.6417880931857255,0.6954601477050564,12.7904,51.10784,0.9971592150692714,0.10972615675165248,0.5498620324008,0.3358212852655322,0.6926727880071031,0.20926308149355827,2.2251209208300153,0.24189562799480477,0.3161357125707716,0.2849934759054599,0.4463935987957346,0.10383096095381666,0.9116294136948224,0.20056953013763645,0.20510483135824978,0.49577581882476807,0.40895159436889755,0.2691896912625903,0.11389601892395189,0.006576504424193925,1.4738724187482148,0.004554104137459686,0.008334444249685744
42.0,0.6387723291540699,0.7023952482840092,12.7904,51.10784,0.0,0.10972615675165248,0.5343594902279171,0.32732743604479814,0.7098390401101944,0.20106105664945445,2.4272759271115087,0.26231265787802993,0.33043426688843264,0.30892752885434965,0.4463935987957346,0.10383096095381666,0.9116294136948224,0.20056953013763645,0.20510483135824978,0.49577581882476807,0.40895159436889755,0.2691896912625903,0.11389601892395189,0.0,0.0,,
43.0,0.6180873211637781,0.7916246049829543,12.7904,51.10784,0.0,0.10972615675165248,0.5778836206854009,0.33222917402746516,0.7183410915238099,0.20429164687925155,2.581784115094313,0.27767052744992926,0.3445163309416042,0.3094149743538433,0.4463935987957346,0.10383096095381666,0.9116294136948224,0.20056953013763645,0.20510483135824978,0.49577581882476807,0.40895159436889755,0.2691896912625903,0.11389601892395189,0.0,0.0,,
44.0,0.5967263519722491,0.7443798477835607,12.7904,51.10784,0.0,0.10972615675165248,0.5729477371121113,0.33381665565969343,0.734455424905684,0.20507749231344782,2.7476442052912313,0.29324035724397296,0.36053769840890043,0.3236785835081577,0.4463935987957346,0.10383096095381666,0.9116294136948224,0.20056953013763645,0.20510483135824978,0.49577581882476807,0.40895159436889755,0.2691896912625903,0.11389601892395189,0.0,0.0,,
45.0,0.6425346381637738,0.7639118487115966,13.704,54.7584,0.9971592150692714,0.10972615675165248,0.5556775821167079,0.34485974926401836,0.693804390811537,0.21396201446293098,2.237508319454538,0.24383719849154714,0.31133970136357403,0.28674097200273396,0.4635682262740442,0.11246513536521058,0.9874369308755496,0.2036144578313253,0.2050629459619143,0.49572423100471497,0.4080467336616649,0.2680035797885227,0.11389601892395189,0.006467877354444987,1.530854505719617,0.004352928143709212,0.008344468072431088
46.0,0.6391300303904692,0.7528868522364688,13.704,54.7584,0.0,0.10972615675165248,0.5422162176698193,0.30667787081121384,0.7094214737386161,0.1892966275322915,2.4390884572938574,0.26358419784144804,0.32949446818179956,0.3051987341962791,0.4635682262740442,0.11246513536521058,0.9874369308755496,0.2036144578313253,0.2050629459619143,0.49572423100471497,0.4080467336616649,0.2680035797885227,0.11389601892395189,0.0,0.0,,
47.0,0.61282795975872,0.6545148558100472,13.704,54.7584,0.0,0.10972615675165248,0.570476864128695,0.31842397965466196,0.7232585776369039,0.1977654214947052,2.651966341267565,0.28433705637289364,0.34842122398448605,0.3171242615921841,0.4635682262740442,0.11246513536521058,0.9874369308755496,0.2036144578313253,0.2050629459619143,0.49572423100471497,0.4080467336616649,0.2680035797885227,0.11389601892395189,0.0,0.0,,
48.0,0.5944618615591483,0.7998104160259396,13.704,54.7584,0.0,0.10972615675165248,0.5659763520736533,0.31588962312607777,0.7399479074369514,0.1924113085202303,2.873082045022746,0.3062081110206842,0.36452320753194206,0.33475725931770844,0.4635682262740442,0.11246513536521058,0.9874369308755496,0.2036144578313253,0.2050629459619143,0.49572423100471497,0.4080467336616649,0.2680035797885227,0.11389601892395189,0.0,0.0,,
49.0,0.6400537864786658,0.825080208082059,14.6176,58.40896,0.9971592150692714,0.10972615675165248,0.5279249863107511,0.337537273405097,0.6962326136991722,0.20972517036787017,2.2675971860695716,0.24716032409188785,0.31350565108546385,0.29502822950913427,0.4714924395326002,0.11464962565224837,1.0066166204527278,0.20393131703724163,0.20490383738948137,0.4977603554725647,0.40921577333510023,0.26886210290105833,0.11389601892395189,0.006487353216843754,1.615455862483941,0.004163031551002632,0.008588747216217503
50.0,0.6351791131530032,0.7135820311053296,14.6176,58.40896,0.0,0.10972615675165248,0.5643636579047518,0.31775704427080814,0.7111962336796397,0.1985631734883827,2.4598060641169623,0.2662367838603671,0.33451915220073164,0.30656741746936034,0.4714924395326002,0.11464962565224837,1.0066166204527278,0.20393131703724163,0.20490383738948137,0.4977603554725647,0.40921577333510023,0.26886210290105833,0.11389601892395189,0.0,0.0,,
51.0,0.6101289807132408,0.7325559062919085,14.6176,58.40896,0.0,0.10972615675165248,0.5734769054542819,0.33280935034631903,0.7251628192432148,0.205628152473617,2.669989466131651,0.2866047123717586,0.3485348319675243,0.31206105708435583,0.4714924395326002,0.11464962565224837,1.0066166204527278,0.20393131703724163,0.20490383738948137,0.4977603554725647,0.40921577333510023,0.26886210290105833,0.11389601892395189,0.0,0.0,,
52.0,0.5899150400720035,0.8280348840029941,14.6176,58.40896,0.0,0.10972615675165248,0.5850309427312834,0.3254727745447444,0.7387921083234705,0.19971953451398738,2.8350996198128127,0.3029906513837052,0.364041172907482,0.32776563920899887,0.4714924395326002,0.11464962565224837,1.0066166204527278,0.20393131703724163,0.20490383738948137,0.4977603554725647,0.40921577333510023,0.26886210290105833,0.11389601892395189,0.0,0.0,,
53.0,0.6428218942634085,0.8616514491165818,15.5312,62.05952,0.9971592150692714,0.10972615675165248,0.5681963296048401,0.3420316226198814,0.6987618187064935,0.21288771047582722,2.2849592360753728,0.24884305245844404,0.31616663766336045,0.29272019175764263,0.4679505199212758,0.11017723593955936,0.9673493154587295,0.2025862068965517,0.20497710892525273,0.49257588386535645,0.4090000725463254,0.26885468071294566,0.11389601892395189,0.005425109152132318,1.4200293768080883,0.0037199861670058286,0.006986062373802248
54.0,0.6391660207159957,0.829313662385116,15.5312,62.05952,0.0,0.10972615675165248,0.561611361249573,0.3327819023080238,0.7179567449005221,0.20738724908720435,2.5348473484537153,0.27385267011250053,0.3378397713004243,0.3057265042528227,0.4679505199212758,0.11017723593955936,0.9673493154587295,0.2025862068965517,0.20497710892525273,0.49257588386535645,0.4090000725463254,0.26885468071294566,0.11389601892395189,0.0,0.0,,
55.0,0.611604097265211,0.8137794930464557,15.5312,62.05952,0.0,0.10972615675165248,0.5999960710407991,0.3268508608431576,0.7304530917658976,0.20137410170743983,2.7467722713478593,0.29450439450697524,0.35046401152548523,0.32122231291003545,0.4679505199212758,0.11017723593955936,0.9673493154587295,0.2025862068965517,0.20497710892525273,0.49257588386535645,0.4090000725463254,0.26885468071294566,0.11389601892395189,0.0,0.0,,
56.0,0.5937042773924297,0.9467077099812439,15.5312,62.05952,0.0,0.10972615675165248,0.5888754567748764,0.33093426844833884,0.7454148330742538,0.20261338276020452,2.9633145909987197,0.31665012067295545,0.37020605242913524,0.33186751864530933,0.4679505199212758,0.11017723593955936,0.9673493154587295,0.2025862068965517,0.20497710892525273,0.49257588386535645,0.4090000725463254,0.26885468071294566,0.11389601892395189,0.0,0.0,,
57.0,0.6399420879300647,0.8996639624884912,16.4448,65.71008,0.9971592150692714,0.10972615675165248,0.5548500987674441,0.348309811936597,0.6996857268677291,0.21564499258680245,2.3234146128441115,0.2535295938685774,0.32061566624655324,0.292394187185036,0.47946119079538874,0.11533147359961138,1.0126032032482009,0.2038329975165175,0.20522133938706016,0.49434682726860046,0.4062225320518716,0.2662913121056071,0.11389601892395189,0.005067756703350688,1.3913049190305173,0.0036194901811261323,0.006418122726723198
58.0,0.6365205495230819,0.8142385590990007,16.4448,65.71008,0.0,0.10972615675165248,0.5543275641577027,0.31695671132840475,0.7191866004228099,0.19543432556872395,2.576858797631423,0.2784574157427537,0.33756609885890143,0.3142789357097618,0.47946119079538874,0.11533147359961138,1.0126032032482009,0.2038329975165175,0.20522133938706016,0.49434682726860046,0.4062225320518716,0.2662913121056071,0.11389601892395189,0.0,0.0,,
59.0,0.6077696106411087,0.9235217889267844,16.4448,65.71008,0.0,0.10972615675165248,0.6086985763998424,0.33766763518324894,0.7324624460005428,0.2079187190230882,2.731958447873483,0.29328194275356956,0.35081833460142703,0.3137643815984629,0.47946119079538874,0.11533147359961138,1.0126032032482009,0.2038329975165175,0.20522133938706016,0.49434682726860046,0.4062225320518716,0.2662913121056071,0.11389601892395189,0.0,0.0,,
60.0,0.5880162881972151,1.008530502117202,16.4448,65.71008,0.0,0.10972615675165248,0.5934805529275929,0.32249756180896016,0.7431281347441928,0.1985108421331583,2.918931653647389,0.31151323271265235,0.3684242829913597,0.3250823544050673,0.47946119079538874,0.11533147359961138,1.0126032032482009,0.2038329975165175,0.20522133938706016,0.49434682726860046,0.4062225320518716,0.2662913121056071,0.11389601892395189,0.0,0.0,,
