round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_f1_best_threshold,fed_auroc,fed_auprc,fed_f1,fed_ece,fed_brier,fed_auprc_lift,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6887517229830805,0.11793273687876075,3.66096,3.66096,1.0,0.11454465353389139,0.4994274509006364,0.6548639051581402,0.21404617291862127,0.26944639384726066,0.3639734721714963,0.22999274408739734,1.8643068319118152,0.28801936028058034,0.6553178377053699,0.20817362806196882,1.8277515757681213,0.2742937521978666,0.2786539177946107,0.5043493509292603,0.3643821466340471,0.23008584621710895,0.11389601892395189,0.025079836702738546,2.7280619551256677,0.02243550632368681,0.026973714051126103,0.010527377912879311
2.0,0.6545320838224642,0.24399839467751416,7.32192,7.32192,1.0,0.11454465353389139,0.527342836747979,0.6611678653443241,0.2207722713388249,0.27591035420436855,0.35027196721922155,0.221201763308345,1.9251365781971868,0.29138619228775475,0.6607196111637713,0.21601868267018268,1.8966306698956517,0.28140466650954515,0.28329925017041585,0.5213145613670349,0.35071174141172023,0.22137893066401915,0.11389601892395189,0.0171721034940349,2.0007431208505295,0.01740194992361128,0.0171287920940625,0.005867148099763494
3.0,0.6444520973039014,0.34850971293878497,10.98288,10.98288,1.0,0.11454465353389139,0.5350703111367272,0.6634159293182618,0.22410547134503644,0.2706165827616429,0.3551443839174092,0.22565655856146374,1.9527144125285711,0.2937030073439484,0.6620505558177275,0.22029436506259145,1.9341708967868447,0.27355687606112056,0.28548278190411885,0.5391477942466736,0.35515243289373954,0.2256910206601563,0.11389601892395189,0.01171032384863103,1.4623741360437634,0.012376531629959317,0.011319773363410465,0.00460834648039786
4.0,0.6435677666437188,0.4507568872278099,14.64384,14.64384,1.0,0.11454465353389139,0.547224548528265,0.6673411581251943,0.22727553142398402,0.27501968632243784,0.3577061088783745,0.22763901667680528,1.9850112774622313,0.2992308190782004,0.662089120282931,0.22144250931118245,1.9442515322597809,0.2714631197097944,0.2861938732689887,0.5464284420013428,0.3577369731246774,0.2280007111156016,0.11389601892395189,0.010376908592318356,1.3757368070164375,0.01091438062489852,0.010044394818924494,0.004353592183202223
5.0,0.6514813367347145,0.7665943850412134,18.3048,18.3048,1.0,0.11454465353389139,0.5402417295049171,0.6678538687839704,0.22787332688919612,0.27599725938181047,0.35282256137008783,0.2244648187337038,1.9900269532760442,0.29973863836109504,0.6624029193237412,0.22176306447243632,1.9470659867445148,0.2727837613918807,0.28615255891786356,0.5433076620101929,0.3527858708175885,0.22486469759995636,0.11389601892395189,0.00879413838589711,1.2407052168819064,0.008893088321030479,0.008751306937953254,0.004851361861074801
6.0,0.6385542046811955,0.37229208076131254,21.29488,21.29488,0.8167475197762336,0.11454465353389139,0.5137125985427637,0.6699591574505135,0.23023519843028706,0.28067882428639157,0.3371872746429185,0.21272371564427012,2.0096703453557323,0.2997792443991577,0.66315369027421,0.2223247788641595,1.9519978043535062,0.27976878612716766,0.28706384275483776,0.5344129204750061,0.34187975072498933,0.216333826708086,0.11389601892395189,0.009433300447854872,1.1011340364348143,0.009407841203385043,0.009460380258660306,
7.0,0.6419038449462786,0.3875545206085635,22.61584,22.61584,0.36082339058607577,0.11454465353389139,0.5732799311218842,0.6817434562661392,0.24274945211640958,0.2844918865514542,0.3545079293236277,0.22612148633320028,2.122289541434124,0.31057480412016325,0.66313812895405,0.2223639671074274,1.9523418747050265,0.27586206896551724,0.2858676687692927,0.523208737373352,0.34394224928819017,0.2181148713011648,0.11389601892395189,0.009439948569344402,0.5602204913739115,0.010236571661713083,0.009436079100837578,
8.0,0.6420145032329291,0.3526490507648933,26.2768,26.2768,1.0,0.11454465353389139,0.5143692683986769,0.6724793666636063,0.23331704761607133,0.28355063613765635,0.33372876363479886,0.21015756229504412,2.0352734930393077,0.30354159470685244,0.6639190436876032,0.22323665553714533,1.9600040251292712,0.2781235040689325,0.2853264967576535,0.5295788049697876,0.33375847651542806,0.210812877768535,0.11389601892395189,0.008710767909518843,1.3499329630085413,0.008428944155068821,0.008951423791314838,0.004383331708807854
9.0,0.6431986746984398,0.42201028135350727,27.59776,27.59776,0.36082339058607577,0.11454465353389139,0.5413061595580542,0.6854182223687691,0.2472802890712312,0.2900303852808367,0.3411324479474101,0.21484162401202447,2.162217890331436,0.31127789409887024,0.6640756357464407,0.22359798534046793,1.9631764784488543,0.27997179125528915,0.2861842105263158,0.5293999314308167,0.33744423154184106,0.21295904819258785,0.11389601892395189,0.008456971045557773,0.5530029952060431,0.011520130206817867,0.008442416047119483,
10.0,0.6373036774986478,0.4963757064961647,30.58784,30.58784,0.8167475197762336,0.11454465353389139,0.5282960857721714,0.6745715990624377,0.2365588840692205,0.2817193856833955,0.34926122596546133,0.22032913002876242,2.063452260569842,0.3036426388630192,0.6640572758985419,0.22354242086122209,1.96268862575856,0.2782529364807846,0.28628457370972343,0.5258765816688538,0.3403176693099994,0.2146762461699316,0.11389601892395189,0.008848113703217772,1.2431346825324,0.008115871399816963,0.00961018325852084,
