round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_ece,fed_auprc_lift,fed_auprc,fed_f1,fed_brier,fed_auroc,fed_prevalence,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.17361234215250892,0.04944620459449519,3.65056,3.65056,0.9971592150692714,0.24494584574972852,0.39111411679540564,1.4895875907872045,0.17012305350646856,0.19301414702749367,0.25279829048478947,0.5536332944818276,0.11353766756875829,0.4977560950046565,0.4677309421641449,0.10563361367927829,0.9274565931036589,0.2045002711006687,0.205023205023205,0.5217877626419067,0.41300549229172095,0.2715563501542533,0.11389601892395189,0.02278166273885802,2.4504858416039497,0.019038352321272378,0.025267784052845185
2.0,0.17091107256362945,0.023670824420970564,7.30112,7.30112,0.9971592150692714,0.2828594400126873,0.3848337317358608,1.8416963398725297,0.20818861025788465,0.23445956877828025,0.2469045172455493,0.6393115559883817,0.11353766756875829,0.5124815195316832,0.4432624854871865,0.09993577346057092,0.8774299084790471,0.2045002711006687,0.20468154599891125,0.5214828252792358,0.4141356166388609,0.27258825541998677,0.11389601892395189,0.017291109072364346,1.9374532038345933,0.014752615034572578,0.018987617634024855
3.0,0.16771211591494462,0.026595434973536274,10.95168,10.95168,0.9971592150692714,0.2928978068165243,0.3868158363517187,1.9403047260305595,0.2197323832481907,0.25448764052805956,0.2476122147884768,0.6570376936816505,0.11353766756875829,0.5171382978883967,0.43431609428533613,0.0958969205526036,0.8419690298098457,0.2045002711006687,0.20451875282422052,0.5196861624717712,0.4149821043896491,0.27332778241014505,0.11389601892395189,0.011718224663449442,1.3971883745398372,0.010736834498300658,0.012393041563128067
4.0,0.1690722698073855,0.08711047772709044,14.60224,14.60224,0.9971592150692714,0.29896311729519476,0.38506588477291304,2.007839798708595,0.22622994199128643,0.2655920124202169,0.2456651996171858,0.66548449889153,0.11353766756875829,0.5157276734440583,0.3798529043622848,0.08580825273713655,0.7533911505232727,0.2045002711006687,0.2046204620462046,0.5182006359100342,0.41566728325541463,0.2742197277735454,0.11389601892395189,0.010656598494987549,1.3452945435419679,0.009901594488967484,0.011194812515715314
5.0,0.1653143427098904,0.03735486950102248,18.2528,18.2528,0.9971592150692714,0.302036897431305,0.3712747524027573,2.052015215656931,0.23075247960015652,0.2786829341762045,0.23471887178175385,0.6714085056132297,0.11353766756875829,0.513426298433497,0.38397984176546895,0.08585766221734473,0.7538249627027938,0.2045002711006687,0.20453723788864786,0.5201623439788818,0.42335728965664043,0.2812734827226092,0.11389601892395189,0.009075795268629682,1.2116308083059266,0.008499153979992761,0.009503597903767366
6.0,0.16166250698048307,0.037099935560761174,18.2528,18.2528,0.0,0.3145554825978724,0.3711168914404996,2.1990468996374024,0.2457142164230894,0.28552489484595034,0.23374673826525696,0.6870450943408047,0.11353766756875829,0.5170606781083047,0.38397984176546895,0.08585766221734473,0.7538249627027938,0.2045002711006687,0.20453723788864786,0.5201623439788818,0.42335728965664043,0.2812734827226092,0.11389601892395189,0.0,0.0,,
7.0,0.1642680128841367,0.09112042753549618,18.2528,18.2528,0.0,0.32668826500708553,0.3775110725782105,2.3031754816351553,0.25677481649279893,0.28587925308082685,0.23771901012864333,0.697426658143639,0.11353766756875829,0.5409205549726164,0.38397984176546895,0.08585766221734473,0.7538249627027938,0.2045002711006687,0.20453723788864786,0.5201623439788818,0.42335728965664043,0.2812734827226092,0.11389601892395189,0.0,0.0,,
8.0,0.15530771155461068,0.04798417345055239,18.2528,18.2528,0.0,0.3359679578310382,0.3709311412308693,2.4458719872897117,0.2722454761267299,0.29754987495133406,0.23198010908867445,0.7084707828978358,0.11353766756875829,0.5323348308972787,0.38397984176546895,0.08585766221734473,0.7538249627027938,0.2045002711006687,0.20453723788864786,0.5201623439788818,0.42335728965664043,0.2812734827226092,0.11389601892395189,0.0,0.0,,
9.0,0.16444276486650328,0.05116436332413364,21.90336,21.90336,0.9971592150692714,0.30548437888207075,0.3781300751027335,2.1008196306229023,0.23522934226960887,0.28024180351507405,0.23974575259565664,0.6747000186606359,0.11353766756875829,0.5178615588063419,0.38425043304393125,0.08667227918931708,0.7609772493206103,0.2045002711006687,0.20451875282422052,0.5177152156829834,0.41932668438842846,0.2775977012495544,0.11389601892395189,0.009310626909121184,1.3127044215798378,0.007544260944758583,0.01066729321252088
10.0,0.16275597919227927,0.043901454228940526,21.90336,21.90336,0.0,0.3179178794450163,0.38077554106712347,2.2322105376536396,0.24905658877709727,0.2884352386742776,0.2412070716320513,0.6913335126384039,0.11353766756875829,0.517961001732297,0.38425043304393125,0.08667227918931708,0.7609772493206103,0.2045002711006687,0.20451875282422052,0.5177152156829834,0.41932668438842846,0.2775977012495544,0.11389601892395189,0.0,0.0,,
