round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_auprc_lift,fed_auprc,fed_prevalence,fed_ece,fed_auroc,fed_f1_best,fed_f1_best_threshold,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
38.0,0.04348024664785156,2.3797230720405476,153.369216,153.369216,0.0,,,,,,,,,,0.7250535264975698,0.9878528926685642,1.0214775914391292,0.0,0.9832657200811359,0.48284533619880676,0.4839991724550575,0.26608707868751197,0.9670822942643391,0.0,0.0,,
39.0,0.03664644960244389,1.7241113513297215,153.821184,153.821184,0.035646615445478584,,,,,,,,,,0.7251629237188804,0.9878752768802233,1.0215007375682557,0.0,0.9832657200811359,0.48284292221069336,0.48400227232764187,0.26609005465560054,0.9670822942643391,5.8764796663772466e-06,0.0005057959450311955,5.8764796663772466e-06,
40.0,0.12208748075122956,6.334042550520181,166.036992,166.036992,0.9634580548441501,,,,,,,,,,0.7128869926703862,0.9867950848740465,1.020383777809419,0.0,0.9832657200811359,0.4831394553184509,0.4838109028012378,0.2659057869611075,0.9670822942643391,0.00026591513482832665,0.13910266425125428,,0.00026591513482832665
41.0,0.1140581675298271,7.2214996667120515,166.036992,166.036992,0.0,,,,,,,,,,0.7128869926703862,0.9867950848740465,1.020383777809419,0.0,0.9832657200811359,0.4831394553184509,0.4838109028012378,0.2659057869611075,0.9670822942643391,0.0,0.0,,
42.0,0.059308266791998895,2.3686666105482006,166.036992,166.036992,0.0,,,,,,,,,,0.7128869926703862,0.9867950848740465,1.020383777809419,0.0,0.9832657200811359,0.4831394553184509,0.4838109028012378,0.2659057869611075,0.9670822942643391,0.0,0.0,,
43.0,0.03939102101489637,1.2615236258983362,166.48896,166.48896,0.035646615445478584,,,,,,,,,,0.707678903527279,0.9866612146238443,1.0202453508616853,0.0,0.9832657200811359,0.4831390082836151,0.4838531549286069,0.26594661961479005,0.9670822942643391,6.348278587678318e-05,0.005464000308393224,6.348278587678318e-05,
44.0,0.11484902626681391,6.321014258117187,178.704768,178.704768,0.9634580548441501,,,,,,,,,,0.7045493615890728,0.9866370694619692,1.0202203838428305,0.0,0.9832657200811359,0.48308947682380676,0.48391045119399734,0.26600202006756085,0.9670822942643391,0.00016842504683074782,0.08815627652380442,,0.00016842504683074782
45.0,0.10912937989058703,7.23979593006959,179.156736,179.156736,0.035646615445478584,,,,,,,,,,0.7106287214590464,0.9870661151562382,1.0206640334648054,0.0,0.9832657200811359,0.48308661580085754,0.48391201766649083,0.2660035496044789,0.9670822942643391,1.1089985704485183e-05,0.0009545624207305536,1.1089985704485183e-05,
46.0,0.041530487181246585,1.4028716637459289,179.156736,179.156736,0.0,,,,,,,,,,0.7106287214590464,0.9870661151562382,1.0206640334648054,0.0,0.9832657200811359,0.48308661580085754,0.48391201766649083,0.2660035496044789,0.9670822942643391,0.0,0.0,,
47.0,0.03002773813801626,0.9279725087750226,179.156736,179.156736,0.0,,,,,,,,,,0.7106287214590464,0.9870661151562382,1.0206640334648054,0.0,0.9832657200811359,0.48308661580085754,0.48391201766649083,0.2660035496044789,0.9670822942643391,0.0,0.0,,
