round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1_best,fed_brier,fed_prevalence,fed_f1,fed_auroc,fed_auprc,fed_f1_best_threshold,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6436619131963304,0.49843755057944217,40.27056,40.27056,1.0,2.108810411462841,0.30857555052937224,0.2027722026484142,0.11271239773442412,0.2916069756340929,0.6770749918987478,0.23747183248241158,0.5191143900062243,0.3211200451971863,0.6613273434632843,0.21137904792306206,1.8558949638459212,0.2711651824909068,0.27510130571814495,0.4738948345184326,0.31944482929311246,0.2044609183063386,0.11389601892395189,0.006986629659995531,1.4057809916121187,0.0057523462797256794,0.008125722999517958,0.003897513274943754
12.0,0.643974048810535,0.5122810822105148,43.93152,43.93152,1.0,2.1417976251634365,0.3120630981403198,0.21021789304843258,0.11271239773442412,0.2898501023820119,0.6802812829607375,0.24153751369960427,0.5368302932544801,0.33408010618408335,0.6590931771190967,0.2108752211613676,1.8514713960473763,0.2711105876810741,0.2737850787132101,0.4921566843986511,0.33216217669304793,0.21213854733091494,0.11389601892395189,0.006812530780566476,1.4567844897901523,0.005430717761502656,0.008121946727951196,0.004063069788250934
13.0,0.6400246502724529,0.5193888946712831,47.59248,47.59248,1.0,2.1514726337497354,0.3116644713737266,0.2100733798105714,0.11271239773442412,0.28894564449701504,0.6803352498953504,0.2424489757779925,0.5355957922375073,0.33404657855451736,0.6572466884381248,0.20966223424755925,1.8408214459853092,0.27299703264094954,0.2733436422029261,0.5004313588142395,0.33222077237381664,0.21225156337673776,0.11389601892395189,0.006730551344552209,1.5248194949526805,0.00506125708415921,0.00835786415256295,0.003897352830723258
14.0,0.6432011430939332,0.5454410553811961,51.25344,51.25344,1.0,2.173314426030464,0.3136339936312823,0.21074226484378367,0.11271239773442412,0.29248342194309473,0.6837648530356745,0.24530454523384132,0.5389462856956815,0.3364844579725538,0.6580757554180126,0.20972699412977944,1.8413900337448463,0.27374031007751937,0.2752656288608846,0.5040704607963562,0.33474627453559136,0.21315147157492276,0.11389601892395189,0.006758834924579037,1.628284045811597,0.005079386347651437,0.008426255791625207,0.003983251493784009
15.0,0.6388778992566861,0.5525214931752049,54.9144,54.9144,1.0,2.19112771466161,0.3176110592930252,0.20214943010421532,0.11271239773442412,0.29703345163943135,0.6848681344805495,0.24742896094962452,0.529466875751788,0.3227332309404207,0.6574540179303554,0.20997732737466823,1.8435879441481586,0.2747730946164367,0.27518366330469435,0.5003901124000549,0.3209708732187169,0.20476373957219654,0.11389601892395189,0.00611881182944768,1.5570445649336762,0.004469086326008518,0.007804459075927957,0.0038624143315141514
16.0,0.6417876096079558,0.6117331319957058,58.57536,58.57536,1.0,2.2056702720884687,0.322135820806603,0.2178224850987911,0.11271239773442412,0.2900442749276381,0.6865379789283352,0.24929695763381937,0.5533774536836814,0.34649048281623696,0.6551323191602669,0.2097138364726172,1.8412745103289576,0.2689662946680194,0.2741312741312741,0.5300647616386414,0.34495233936337777,0.22084939141773352,0.11389601892395189,0.006175418627606807,1.6659679970489378,0.004217304017080667,0.008208297748753764,0.004526557359560493
17.0,0.6366753296331871,0.617709444575999,62.23632,62.23632,1.0,2.2189925472824354,0.32046791212801173,0.2041773575906448,0.11271239773442412,0.29743053965778166,0.6879762462621418,0.2511477414451046,0.5401876447484355,0.32585833962605837,0.654962612924359,0.2077912354985696,1.8243941927181082,0.27463414634146344,0.27540829514745624,0.4904215335845947,0.32424518279703163,0.20770824433521903,0.11389601892395189,0.005970766647956408,1.7086748369220004,0.003960047686401427,0.008094032554886145,0.003521060665985754
18.0,0.6444143260703751,0.7708562317114656,65.89728,65.89728,1.0,2.2313394180522153,0.32419173187610245,0.20559312915502267,0.11271239773442412,0.300446000434261,0.6885609210329492,0.25244078892547495,0.5391818704058944,0.32831473509476866,0.6559703338992466,0.20922754155563214,1.8370048710423574,0.27400641816835347,0.274978857073819,0.49485862255096436,0.32662490982298126,0.20908505215393625,0.11389601892395189,0.005752203377437282,1.7326887936069397,0.003811406005580774,0.007836578252268474,0.00442695122831209
19.0,0.6378003425176673,0.7018165439003339,69.55824,69.55824,1.0,2.2402154883962724,0.32180045402008856,0.19770746434130915,0.11271239773442412,0.298759757827175,0.6889850890480539,0.2538296171055834,0.5255771687321124,0.31427681366294674,0.6559569436342378,0.20821033566210176,1.8280738662263807,0.2734652460679858,0.27499052192594464,0.49907931685447693,0.3129401867283499,0.2015743641980208,0.11389601892395189,0.006032489507200696,1.9113031642191345,0.0034161727643640697,0.008903691595711692,0.005415783756486022
20.0,0.6375543975115713,0.765927380336914,73.2192,73.2192,1.0,2.27080607344316,0.327036171456206,0.2137225117781217,0.11271239773442412,0.29683377936657473,0.692172619750104,0.2573685759273656,0.5560667345214744,0.3412859271841371,0.6539649440603169,0.20881820319317163,1.8334109055435823,0.26894865525672373,0.2752017507864861,0.5333560109138489,0.3398724780217128,0.2176804666888887,0.11389601892395189,0.005559966489068971,1.8562991648614116,0.003214042946747214,0.008172030855242473,0.004986307639583849
21.0,0.6359670987090722,0.7990142657000383,76.88016,76.88016,1.0,2.3227526618861982,0.32959058387541773,0.2048958258354627,0.11271239773442412,0.2988832122517799,0.6963480085644975,0.2632602095538625,0.5535595302370977,0.32620818609133817,0.6509119008910562,0.2066643058214565,1.8144998198703133,0.26927611412402735,0.2715587170847373,0.5122098922729492,0.324452317318826,0.2098350876103177,0.11389601892395189,0.005237615518437784,1.8344258004981384,0.0031753250837963753,0.007565837893915906,0.0041452643909235835
22.0,0.6400573870230615,1.0588492841763018,80.54112,80.54112,1.0,2.318525407540223,0.33421141490706585,0.2020685538858927,0.11271239773442412,0.29616881100366055,0.6956260273159967,0.26298541695362865,0.5569391905042341,0.31935472077197136,0.6509524607190866,0.20761511503539737,1.8228478659471101,0.2689095127610209,0.2712751308179565,0.5381042957305908,0.3179154915708313,0.20726286021816898,0.11389601892395189,0.004969766460692127,1.8313572372480849,0.0030080567360554773,0.0071966253629223995,0.004971597105367521
23.0,0.6460956782985592,1.2431973848620945,84.20208,84.20208,1.0,2.3247416606932085,0.33110063780400795,0.2150845154438573,0.11271239773442412,0.29293653069547676,0.6975693684926573,0.26391192240015604,0.5718819142213175,0.3424576965464271,0.6506847181661697,0.20805950154029132,1.826749551968205,0.26460071513706795,0.2717579250720461,0.557906985282898,0.34083967447175695,0.21992595308279858,0.11389601892395189,0.004873090393729213,1.8720877865616785,0.0029233551526494264,0.00712140896655313,0.004216645293662615
24.0,0.6428580158039895,0.9558532803550218,87.86304,87.86304,1.0,2.3151611067725497,0.3267336299572704,0.20216969893269,0.11271239773442412,0.29870527058398183,0.697907790053763,0.2631301525843199,0.5428119357068107,0.32204018798691925,0.6494466645540082,0.2087769760745934,1.833048933992972,0.26894806603205207,0.27330391616105904,0.5277088284492493,0.3204111386438503,0.20739839564856308,0.11389601892395189,0.004444870273082345,1.78497088941549,0.0026443130704603417,0.006542143416286222,0.00442319176827845
25.0,0.6490512288588138,1.5268599304132624,91.524,91.524,1.0,2.348652531860411,0.3291744605667664,0.2012492442852533,0.11271239773442412,0.305849497264889,0.7001589842252744,0.26683521332493143,0.5721046967465896,0.3218472837759421,0.6500744885257602,0.20919622880664196,1.83672994704338,0.2685,0.2707819997406303,0.5085090398788452,0.3203256541963955,0.2067919564902283,0.11389601892395189,0.004123343048370036,1.7315279445319902,0.0023461704470106913,0.006204087228455839,0.003864538585657577
26.0,0.6371949510807744,1.1367972475019215,95.18496,95.18496,1.0,2.365483914009051,0.32743680715519285,0.2121688832108093,0.11271239773442412,0.2982395481265891,0.700111080537673,0.2690543743082538,0.5743765882533476,0.33739287852306116,0.6482746587063654,0.20791755414042262,1.8255032625789027,0.26625101027594966,0.2694731197211422,0.5338487029075623,0.3355894242849028,0.21783508361009815,0.11389601892395189,0.004170725619977985,1.8241826648772985,0.0021569739809832044,0.0065340349965973925,0.0047928585037204175
27.0,0.6386871483926017,1.1938430673287734,98.84592,98.84592,1.0,2.3738904378973373,0.3288641490582274,0.2076960566768857,0.11271239773442412,0.2961592622117526,0.7005988391274122,0.27019772100379913,0.5841780053173842,0.3300263681562005,0.6455715193505769,0.20489027728654582,1.798923959083685,0.2662708380908883,0.26773069574013714,0.49714362621307373,0.3279106568576591,0.21339492707343646,0.11389601892395189,0.003953205873635777,1.803930523854433,0.0021452872095179426,0.006068877114474055,0.005293129786333757
28.0,0.6414525359415125,1.5945766537974466,102.50688,102.50688,1.0,2.3859123049616304,0.33266609620278464,0.20056586178197885,0.11271239773442412,0.30312670269363323,0.7020570483435272,0.2714251447071487,0.5583670208445128,0.31790961238621435,0.645712989320065,0.2053145248099386,1.802648826093093,0.268310546875,0.270123747790218,0.49242672324180603,0.3159594622035852,0.20699465586531807,0.11389601892395189,0.0038307372583013368,1.815274018837954,0.002079721635610625,0.0058997858955089815,0.0040164231909448934
29.0,0.6498184164397001,1.7236867736517891,106.16784,106.16784,1.0,2.399085898539582,0.33584772192432766,0.20186646341462772,0.11271239773442412,0.30214118613891644,0.7021872077753333,0.2727899576048147,0.5693425775005654,0.32132232393636073,0.6435679115337944,0.20435342419233354,1.7942104221288002,0.26737967914438504,0.267974638114607,0.49636170268058777,0.3194011653235043,0.20842410970153114,0.11389601892395189,0.0037786159629901303,1.860666978138397,0.001987024809948851,0.005900698549226324,0.004508821558133678
30.0,0.6552251635744184,1.8057805998354641,109.8288,109.8288,1.0,2.414387428554762,0.336167538907185,0.20287024983593618,0.11271239773442412,0.30594138325359094,0.7029545939906401,0.27449500223059137,0.5534148936623519,0.32488263188048266,0.6426385995333912,0.20306391376269742,1.7828886003318758,0.2654098970606474,0.26918028874835936,0.49270060658454895,0.3225505622918406,0.2090709971953131,0.11389601892395189,0.003550453600496511,1.8126865664235083,0.0018549852471324854,0.005562198455198573,0.004076920132925349
31.0,0.6427509498743665,1.4006020533919707,113.48976,113.48976,1.0,2.4306928618510897,0.3390414523969889,0.19538437202830472,0.11271239773442412,0.30633913236942484,0.7044882749721905,0.2770872849366385,0.558292039107271,0.31254945141680257,0.6411248219170049,0.2016466085477205,1.7704447482256556,0.2658796355703837,0.26789441375076734,0.48975425958633423,0.31024571616572116,0.2022844857496895,0.11389601892395189,0.003189864075474603,1.6870543290024216,0.0017149157785758392,0.004943484715010165,0.0035164971445516453
32.0,0.6461882377950867,1.8100836989552254,117.15072,117.15072,1.0,2.443921546824084,0.34082207191186925,0.20947636196011588,0.11271239773442412,0.29906975942305725,0.7032128680083793,0.27830504601679457,0.5881564084353724,0.329423318825467,0.6428731738853539,0.20292257174884332,1.7816476261943295,0.26391661122200044,0.2685086787105916,0.5140731930732727,0.32707094065239295,0.2167570340576032,0.11389601892395189,0.0032096975762644932,1.756269134746617,0.0016813732435632825,0.005031582081505986,0.004132819052235134
33.0,0.6498819385076582,1.8918721525424715,120.81168,120.81168,1.0,2.468354756713012,0.3412458502775695,0.20060702264957483,0.11271239773442412,0.30754193837864474,0.7056736241585849,0.28121370863218825,0.5517479266045301,0.31970520956707216,0.6407772523015569,0.20201555452740705,1.773684071102541,0.26668314384577363,0.26980226980226985,0.4893401861190796,0.3171309952920975,0.2077206815118423,0.11389601892395189,0.0030664771926770264,1.734251356589084,0.0016157485163552374,0.004794746443379993,0.004375871056041293
34.0,0.6498996054570846,1.994614948654439,124.47264,124.47264,1.0,2.4763244120625694,0.3427661041296897,0.20778398628287778,0.11271239773442412,0.30187939718318774,0.7061752205063095,0.2821786061090388,0.5772909741813539,0.3302498077193609,0.6416122049743115,0.20164625234496397,1.7704416207874896,0.2648412074963528,0.26819456296476896,0.5190437436103821,0.32789310847161673,0.215207572083879,0.11389601892395189,0.0030363057042884617,1.7726808434417762,0.0015602531288498994,0.004794372798084647,0.004252266156962136
35.0,0.647445835232644,2.14412337799038,128.1336,128.1336,1.0,2.521819671805325,0.3431146072519608,0.20126050465460776,0.11271239773442412,0.3042485444690784,0.706845679326752,0.2876111351490069,0.5653454847385329,0.3205529427397967,0.6422949704457901,0.19989863660773888,1.7550976627305186,0.26730083234244945,0.2696048258032746,0.5075573921203613,0.3179393835876414,0.2087876968968279,0.11389601892395189,0.0027629832376139776,1.6621746543023619,0.0014207630370237677,0.004372832561568283,0.003126445230698718
36.0,0.6464500903481982,2.0329222752955904,131.79456,131.79456,1.0,2.517851114193399,0.34540939361410905,0.20417799344095264,0.11271239773442412,0.3034194035613004,0.708585401490845,0.2872909824765922,0.5851550098445295,0.3246837674906171,0.6383483812135912,0.1987818802859611,1.7452926113131955,0.2650064607071538,0.26703825690397764,0.5194602012634277,0.3224094116574868,0.21256355889933345,0.11389601892395189,0.0027316183676960254,1.6933755922018463,0.0014124416924529122,0.00431305283038327,0.003678841194168328
37.0,0.6528727519849371,2.7917015397919447,135.45552,135.45552,1.0,2.529168513442687,0.3446180883524902,0.20099590927929104,0.11271239773442412,0.3084017685002492,0.7081018397823948,0.2887911989435204,0.5562789536707801,0.32098567362258307,0.6368509304339214,0.19802747671741258,1.738668994652351,0.2625650962819426,0.2653061224489796,0.4836415648460388,0.31850710728757653,0.20925173254998553,0.11389601892395189,0.0028342641913074148,1.808953244371878,0.0013550289764191223,0.004612414944286093,0.003389857054006537
38.0,0.6513573704425442,2.244788289289795,139.11648,139.11648,1.0,2.517587931608188,0.33750419439599055,0.19117023215052237,0.11271239773442412,0.3057487591074616,0.7064289628087153,0.28764041397045964,0.5390603144816665,0.3033923597537594,0.6381314262918745,0.19732242121957436,1.7324786509994357,0.2579477901266477,0.26330069600094375,0.47823917865753174,0.30089532694610444,0.19983587031791472,0.11389601892395189,0.0025540266273451047,1.6787537992058787,0.001266766320368922,0.004101931206161093,0.0028257692395317205
39.0,0.6591585338543192,2.602025109791164,142.77744,142.77744,1.0,2.5440111287983664,0.3418628470588061,0.19387129701299954,0.11271239773442412,0.3088167036517499,0.7069542984047947,0.29064122745808363,0.5592382310301796,0.3027674579106055,0.6407681288501405,0.19788280098509314,1.737398750672919,0.2644787644787645,0.26613605272975993,0.5081685185432434,0.30045357178317417,0.2031579062536887,0.11389601892395189,0.0024686502429071646,1.6684900845311859,0.001233806566735999,0.00395235308166748,0.0033464401202665905
40.0,0.6624977489822592,3.3077917330647866,146.4384,146.4384,1.0,2.548485543423813,0.3434295381619154,0.2038329200836728,0.11271239773442412,0.3065806132048574,0.7083835219203513,0.291092222615648,0.5841818380385841,0.32459114057820215,0.6370988072047306,0.19764521759907147,1.7353127832416928,0.2684260580123633,0.26853180296508844,0.5014854669570923,0.3218744082178012,0.21227052114934342,0.11389601892395189,0.0023919103216356466,1.6619494706865225,0.0012132749704503265,0.0038132647464915992,0.0031207045705799975
41.0,0.6516925844888324,2.1192951255625494,150.09936,150.09936,1.0,2.5768265421660024,0.34692602148214124,0.19736390036265755,0.11271239773442412,0.3113774368205315,0.7120269647856514,0.2943707090594984,0.5611639312804306,0.31554560385302205,0.6375520934016539,0.1984354636381322,1.7422510945762477,0.26573254670599805,0.26650093225605964,0.5026692152023315,0.31316474396791993,0.2062382313002322,0.11389601892395189,0.0022945626019815995,1.63831349245811,0.001153712894163015,0.0036695459077144606,0.0035039869689699027
42.0,0.6505123437711787,2.031774909977207,153.76032,153.76032,1.0,2.5840134964423567,0.34456202135363395,0.19759336921507653,0.11271239773442412,0.3139870009760859,0.7129850047488993,0.29544624851109397,0.5743237698036893,0.3139197458672609,0.6373910337379962,0.199621649523979,1.7526657332708524,0.26236024844720496,0.2649419092106839,0.4923059940338135,0.31159571350990806,0.2071643696966005,0.11389601892395189,0.0022099520642025463,1.621534730616986,0.001065140277760064,0.0035861979477595355,0.00429215360705219
43.0,0.661148385339499,2.9816745816413603,157.42128,157.42128,1.0,2.587349511907786,0.3525564549729944,0.19569856063038335,0.11271239773442412,0.3106493495186684,0.71253280032125,0.2958125985158356,0.5665756151014486,0.31098058155540825,0.6369651806425811,0.20027216100228182,1.7583771838066007,0.2626116340815834,0.2645516182678777,0.5130800604820251,0.3090896185242197,0.2051082241535894,0.11389601892395189,0.0022180762033838343,1.671645063215692,0.0010683124574864895,0.0035971498671922247,0.003326636802814849
44.0,0.6518133753876116,2.4222170548209787,161.08224,161.08224,1.0,2.610713193550732,0.3492413725062377,0.19517332429144604,0.11271239773442412,0.30724114795317287,0.7140427425872657,0.2985612599986329,0.5813144193834444,0.3082326164143406,0.6348901538959346,0.19844303762871146,1.7423175937449704,0.25887905604719763,0.26222222222222225,0.5111337304115295,0.30646951701765207,0.20541968328844934,0.11389601892395189,0.0021703095761783256,1.6742501382250339,0.0010264033859613577,0.003541617393530388,0.00439621512171046
45.0,0.662905300087142,3.0168167795696337,164.7432,164.7432,1.0,2.604878186512073,0.3509130070035751,0.20162607514354083,0.11271239773442412,0.30638209845494246,0.7148373339714386,0.29770172407394996,0.5804082247616735,0.3217538425605682,0.6343783621549899,0.19933155556697685,1.7501187262749724,0.26252241482367006,0.26542553191489365,0.5259590744972229,0.3203369343049047,0.211746742452717,0.11389601892395189,0.0022027678859248864,1.741805978850607,0.0010355598558065445,0.003600164181866167,0.003960340776499692
46.0,0.6571112783492106,2.511990114736689,168.40416,168.40416,1.0,2.629488073171708,0.3480808075048824,0.19422148461098884,0.11271239773442412,0.31331535441619757,0.7153119997338585,0.3009303186909708,0.5610505480767045,0.3095657378444443,0.6325959384251613,0.19771127115572085,1.7358927293826856,0.25996275605214153,0.26227158724471517,0.4912682771682739,0.30748289082284963,0.20477377131808666,0.11389601892395189,0.0021986135226511033,1.7806437101462507,0.00100359018435067,0.0036282275300271965,0.0043259113374377245
47.0,0.6644000837958844,2.8351589815390406,172.06512,172.06512,1.0,2.6373386130838563,0.3494266649702944,0.1924295927662411,0.11271239773442412,0.3130044215220967,0.715221412403406,0.3018655412579282,0.5643372541163386,0.30397761213961727,0.6351868103856653,0.1984340356661558,1.7422385570706362,0.26085871193210186,0.26481124276660234,0.5263307690620422,0.3023524373569385,0.20357582084174758,0.11389601892395189,0.0020843791181984093,1.7300024103960823,0.000956412716568357,0.0034281269384221565,0.004974825703755147
48.0,0.6640085739168269,3.434324322394469,175.72608,175.72608,1.0,2.6511420761989455,0.35084364757485953,0.19447362435069282,0.11271239773442412,0.31199225907816047,0.7173247911382762,0.30339590807986183,0.5628143966704362,0.3095231814689006,0.6336265245011229,0.19773505944733755,1.7361015891114226,0.2608162765044736,0.2625562868029096,0.48796913027763367,0.3073927041978845,0.20522308980687667,0.11389601892395189,0.001998485537227644,1.698004834996027,0.0008944497903810773,0.003313354420985049,0.004307300622023141
49.0,0.6685378999308847,3.4272309560871954,179.38704,179.38704,1.0,2.664760806779579,0.3546871314656826,0.2016493507419465,0.11271239773442412,0.3109034326322,0.7188605520301131,0.3051197839644427,0.5699653696289895,0.3214516687822247,0.6326223926694334,0.1967878297952575,1.7277849713663151,0.25970359915314045,0.26358729760261074,0.5157699584960938,0.3198495701781612,0.2125448232036555,0.11389601892395189,0.0020503891521591816,1.7821985597111052,0.0008762608638181185,0.003445516550924359,0.004594371740798416
50.0,0.6610454611088468,2.979749204888767,183.048,183.048,1.0,2.692673581270005,0.35529642982518733,0.20330997952423555,0.11271239773442412,0.308685497217124,0.7211522352303464,0.3079300508052382,0.5772327371255789,0.3235025881436074,0.6324321555304756,0.19648303901863717,1.7251089272034035,0.2587812815621142,0.26088864509051013,0.49463000893592834,0.3222732506942975,0.21467539174262237,0.11389601892395189,0.001995523055683929,1.7752663347364432,0.0008727342246375286,0.0033246957732006002,0.004981144390403538
51.0,0.6682180426400813,3.210582648450835,186.70896,186.70896,1.0,2.6951024411240985,0.35220267165244135,0.2023509291019741,0.11271239773442412,0.30945888014644407,0.721181658164537,0.30851000502265097,0.5806397670578699,0.31766114593384837,0.6331438349387679,0.1972916976746159,1.7322089001754057,0.2573231185218567,0.2618398858180875,0.5386806130409241,0.31616917397385597,0.21474638913583158,0.11389601892395189,0.0018513855044182217,1.6839212089362263,0.0008091596568669389,0.003083446602687856,0.005643469321970726
52.0,0.687609409380306,6.3039572932900025,190.36992,190.36992,1.0,2.715776063262606,0.3536120684461996,0.20657398128673776,0.11271239773442412,0.3086601322643182,0.7196804254773641,0.3104279118938403,0.5891617700429438,0.3263873607980213,0.6349473919453301,0.19839818801875045,1.741923816944124,0.2601753991454913,0.2620505992010652,0.540877640247345,0.325824841794475,0.21837447031129015,0.11389601892395189,0.001902199985065067,1.768888796092142,0.0008534010413250348,0.0031434530218394574,0.004159717227413519
53.0,0.6611639895218282,3.6473162521899645,194.03088,194.03088,1.0,2.7434846979298673,0.35636145896503174,0.21174577349364934,0.11271239773442412,0.30949007967491454,0.723200212411816,0.31370677863582697,0.584460220667384,0.3365046160082362,0.6318834182036022,0.19612012340327967,1.7219225505522597,0.2577922077922078,0.2606464853771165,0.5399324893951416,0.3354419403843884,0.22357264206538985,0.11389601892395189,0.001989862064101351,1.8918153095182788,0.0008221787308060752,0.0033691184233802796,0.00487030165234094
54.0,0.6633491218188371,3.454602384348398,197.69184,197.69184,1.0,2.7597548570235246,0.35841503469225167,0.1951534423209065,0.11271239773442412,0.31614466199086455,0.7244068720515972,0.3155383688586311,0.5717581860838331,0.30941668126406396,0.6321158089509616,0.19761775211592658,1.735071637998827,0.2584593232541397,0.26038421599169265,0.518883228302002,0.3083946914082566,0.20754403731346097,0.11389601892395189,0.0017764311854236471,1.7274968558340333,0.0007733085739754451,0.002953115296561519,0.004636799663815983
55.0,0.6820067424656219,5.351464011623369,201.3528,201.3528,1.0,2.782494847883809,0.35956201315618647,0.19479761136784657,0.11271239773442412,0.31556308815888756,0.7245900127214818,0.317929617782268,0.5841203393108668,0.3096428364331205,0.6313239636449411,0.19616888531065818,1.7223506770823982,0.25678952473326866,0.2606741573033708,0.49415847659111023,0.30778807033747374,0.2073610280313309,0.11389601892395189,0.0017569955304345501,1.7453468668554706,0.0007504541892159474,0.002936299096720992,0.004679661512171889
56.0,0.6706206233464729,4.577565158699512,205.01376,205.01376,1.0,2.7509299060613204,0.35682609581687863,0.1970462497817801,0.11271239773442412,0.31131379571648904,0.7237674567588447,0.3147336479139332,0.5784559934356063,0.31207048703579227,0.6343975251678,0.1975229334907722,1.7342391363359049,0.2600715137067938,0.2628470913431336,0.5146842002868652,0.31047949647137985,0.20983362517791884,0.11389601892395189,0.0017659281272176892,1.7923227819592285,0.0007551049265391374,0.0029442587995894593,0.0043874332401254105
