round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auroc,fed_auprc,fed_ece,fed_auprc_lift,fed_f1,fed_brier,fed_f1_best_threshold,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
24.0,0.6431206014687512,1.1968382640571174,87.86304,87.86304,1.0,0.11157960981749522,0.6999789094819792,0.26643805967284884,0.3301886226630214,2.376427311361495,0.29729153172132533,0.20561643280346725,0.5541503575329811,0.3310984275663475,0.6488406640788358,0.20935509767608235,1.8381248058886788,0.2663154113279847,0.2700029095141111,0.5406690835952759,0.32824471729315713,0.2116537804430554,0.11389601892395189,0.00443755768782003,1.7428627747576684,0.0025658245904277366,0.00661827462870499,0.004625138904947956
25.0,0.6417591857343216,1.0625714373207997,91.524,91.524,1.0,0.11157960981749522,0.6987998376077151,0.2665236811784335,0.32640481807615035,2.369364239953586,0.2995111871327138,0.2033206458809293,0.5515214469576871,0.32978675908604455,0.6494952183827983,0.2087414762155011,1.8327372474263328,0.26487477092241907,0.26738708783596565,0.528287947177887,0.32481217121829997,0.2097527482015551,0.11389601892395189,0.004038582394480806,1.654850275372155,0.002301350947521999,0.006070913431241481,0.004921923858480717
26.0,0.6409371217386488,1.1635440417050844,95.18496,95.18496,1.0,0.11157960981749522,0.7001433634223163,0.2679569355672435,0.33737090805356723,2.3810738445649036,0.29575943215231654,0.21111451653322316,0.564104092590009,0.3296692170782438,0.6497917870263668,0.20909741627371742,1.8358623791173183,0.2648433048433048,0.2668298653610771,0.5389350056648254,0.3356083042001063,0.21752239992045397,0.11389601892395189,0.004263386045494068,1.8184104117426614,0.0022121346087898577,0.006673324064947058,0.004324766525354176
27.0,0.6377867191012219,1.1391837571430736,98.84592,98.84592,1.0,0.11157960981749522,0.7016871679982426,0.2713260281294257,0.33142816299435424,2.4112628318044282,0.2978366666248642,0.2074929688094851,0.5670469487778715,0.33408236267494107,0.647919371178096,0.2093905886251428,1.8384364142257896,0.2612653618570778,0.267254484645789,0.5601449012756348,0.32927569248277155,0.21404034680329603,0.11389601892395189,0.003948353551402787,1.757746256669634,0.002117586780508787,0.006096679730372698,0.004646072657193258
28.0,0.6456628290998632,1.3827315865248169,102.50688,102.50688,1.0,0.11157960981749522,0.7023782676332281,0.2729172969069652,0.323112690862083,2.4270393479031243,0.3056661566454898,0.2016380776114722,0.5514333051431844,0.33750204018030555,0.6504594680568514,0.2110106300016263,1.8526602772878094,0.2684431285467555,0.2691324978707872,0.497061550617218,0.32118147864338725,0.20843297742731734,0.11389601892395189,0.004079994402919982,1.8857614523640223,0.0020600666587832547,0.006464402668885831,0.004500483842992454
29.0,0.6404043608419439,1.273681118618605,106.16784,106.16784,1.0,0.11157960981749522,0.703115029325697,0.275045122342746,0.3175252203216518,2.4407384023514744,0.3037739509793692,0.19835308091633733,0.5492849499643637,0.33775221977097275,0.6478980245606826,0.20790292256991336,1.8253747982950104,0.2698072805139186,0.27209464161447455,0.48484712839126587,0.31551592625765723,0.20565758445095858,0.11389601892395189,0.0037257071058042087,1.7881132559605248,0.0019180995748577022,0.005855376455218766,0.0059532412764424555
30.0,0.6445780047573082,1.4936435850700414,109.8288,109.8288,1.0,0.11157960981749522,0.7056584085863925,0.27595439204614924,0.3237848901914876,2.4501153012802335,0.2998871740065431,0.20151247607732053,0.5489004273584158,0.33670612913874876,0.6442344254652671,0.20599127523864363,1.8085906529901061,0.26762449774747354,0.2680958689630254,0.49798277020454407,0.32154485902043495,0.20876139059781137,0.11389601892395189,0.003826996596340094,1.90522780936044,0.0018957046646989602,0.006109123652032053,0.0046330788900707
31.0,0.6521709601976993,1.655254120675984,113.48976,113.48976,1.0,0.11157960981749522,0.70458711367253,0.2765928942310912,0.32194240829055154,2.4473264818606584,0.301142580039027,0.20102241002008142,0.5499494106627769,0.3332579398217781,0.6436800283356581,0.20550469884558337,1.804318542360979,0.26533996683250416,0.26865671641791045,0.49154144525527954,0.319729714676185,0.20857758455290532,0.11389601892395189,0.004017280921120552,2.067421760975776,0.0017800186458651346,0.006678054144191571,0.003878885072130294
32.0,0.6408907908990963,1.5038743747437529,117.15072,117.15072,1.0,0.11157960981749522,0.705570947123237,0.27496848611449304,0.33429415829434556,2.436193597862828,0.29553372753862156,0.21017205003631778,0.5588932861503074,0.33522891836537627,0.6456222693334218,0.20716171953230944,1.8188670814792118,0.26467026312892217,0.270039100684262,0.5220139026641846,0.3321326005554284,0.2179847949963104,0.11389601892395189,0.0036396773790968308,1.9394847098137689,0.001737272185616457,0.005904581373877502,0.004804466371341979
33.0,0.6424165110423574,1.638355086955999,120.81168,120.81168,1.0,0.11157960981749522,0.7062671771460463,0.2778979767159382,0.33016832484992636,2.4612837377529706,0.2988977778352933,0.20572649100876686,0.5603187020467166,0.3352916505364663,0.6422734481360526,0.2048311280398327,1.7984046323567988,0.26675977653631283,0.26899038461538466,0.5061837434768677,0.3279733424721179,0.21363301332571183,0.11389601892395189,0.0032432025963085656,1.785364081577427,0.0016373747692993944,0.00515319941048241,0.004658538264153841
34.0,0.6460451638727671,1.6507623048476407,124.47264,124.47264,1.0,0.11157960981749522,0.7063320619325612,0.27854354458720004,0.33219318739509257,2.4699888525698284,0.29734876806091143,0.2081106653873499,0.5630742669049262,0.33552270813664153,0.6408254045478912,0.20542853211179554,1.8036498031503603,0.26605195097267514,0.2662469080278839,0.4999677836894989,0.32994686890647973,0.21621655239651,0.11389601892395189,0.002984584021291238,1.6956406284562036,0.0015339844886747259,0.00471315224413224,0.004655793410663374
35.0,0.650484614616895,1.9080047798702828,128.1336,128.1336,1.0,0.11157960981749522,0.7083371047292201,0.28275295857371147,0.3236041053701889,2.5076274147838546,0.3026982179130633,0.2014574169221833,0.5584217785326018,0.3381459186817877,0.6416185800957965,0.20483296471495305,1.79842075825073,0.26234199856904367,0.26507681724375143,0.4926903247833252,0.3215142583049889,0.20985539688625038,0.11389601892395189,0.002959744596362306,1.7355434855071508,0.0015305335398543782,0.004666368335629807,0.0034693065492827483
36.0,0.6505971898540135,1.863659819951176,131.79456,131.79456,1.0,0.11157960981749522,0.7089614200385504,0.2821935750990732,0.32143387180193894,2.4966928359658964,0.30195630088102443,0.2008818976011519,0.5785553922474644,0.33925388387145455,0.6397562665561779,0.20255162815174,1.778390764360107,0.26267785479751915,0.2649085293418864,0.4947409927845001,0.3195498574961132,0.21012221338507994,0.11389601892395189,0.0028660466506682082,1.7332597203640034,0.001395790541288058,0.0046203140775925525,0.004054575769733748
37.0,0.6547775379861236,2.6329904078103663,135.45552,135.45552,1.0,0.11157960981749522,0.7099419346243034,0.2830883611346499,0.3187705290733699,2.5010338031717043,0.3013884992371482,0.19876167073511616,0.5658156129644679,0.3346733838004573,0.6394315871407074,0.20171745822982523,1.771066804051435,0.2631195335276968,0.264748201438849,0.5145019888877869,0.3170104651454163,0.20776544928131463,0.11389601892395189,0.0027718023535445386,1.7279808636358212,0.0013768609676347082,0.0044387846292311154,0.002901930054756686
38.0,0.6513347094134294,1.8132707905395098,139.11648,139.11648,1.0,0.11157960981749522,0.709272635859024,0.28217393577867794,0.30959208876782046,2.4956151203939707,0.30298789263293596,0.1944151906318599,0.5603624354150026,0.3355295078472293,0.6412883412732041,0.20165224459126196,1.770494232339277,0.2615365582085859,0.26316432498472814,0.4978407621383667,0.30801888317096054,0.2034179310556791,0.11389601892395189,0.00269828776879466,1.7286674303122709,0.0013342411601763935,0.004332168658930455,0.0031315621774985077
39.0,0.650260065468007,2.217074234143224,142.77744,142.77744,1.0,0.11157960981749522,0.7102619703833551,0.2852014852834093,0.30971272199591704,2.529692507413976,0.2981584829612058,0.1972722132253772,0.5835001577270937,0.3383152409719338,0.6409825111342501,0.20142972961239963,1.7685405645907062,0.2605479135360074,0.26346528228423105,0.5265224575996399,0.3076572280002856,0.207197012981501,0.11389601892395189,0.0025087394900852305,1.6579496191016005,0.001260456158798738,0.003997925583100465,0.003229801887566306
40.0,0.6551966235739758,2.658885356231511,146.4384,146.4384,1.0,0.11157960981749522,0.7121249703214803,0.2846557260849935,0.3351750571616152,2.5242852674660194,0.30034918799751437,0.20954454237965506,0.5704751933911371,0.33998437276251553,0.6367101255853755,0.20054023956978156,1.7607308970446265,0.2629734313171283,0.26405198951088815,0.5017368197441101,0.33324863668845506,0.21885611179977596,0.11389601892395189,0.0025543144240997703,1.7335826880516834,0.001282372528961499,0.004079304799762438,0.002965723669627658
41.0,0.6481425472313311,2.188809056756562,150.09936,150.09936,1.0,0.11157960981749522,0.7148284995550916,0.2894007536666275,0.3248492840683983,2.5637580692762514,0.3009845262533248,0.20362337987380413,0.5847796730214203,0.3429342407488252,0.6382403178846403,0.19959648989385492,1.752444833274858,0.2600753510674735,0.2621428571428571,0.5091654658317566,0.3230507912990473,0.21382148690169409,0.11389601892395189,0.0025687542507016273,1.790879105366912,0.0012144747266787952,0.004191399671784582,0.004088143511958289
42.0,0.6508727638845192,2.258964050915927,153.76032,153.76032,1.0,0.11157960981749522,0.71516811121141,0.2901215272904085,0.32700884222268045,2.568989952574571,0.2984576491879126,0.20480674031319304,0.5685408781653607,0.3424969653458349,0.6395417838764543,0.20281671236822804,1.7807181873814948,0.2648709315375982,0.26552462526766596,0.5009626150131226,0.325590870805834,0.21495597015938686,0.11389601892395189,0.002533221195876375,1.8160405113831075,0.0011638353861479552,0.004171566017008881,0.003828697780570839
43.0,0.6488034656981319,2.486912809630044,157.42128,157.42128,1.0,0.11157960981749522,0.7171221200874571,0.29384609408684137,0.31433020516677407,2.5973318685154627,0.3061471018865142,0.19681883836279998,0.5640969119032949,0.3431978933604171,0.636527355370204,0.20111063921299965,1.7657389706244322,0.25865995445283474,0.2617332460161537,0.48207220435142517,0.31259600771971674,0.20777360427098351,0.11389601892395189,0.002398076643343016,1.7670480939568733,0.0011117195191919077,0.003934287312649584,0.0037858848603761104
44.0,0.6600999923648717,2.8441603737344106,161.08224,161.08224,1.0,0.11157960981749522,0.7179843472919053,0.29663465989928905,0.3081666844794037,2.6216650387789815,0.3063563422902196,0.19304195871167823,0.5661342266672732,0.34145217255981775,0.6369453525088287,0.19957344393028797,1.7522424911404735,0.2606363525539437,0.26135700105103354,0.4917030930519104,0.3066174163582099,0.2040004860697064,0.11389601892395189,0.002397408496424293,1.8153318294389464,0.0010917599334728859,0.003948600654293014,0.006004660788838642
45.0,0.661590637768539,3.383317789209922,164.7432,164.7432,1.0,0.11157960981749522,0.7179153200490453,0.2959401911878238,0.322063719779294,2.6192882935295607,0.305259400937935,0.20174284639505405,0.601548936927446,0.3463352982603987,0.6358220385339449,0.20140207020421028,1.768297716697947,0.2595083487940631,0.2643884892086331,0.5206530690193176,0.3206981861534867,0.21300779672934728,0.11389601892395189,0.0024074252520584127,1.8700757022206744,0.0011246627209520728,0.003930994383078887,0.004596984323978222
46.0,0.6562468870510163,2.6497141133260107,168.40416,168.40416,1.0,0.11157960981749522,0.71878922712785,0.2995534920001031,0.3167470315917117,2.6432316353042786,0.3083613483193808,0.19762604499147027,0.5689556329429636,0.3443022344376875,0.634827130549286,0.19858753127860695,1.7435862390519847,0.26150121065375304,0.2624269005847953,0.5009458065032959,0.31593986185407236,0.20922858808910383,0.11389601892395189,0.002239305958941659,1.7826025763552025,0.0010334161830959818,0.0036724887498276017,0.004568803880351603
47.0,0.661135483576768,3.0717230394630595,172.06512,172.06512,1.0,0.11157960981749522,0.7188271158595368,0.2985978865075433,0.3146598444969286,2.633888598972084,0.3121416528110851,0.19689480056304057,0.5637970242675105,0.3466202171260978,0.6367980595937321,0.1995399807576141,1.7519486865545886,0.2621041135784492,0.2624390243902439,0.5008078813552856,0.3138034403897664,0.2087530355019605,0.11389601892395189,0.002139832773590658,1.745718529287842,0.0009851508081784764,0.003511021852956934,0.0034242564613008353
48.0,0.660710298154443,3.3517940244638362,175.72608,175.72608,1.0,0.11157960981749522,0.7183880860621413,0.30097431490062343,0.3054945100207817,2.6529100095403995,0.3122463741551942,0.19129819531935935,0.5252277205900399,0.3432793971643069,0.6311063812506372,0.19451364066244198,1.7078177314724081,0.2568510214250125,0.2581767571329158,0.4877384901046753,0.3040283282589217,0.20341978023219048,0.11389601892395189,0.002077907997937687,1.7341796076998435,0.0009387405806316742,0.003428314979705705,0.0036357806182373315
49.0,0.6684568246617053,3.885930361555448,179.38704,179.38704,1.0,0.11157960981749522,0.7207261528628001,0.3000870234452072,0.320562800464364,2.647953192249548,0.30916758075639506,0.20053225942200578,0.5787375714491566,0.3481724064990364,0.6332582106419452,0.19797269124572897,1.7381879816002601,0.2569229001493738,0.25894304549875713,0.49012696743011475,0.3193854234955822,0.2122618496460058,0.11389601892395189,0.001963498858902293,1.6759007659275085,0.0009075973081782312,0.003212894057668413,0.0039373636752476375
50.0,0.6616794481784266,3.56342235446048,183.048,183.048,1.0,0.11157960981749522,0.7203800631071484,0.30125534192438946,0.32447839614413554,2.6590969915924325,0.30772109909169637,0.2023391742327071,0.5649440882170702,0.34600463949836924,0.6370854420386254,0.19975425940502536,1.753830039822558,0.25917092561044863,0.26208559373116336,0.5101029872894287,0.3226521032622179,0.2133327027099119,0.11389601892395189,0.0018978539385640536,1.6541236214443416,0.0009192789867059803,0.003060081525662725,0.0031281110990099997
51.0,0.6599584471584274,2.8538178853304936,186.70896,186.70896,1.0,0.11157960981749522,0.722438676105649,0.3023863210905678,0.3154791532303569,2.665044233993368,0.3095957265226447,0.19868147488792476,0.577413670982183,0.34827116957036314,0.6337325673683434,0.19835757055242065,1.741567198102539,0.2572594752186589,0.2608202071803604,0.5405189394950867,0.31418959830052995,0.21161940186816486,0.11389601892395189,0.0017404754241755725,1.55198145482791,0.0008276663332027629,0.002816529884371872,0.004927288073551469
52.0,0.6806592635733983,4.942271557617446,190.36992,190.36992,1.0,0.11157960981749522,0.7223613324990277,0.3018476644333857,0.32959521926765417,2.6653323030288205,0.3090816682404118,0.20706718182942055,0.5798086794312455,0.3462298212736481,0.6368072457924072,0.1991463140920971,1.7484923175854516,0.2574983337036214,0.2627718103222426,0.5300776958465576,0.3280023084281247,0.21907022302374396,0.11389601892395189,0.0018529662291215737,1.6888082717632642,0.0008833788767324515,0.0030000721066497176,0.003420833514537688
53.0,0.6595092731138107,2.9883038668639377,194.03088,194.03088,1.0,0.11157960981749522,0.7216316966003756,0.3048412177806492,0.3322935627357376,2.6859560082673117,0.30673491333459174,0.20869347502462898,0.6006294986412462,0.3511686410057355,0.6318969716114836,0.196120309239812,1.7219241821855167,0.25491042521044677,0.2584359935725763,0.5366820096969604,0.33140625962170583,0.22103680677976287,0.11389601892395189,0.0017967171493217984,1.6716509052275796,0.000825697082153976,0.002946773348163103,0.0041467156283709365
54.0,0.6725983356278162,4.052921783980953,197.69184,197.69184,1.0,0.11157960981749522,0.7248015400246154,0.3074676132404411,0.31143389968095647,2.7130782930743473,0.31548523724268396,0.19555689404310564,0.5836140727925555,0.35181378231011523,0.6303505528711162,0.19632237916268733,1.7236983436073505,0.2560169891458235,0.2571391983608657,0.5154721140861511,0.31000318762143186,0.20879608361954144,0.11389601892395189,0.0019281947880556882,1.8326161278400832,0.0007905390368614987,0.003274192561226621,0.003858132349259328
55.0,0.6698959315848374,4.358286911957544,201.3528,201.3528,1.0,0.11157960981749522,0.7265823240369067,0.3101885186128256,0.3141211364680685,2.7369197111479386,0.3180547576552662,0.19593400180203882,0.5821262991732213,0.35578011084176864,0.629155355636654,0.19460245319253838,1.7085974999922868,0.2538647342995169,0.2563928490608735,0.48809853196144104,0.312871266003095,0.2094418706637832,0.11389601892395189,0.0019163406200492263,1.8622816963088553,0.0007783536775489256,0.0032585267054923493,0.004631752382868489
56.0,0.673894228773403,3.6063264951112237,205.01376,205.01376,1.0,0.11157960981749522,0.7265123943591478,0.3120424689637524,0.31273121078535987,2.7526823216069998,0.31962917856301815,0.1956574884405475,0.5705420577128479,0.3554405119562563,0.6273297241444776,0.19282462541110643,1.692988282056241,0.2582575394925802,0.2586854460093897,0.4961147606372833,0.3112667057020374,0.20989915068168366,0.11389601892395189,0.0017536788124814819,1.7405204179758584,0.000753166256636496,0.0029274542064653616,0.004348282246261028
