round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_brier,fed_f1_best,fed_auroc,fed_f1,fed_f1_best_threshold,fed_auprc_lift,fed_ece,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6902259007441571,0.09838742427208065,3.65056,3.65056,0.9971592150692714,0.1861447995782224,0.236134150936242,0.2618784535148097,0.5982162149149023,0.20415809878779076,0.484278759345309,1.6588327366426836,0.3711115747990286,0.11189427312775327,0.4448487738357384,0.1078698771383082,0.9470908479279918,0.0555011426705844,0.20452799493876814,0.46675363183021545,0.3682034364661727,0.23680758178161962,0.11389601892395189,0.02865961474758964,3.0523867765441537,0.023891896495109224,0.03184264277878709
2.0,0.6838301300284024,0.14082489852970373,5.632,5.632,0.5412350858791136,0.21406243074994163,0.24185612245719584,0.2841872138435439,0.6529241280236234,0.2387417566583128,0.51384644253476,1.921505060947697,0.38183232770542275,0.11189427312775327,0.4484586110798908,0.10704848555668008,0.9398790806565075,0.1018596079745351,0.2046423066461148,0.470654159784317,0.37386675237127376,0.24127493823923524,0.11389601892395189,0.02264375959932685,1.529975533252582,,0.02264375959932685
3.0,0.6727747211056427,0.18305765265132773,7.61344,7.61344,0.5412350858791136,0.22681751144970597,0.21632145608564926,0.2966143119451092,0.6682674868458371,0.27334342655830124,0.4959176787870945,2.029136254261948,0.34662504589561394,0.11189427312775327,0.4380036251852236,0.1020165111564239,0.8956986567242539,0.11299881469774793,0.20465708568309987,0.47175028920173645,0.37801271558221905,0.24465534472310935,0.11389601892395189,0.018270819508862564,1.3129405099898577,,0.018270819508862564
4.0,0.6576497181229425,0.24594461350854666,9.59488,9.59488,0.5412350858791136,0.23350496059595935,0.2101524773206234,0.3064678303185004,0.6796729621648273,0.28025239792244444,0.5068393991119534,2.089862107852886,0.3372479860177949,0.11189427312775327,0.42553520525306,0.09408784129659654,0.8260854258603962,0.10931124026214913,0.2045691020131192,0.46846553683280945,0.3785716840065782,0.24553353421562782,0.11389601892395189,0.013152727274123255,1.0097215906716883,,0.013152727274123255
5.0,0.6581761535751267,0.24372737238049463,11.264,11.264,0.4559241291901578,0.22051799082572512,0.22537091690966957,0.29011613473013004,0.6589495712722426,0.27085921539638785,0.5171243007187575,1.9865294137028648,0.3576357638417661,0.11189427312775327,0.4223549106431348,0.09313976822025714,0.8177614029024698,0.10820624546114742,0.20462971335563795,0.4689103662967682,0.3790514488045982,0.24608061046088558,0.11389601892395189,0.01765634447444361,0.8040202297270298,0.01765634447444361,
6.0,0.6583156578269272,0.31169664218246856,13.24544,13.24544,0.5412350858791136,0.22994587377531417,0.22282224039516696,0.297142936118319,0.6709145085569969,0.2717216932332189,0.5231672366960306,2.0709862039203086,0.3542480751778285,0.11189427312775327,0.4405773169462927,0.09915172800429317,0.8705460378777291,0.11963557899784225,0.20459271313624447,0.4670386016368866,0.37900249444548617,0.24577325335814174,0.11389601892395189,0.010396791268062502,0.8374023942742497,,0.010396791268062502
7.0,0.6396905637800498,0.393709219788906,15.22688,15.22688,0.5412350858791136,0.23853212554595626,0.21675865877244652,0.3052192702724664,0.6808876082646179,0.2843423607864523,0.5274385741197365,2.150811195974012,0.3460383044620253,0.11189427312775327,0.40985688655431163,0.08974650854033032,0.7879687928359802,0.11054958938723942,0.20450951154489178,0.46654629707336426,0.3830915405904588,0.24982585361143034,0.11389601892395189,0.009211054173556893,0.7782138627953827,,0.009211054173556893
8.0,0.6232811746238074,0.4971789391863578,17.20832,17.20832,0.5412350858791136,0.24919860654766157,0.2096145551566222,0.31663475259640766,0.691922448356597,0.2912685348470399,0.560957693539752,2.2583913117104393,0.33447207301630016,0.11189427312775327,0.3888700619225087,0.08618421077544236,0.7566920388410359,0.11631748239589672,0.20460218762764942,0.46961385011672974,0.3926948245062226,0.2588672132708371,0.11389601892395189,0.009415465434704746,0.8301968142623082,,0.009415465434704746
9.0,0.6063392620743622,0.5027890719981606,19.18976,19.18976,0.5412350858791136,0.25758483401089444,0.20633121434816967,0.32001178145661296,0.6991560944206519,0.29574947867309703,0.5360612839366595,2.341697282095604,0.3309899319033621,0.11189427312775327,0.40161508432051923,0.08820338758125043,0.7744202862800993,0.12729476965708347,0.20460103251517073,0.47082653641700745,0.39212519426165593,0.25774969702933564,0.11389601892395189,0.010346535634245355,0.9590658654924482,,0.010346535634245355
10.0,0.6501811170767775,0.4713463276649099,22.84032,22.84032,0.9971592150692714,0.2240043279208034,0.21563711386760406,0.292458703183136,0.6604528523417232,0.27426896533546957,0.5181546238287954,2.0084918999463857,0.34264949406371153,0.11189427312775327,0.4126809022292796,0.09018464886026653,0.791815637739565,0.12960609911054638,0.2045002711006687,0.4711110591888428,0.3907752443202291,0.25635817205129213,0.11389601892395189,0.00943818191998362,1.388920143712312,0.013798908043180708,0.007203540459936582
11.0,0.6455793923647833,0.509222326782844,24.82176,24.82176,0.5412350858791136,0.23505892070546336,0.2047702863611737,0.3005445215958983,0.6710829151258418,0.28447080795778984,0.5100246429780955,2.126022472062022,0.3241120067907437,0.11189427312775327,0.3909887858601211,0.08639109704057771,0.7585084874499507,0.1184941013185288,0.2045649717514124,0.47103533148765564,0.39559636558390354,0.26142309020066146,0.11389601892395189,0.006915370100473655,0.690667987219058,,0.006915370100473655
