round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1_best_threshold,fed_f1,fed_prevalence,fed_auroc,fed_auprc,fed_brier,fed_ece,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
35.0,0.6455004473180674,1.6651308452957643,74.7776,74.7776,0.4559241291901578,2.210701916363725,0.5280324696706779,0.28579538669684423,0.1123348017621145,0.6766357735850834,0.2450766127365353,0.21567020503101655,0.34157244810849763,0.30548550297157506,0.39327111700009465,0.08658889865101792,0.7602451733526624,0.1209538489436939,0.2051729682546975,0.47996312379837036,0.39836597900258874,0.2634182078267029,0.11389601892395189,0.007092267917400827,0.5420221164822578,0.007092267917400827,
36.0,0.6359990284857518,1.0398699285450375,76.75904,76.75904,0.5412350858791136,2.361311359654012,0.5478183718017242,0.29278682581735344,0.1123348017621145,0.6927593779961824,0.2587761919771124,0.2148125897076474,0.34207153075425656,0.31797655865872415,0.3992808360986887,0.08736266508515592,0.7670387947755029,0.12273513611945734,0.20499885347397384,0.4783789813518524,0.39822359749916736,0.26312678161874803,0.11389601892395189,0.00344334783712549,0.7313352825585753,,0.00344334783712549
37.0,0.6091948885664881,0.9596338522391813,78.74048,78.74048,0.5412350858791136,2.549873298344959,0.5682297864599449,0.2964244728106184,0.1123348017621145,0.7052463561075061,0.2766050627075297,0.20934289600054853,0.33560070201937425,0.3332961761834212,0.3897579607321632,0.08619560955643986,0.7567921194330108,0.11871469580516715,0.20466571573183637,0.4784840941429138,0.39676412294450836,0.26205813977488335,0.11389601892395189,0.003860169196778863,0.8374672762583941,,0.003860169196778863
38.0,0.5931949239888021,1.0638551589944054,80.72192,80.72192,0.5412350858791136,2.6750689279150768,0.5729245279253915,0.30719304167626493,0.1123348017621145,0.7147478017942525,0.28776329429201886,0.19766431130263604,0.3155475967311663,0.3377199581189576,0.4054884349523515,0.08837860843119286,0.7759587145025942,0.1300476661570285,0.2049846238582641,0.4782980978488922,0.3993825122606797,0.26423469562760904,0.11389601892395189,0.004967749015182659,1.1069525871425867,,0.004967749015182659
39.0,0.5677983222479999,1.223872092737913,82.70336,82.70336,0.5412350858791136,2.8881481308918073,0.583666851088789,0.31369865115408924,0.1123348017621145,0.7279464227355027,0.30856486306058806,0.20317140976348227,0.32465633157100887,0.3515231971352295,0.41247229269297125,0.08944300307772898,0.7853040336506395,0.13133940182054615,0.2052261400158368,0.4803161025047302,0.39754993228795,0.2624785846471907,0.11389601892395189,0.005640847231355138,1.3016757683362812,,0.005640847231355138
40.0,0.64191332553528,1.4250768788954398,86.35392,86.35392,0.9971592150692714,2.1861085508374836,0.5483959589273093,0.27903264690677904,0.1123348017621145,0.6760176007843965,0.24322216895755847,0.22380086969217095,0.35294028921386883,0.3025660534434955,0.4224943977992478,0.09103159773570352,0.7992517964695949,0.12563565659587198,0.20522899716610293,0.47477471828460693,0.3911316194998804,0.25643157965170255,0.11389601892395189,0.004823036743663502,1.5451182612450793,0.006274435888918533,0.004316482597403344
41.0,0.6384852749032233,1.4114535670593533,88.33536,88.33536,0.5412350858791136,2.3547825062378727,0.5517339850893703,0.2920086740880154,0.1123348017621145,0.6960387899122988,0.25950545038777284,0.21774459576767788,0.3468405372968975,0.3192893562234269,0.4185714391846792,0.09028741454004775,0.7927179140504679,0.12126660673259415,0.20552766177091644,0.4782162308692932,0.3914617041398789,0.2568584789493486,0.11389601892395189,0.003935676139918231,0.9495558135677129,,0.003935676139918231
42.0,0.6066723399601723,1.0153259191765622,90.3168,90.3168,0.5412350858791136,2.5886170131110244,0.5802588114110532,0.30336140239432097,0.1123348017621145,0.7108084112234655,0.28127899869099776,0.21389474514171278,0.3429210684840703,0.3336339039078566,0.4268688354896889,0.09170457437679827,0.8051604897448541,0.13168724279835392,0.20580044175549794,0.4814237058162689,0.3919001561183383,0.2569505634249672,0.11389601892395189,0.004026168071230505,0.998796456027776,,0.004026168071230505
43.0,0.5891087223504846,1.727594160070319,92.29824,92.29824,0.5412350858791136,2.7700234288947043,0.5849198022584181,0.3113154862360508,0.1123348017621145,0.7211673021241657,0.2981965994293846,0.20618993619933643,0.33105917685741953,0.3445733998082477,0.4242241640295667,0.09116544633327392,0.8004269788757488,0.1263512843399782,0.2057783289697304,0.4726239740848541,0.3911798734136699,0.2565508975232487,0.11389601892395189,0.00425574373497573,1.0854310629656538,,0.00425574373497573
44.0,0.5691472521205826,1.538528366965425,94.27968,94.27968,0.5412350858791136,2.972236876568308,0.5934287964284907,0.3259392313993096,0.1123348017621145,0.735508517303323,0.3184316028267107,0.19714076693859425,0.31737597731947315,0.3625699018225296,0.43346504066599634,0.09260855885302043,0.8130974175212827,0.13509629203794193,0.2057137616361719,0.4763796329498291,0.3929059879322873,0.2576537325087293,0.11389601892395189,0.004391984514140785,1.1564419802743942,,0.004391984514140785
45.0,0.6400479539525474,1.6887300288583127,95.9488,95.9488,0.4559241291901578,2.2306886786706315,0.5373607681486273,0.28496363566666577,0.1123348017621145,0.6813948031627546,0.247867912191402,0.21688704518374624,0.344430593807834,0.3040918461874149,0.4357064480438391,0.09309643420204831,0.8173809329034458,0.13022137633977762,0.20623229461756376,0.48170605301856995,0.3914734561680079,0.2563357002889974,0.11389601892395189,0.0057366366943073736,0.5129069201648235,0.0057366366943073736,
46.0,0.6379658337621584,1.5963805288680097,97.93024,97.93024,0.5412350858791136,2.414245065752628,0.5501973676805304,0.2958848670459236,0.1123348017621145,0.7002062101015202,0.2656924916279513,0.20829936548755673,0.3342953226677346,0.32497969121829035,0.436392802658516,0.09307257667529434,0.8171714652944866,0.12136274205239722,0.20643168094368766,0.4807683229446411,0.3909400190013039,0.25583206435335254,0.11389601892395189,0.0034344493028402884,0.9204950977582484,,0.0034344493028402884
47.0,0.60925449393463,1.3602810617068615,99.91168,99.91168,0.5412350858791136,2.602417866861111,0.5667459378946195,0.30836728077143105,0.1123348017621145,0.7133973107917936,0.2839567735386582,0.20049642218891603,0.31973624966175296,0.34097305027266506,0.4325703024051426,0.09243981330975375,0.8116158420908074,0.1162418684014077,0.20624614947158904,0.48039039969444275,0.38972410982787514,0.25504452115474957,0.11389601892395189,0.003259643251230449,0.8918225257657468,,0.003259643251230449
48.0,0.582911883003477,1.9688299069191284,101.89312,101.89312,0.5412350858791136,2.773077189037646,0.5579023418297474,0.3136945876258065,0.1123348017621145,0.7257143578392155,0.29912906042037773,0.1934592154336336,0.30912918801561706,0.35340321851199946,0.4158366501115972,0.08978411990681912,0.7882990183069328,0.11609875535604978,0.20573135442919815,0.47768810391426086,0.392229628290538,0.25758629101544356,0.11389601892395189,0.004411174795931072,1.2375252390047535,,0.004411174795931072
49.0,0.5710958079419132,1.8636899305666668,103.87456,103.87456,0.5412350858791136,2.9549345059399514,0.5803305721099157,0.3131549850907869,0.1123348017621145,0.7346783384200485,0.31690007048590685,0.20513213664326074,0.32899218826895793,0.35736252451428385,0.4271277432285794,0.0916222355559993,0.8044375599921122,0.1211372064276885,0.205712134757446,0.47795167565345764,0.39151721619486934,0.25672403299053276,0.11389601892395189,0.004164111272360624,1.201670846203342,,0.004164111272360624
50.0,0.6411088708986037,2.0307117119315854,107.52512,107.52512,0.9971592150692714,2.2628185771638822,0.5529293416242617,0.2800155465444035,0.1123348017621145,0.680692257986442,0.2518423102195507,0.21779498409970274,0.34396740814707255,0.3081185034998329,0.41063039711133714,0.08906119563932244,0.7819517879618637,0.10750594851827817,0.2063282794990112,0.47851741313934326,0.38905623107301107,0.25481331759731585,0.11389601892395189,0.0036640510029107916,1.4347962980391458,0.005249606202860217,0.003148055760532498
51.0,0.6382551105099149,1.8944799465216864,109.50656,109.50656,0.5412350858791136,2.400390739151721,0.5796967864224113,0.2924209032893118,0.1123348017621145,0.7014984937733088,0.26555680139731586,0.22294703056912185,0.3532571018287821,0.32474946035678887,0.3996876265769076,0.0875448248665689,0.7686381463870338,0.10325847644209599,0.2062835104881949,0.47640353441238403,0.38778516371210914,0.2539402067608056,0.11389601892395189,0.0027851269956049984,0.8334160728845745,,0.0027851269956049984
52.0,0.6039824737179814,1.366545939407008,111.488,111.488,0.5412350858791136,2.5692938204010254,0.5697609845799719,0.30378450204500806,0.1123348017621145,0.715388039286028,0.2812553653853126,0.21519860902660795,0.3447771151526083,0.3354060754268089,0.41683493389877485,0.0899596785428015,0.7898404122699615,0.10200492437565951,0.207132667617689,0.4769473671913147,0.3852108988723984,0.2515141521502429,0.11389601892395189,0.003021313258264361,0.9225082026096061,,0.003021313258264361
53.0,0.5899931957191218,2.130651698418592,113.46944,113.46944,0.5412350858791136,2.7538550188930726,0.603972498008183,0.30592481564068696,0.1123348017621145,0.7268190565633776,0.2992969081348012,0.21578697872353086,0.344917158124241,0.3446044393691002,0.4081179090264141,0.08875891259223145,0.7792977615090794,0.10618878005342831,0.20683120943673314,0.4782158434391022,0.3882749405545122,0.25426967681785173,0.11389601892395189,0.0030242935637844835,0.9456937571521848,,0.0030242935637844835
54.0,0.5716352669929264,1.6018606612763002,115.45088,115.45088,0.5412350858791136,2.937400878995686,0.5763486017158302,0.31855452374130266,0.1123348017621145,0.7367114426771156,0.31655865786863824,0.1992020304844471,0.3184122918792781,0.3578872760263085,0.4021291726111328,0.08789133711057509,0.771680502452504,0.1066378845116028,0.20643965716933058,0.475302517414093,0.38997282825098756,0.25598598781836845,0.11389601892395189,0.003527301123949773,1.1317743870895356,,0.003527301123949773
55.0,0.6401593921309199,2.1733587806404517,117.12,117.12,0.4559241291901578,2.287988356668144,0.5466878882026132,0.28965814200016454,0.1123348017621145,0.6869100293057337,0.2543804716186226,0.21223826973109478,0.3360529342981593,0.31131656121313583,0.396914724818885,0.08723082467732607,0.7658812441510348,0.1070018699355911,0.20641356431994104,0.4746265411376953,0.39102105807061704,0.2569313292011936,0.11389601892395189,0.0047729693486740455,0.4941110219806433,0.0047729693486740455,
56.0,0.6353417651197157,1.994503653432546,119.10144,119.10144,0.5412350858791136,2.445809584189537,0.5364814756650305,0.30345915956769465,0.1123348017621145,0.7041033809376882,0.269380144848815,0.20504574071662834,0.3269576702154398,0.3280681102302867,0.407747223320857,0.08862760711341777,0.77814490752828,0.11206986173198877,0.20637933429007915,0.4735385477542877,0.3909683020817232,0.25691734472112054,0.11389601892395189,0.0026730091281806138,0.876959927380085,,0.0026730091281806138
57.0,0.6103956109795425,1.6592667933492937,121.08288,121.08288,0.5412350858791136,2.632413636404258,0.5798853235172728,0.3077430239685309,0.1123348017621145,0.715788073823267,0.28723729421321514,0.20489313560148661,0.3270189751319111,0.3406347063259168,0.4053966231634065,0.08834728551848038,0.7756837012667639,0.10827353313634445,0.2060018467220683,0.47144922614097595,0.39055632725054273,0.25681991070193333,0.11389601892395189,0.002722927299887041,0.9093389544868842,,0.002722927299887041
58.0,0.5838774935617461,1.822498783761917,123.06432,123.06432,0.5412350858791136,2.825357079985567,0.5701491386804884,0.31485647231733016,0.1123348017621145,0.7301726020703531,0.3049412643031892,0.1988650363678647,0.31944137241975173,0.3554892423133778,0.4088947702870547,0.08884902338507117,0.7800889286955276,0.11734593423902343,0.20595007829050385,0.4718905985355377,0.3951072599919766,0.26081862181547505,0.11389601892395189,0.003136677873310173,1.0731546024326235,,0.003136677873310173
59.0,0.5605661891463067,2.1335190259751116,125.04576,125.04576,0.5412350858791136,3.0257733982710193,0.5947397509297909,0.3219020891056953,0.1123348017621145,0.7413686994719065,0.32493610126666433,0.20495693004520038,0.32894617868270315,0.36481070528897713,0.40695133709137543,0.08869004613379602,0.7786931182644248,0.12150715607048973,0.2063823724950138,0.4802204668521881,0.3960164403590219,0.26129076613048763,0.11389601892395189,0.0034173799743363086,1.2010463047772646,,0.0034173799743363086
