round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_ece,fed_f1_best,fed_auroc,fed_brier,fed_auprc_lift,fed_f1,fed_f1_best_threshold,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
37.0,0.61427810900392,0.9098987618854011,62.68416,62.68416,0.0,0.11418140618115437,0.33230218089442354,0.35077646343200475,0.72131339669622,0.2072865733240804,2.7986146194744124,0.3107290820570928,0.5701481042968067,0.30762550197389366,0.654545029917642,0.20634586232736213,1.8117039056926019,0.20473153299859773,0.27170377783337507,0.5365000367164612,0.4182370685146322,0.2744752124107743,0.11389601892395189,0.0,0.0,,
38.0,0.5896563607367591,0.9314840649215836,64.6656,64.6656,0.5412350858791136,0.11418140618115437,0.33001062183557806,0.3580705889312062,0.732413504502973,0.20530888621763904,3.0123254487923945,0.3135445212678048,0.588152381813968,0.3303134706078835,0.653777141514997,0.20476111787454254,1.7977899474367147,0.20454648167397296,0.27036797934151063,0.5391024947166443,0.42120927018622245,0.276996772559617,0.11389601892395189,0.007052527759145253,1.1669366176938638,,0.007052527759145253
39.0,0.6390525090219347,1.1783782813608243,66.33472,66.33472,0.4559241291901578,0.11418140618115437,0.3407941205370069,0.32692734294791476,0.6937411237062437,0.21457941138030825,2.4785318269777576,0.2884532471694432,0.5623047672652488,0.2775636316138311,0.6538886182948217,0.20570221593041152,1.806052730146419,0.20450951154489178,0.27292604501607715,0.5384261608123779,0.42121419514411707,0.2770702692778791,0.11389601892395189,0.0039242814366287695,0.4877734761685133,0.0039242814366287695,
40.0,0.6360768850785404,1.0559757904060496,68.31616,68.31616,0.5412350858791136,0.11418140618115437,0.340646450961133,0.3382926312138071,0.7098547387175437,0.21343805870410198,2.638836986122718,0.29919594115243,0.559309893143802,0.2938367303235624,0.6535646541981003,0.20554215746394422,1.804647426712818,0.2045002711006687,0.2715842414082146,0.5404218435287476,0.4235082243245911,0.2790641487078527,0.11389601892395189,0.0055145987244831236,0.9523498557973653,,0.0055145987244831236
41.0,0.6096310008000321,0.9937971395184286,68.31616,68.31616,0.0,0.11418140618115437,0.3249331553738411,0.35541133243217415,0.7248159423541672,0.20227735198460559,2.830156126633323,0.31768554609651906,0.5852293920609261,0.3130121518669671,0.6535646541981003,0.20554215746394422,1.804647426712818,0.2045002711006687,0.2715842414082146,0.5404218435287476,0.4235082243245911,0.2790641487078527,0.11389601892395189,0.0,0.0,,
42.0,0.5865660555036074,1.0212662476549228,70.2976,70.2976,0.5412350858791136,0.11418140618115437,0.34545091808366385,0.3657664423703866,0.7363824233373992,0.2160976423597045,2.969093155810548,0.3168046904860541,0.6228633248206463,0.32753660114744,0.6520359427341411,0.2067248528615208,1.8150314191363486,0.2045002711006687,0.27215651919988326,0.5410663485527039,0.42384588954204994,0.27925174241157946,0.11389601892395189,0.005863370202989328,1.0572477614041418,,0.005863370202989328
43.0,0.645825064217008,1.9912931579186868,71.96672,71.96672,0.4559241291901578,0.11418140618115437,0.33120009538643636,0.32804531400535936,0.6961279799116833,0.20968999870689922,2.4922846236803844,0.2897991009780622,0.5678595467973265,0.2795328868285264,0.6528501637126177,0.20573224343502175,1.806316369779252,0.2045002711006687,0.27425981017141243,0.540537416934967,0.423564730343806,0.2790342490605982,0.11389601892395189,0.003791306113192119,0.49854409880936146,0.003791306113192119,
44.0,0.6323698470955047,1.124137832605158,73.94816,73.94816,0.5412350858791136,0.11418140618115437,0.3326046200223482,0.3392210585423183,0.7109019073256382,0.2091122714849611,2.651990003913215,0.30649242579307096,0.5477057888455767,0.29541167208568775,0.6535067886761177,0.20573555324204373,1.8063454296801444,0.2045002711006687,0.27297056199821584,0.5394078493118286,0.42133976421536673,0.27717921520892874,0.11389601892395189,0.005120624190239872,0.9583404284203425,,0.005120624190239872
45.0,0.605013732391326,1.1368731251681488,73.94816,73.94816,0.0,0.11418140618115437,0.31793820594292643,0.3515288339416095,0.7264657338397502,0.19823819494895506,2.822033964397209,0.3217193679532756,0.5315915591381207,0.31181634488808463,0.6535067886761177,0.20573555324204373,1.8063454296801444,0.2045002711006687,0.27297056199821584,0.5394078493118286,0.42133976421536673,0.27717921520892874,0.11389601892395189,0.0,0.0,,
46.0,0.5853749354725621,1.1116510877716748,75.9296,75.9296,0.5412350858791136,0.11418140618115437,0.3272946844043288,0.3641826788087885,0.7370034471784578,0.20468301682460274,3.0015077627033424,0.3174821123186187,0.5749031919780832,0.3293296540568295,0.6528770195393457,0.20500327648605138,1.799916085064673,0.20452799493876814,0.27378562826174224,0.538881778717041,0.42030306948143864,0.27621876753303354,0.11389601892395189,0.0050007658811668226,0.9775433161994442,,0.0050007658811668226
47.0,0.6470675955734908,1.6713344197929665,77.59872,77.59872,0.4559241291901578,0.11418140618115437,0.33975988682660174,0.32829886493764204,0.6985440189029263,0.2138561223133935,2.5238331235687017,0.2944807116871417,0.5682556717122801,0.28304725315246737,0.652158500679854,0.2038141394794581,1.7894755357124845,0.20450951154489178,0.27406535178098324,0.5398805737495422,0.42025605270676464,0.2762645726531832,0.11389601892395189,0.003469157394322681,0.4813676290214062,0.003469157394322681,
48.0,0.6359913297914783,1.2707294386261307,79.58016,79.58016,0.5412350858791136,0.11418140618115437,0.3199706699150332,0.34095410068748644,0.7173749269586489,0.19996106877346298,2.6514373335935884,0.3111864313053831,0.5570050433391573,0.29675910554718865,0.6503272595827487,0.20339946819990984,1.785834747531599,0.2045002711006687,0.27147114603088596,0.5405729413032532,0.4224325694731374,0.2780940206186956,0.11389601892395189,0.004738812142730019,0.9561356006888673,,0.004738812142730019
49.0,0.6061765760068984,1.1439892486123793,79.58016,79.58016,0.0,0.11418140618115437,0.32677443920790517,0.3540728588986751,0.7324235229462518,0.2042109967379022,2.893548687309591,0.32077634427844637,0.5557070968846971,0.3205704801201333,0.6503272595827487,0.20339946819990984,1.785834747531599,0.2045002711006687,0.27147114603088596,0.5405729413032532,0.4224325694731374,0.2780940206186956,0.11389601892395189,0.0,0.0,,
50.0,0.5847847869332228,1.345096588004099,81.5616,81.5616,0.5412350858791136,0.11418140618115437,0.3008396536217337,0.3627369999029674,0.7411502653773158,0.18856193740615348,2.954726460702624,0.3265023862853695,0.5687610160365025,0.32609509340261694,0.6501311367509239,0.20385610611140745,1.7898440001447435,0.2045002711006687,0.2715890850722311,0.544648289680481,0.42428400933913524,0.2795486089338105,0.11389601892395189,0.005600813939774605,1.1783751592738554,,0.005600813939774605
51.0,0.6438018432524614,1.7943309699804637,83.23072,83.23072,0.4559241291901578,0.11418140618115437,0.3325317937309208,0.3276688790129726,0.6980936765718936,0.20882845976267628,2.5304112927580484,0.2892090165786221,0.5699583626291693,0.2842980884651722,0.6502026811753054,0.20493061661871542,1.79927813592455,0.2045002711006687,0.26872885451909134,0.5452406406402588,0.42421080829560953,0.279458671206526,0.11389601892395189,0.003186573975987434,0.46423150412738323,0.003186573975987434,
52.0,0.6378508967370641,1.3745314038228629,85.21216,85.21216,0.5412350858791136,0.11418140618115437,0.33953836601676896,0.342082481179635,0.7171494109052644,0.21197133333714985,2.677662160807107,0.3074553790074083,0.5617622786672913,0.2985770155266317,0.6458593284768294,0.20278263632529542,1.7804190018326533,0.2045002711006687,0.27051397655545534,0.5432509779930115,0.4266083003908382,0.2816402545270955,0.11389601892395189,0.004278390506249236,0.9305719380499795,,0.004278390506249236
