round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_f1,fed_ece,fed_auprc,fed_auprc_lift,fed_f1_best_threshold,fed_auroc,fed_prevalence,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.669714973042719,108.82754102846238,22.98624,22.98624,0.9991028770524295,0.8858698113773554,0.7231659601585365,0.26462314745972154,0.7912157755719329,0.9391405649320692,0.6434961367938599,0.42975702412099087,0.8327137546468402,0.1885172084583519,0.26765285996055227,0.47790889409495574,0.7646542305519292,0.7692307692307693,0.7692307692307693,0.5338372588157654,0.09110647573685038,0.2426825497479482,0.625,0.0026916877351938996,1.6105806502673659,0.0005923356044070862,0.0030449544944414477
2.0,0.46170490883523596,43.38823529120791,45.97248,45.97248,0.9991028770524295,0.8923584899849932,0.7231659601585365,0.2153896698832069,0.8553761998031019,1.0585574100147401,0.7121729700095593,0.6664750052527378,0.8327137546468402,0.17165193688564387,0.45753889984659213,0.595560675149043,0.9528970802384688,0.7692307692307693,0.7692307692307693,0.5336511731147766,0.09125832133950329,0.24270480427825183,0.625,0.0011307167640109523,0.6769743036793443,0.00022587602634722645,0.0012828981117892543
3.0,0.3926613918140841,36.95019600540836,68.95872,68.95872,0.9991028770524295,0.9079957489884155,0.8848452831761495,0.20998946585619763,0.8924973922193413,1.1976816068322957,0.7724677308784541,0.6976112535201603,0.8327137546468402,0.15574995394009963,0.4060541310541311,0.55254029603066,0.884064473649056,0.7692307692307693,0.7692307692307693,0.5337132215499878,0.09120302618696141,0.2426967875016266,0.625,0.0008339018840817381,0.49949875165884805,0.00014474507627864898,0.0009497611849320983
4.0,0.3523091149101189,48.4371421012882,91.94496,91.94496,0.9991028770524295,0.9333029769930473,0.8848452831761495,0.18879187915848092,0.9297752606479723,1.302746972666094,0.8149949656764814,0.8467582921598282,0.8327137546468402,0.1458427773513159,0.4407571772956388,0.5786782193344362,0.9258851509350979,0.7692307692307693,0.7692307692307693,0.5338435769081116,0.09106835827995574,0.2426708123988687,0.625,0.0006916883210333747,0.4145025723393019,0.00011561886433426597,0.0007884976171104765
5.0,0.31825157811632376,36.285353318458974,114.9312,114.9312,0.9991028770524295,0.9479347746863617,0.8848452831761495,0.16315601882438238,0.9466559474555999,1.3914503445581323,0.8204854129637041,0.8625964601480975,0.8327137546468402,0.13967547506661535,0.5518080210387903,0.650793599510872,1.0412697592173952,0.7692307692307693,0.7739307535641549,0.5340989828109741,0.09086352758682692,0.24262920046850991,0.625,0.0007180854091297166,0.430523891478515,0.0001296528478916205,0.000816937605699031
6.0,0.26097609495782914,20.4889974513435,137.91744,137.91744,0.9991028770524295,0.9624847704812172,0.8848452831761495,0.15495359786824228,0.9629142195421679,1.4420902733756815,0.8464629278971805,0.8980239337129071,0.8327137546468402,0.1386030934444688,0.6035393381547227,0.7025523174881072,1.1240837079809716,0.7692307692307693,0.7707509881422925,0.5344076752662659,0.09051059797788275,0.24256328726105927,0.625,0.0005553641073064208,0.33314025046888673,9.428204105439262e-05,0.0006327900298214122
7.0,0.24996011329892404,24.368119287277086,160.90368,160.90368,0.9991028770524295,0.9706017247561914,0.8885865752320052,0.15718153596866088,0.974100591172911,1.4494735138424986,0.7471940443196705,0.9407507041540051,0.8327137546468402,0.13293949891833093,0.5258930528161297,0.6532832971686531,1.045253275469845,0.7692307692307693,0.7692307692307693,0.5347273349761963,0.09013082421360874,0.2424983920237493,0.625,0.0005052600388462417,0.30323611851122223,8.130003172083804e-05,0.0005764244090824628
8.0,0.19525831992543924,10.157064546950922,183.88992,183.88992,0.9991028770524295,0.9690693720405825,0.8922714794582259,0.14339929675080965,0.9726771408515269,1.4503659454382325,0.8251523425366356,0.9329603584907731,0.8327137546468402,0.12585426308217343,0.5833388121849661,0.7009282546059461,1.1214852073695138,0.7692307692307693,0.7692307692307693,0.5350446105003357,0.08976455625051105,0.24242892638964683,0.625,0.0004334118376495438,0.2602452797714818,7.118819326524842e-05,0.0004941874717926926
9.0,0.18837497000504905,14.298935762680609,206.87616,206.87616,0.9991028770524295,0.9732561052554588,0.9002933110608079,0.1396348318258183,0.9791249784292269,1.4560791440275493,0.8189545352441228,0.9424823318327186,0.8327137546468402,0.11960398289551498,0.6332511505588428,0.7354524943904002,1.1767239910246403,0.7692307692307693,0.7692307692307693,0.5354514122009277,0.08939154847310138,0.2423586629783869,0.625,0.00044927614448689264,0.26989218975762697,6.966076690474425e-05,0.0005129413349496893
10.0,0.17679625592776577,17.768483923356886,229.8624,229.8624,0.9991028770524295,0.9775006546777364,0.9025833136129009,0.13111183030676227,0.9843390617312382,1.4822228278759835,0.7427150720668105,0.9464693550136373,0.8327137546468402,0.11447109272418125,0.667603550295858,0.7656834019581611,1.2250934431330578,0.7692307692307693,0.7692307692307693,0.5358483791351318,0.08900520272361923,0.24228692586461378,0.625,0.00042870392503689626,0.25765106009561123,7.837733812910067e-05,0.00048743017774264565
