round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_auprc_lift,fed_brier,fed_ece,fed_prevalence,fed_auprc,fed_f1_best,fed_auroc,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6313717776728167,0.14183282958650137,3.65056,3.65056,0.9971592150692714,0.39243663385378214,1.7304094619305743,0.17666953907450575,0.26963313125822774,0.11441878028824976,0.19736949774735507,0.2747175345056747,0.6327563344499502,0.008604460308469373,0.3510316577991404,0.08240913413380918,0.7235470994717873,0.2045002711006687,0.20450951154489178,0.5320754647254944,0.4644630756890074,0.31848364520603756,0.11389601892395189,0.025705945529040285,2.7729914439842105,0.021088809671973744,0.028774477883586932
2.0,0.6145760176977747,0.3076682722549071,7.30112,7.30112,0.9971592150692714,0.2983670584724762,1.8715089702858154,0.130492283770693,0.16173049848883328,0.11441878028824976,0.21514621764360042,0.28831654504106974,0.6538259000471397,0.007597364707976356,0.34373746466639116,0.08153783911258902,0.7158971830879501,0.2045002711006687,0.2045002711006687,0.526577889919281,0.4867087434052017,0.34119301702513005,0.11389601892395189,0.017745053355047617,2.0081923832185566,0.014336885346192957,0.020046349628169157
3.0,0.6030176629101324,0.38989521494347085,10.95168,10.95168,0.9971592150692714,0.27472622506613553,1.9276693714240962,0.11822282441893663,0.12333459576978821,0.11441878028824976,0.222253319228481,0.2906395414492002,0.6578175388138169,0.004845220862591371,0.3438781691193231,0.08166315892578567,0.7169974832949338,0.2045002711006687,0.2045002711006687,0.5271257162094116,0.48455297685040283,0.3392557316646819,0.11389601892395189,0.012448545908083196,1.4891002518124878,0.011012733447897627,0.013450316643086168
4.0,0.6008056919407025,0.40976191481992963,14.60224,14.60224,0.9971592150692714,0.23439115120721768,1.9472961704015388,0.11195253177033505,0.0919513708959724,0.11441878028824976,0.2240762366938034,0.29275832339637126,0.6616253137091908,0.005130833250916328,0.3424137610460902,0.08134520471446212,0.7142058649896809,0.2045002711006687,0.2045002711006687,0.5243470668792725,0.47548913504206314,0.33027028255036345,0.11389601892395189,0.009099368097604553,1.1516558970324695,0.008973336979563616,0.009190264797794029
5.0,0.6049526956278638,0.5407863817433639,18.2528,18.2528,0.9971592150692714,0.21055086551071064,1.9557314205941247,0.10896240945478138,0.07112859322154504,0.11441878028824976,0.22516018959222098,0.2929519747147488,0.6632901531694322,0.021880875779692395,0.34017306898699673,0.08115166286724149,0.7125065795445078,0.2045002711006687,0.2045002711006687,0.5239466428756714,0.48600311317755357,0.34119503396125633,0.11389601892395189,0.008638257169761129,1.1507577723823488,0.00860438728278956,0.008663782737038366
6.0,0.5983550406260125,0.4361199062963544,18.2528,18.2528,0.0,0.2141465065254425,2.08654003518741,0.1088267983229473,0.07192268058116287,0.11441878028824976,0.23926264395318178,0.3030691054056172,0.6776370007909435,0.0364891707479498,0.34017306898699673,0.08115166286724149,0.7125065795445078,0.2045002711006687,0.2045002711006687,0.5239466428756714,0.48600311317755357,0.34119503396125633,0.11389601892395189,0.0,0.0,,
7.0,0.5872280208512453,0.4588378093074274,18.2528,18.2528,0.0,0.24317372858756908,2.2025558231057514,0.10665988470471395,0.07538934474851637,0.11441878028824976,0.25219231063157244,0.3120510871797758,0.6895335615789578,0.0583304505590026,0.34017306898699673,0.08115166286724149,0.7125065795445078,0.2045002711006687,0.2045002711006687,0.5239466428756714,0.48600311317755357,0.34119503396125633,0.11389601892395189,0.0,0.0,,
8.0,0.5744224319173226,0.42501149898885665,18.2528,18.2528,0.0,0.24077340701192973,2.317169361306071,0.10605524077235987,0.07323148977787496,0.11441878028824976,0.26508632631456314,0.327066570972362,0.6996510101895201,0.07315351104610479,0.34017306898699673,0.08115166286724149,0.7125065795445078,0.2045002711006687,0.2045002711006687,0.5239466428756714,0.48600311317755357,0.34119503396125633,0.11389601892395189,0.0,0.0,,
9.0,0.5960718058857567,0.5069335390025249,21.90336,21.90336,0.9971592150692714,0.2114016306476076,2.0138244691300855,0.1097312473542545,0.07525549135130143,0.11441878028824976,0.23090361819066182,0.2974926529320418,0.6667753191331278,0.026318765572565964,0.34097027290891124,0.08146998705868994,0.7153014462523687,0.2045002711006687,0.2045002711006687,0.5273193717002869,0.48109903092700884,0.3361011616069318,0.11389601892395189,0.008529360174232585,1.1986780194565654,0.007355883024683284,0.009450418239707211
10.0,0.5908773257775208,0.48824502713443785,21.90336,21.90336,0.0,0.2362579971249914,2.125908343539062,0.10779741618701928,0.0780209201643678,0.11441878028824976,0.24337145115756237,0.3080001183986245,0.6839089020511987,0.04917089669232126,0.34097027290891124,0.08146998705868994,0.7153014462523687,0.2045002711006687,0.2045002711006687,0.5273193717002869,0.48109903092700884,0.3361011616069318,0.11389601892395189,0.0,0.0,,
11.0,0.5763309025756966,0.442270795993524,21.90336,21.90336,0.0,0.24099471837524142,2.227637658076134,0.10581389854675752,0.07250654428038628,0.11441878028824976,0.2548396027042623,0.3164798092849922,0.6907498340813446,0.0657272687251099,0.34097027290891124,0.08146998705868994,0.7153014462523687,0.2045002711006687,0.2045002711006687,0.5273193717002869,0.48109903092700884,0.3361011616069318,0.11389601892395189,0.0,0.0,,
12.0,0.5626944979402595,0.46798130345648153,21.90336,21.90336,0.0,0.23967215902641473,2.3496084554729966,0.10452232559238421,0.06073709525527484,0.11441878028824976,0.2678348032907891,0.3254865808922113,0.7022548917332933,0.09583256312241038,0.34097027290891124,0.08146998705868994,0.7153014462523687,0.2045002711006687,0.2045002711006687,0.5273193717002869,0.48109903092700884,0.3361011616069318,0.11389601892395189,0.0,0.0,,
13.0,0.5905465264826071,0.4363462195862738,25.55392,25.55392,0.9971592150692714,0.22420448846578137,2.033271678470779,0.11090228919270255,0.08561084571077206,0.11441878028824976,0.2331834716122951,0.29974766554865007,0.6692922337486525,0.05082689017699311,0.3420308396250846,0.08138370759198664,0.714543917872374,0.2045002711006687,0.20450951154489178,0.5243578553199768,0.46837411229686887,0.32377475892620716,0.11389601892395189,0.00806796789052577,1.19951031380333,0.006820973161910626,0.009083077688750593
14.0,0.5870005509527743,0.4163718467347956,25.55392,25.55392,0.0,0.22994586807458264,2.1591071066190413,0.10812363699485925,0.07250915776185125,0.11441878028824976,0.24723960179720492,0.31144844292292057,0.6829173520723029,0.07612605615237449,0.3420308396250846,0.08138370759198664,0.714543917872374,0.2045002711006687,0.20450951154489178,0.5243578553199768,0.46837411229686887,0.32377475892620716,0.11389601892395189,0.0,0.0,,
15.0,0.5698821109184357,0.40606807969279374,25.55392,25.55392,0.0,0.22665108581367774,2.3031004944422806,0.10676578259454739,0.06998946209892934,0.11441878028824976,0.2630966101704797,0.32190608955006483,0.6933167348670484,0.07405399343152089,0.3420308396250846,0.08138370759198664,0.714543917872374,0.2045002711006687,0.20450951154489178,0.5243578553199768,0.46837411229686887,0.32377475892620716,0.11389601892395189,0.0,0.0,,
16.0,0.5550794293659018,0.46319217126302314,25.55392,25.55392,0.0,0.2626333917407965,2.4009828335233565,0.10678564025331895,0.08183029900349578,0.11441878028824976,0.27399247828998063,0.3300564640556198,0.7055519406611618,0.09609730538219811,0.3420308396250846,0.08138370759198664,0.714543917872374,0.2045002711006687,0.20450951154489178,0.5243578553199768,0.46837411229686887,0.32377475892620716,0.11389601892395189,0.0,0.0,,
17.0,0.5856750334335521,0.41439327890306876,29.20448,29.20448,0.9971592150692714,0.22067170782464066,2.056302531601354,0.10842328887361631,0.0752796750157918,0.11441878028824976,0.23575130517332332,0.30292755557053297,0.6705475839932684,0.05675986421229872,0.3380463886969799,0.08082395494684352,0.7096293242769924,0.2045002711006687,0.20450951154489178,0.523841142654419,0.47706760627117417,0.3330261647038483,0.11389601892395189,0.007411525440488057,1.1647868605796248,0.006428685680255717,0.00823823789437926
18.0,0.5921845137139998,0.5966628886118791,29.20448,29.20448,0.0,0.2444040567935755,2.1784381937405324,0.1082440049126782,0.07468802003450521,0.11441878028824976,0.24905777540963525,0.3133597151593614,0.6828439755457364,0.0782581587076468,0.3380463886969799,0.08082395494684352,0.7096293242769924,0.2045002711006687,0.20450951154489178,0.523841142654419,0.47706760627117417,0.3330261647038483,0.11389601892395189,0.0,0.0,,
19.0,0.5638104693097649,0.44082740168759377,29.20448,29.20448,0.0,0.24079420714885835,2.288026562027036,0.10762762834655863,0.0814329551211541,0.11441878028824976,0.2612315925807722,0.3249368713758923,0.6939072169400533,0.08203589962331007,0.3380463886969799,0.08082395494684352,0.7096293242769924,0.2045002711006687,0.20450951154489178,0.523841142654419,0.47706760627117417,0.3330261647038483,0.11389601892395189,0.0,0.0,,
20.0,0.5491907656538537,0.5748687779703592,29.20448,29.20448,0.0,0.23595307336365112,2.4141571438941916,0.10431636634472839,0.07140044785079547,0.11441878028824976,0.27515909916687425,0.33532469436518136,0.7049046241308934,0.10460570003875083,0.3380463886969799,0.08082395494684352,0.7096293242769924,0.2045002711006687,0.20450951154489178,0.523841142654419,0.47706760627117417,0.3330261647038483,0.11389601892395189,0.0,0.0,,
21.0,0.5834679633294513,0.554993737340573,32.85504,32.85504,0.9971592150692714,0.22808265504846645,2.085442655521895,0.10770757391741403,0.07388595158308212,0.11441878028824976,0.23917167809584827,0.3050365623438918,0.6716496448609948,0.06988464123376828,0.33752086785582924,0.08072113094244807,0.7087265358795849,0.2045002711006687,0.2045002711006687,0.5230237245559692,0.4793757891083791,0.3360921048689386,0.11389601892395189,0.00814758030080551,1.352874651318416,0.00608180483526371,0.009941819827565321
22.0,0.5795272462048655,0.6757914794936103,32.85504,32.85504,0.0,0.22429665248350797,2.248735649106254,0.10714058631632206,0.07098932507549242,0.11441878028824976,0.2574129961293435,0.31791777494896256,0.6879340479063932,0.0719484439703736,0.33752086785582924,0.08072113094244807,0.7087265358795849,0.2045002711006687,0.2045002711006687,0.5230237245559692,0.4793757891083791,0.3360921048689386,0.11389601892395189,0.0,0.0,,
23.0,0.5585900122496472,0.5453722959274099,32.85504,32.85504,0.0,0.24851423042901208,2.362413734844863,0.105816322306698,0.0693008294221197,0.11441878028824976,0.2697189237093609,0.330481615042737,0.7003461941490412,0.10474238871349358,0.33752086785582924,0.08072113094244807,0.7087265358795849,0.2045002711006687,0.2045002711006687,0.5230237245559692,0.4793757891083791,0.3360921048689386,0.11389601892395189,0.0,0.0,,
24.0,0.5438490735142291,0.7609757704295451,32.85504,32.85504,0.0,0.2542183910870434,2.5170217992636466,0.10429851375843814,0.07051875077178522,0.11441878028824976,0.2867121979583192,0.3412736332756276,0.7111600646749324,0.10387515504754195,0.33752086785582924,0.08072113094244807,0.7087265358795849,0.2045002711006687,0.2045002711006687,0.5230237245559692,0.4793757891083791,0.3360921048689386,0.11389601892395189,0.0,0.0,,
