round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_brier,fed_ece,fed_prevalence,fed_auprc_lift,fed_f1,fed_auroc,fed_f1_best,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6881979489345096,0.11450443366486622,3.65056,3.65056,0.9971592150692714,0.17367098518960886,0.24894097555178887,0.38656060550772414,0.11416703379696645,1.5121976026061588,0.20988591949463295,0.5661504039874058,0.25123006977347695,0.4971029798629954,0.3951097246253725,0.08909454881519265,0.7822446267826172,0.2045002711006687,0.20450951154489178,0.5217013359069824,0.421452241896911,0.2790103801635669,0.11389601892395189,0.02717451590704361,2.9266603358555585,0.02300811712500056,0.029939669203124335
2.0,0.6804183755155131,0.13227728901758234,7.30112,7.30112,0.9971592150692714,0.21592738571281925,0.23592339192077472,0.37094921540438225,0.11416703379696645,1.8808336882747714,0.2578659582816035,0.6466955418396463,0.28569856874009214,0.5301315445372979,0.3635292552066044,0.08354977251215828,0.7335618338683486,0.2045002711006687,0.2045115501107545,0.5162222981452942,0.42447569359290205,0.28249807228010226,0.11389601892395189,0.02016643059841144,2.2968990704976022,0.016718651418014343,0.02246849241643778
3.0,0.6704926529857225,0.18782943360638377,10.95168,10.95168,0.9971592150692714,0.21920166866261226,0.2345309803445114,0.3693525177743798,0.11416703379696645,1.9103942348230407,0.2662740120127534,0.6570206363210574,0.29165735010309407,0.5308941885049637,0.40789609746687305,0.0894763545981709,0.785596857936835,0.2045002711006687,0.20474452554744524,0.5233189463615417,0.4272917381374025,0.28476136848791983,0.11389601892395189,0.014487735977297569,1.7779477778822184,0.012495718701551337,0.015853847676932032
4.0,0.6620699107250141,0.26093198372479753,14.60224,14.60224,0.9971592150692714,0.22511590097465567,0.23148252674684563,0.36517986605811725,0.11416703379696645,1.977708878614331,0.27112152915849214,0.6646633926448211,0.2964186222208414,0.5362092284662128,0.38073598418247023,0.08534734611947867,0.7493444189341235,0.2045002711006687,0.20457421804375336,0.5140796899795532,0.42725020580451584,0.28529302981902993,0.11389601892395189,0.011170600813259744,1.4706543541979045,0.010739883536738293,0.011477109105513025
5.0,0.6579518087353059,0.36696962552423795,18.2528,18.2528,0.9971592150692714,0.2288242768455371,0.20805920168986922,0.32798712675471586,0.11416703379696645,2.0135714914516125,0.2818969411559137,0.6680552272628414,0.29937644785125006,0.5234551353653111,0.37253843131552034,0.08432359113569679,0.7403559135108968,0.2045002711006687,0.20457421804375336,0.5177623629570007,0.4410239853378486,0.2985756031038465,0.11389601892395189,0.009411210109859819,1.3173914637882262,0.008789387558428867,0.009874626610623643
6.0,0.6462460921040272,0.3177400306537591,21.90336,21.90336,0.9971592150692714,0.23192092877212417,0.21710865072045865,0.3449142168199404,0.11416703379696645,2.040171575963213,0.28734194505183885,0.6710680626014263,0.30303448858267223,0.5297693655976146,0.3556149811138281,0.08251854921832033,0.7245077571448548,0.2045002711006687,0.2045002711006687,0.5081127882003784,0.43049855826575284,0.288886708057136,0.11389601892395189,0.009336099234268003,1.3885916812578216,0.008976394999087997,0.00961489653227413
7.0,0.6483496869897714,0.358896519320001,25.55392,25.55392,0.9971592150692714,0.23422956783548776,0.22960428356447657,0.36121489053027167,0.11416703379696645,2.0578047767775165,0.2804882363711404,0.6732321641474718,0.3032572903575644,0.5647481307335772,0.39183883552332144,0.08684893682482336,0.7625282924314695,0.2045002711006687,0.20451875282422052,0.5101351141929626,0.42439093806494155,0.2826064940802829,0.11389601892395189,0.008095335436085293,1.2799598707351834,0.007397705781034635,0.008661881837700162
8.0,0.64165636710936,0.34484878522099205,29.20448,29.20448,0.9971592150692714,0.23765141913844864,0.21357921439749614,0.3388110379176681,0.11416703379696645,2.0864793557482426,0.28877605686461727,0.6760220837965824,0.30642387953124395,0.5248354887416901,0.37892789682382916,0.08532664106863543,0.7491626298686334,0.2045002711006687,0.20453928926666065,0.514726459980011,0.4247434515616838,0.28287063125173445,0.11389601892395189,0.008575142471339352,1.4432913174387068,0.007635552907577028,0.009368737966622825
9.0,0.6419020271163116,0.4793244514666014,31.18592,31.18592,0.5412350858791136,0.2519982466354661,0.21571324541498652,0.343724031389825,0.11416703379696645,2.2241701403053535,0.29561931398886687,0.6892080607721437,0.3170396496872774,0.5443942661784776,0.38510956851019285,0.08633956781707167,0.7580560640554118,0.2045002711006687,0.20455778621812265,0.5148290991783142,0.4260978824815486,0.2840467066889078,0.11389601892395189,0.008945083174348358,0.8514111648546532,,0.008945083174348358
10.0,0.6410213637220064,0.613827953919362,34.83648,34.83648,0.9971592150692714,0.24365483891879733,0.22474563106213255,0.3569638597396167,0.11416703379696645,2.142610532742313,0.285096424978856,0.6779593858543203,0.30768965067023535,0.5470801039848402,0.38980335209911415,0.08686434862357231,0.7626636070710376,0.2045002711006687,0.20458346517199294,0.5152042508125305,0.4235260206173864,0.28156884045064656,0.11389601892395189,0.007949846622504805,1.4553807453485206,0.00719444519018143,0.008582880081584095
