round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc,fed_f1_best,fed_ece,fed_f1_best_threshold,fed_prevalence,fed_auprc_lift,fed_f1,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
32.0,0.6430513285116806,1.8805510405397456,117.15072,117.15072,1.0,0.7175720520873005,0.2882316865738563,0.34923094613050415,0.3329967311789196,0.5648616364787152,0.11366354081439993,2.533495204393174,0.30339624520265923,0.20854071382382308,0.6540881420280686,0.21703398989955114,1.905545004557747,0.26789541363051866,0.27705503931379555,0.5506026148796082,0.33193597897877253,0.2156819488904694,0.11389601892395189,0.0033054816428513957,1.7587553682405996,0.0017113816257474782,0.005180934762357791,0.0038606395945668596
33.0,0.6398649541713063,1.4280008093285677,120.81168,120.81168,1.0,0.7190445844145653,0.2915643483349426,0.3477927666406523,0.3294639914059752,0.561311747689583,0.11366354081439993,2.559750871432178,0.3049895468044191,0.20728180060740228,0.6531913080087739,0.21544924853646005,1.891631073429485,0.26745562130177514,0.2742928975487115,0.5327075719833374,0.3284333352461615,0.21521175827717878,0.11389601892395189,0.003118829436945084,1.7117873202469127,0.0015987391071455592,0.004914908540749596,0.004287880330485501
34.0,0.6453221051556429,2.035544247134265,124.47264,124.47264,1.0,0.7200620027685666,0.2926772672602286,0.34609267844664776,0.3264947049764408,0.553188024246413,0.11366354081439993,2.571044115184315,0.3099916312538731,0.20329177536453433,0.6532343024304422,0.21159816725173453,1.8578188179958963,0.26739640344018767,0.2748463114754099,0.5228314399719238,0.3253197448648843,0.2107382271602196,0.11389601892395189,0.0031819546013336798,1.8057393094622967,0.0015853617918911954,0.0050685834678648204,0.0033137246450895743
35.0,0.6457889367305776,2.151965452540406,128.1336,128.1336,1.0,0.7229619327772301,0.29479357706763815,0.34944536413678656,0.3326187591032311,0.567275930521239,0.11366354081439993,2.594256035201761,0.30505904973406667,0.20814246620153232,0.6527860611131193,0.21429805464600177,1.8815236622896194,0.268819503849444,0.27495780864598207,0.5343055725097656,0.3316137527874657,0.21610549792301942,0.11389601892395189,0.0032221029518101087,1.8861255705505755,0.0015641803712886481,0.005184631745859569,0.004267685028356769
36.0,0.6442447629886014,1.6935042934980271,131.79456,131.79456,1.0,0.7235523098759592,0.29601363097847944,0.34737074655613553,0.3213846074143894,0.5383983002756954,0.11366354081439993,2.6006347102551928,0.3112231088281004,0.20139954077394395,0.6496146138666723,0.2143341969049755,1.8818409890874759,0.2689151208544126,0.2716627634660422,0.5373581647872925,0.3206869068755347,0.21019741320939211,0.11389601892395189,0.003279495522216439,1.9769834194430587,0.0014263680867899107,0.005480440519326157,0.005266827809308141
37.0,0.6503022697934069,2.154514907404251,135.45552,135.45552,1.0,0.72333877775243,0.2969088934944122,0.3507320345171824,0.33091464662891357,0.576952364200297,0.11366354081439993,2.6086084569156003,0.30548298576223915,0.20695674557411187,0.6492873743630463,0.21415111218454055,1.8802335165685533,0.2662204469394365,0.27266567285540044,0.541671097278595,0.3299370033494237,0.2153857597702326,0.11389601892395189,0.0029863522076645005,1.858736090856837,0.0014346075445476232,0.004822751461938444,0.004459160507812624
38.0,0.6559335912931691,3.4040001721387854,139.11648,139.11648,1.0,0.7260691983776821,0.3031288440829135,0.35663173595027003,0.32431765330564194,0.5667173068022533,0.11366354081439993,2.660495459235799,0.3101094349256066,0.20284667722187452,0.6510478114534228,0.21328571062339008,1.8726353443995305,0.2707433255788191,0.27333219587101176,0.5809689164161682,0.3230925024930591,0.21177574943367666,0.11389601892395189,0.0028747321915781653,1.8430410270539141,0.0012991886168933155,0.004739966980823364,0.005143419125170868
39.0,0.6543134776454776,2.651302102660131,142.77744,142.77744,1.0,0.7236565423978363,0.30329040178776956,0.35308117589731125,0.32574421946497256,0.5668563988587054,0.11366354081439993,2.6648926651553535,0.3097584744277392,0.20488894945379843,0.650755785711385,0.21483540908553617,1.8862416010254166,0.27120085015940487,0.27557314092866286,0.5164647102355957,0.3249916199868361,0.21422760889019102,0.11389601892395189,0.002921213721716822,1.926195944299252,0.001295213201734603,0.004852324743411789,0.005040468061243334
40.0,0.656478602415019,3.019449719145603,146.4384,146.4384,1.0,0.727405486411677,0.30460699747699155,0.3551932250244936,0.34322993177877176,0.5719054118975779,0.11366354081439993,2.66730066297715,0.2966232499480541,0.21576271942411923,0.6498887817388811,0.21536119409708926,1.8908579608992782,0.26101954771943275,0.2747943880019352,0.5397788286209106,0.34224655060788667,0.2245836872719299,0.11389601892395189,0.002899605613867494,1.9655210561013519,0.0013379337238678313,0.004752276037573667,0.005314564422715489
41.0,0.6578835099217637,2.4376244445343125,150.09936,150.09936,1.0,0.7280946502173438,0.30399945166213754,0.3547652034987086,0.3369075063312257,0.568791270532702,0.11366354081439993,2.6644627522459428,0.300498732074951,0.21210614259644395,0.6505203956450591,0.215288869835144,1.8902229583537233,0.2680043707162014,0.27340267459138184,0.5921964049339294,0.3361289999434349,0.22141722656349916,0.11389601892395189,0.0027320242204212793,1.904330514042158,0.0012661963524201365,0.004473089472089549,0.004813536672197523
42.0,0.658236394156633,2.3233975766002732,153.76032,153.76032,1.0,0.7298607380910318,0.30824790220390785,0.35724526736634643,0.33820006925408086,0.5834425498892447,0.11366354081439993,2.705356125474525,0.29993951430645105,0.21270471219806472,0.6503690743559533,0.21435942705161046,1.8820625082140734,0.26564673157162727,0.27494312642183943,0.588829517364502,0.3374471102093201,0.22229618724937544,0.11389601892395189,0.0025157854357256253,1.7977278252456017,0.0011657067113808573,0.004120573238811755,0.004304119199272904
43.0,0.6610285235277555,3.218819108437591,157.42128,157.42128,1.0,0.7312385315403563,0.3098552357919013,0.3573693085805374,0.32500655238714676,0.5747469499678151,0.11366354081439993,2.7215688218251843,0.30946368408626623,0.20387270483274533,0.6478775940532466,0.2094375603528898,1.8388488230895126,0.2666103306221612,0.272134795739946,0.5737266540527344,0.324045415172701,0.21369467519758203,0.11389601892395189,0.0023900075324596913,1.7519757459485845,0.0011063447845019744,0.003913801950766055,0.004651033113983776
44.0,0.6538037398584562,2.6265191921145004,161.08224,161.08224,1.0,0.7319263930117862,0.3092774758594354,0.3571450534564841,0.32997454628086814,0.5852961258629705,0.11366354081439993,2.712689464226132,0.30844250479161006,0.20760067664206877,0.6466111912295999,0.21219332780968417,1.8630442908752163,0.26537350392075937,0.2712933753943218,0.590451180934906,0.3292359407979276,0.21807173766691668,0.11389601892395189,0.002345237552519908,1.7617911531251593,0.0010656205370969541,0.0038645096552028125,0.004603590954241827
45.0,0.6585441535904906,2.892640436878719,164.7432,164.7432,1.0,0.7327007507883875,0.31227250126281836,0.35843928830083344,0.33668102709047176,0.5976715584133337,0.11366354081439993,2.75126122152343,0.3017900850774676,0.212478842293929,0.6458872259080519,0.21187426780086524,1.8602429637363638,0.26142506142506144,0.27421534764979727,0.5789384245872498,0.3362698609714565,0.22303587442742878,0.11389601892395189,0.002311967598874574,1.7824927418587322,0.0010803399862411873,0.0037745460526374484,0.003554729373186035
46.0,0.66135709366937,2.9503693194982015,168.40416,168.40416,1.0,0.7333921753021423,0.31329410926150114,0.3597635176885662,0.3305607622497243,0.5764869135793397,0.11366354081439993,2.7618178367087345,0.3084216627060018,0.20789913448432157,0.6454339397111286,0.21000245333344858,1.843808548511838,0.2623427918095832,0.2722703155543144,0.5595242381095886,0.33002618127653116,0.21895196667829717,0.11389601892395189,0.002108046480033842,1.664760685271176,0.0009622330454824266,0.0034651339963139567,0.004822714195922356
47.0,0.6608107084315689,2.9983230659849402,172.06512,172.06512,1.0,0.7334361303747197,0.3156734419818335,0.3615906999858047,0.32578836168297515,0.5755621394634518,0.11366354081439993,2.776672853072217,0.3101870829671829,0.20391769636125978,0.6446898450689866,0.20826162028314102,1.8285241420263936,0.26397146254458975,0.2697990543735225,0.5598394274711609,0.32514998317400995,0.2144418650678032,0.11389601892395189,0.002087490840665642,1.6852921779282042,0.0009666500834455376,0.00341534463719227,0.003986253103417598
48.0,0.6635719029539358,2.8889247480362856,175.72608,175.72608,1.0,0.7361864546046033,0.3187400714327078,0.3633348271265802,0.3244341361235534,0.5849015080904044,0.11366354081439993,2.798916009567728,0.3129468236510622,0.20280549806840137,0.6458223703414491,0.20889648985625572,1.8340982576022735,0.26447354182447785,0.2717857142857143,0.5894676446914673,0.32329995005126744,0.21302942602289832,0.11389601892395189,0.002052858507603793,1.6956692051335267,0.0009310891368055015,0.003378171567049769,0.004912344358063763
49.0,0.6629691782575978,3.1355456199701677,179.38704,179.38704,1.0,0.7374408664772751,0.31892303505656694,0.3644382222199527,0.3356831049340808,0.5932901371316138,0.11366354081439993,2.809633288628144,0.3076782149740541,0.2098709215114651,0.6475732698485015,0.2094043537425208,1.8385572711047926,0.26470285302296837,0.2738195972245727,0.5914013385772705,0.33467067572887155,0.22033934355715457,0.11389601892395189,0.002043812434483804,1.7285484132044076,0.0009057130441512477,0.0033845596949352514,0.005199471242990686
