round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc_lift,fed_f1_best,fed_auroc,fed_auprc,fed_f1_best_threshold,fed_f1,fed_brier,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
36.0,0.5939011986375702,0.7873296434292194,10.9632,43.80672,0.0,0.11337740006295247,2.679468696573992,0.34841503871768165,0.7235768956547364,0.3012878569556313,0.5863548001704216,0.32463011901084027,0.19500179019489572,0.3131360704076339,0.5863279797204876,0.14125089017258385,1.2401740772598624,0.11826182618261827,0.2294635916040425,0.4718870222568512,0.3606920451986285,0.23011268867713444,0.11389601892395189,0.0,0.0,,
37.0,0.6356199213121752,0.7657617893671343,11.8768,47.45728,0.9971592150692714,0.11337740006295247,2.2339840546988756,0.31241603982362054,0.6864069937164365,0.2530891698549242,0.5419051086167176,0.28861161412244307,0.21122670969467303,0.3363142465031069,0.5919290761209083,0.14226381936095908,1.2490675328691543,0.16081632653061226,0.2322438105140035,0.47478461265563965,0.36313203098525687,0.23182344660326687,0.11389601892395189,0.006471353697598142,1.4169437639648095,0.004773130198828921,0.007942044349117558
38.0,0.6359207663311549,0.9067683348302878,11.8768,47.45728,0.0,0.11337740006295247,2.4226591331783554,0.3258949764891376,0.7043611535650566,0.2733300054289836,0.5748322960769077,0.2975272264856619,0.21878893427891374,0.34894426475904317,0.5919290761209083,0.14226381936095908,1.2490675328691543,0.16081632653061226,0.2322438105140035,0.47478461265563965,0.36313203098525687,0.23182344660326687,0.11389601892395189,0.0,0.0,,
39.0,0.6192400606761812,1.1301009506572273,11.8768,47.45728,0.0,0.11337740006295247,2.5975850410372665,0.3402774188630916,0.7184833065006633,0.2924607581720071,0.5595989001296322,0.313479826310176,0.20060732758674568,0.31965329289051736,0.5919290761209083,0.14226381936095908,1.2490675328691543,0.16081632653061226,0.2322438105140035,0.47478461265563965,0.36313203098525687,0.23182344660326687,0.11389601892395189,0.0,0.0,,
40.0,0.5904021931374308,0.9722932852826466,11.8768,47.45728,0.0,0.11337740006295247,2.7057428541014485,0.3537806094568511,0.7286237694258825,0.303487532354827,0.5888963137252323,0.3255386846418997,0.19141721549367907,0.3058466808314339,0.5919290761209083,0.14226381936095908,1.2490675328691543,0.16081632653061226,0.2322438105140035,0.47478461265563965,0.36313203098525687,0.23182344660326687,0.11389601892395189,0.0,0.0,,
41.0,0.6344708654445383,0.8595957101451066,12.7904,51.10784,0.9971592150692714,0.11337740006295247,2.237961623278051,0.31345732716224706,0.687691755843666,0.2543176616943827,0.5778156726905149,0.28078402579937706,0.2224806260973993,0.3509680977281738,0.5846757440030311,0.13967129117483024,1.226305295781132,0.12183789364997419,0.2282308992261852,0.4880177974700928,0.36204647330760453,0.23113776074874756,0.11389601892395189,0.006205378544064491,1.4313035681843758,0.004515997204598331,0.007695788648011835
42.0,0.6361901164988579,0.9856594659502402,12.7904,51.10784,0.0,0.11337740006295247,2.4448324925486085,0.33113214942365865,0.7080223854875899,0.275854446691928,0.5524997770092117,0.30201359288488966,0.2098867190183153,0.3365613587927642,0.5846757440030311,0.13967129117483024,1.226305295781132,0.12183789364997419,0.2282308992261852,0.4880177974700928,0.36204647330760453,0.23113776074874756,0.11389601892395189,0.0,0.0,,
43.0,0.6116471580108189,0.9786782333541874,12.7904,51.10784,0.0,0.11337740006295247,2.628650847212731,0.3467256043162903,0.7218381336781284,0.2950549110102302,0.577215198236777,0.31716999060991624,0.1968909208120789,0.31693638953772224,0.5846757440030311,0.13967129117483024,1.226305295781132,0.12183789364997419,0.2282308992261852,0.4880177974700928,0.36204647330760453,0.23113776074874756,0.11389601892395189,0.0,0.0,,
44.0,0.5882333061441114,0.9972641084078123,12.7904,51.10784,0.0,0.11337740006295247,2.784686880923948,0.35716284577898605,0.7356037070084481,0.3121036855763089,0.5761117352304648,0.32622073795200823,0.19477411211506726,0.3146432623934665,0.5846757440030311,0.13967129117483024,1.226305295781132,0.12183789364997419,0.2282308992261852,0.4880177974700928,0.36204647330760453,0.23113776074874756,0.11389601892395189,0.0,0.0,,
45.0,0.6347373490587932,0.9997759520648322,13.704,54.7584,0.9971592150692714,0.11337740006295247,2.2501649210781447,0.3120389943895084,0.6876783753359894,0.25549028450595,0.5565315721017744,0.2864311614562366,0.20714169752592002,0.32786236407084585,0.5859942270514074,0.14036662960386367,1.2324103241710858,0.13229376257545272,0.2278812029138908,0.4677557647228241,0.3600153818383802,0.22968540177815458,0.11389601892395189,0.005696332767050028,1.379410312161781,0.004348852538267403,0.006910537056488517
46.0,0.6357500106463453,1.0919509927986537,13.704,54.7584,0.0,0.11337740006295247,2.476797267071126,0.332704321461472,0.7095295305929813,0.27961114231752404,0.562776646304138,0.2987922534290286,0.20866950391079428,0.3337345578263053,0.5859942270514074,0.14036662960386367,1.2324103241710858,0.13229376257545272,0.2278812029138908,0.4677557647228241,0.3600153818383802,0.22968540177815458,0.11389601892395189,0.0,0.0,,
