round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best_threshold,fed_f1_best,fed_prevalence,fed_f1,fed_brier,fed_ece,fed_auroc,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
22.0,0.6363940138753447,0.42824041560482884,8.2224,32.85504,0.0,0.24867840792532675,0.562512260806718,0.31665494859093424,0.11107614852108241,0.2866817309023815,0.21316033285592553,0.33788738359490256,0.6838469268191082,2.2792814300162565,0.42678095167913926,0.09333633846573294,0.819487277496972,0.12712295332045154,0.20452799493876814,0.46556320786476135,0.3840215208216158,0.2503557854337752,0.11389601892395189,0.0,0.0,,
23.0,0.6234328986177973,0.5480685047938749,8.2224,32.85504,0.0,0.26247403816724596,0.5900217815849148,0.32637170026733037,0.11107614852108241,0.28674120754969246,0.22487721982367967,0.3571341312755909,0.6960482683678255,2.4445028078877074,0.42678095167913926,0.09333633846573294,0.819487277496972,0.12712295332045154,0.20452799493876814,0.46556320786476135,0.3840215208216158,0.2503557854337752,0.11389601892395189,0.0,0.0,,
24.0,0.6053861087876283,0.5742199698566647,8.2224,32.85504,0.0,0.27345218791205045,0.5531526033423695,0.33511257096406527,0.11107614852108241,0.30314355968278206,0.20204015169505965,0.3245940673863076,0.707557779640865,2.5663396154335008,0.42678095167913926,0.09333633846573294,0.819487277496972,0.12712295332045154,0.20452799493876814,0.46556320786476135,0.3840215208216158,0.2503557854337752,0.11389601892395189,0.0,0.0,,
25.0,0.6371347006319485,0.45766674559464854,9.136,36.5056,0.9971592150692714,0.23234041079947038,0.538767640473634,0.3030668280630824,0.11107614852108241,0.28572090570448,0.213420808748269,0.3391978557222176,0.6727112903853609,2.1069275264501557,0.40230310801227775,0.08843683489675483,0.7764699392680608,0.10767910767910768,0.20454853732423023,0.4629349410533905,0.3815206903307119,0.24877761317907954,0.11389601892395189,0.006947132345179243,1.324374247691594,0.005598131430688337,0.008134177638747714
26.0,0.6393097060352938,0.5354476379061759,9.136,36.5056,0.0,0.2482074945471822,0.5681995129832836,0.3129016873889057,0.11107614852108241,0.2883807871958333,0.21970370682584098,0.34932197261721243,0.685649173428027,2.2740733818705983,0.40230310801227775,0.08843683489675483,0.7764699392680608,0.10767910767910768,0.20454853732423023,0.4629349410533905,0.3815206903307119,0.24877761317907954,0.11389601892395189,0.0,0.0,,
27.0,0.614515444278872,0.4941034953170259,9.136,36.5056,0.0,0.260993685478069,0.5506364395852505,0.3249314633202537,0.11107614852108241,0.29959514239772933,0.21352961670022994,0.34084244988732093,0.6980740226645894,2.4103168973856945,0.40230310801227775,0.08843683489675483,0.7764699392680608,0.10767910767910768,0.20454853732423023,0.4629349410533905,0.3815206903307119,0.24877761317907954,0.11389601892395189,0.0,0.0,,
28.0,0.5987410064510681,0.6274041600516004,9.136,36.5056,0.0,0.27491275273288557,0.5590292737197394,0.33757728911427337,0.11107614852108241,0.3118244665331154,0.19972180006519463,0.31913757117264685,0.7093970823452289,2.5750349775626007,0.40230310801227775,0.08843683489675483,0.7764699392680608,0.10767910767910768,0.20454853732423023,0.4629349410533905,0.3815206903307119,0.24877761317907954,0.11389601892395189,0.0,0.0,,
29.0,0.6387144717104786,0.5770633306482142,10.0496,40.15616,0.9971592150692714,0.23521742342638785,0.5217495567247957,0.3057993933920599,0.11107614852108241,0.291701763799219,0.21223740796618176,0.33752192524833224,0.672834735782638,2.131929809682513,0.41428158479897964,0.0901755509876966,0.7917357589812389,0.11289140224107236,0.20454648167397296,0.46490973234176636,0.3836555907855162,0.25037137811372384,0.11389601892395189,0.006622311792639439,1.3305500529240817,0.0051136556398290785,0.007994578351203598
30.0,0.6384502463561278,0.5785462232521159,10.0496,40.15616,0.0,0.25482915797905314,0.559923689859779,0.31887644697992606,0.11107614852108241,0.2953101395327989,0.20957753111007812,0.33663534011394064,0.6908013028908592,2.3307567103671416,0.41428158479897964,0.0901755509876966,0.7917357589812389,0.11289140224107236,0.20454648167397296,0.46490973234176636,0.3836555907855162,0.25037137811372384,0.11389601892395189,0.0,0.0,,
31.0,0.6207288654638383,0.5048844070057257,10.0496,40.15616,0.0,0.2689889284813738,0.5528296505920987,0.33215144761833304,0.11107614852108241,0.3047233363052763,0.19915765067053084,0.3194724443570819,0.7010212170382035,2.494107614987915,0.41428158479897964,0.0901755509876966,0.7917357589812389,0.11289140224107236,0.20454648167397296,0.46490973234176636,0.3836555907855162,0.25037137811372384,0.11389601892395189,0.0,0.0,,
32.0,0.5979880450005087,0.5776235091917982,10.0496,40.15616,0.0,0.27941133314252237,0.6038173235441769,0.34412025352909664,0.11107614852108241,0.30119695600962315,0.2178554451460487,0.3448634968376017,0.709904788437669,2.621387179455169,0.41428158479897964,0.0901755509876966,0.7917357589812389,0.11289140224107236,0.20454648167397296,0.46490973234176636,0.3836555907855162,0.25037137811372384,0.11389601892395189,0.0,0.0,,
33.0,0.6416257021374512,0.6154704166382423,10.9632,43.80672,0.9971592150692714,0.23755648756622394,0.5384501093059608,0.3084269287782793,0.11107614852108241,0.29023957814438384,0.21828521730811792,0.34877830285454703,0.6758419017839941,2.148597055176416,0.43581823855995744,0.09469217924518236,0.8313914756617448,0.11502207373821739,0.20461329715061058,0.4661567211151123,0.37980218786581077,0.2466618114696599,0.11389601892395189,0.005890973157700616,1.249899119255133,0.0046671086073279775,0.007041106747413919
34.0,0.6403246745214741,0.5104137256574776,10.9632,43.80672,0.0,0.25434081862731495,0.5476871071445484,0.3186307763541921,0.11107614852108241,0.29169215476138477,0.21660137783186642,0.3458853035862806,0.6909511348375236,2.3288933293032326,0.43581823855995744,0.09469217924518236,0.8313914756617448,0.11502207373821739,0.20461329715061058,0.4661567211151123,0.37980218786581077,0.2466618114696599,0.11389601892395189,0.0,0.0,,
35.0,0.618100542395785,0.5407003961940265,10.9632,43.80672,0.0,0.27148649307520634,0.5609972932377725,0.3372715172426529,0.11107614852108241,0.30454552253620143,0.2074742681798623,0.3334419017159447,0.7038425112122334,2.5123471111524736,0.43581823855995744,0.09469217924518236,0.8313914756617448,0.11502207373821739,0.20461329715061058,0.4661567211151123,0.37980218786581077,0.2466618114696599,0.11389601892395189,0.0,0.0,,
36.0,0.6030023765132635,0.8276172422563534,10.9632,43.80672,0.0,0.28520149560190755,0.6002202990334163,0.3421667924727837,0.11107614852108241,0.30802613267547974,0.20694093860001453,0.3318229175024461,0.7145069694527226,2.671416137029461,0.43581823855995744,0.09469217924518236,0.8313914756617448,0.11502207373821739,0.20461329715061058,0.4661567211151123,0.37980218786581077,0.2466618114696599,0.11389601892395189,0.0,0.0,,
37.0,0.6422434874706923,0.6599252157070805,11.8768,47.45728,0.9971592150692714,0.2410147909493435,0.5665692318978738,0.30744964484450366,0.11107614852108241,0.2891193380273442,0.21022367956235616,0.3363333242453629,0.6776466447631743,2.176230596178308,0.42487982268528246,0.09224822195484575,0.8099336818474724,0.09769749395751176,0.2047629848038104,0.46841415762901306,0.37818530119865174,0.24543981743673582,0.11389601892395189,0.007011449476793243,1.5669348174706101,0.004514339812075176,0.009435091891261876
38.0,0.6377176177467077,0.6186372072311281,11.8768,47.45728,0.0,0.25784165696001404,0.5325235573411963,0.3207323036016089,0.11107614852108241,0.29987069205961775,0.19690584833781868,0.3135237427035673,0.6911014543100418,2.3653182819599876,0.42487982268528246,0.09224822195484575,0.8099336818474724,0.09769749395751176,0.2047629848038104,0.46841415762901306,0.37818530119865174,0.24543981743673582,0.11389601892395189,0.0,0.0,,
39.0,0.6132277891374447,0.6112409145205199,11.8768,47.45728,0.0,0.27687895011633984,0.5896490165428065,0.3383288025321081,0.11107614852108241,0.30517440871864615,0.2022158549693453,0.322752424535594,0.7075177339156935,2.575919416705045,0.42487982268528246,0.09224822195484575,0.8099336818474724,0.09769749395751176,0.2047629848038104,0.46841415762901306,0.37818530119865174,0.24543981743673582,0.11389601892395189,0.0,0.0,,
40.0,0.5927345078730301,0.662000833855282,11.8768,47.45728,0.0,0.2884204183317885,0.5939481483757159,0.3465406780104579,0.11107614852108241,0.3122677421281967,0.21251404902986754,0.34191926263672473,0.7178367373285082,2.7208678806718476,0.42487982268528246,0.09224822195484575,0.8099336818474724,0.09769749395751176,0.2047629848038104,0.46841415762901306,0.37818530119865174,0.24543981743673582,0.11389601892395189,0.0,0.0,,
41.0,0.63969055375311,0.657662366035012,12.7904,51.10784,0.9971592150692714,0.24290365152455928,0.5627653987753533,0.3101324510768551,0.11107614852108241,0.2904442590710047,0.21189415838579295,0.33770928773759407,0.6800792088471995,2.190236947621353,0.42409518076456176,0.09164902774324743,0.8046727937386581,0.10443741950591266,0.2047058823529412,0.4676710367202759,0.38088444438240565,0.24773573494471798,0.11389601892395189,0.006115017989760676,1.4472876437939703,0.0041690026659932725,0.008046015638668155
42.0,0.6350234718439683,0.6727655152357137,12.7904,51.10784,0.0,0.2599564886306158,0.5800597984116357,0.3256870200417693,0.11107614852108241,0.2945578925014897,0.21441212661196116,0.34306540457933865,0.6957704510075925,2.374638213774931,0.42409518076456176,0.09164902774324743,0.8046727937386581,0.10443741950591266,0.2047058823529412,0.4676710367202759,0.38088444438240565,0.24773573494471798,0.11389601892395189,0.0,0.0,,
43.0,0.6131695277237792,0.7065493433743859,12.7904,51.10784,0.0,0.2753829863528352,0.5521074390546414,0.3385718171244586,0.11107614852108241,0.3048104242957961,0.2076805572125441,0.3334912961912725,0.7083439225385373,2.5437277865320023,0.42409518076456176,0.09164902774324743,0.8046727937386581,0.10443741950591266,0.2047058823529412,0.4676710367202759,0.38088444438240565,0.24773573494471798,0.11389601892395189,0.0,0.0,,
44.0,0.592883417378353,0.7999895299559074,12.7904,51.10784,0.0,0.2959967750889778,0.580882814896039,0.35207116803485605,0.11107614852108241,0.3162530240815926,0.1961592709627204,0.31648798449612003,0.7221168240744399,2.7709644761261174,0.42409518076456176,0.09164902774324743,0.8046727937386581,0.10443741950591266,0.2047058823529412,0.4676710367202759,0.38088444438240565,0.24773573494471798,0.11389601892395189,0.0,0.0,,
45.0,0.6362906295138949,0.7468035599622208,13.704,54.7584,0.9971592150692714,0.2444934326944492,0.5454071586071281,0.31177084114356934,0.11107614852108241,0.2891282988558496,0.21740157234574245,0.34769288293707845,0.6832590412933682,2.205545972176189,0.44716944355078403,0.09680049654361458,0.8499023711113911,0.10082597550555397,0.20452799493876814,0.4553011953830719,0.3766656766612658,0.24396547611156297,0.11389601892395189,0.006162729287250024,1.5433429104741663,0.004014183425993895,0.008353469371492553
46.0,0.633460498516716,0.674347687764378,13.704,54.7584,0.0,0.2649192668292251,0.5709506010844168,0.3310325326292214,0.11107614852108241,0.30365414491116344,0.20578927455149007,0.3318074002336826,0.701193458067638,2.420819991350323,0.44716944355078403,0.09680049654361458,0.8499023711113911,0.10082597550555397,0.20452799493876814,0.4553011953830719,0.3766656766612658,0.24396547611156297,0.11389601892395189,0.0,0.0,,
47.0,0.6114637041853711,0.7824726109379808,13.704,54.7584,0.0,0.28025320080261196,0.5864756422045847,0.3458132854183257,0.11107614852108241,0.31667907225372427,0.19658051993897513,0.31405367995814515,0.7129781156951674,2.5973424603562947,0.44716944355078403,0.09680049654361458,0.8499023711113911,0.10082597550555397,0.20452799493876814,0.4553011953830719,0.3766656766612658,0.24396547611156297,0.11389601892395189,0.0,0.0,,
48.0,0.5902942934186991,0.863240452350133,13.704,54.7584,0.0,0.29837629342198846,0.5749941827892281,0.3598335664619436,0.11107614852108241,0.3209828958077078,0.18839325166161078,0.3016578784276063,0.7243308164173147,2.8150444510353396,0.44716944355078403,0.09680049654361458,0.8499023711113911,0.10082597550555397,0.20452799493876814,0.4553011953830719,0.3766656766612658,0.24396547611156297,0.11389601892395189,0.0,0.0,,
49.0,0.6393282775179977,0.7581118792420851,14.6176,58.40896,0.9971592150692714,0.24872647116823082,0.5496324085941697,0.317299298778472,0.11107614852108241,0.2889374127018033,0.21273294935148146,0.339725791868889,0.6838343129178481,2.234782174984661,0.4466826879660647,0.09591021965375104,0.8420857950951743,0.10559174809989143,0.20480507706255666,0.4677760899066925,0.3785726975585285,0.2456064974047026,0.11389601892395189,0.006081306457717841,1.6091396445408463,0.0037338965090777994,0.008525548680827855
50.0,0.6374787850950454,0.8430309757357124,14.6176,58.40896,0.0,0.26494423653084564,0.5767089778387449,0.32372626484560735,0.11107614852108241,0.29229055729105624,0.21434121693073852,0.341045337882833,0.6988616350534095,2.4158299025474097,0.4466826879660647,0.09591021965375104,0.8420857950951743,0.10559174809989143,0.20480507706255666,0.4677760899066925,0.3785726975585285,0.2456064974047026,0.11389601892395189,0.0,0.0,,
51.0,0.6143191292980491,0.8326751539089301,14.6176,58.40896,0.0,0.28388367305594653,0.5959504998465466,0.3473521181438655,0.11107614852108241,0.30877713650615407,0.21078027864118457,0.33876942235195756,0.7165400069461901,2.633652939466991,0.4466826879660647,0.09591021965375104,0.8420857950951743,0.10559174809989143,0.20480507706255666,0.4677760899066925,0.3785726975585285,0.2456064974047026,0.11389601892395189,0.0,0.0,,
52.0,0.5889920179917574,0.8426118917757235,14.6176,58.40896,0.0,0.3016717217567815,0.5912467024924998,0.3585659795412367,0.11107614852108241,0.32224025589965744,0.20276962256162395,0.3283865507195667,0.7270951603516743,2.833249753454454,0.4466826879660647,0.09591021965375104,0.8420857950951743,0.10559174809989143,0.20480507706255666,0.4677760899066925,0.3785726975585285,0.2456064974047026,0.11389601892395189,0.0,0.0,,
53.0,0.6364836811508867,0.8242955741683057,15.5312,62.05952,0.9971592150692714,0.25179696567283133,0.5722422667086836,0.31601481533638226,0.11107614852108241,0.27862808772178954,0.22466198455272446,0.35597721695023143,0.6851333952001165,2.2641083172784198,0.465206331308839,0.09909296080626917,0.8700300655146982,0.10233876683203402,0.20474208483374645,0.4735116958618164,0.37847640826781437,0.24543068728763084,0.11389601892395189,0.005177237359327937,1.441372993751429,0.003277104138091885,0.0071914806584334285
54.0,0.637201689789474,0.9156794178915157,15.5312,62.05952,0.0,0.26797000799981385,0.5742871065571894,0.329581931504991,0.11107614852108241,0.3035396707138365,0.202393864727966,0.32293651813144164,0.7029989228197934,2.445521895343335,0.465206331308839,0.09909296080626917,0.8700300655146982,0.10233876683203402,0.20474208483374645,0.4735116958618164,0.37847640826781437,0.24543068728763084,0.11389601892395189,0.0,0.0,,
55.0,0.6075549172321206,0.7931420771292053,15.5312,62.05952,0.0,0.2871291258499872,0.5606626132942731,0.3481662018177109,0.11107614852108241,0.31513740964959497,0.20376536203368387,0.3285531844740382,0.7195478495960307,2.661493621792704,0.465206331308839,0.09909296080626917,0.8700300655146982,0.10233876683203402,0.20474208483374645,0.4735116958618164,0.37847640826781437,0.24543068728763084,0.11389601892395189,0.0,0.0,,
56.0,0.5902362119753477,0.9845992562115153,15.5312,62.05952,0.0,0.3028133465785788,0.5762131677718938,0.35438132379548387,0.11107614852108241,0.32464010725749415,0.1960059793358829,0.3172130191097032,0.7313558180098552,2.8400155719280913,0.465206331308839,0.09909296080626917,0.8700300655146982,0.10233876683203402,0.20474208483374645,0.4735116958618164,0.37847640826781437,0.24543068728763084,0.11389601892395189,0.0,0.0,,
57.0,0.642763741949233,0.9171836427246947,16.4448,65.71008,0.9971592150692714,0.25252502726144427,0.5696716966608021,0.31851574486708045,0.11107614852108241,0.29323294563165714,0.2146666778391272,0.34233524910554686,0.687120112041273,2.266911525788006,0.45446536850787367,0.09719407606472502,0.8533579749580298,0.10293728499603069,0.20490553836204908,0.46886947751045227,0.3786132003200979,0.24560725204333939,0.11389601892395189,0.004939749515769871,1.4446926225209609,0.0032349863918406502,0.00678718701551404
58.0,0.635187888983538,0.9281007809348291,16.4448,65.71008,0.0,0.270227636158222,0.5315635218963148,0.3286830064721516,0.11107614852108241,0.30869604420831803,0.20129437244177378,0.3247062221398053,0.7053680383235027,2.4653074068511653,0.45446536850787367,0.09719407606472502,0.8533579749580298,0.10293728499603069,0.20490553836204908,0.46886947751045227,0.3786132003200979,0.24560725204333939,0.11389601892395189,0.0,0.0,,
59.0,0.6069152980431264,0.8415734427502313,16.4448,65.71008,0.0,0.29080538436199105,0.5945420789861168,0.3473640966019721,0.11107614852108241,0.31448282910066355,0.2065897655967377,0.3319725305443339,0.7216088236910059,2.7001636458890443,0.45446536850787367,0.09719407606472502,0.8533579749580298,0.10293728499603069,0.20490553836204908,0.46886947751045227,0.3786132003200979,0.24560725204333939,0.11389601892395189,0.0,0.0,,
60.0,0.5862945318401355,0.977443717739862,16.4448,65.71008,0.0,0.3087974321089089,0.5613645163926783,0.3622260064629378,0.11107614852108241,0.3313102804732769,0.19200788276741032,0.3129594927423477,0.7329448602468729,2.8994088218181453,0.45446536850787367,0.09719407606472502,0.8533579749580298,0.10293728499603069,0.20490553836204908,0.46886947751045227,0.3786132003200979,0.24560725204333939,0.11389601892395189,0.0,0.0,,
