round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_prevalence,fed_brier,fed_f1_best_threshold,fed_auprc,fed_ece,fed_auprc_lift,fed_f1,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
35.0,9.575838824945153,868.1696007466442,74.7776,74.7776,0.4559241291901578,0.2989287213576175,0.11379657603222558,0.2408083517817786,0.5772205741301344,0.22392023716538076,0.37733024711395197,1.9671951203400855,0.2715448741636661,0.6631419310164461,0.6214289719353598,0.168485901103768,1.479295788347665,0.01124567474048443,0.2733310818417201,0.486693412065506,0.372308726663276,0.23896117492150265,0.11389601892395189,0.006652684558413276,0.4555863505229354,0.006652684558413276,
36.0,9.556239087834491,787.1274616626686,76.75904,76.75904,0.5412350858791136,0.29920566345667327,0.11379657603222558,0.23228676072303225,0.4997411980992417,0.22395006232155076,0.36689700078770654,1.9676008582670703,0.28205368223551625,0.6665835675319808,0.6161078538033047,0.17181124803860923,1.5084921287137103,0.01966652415562206,0.2718066743383199,0.4869476854801178,0.3726220952107962,0.23924718484737767,0.11389601892395189,0.005661041859785304,0.8516126644099131,,0.005661041859785304
37.0,9.148463269050005,741.5531115802684,78.74048,78.74048,0.5412350858791136,0.3091192364813206,0.11379657603222558,0.23877453970534107,0.5896129391577248,0.2314821869493941,0.37580264137245617,2.043188013278,0.28089729044163925,0.6704705927280122,0.611194216369314,0.1717854057248327,1.5082652347974816,0.02127659574468085,0.2719394605150739,0.4907276928424835,0.3739058150967448,0.24024880892517644,0.11389601892395189,0.005543716014933271,0.8520721745444462,,0.005543716014933271
38.0,8.89885553679415,1111.373944426828,80.72192,80.72192,0.5412350858791136,0.3177303867613788,0.11379657603222558,0.23330617328990866,0.584413045467687,0.24073905894750997,0.3692323531494039,2.13114497977972,0.2891627840891071,0.6753420264644856,0.628144007870213,0.16993875939892666,1.4920517942983975,0.02094679514034353,0.27391742195367574,0.48646730184555054,0.37266214797664665,0.23918619776391245,0.11389601892395189,0.004651816038332681,0.7336882913950831,,0.004651816038332681
39.0,8.653116612556017,864.7798198974673,82.70336,82.70336,0.5412350858791136,0.3238788153923501,0.11379657603222558,0.23703755768540882,0.5763463649714942,0.24815954833215487,0.37448207156363145,2.1969329271715528,0.289725728221945,0.6808476765228306,0.6448673319649746,0.17368339395212645,1.5249294540144942,0.020193521245267142,0.2753324163227877,0.4878710210323334,0.3709710832705669,0.2377547694264663,0.11389601892395189,0.003528602603372206,0.5705152872251347,,0.003528602603372206
40.0,9.368557117350004,881.4517436533426,86.35392,86.35392,0.9971592150692714,0.29964705594553603,0.11379657603222558,0.23879256715225441,0.5787021270526379,0.22665184352157447,0.37510806821991977,1.9839197986704078,0.27399063821514674,0.6632758698663205,0.6453431318783232,0.17653927781751177,1.5500039376739467,0.026767043078209953,0.27726833976833976,0.48636865615844727,0.3710810922986578,0.23789695311492134,0.11389601892395189,0.003935941434962958,0.9314465413335711,0.005780919302131009,0.0031140985746769545
41.0,9.447717259397582,902.9909585109148,88.33536,88.33536,0.5412350858791136,0.305625661594627,0.11379657603222558,0.2437090549946191,0.5950810971078044,0.22740550684630187,0.381771811198777,2.00050495929689,0.27464023839435137,0.6677712868594964,0.6472837414473605,0.1768831423780466,1.5530230472423365,0.04083266613290633,0.2777912327440058,0.4896511733531952,0.3721826420008995,0.2387066237043657,0.11389601892395189,0.003129189844428402,0.518653457169421,,0.003129189844428402
42.0,9.095230476343916,773.059771907014,90.3168,90.3168,0.5412350858791136,0.3163071049413634,0.11379657603222558,0.237667774045953,0.5877218204179979,0.23713660605884,0.37415314880870315,2.0852979892961994,0.27864273262052963,0.6726336437353265,0.6521064957518349,0.17874550551928786,1.5693744804077465,0.039404905508644957,0.27799879445449066,0.488374263048172,0.37009935147827455,0.2369691290898982,0.11389601892395189,0.0039692348430932466,0.6696063112467527,,0.0039692348430932466
43.0,9.007559803724206,737.2619987209621,92.29824,92.29824,0.5412350858791136,0.3130754854847126,0.11379657603222558,0.23642224366300965,0.5972041645277694,0.24192409653117075,0.3735444605395513,2.1368552063304764,0.2928557223682714,0.6764353380489985,0.6504873403891706,0.17816571807495932,1.5642839825149653,0.025833333333333333,0.27808447811015535,0.4927900433540344,0.3716207334827156,0.23820547679048254,0.11389601892395189,0.00405165348684135,0.696618263842538,,0.00405165348684135
44.0,8.597555702183453,747.0030132032581,94.27968,94.27968,0.5412350858791136,0.3226492847976058,0.11379657603222558,0.2405666254174474,0.6050099132813266,0.24755017480279468,0.37950970497908976,2.1940034119047587,0.2934920912816468,0.6831265776870004,0.6505749606612337,0.1796448959930866,1.5772710731271047,0.20744458385612716,0.27842286589256093,0.4954400360584259,0.3733393674084222,0.23945783406256094,0.11389601892395189,0.005476542469095907,0.9610006953589618,,0.005476542469095907
45.0,9.30545063806664,898.3987156239924,95.9488,95.9488,0.4559241291901578,0.30194381217749366,0.11379657603222558,0.23617362165227904,0.5698516226063172,0.22389052532492376,0.3717107259915074,1.9566862988063027,0.2728843787559416,0.6677883918505371,0.6500011746286831,0.18064439668168808,1.586046627339134,0.19748177601060304,0.2777850848349335,0.495778352022171,0.3735189505738529,0.2396258172927922,0.11389601892395189,0.005612107670486116,0.43269154499284923,0.005612107670486116,
46.0,9.25911690684237,882.784921741493,97.93024,97.93024,0.5412350858791136,0.3028782942340685,0.11379657603222558,0.23921832212688746,0.5516483163553002,0.22738075802038157,0.37631356597044247,1.9963134335672585,0.28640648343833486,0.6717003370947128,0.6436889760947502,0.1782097727108596,1.5646707794927395,0.2370611653999276,0.27815092848676415,0.4972919821739197,0.37455167303124204,0.24043377430676777,0.11389601892395189,0.0036436490959141374,0.6536210932536051,,0.0036436490959141374
47.0,9.050210408003236,1122.1263271227108,99.91168,99.91168,0.5412350858791136,0.31347692339790867,0.11379657603222558,0.2394727421815464,0.5977467619134009,0.23280297055213878,0.37668845604932594,2.040958512879203,0.28479431539998756,0.6737052374436934,0.6478276221364098,0.17424521956832678,1.5298622481675141,0.05478395061728395,0.2751985680724913,0.485891193151474,0.3697241226976067,0.2366075488566349,0.11389601892395189,0.003392978543745665,0.6216176587622613,,0.003392978543745665
48.0,8.776852733956149,1162.6235276494958,101.89312,101.89312,0.5412350858791136,0.31615142027625137,0.11379657603222558,0.2348282373388725,0.5906156580313695,0.2382602881544128,0.37162734816471743,2.097076611403022,0.2967517949551591,0.6769676361482067,0.6551250906760636,0.18578080758665036,1.6311439973217656,0.08312067079839591,0.27976595455163966,0.4950611889362335,0.3694663802860691,0.2364031229071668,0.11389601892395189,0.003266361635175481,0.6083143854048103,,0.003266361635175481
49.0,8.533249617125314,823.8500804581417,103.87456,103.87456,0.5412350858791136,0.32256277014846596,0.11379657603222558,0.2350432392278947,0.595401394995978,0.24238376219968855,0.3719585617096327,2.1343345667006774,0.2940062262741299,0.6805226955557206,0.6533208810980108,0.18240006697853198,1.6014613039312646,0.03170629954109303,0.27745212973817895,0.4932583272457123,0.3683439279692757,0.23554011924618953,0.11389601892395189,0.004039612065546112,0.7663870912510902,,0.004039612065546112
50.0,9.292938964258562,921.8972143524334,107.52512,107.52512,0.9971592150692714,0.29983794491237675,0.11379657603222558,0.24929159290025438,0.6027013328271539,0.22858451741007133,0.38798965420949105,2.0079413293428665,0.26817136351530385,0.6668919979990106,0.6443114665495118,0.177754561515769,1.5606740533613848,0.08470926058865758,0.27266782911944204,0.4917530417442322,0.37348437544005864,0.23962371160515245,0.11389601892395189,0.004414558766741967,1.210828070063144,0.005587642001085849,0.00391971296672968
51.0,9.240588524125688,823.9108311173547,109.50656,109.50656,0.5412350858791136,0.30136909550878754,0.11379657603222558,0.23839210330332508,0.5849106920562301,0.22809965450452893,0.3747965642143217,2.0020663794803273,0.2798206335430763,0.6664522902893922,0.6450539548618308,0.17623179085877755,1.5473042211988737,0.0786598689002185,0.27362318840579714,0.4940120577812195,0.3727081075780938,0.23898144616967204,0.11389601892395189,0.003854452771605873,0.7573865075828508,,0.003854452771605873
