round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auprc,fed_ece,fed_f1,fed_auprc_lift,fed_prevalence,fed_f1_best_threshold,fed_brier,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.7414997962630319,444.29877361081014,9.70752,9.70752,0.9989298121408696,0.25354441132611444,0.166586290226739,0.35437758776951706,0.19436404042346028,1.4750750041602525,0.11350330500472142,0.4829513623742964,0.23618644905916344,0.5795702563426599,0.620577981063279,0.18343398755570764,1.6105390626355964,0.2045002711006687,0.2513089005235602,0.7172752618789673,0.5896964659747974,0.44680201125464886,0.11389601892395189,0.003834022157149627,3.838960074004717,0.132012808179345,0.003300907978930448
2.0,0.7096604806719295,4.741824923429869,19.41504,19.41504,0.9989298121408696,0.2668396365499089,0.18968952241097184,0.36527783648563245,0.19199778137878876,1.675084410847067,0.11350330500472142,0.5214583551335867,0.23777337556395184,0.6119662989370005,0.6505369107235517,0.20063080226316848,1.7615260318899224,0.2045002711006687,0.27487328023171614,0.7360150218009949,0.5751773611913301,0.42855173087000265,0.11389601892395189,0.002364342076060958,2.3846154120692518,0.055747334842928535,0.0020999047149902667
3.0,0.694355175331506,4.057719578839091,29.12256,29.12256,0.9989298121408696,0.27106373394982275,0.19671493811366775,0.35362775985985234,0.20848517446224282,1.7405857581582838,0.11350330500472142,0.5206442778623439,0.2282666734830021,0.6267430239334174,0.6546628943684035,0.1999459894090048,1.7555134173961626,0.2045002711006687,0.27606461086637296,0.7273072600364685,0.5523353162694515,0.40316732228333657,0.11389601892395189,0.0018977803013399326,1.9329987742567027,0.031092348448358464,0.001728066366451427
4.0,0.6799358206788713,2.8886492694587416,38.83008,38.83008,0.9989298121408696,0.27529339592857377,0.204449400587298,0.33824034720649876,0.24819093614695392,1.800109553423536,0.11350330500472142,0.5157878925599954,0.21597418888806158,0.6376372129480843,0.652605963931169,0.1972179960556673,1.7315618045205716,0.2045002711006687,0.2773804515495723,0.7234833240509033,0.5570096138937315,0.4083392810691588,0.11389601892395189,0.0016550447191125087,1.696863796469188,0.030006947209135167,0.0014699573253173913
5.0,0.6737777816188809,2.658372977016813,48.5376,48.5376,0.9989298121408696,0.27581208972672167,0.20848754681727047,0.3490106826182015,0.2535797932767529,1.8343718595707248,0.11350330500472142,0.5017595805516212,0.22139823598181366,0.6425323134595081,0.6519800098277265,0.19597145702223637,1.7206172689239125,0.20537986186841148,0.277841233580811,0.740361750125885,0.5551985286836554,0.4071420235647483,0.11389601892395189,0.0017778370052029307,1.834854592480042,0.027570962375239684,0.0015874260531350166
6.0,0.6667963990074018,2.3859577641890386,48.5376,48.5376,0.0,0.2830948338210623,0.2193397509378859,0.3122378412117026,0.25858389836527235,1.9338944406809946,0.11350330500472142,0.5009994808761511,0.20258223230685132,0.6561968102464245,0.6519800098277265,0.19597145702223637,1.7206172689239125,0.20537986186841148,0.277841233580811,0.740361750125885,0.5551985286836554,0.4071420235647483,0.11389601892395189,0.0,0.0,,
7.0,0.6593990001902684,2.7761574001699896,50.2016,50.2016,0.17123005746085582,0.28247998514133005,0.21868271767589176,0.33441919091646877,0.2581252355601057,1.9344004892557762,0.11350330500472142,0.4921160498466889,0.21302611717950234,0.6530424337040125,0.6557462383394886,0.19385159537952748,1.7020050148457053,0.2044283777677361,0.2776440378751404,0.7583518624305725,0.5651263125985898,0.4179376265810598,0.11389601892395189,0.027371851610434077,0.23618069133954123,0.027371851610434077,
8.0,0.6574212634067136,3.213926274175362,50.2016,50.2016,0.0,0.2874730276852588,0.2302231702376769,0.34106869331913103,0.2642547751430181,2.038501391991539,0.11350330500472142,0.48833267760419385,0.2153376794810491,0.6600125865850356,0.6557462383394886,0.19385159537952748,1.7020050148457053,0.2044283777677361,0.2776440378751404,0.7583518624305725,0.5651263125985898,0.4179376265810598,0.11389601892395189,0.0,0.0,,
9.0,0.6538741186536148,2.761333216493697,51.8656,51.8656,0.17123005746085582,0.28912481439494636,0.22575199582000322,0.3407683555138797,0.2696357567888097,2.018566161624972,0.11350330500472142,0.5410782500468301,0.21905006909752806,0.654847128982936,0.6564995066308543,0.19987829299748378,1.7549190470910319,0.2045002711006687,0.2817809021675455,0.7387664914131165,0.5781690454175844,0.4317957262889359,0.11389601892395189,0.034220740642935676,0.33982649876270443,0.034220740642935676,
10.0,0.6516237191609603,2.948097015069806,51.8656,51.8656,0.0,0.2883920847232011,0.22800035347985032,0.2960764176662816,0.2622121908812698,2.028776267685546,0.11350330500472142,0.45864293551460017,0.18867975702988662,0.6606559752312562,0.6564995066308543,0.19987829299748378,1.7549190470910319,0.2045002711006687,0.2817809021675455,0.7387664914131165,0.5781690454175844,0.4317957262889359,0.11389601892395189,0.0,0.0,,
