round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_auroc,fed_f1_best_threshold,fed_prevalence,fed_auprc_lift,fed_auprc,fed_f1_best,fed_brier,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
40.0,0.6435014343945442,1.881566787905274,146.4384,146.4384,1.0,0.3357932334463646,0.7256267401234622,0.5749514634691316,0.11563640941709682,2.7451718907440896,0.31348269508807936,0.3615521859703066,0.21256612730387123,0.3101075368392069,0.6460413206259928,0.21591780184803228,1.895744942518141,0.26187899655681257,0.2753173483779972,0.5604715347290039,0.33892454839115854,0.22332804178813162,0.11389601892395189,0.002574940523476648,1.7130606040936982,0.0012656780025944575,0.003982186904416992,0.004380667675673697
41.0,0.6470760842232007,2.2312586913162162,150.09936,150.09936,1.0,0.3281683808410333,0.728636881512085,0.5797192543579952,0.11563640941709682,2.7577396764491597,0.3147599297574828,0.3628462175838585,0.20743842498340043,0.31406285756012003,0.6434474116981672,0.21602588024388358,1.896693864147469,0.2606999897362209,0.2749824807288017,0.5554320812225342,0.33146937708558105,0.21863092066737055,0.11389601892395189,0.002510625377210706,1.715591836878957,0.0012729526060235113,0.0038443044136452194,0.0035464831807848385
42.0,0.6510555278034466,2.225873121495412,153.76032,153.76032,1.0,0.322099631874369,0.7287668393551155,0.5723960234238492,0.11563640941709682,2.7976953500502217,0.3189829802724298,0.3645803398405411,0.20364879121223414,0.3144123946769122,0.644124718158138,0.2153238573948933,1.8905301469638245,0.26333615580016934,0.2730403636864582,0.5484837293624878,0.32532112449249145,0.21474468962439636,0.11389601892395189,0.002457541270546103,1.723469219985418,0.0012612914150622464,0.0037488062363512475,0.003562490236772902
43.0,0.6622155847869337,2.7066084338984995,157.42128,157.42128,1.0,0.3238223131845673,0.7296219228954397,0.5761871758492455,0.11563640941709682,2.795404345401419,0.3190286193614713,0.3637280104799913,0.20315772001078103,0.31983763059664794,0.6451364800564866,0.21522464032099822,1.8896590271930682,0.26371681415929205,0.27554796470253345,0.5458947420120239,0.327247662684545,0.21444621815023676,0.11389601892395189,0.0023396746484298124,1.6845341473526787,0.0011922194012890111,0.003576196887137672,0.003166797319686774
44.0,0.6496830267868339,2.3062173726224464,161.08224,161.08224,1.0,0.34017017002568845,0.7297984181085545,0.5870411193773785,0.11563640941709682,2.802809287486338,0.31965094324729565,0.3616773477838784,0.21500525034589907,0.3113113612766319,0.6454797828583425,0.21631784709946955,1.8992573150770484,0.26160503540519275,0.2722772277227723,0.5585361123085022,0.3441343218019737,0.22698958296154,0.11389601892395189,0.002280881396850161,1.6819305973331211,0.0011356989458360205,0.0035127322297808785,0.0034440430455838036
45.0,0.6499381216258289,2.1734991185227828,164.7432,164.7432,1.0,0.33126959630607583,0.7314368323002522,0.5885150497796837,0.11563640941709682,2.8397729150939934,0.32417180528595946,0.3644970085368507,0.2085429542771884,0.31441029021319494,0.6431450201089906,0.21421146304104316,1.8807633933550536,0.26160164271047226,0.2729226361031518,0.5961592197418213,0.3353494336089269,0.2202631738456462,0.11389601892395189,0.0022034106804238647,1.6668576001793554,0.0011012080053775996,0.0033872987731911807,0.0033560769667142867
46.0,0.6546541483572388,2.5402466838623723,168.40416,168.40416,1.0,0.3210884131765913,0.7347876058616221,0.5827345152814788,0.11563640941709682,2.846547895302435,0.32519409172946534,0.36984341417856487,0.20367231367637537,0.3174797727291498,0.6441235636085777,0.2173774909791465,1.908560922785975,0.26231884057971017,0.2744154057771665,0.5941755771636963,0.32593321806512315,0.21632955613702692,0.11389601892395189,0.0023178915634047715,1.7972726050393248,0.0010683262503712087,0.003657118943464039,0.004420268592901304
47.0,0.6575670457231271,2.639283524677036,172.06512,172.06512,1.0,0.3214361828953278,0.7356949022635814,0.5861406294495547,0.11563640941709682,2.868471321689766,0.32790786337398686,0.37593340133286046,0.20210045752827402,0.32181886219956085,0.642267926377286,0.21353947362284806,1.8748633678357791,0.2569952647438657,0.2734375,0.5720174312591553,0.3255271382207029,0.21464488550577843,0.11389601892395189,0.0022965518051554553,1.8258276807555376,0.001049573898003201,0.003631370856731355,0.0037894542609017592
48.0,0.6559606102161626,2.8210228080622426,175.72608,175.72608,1.0,0.3168873129231766,0.7362922439885232,0.5831212508679186,0.11563640941709682,2.860317383261333,0.32728958114228535,0.37075125343382465,0.201391612544381,0.320628485753985,0.6419595110512731,0.21497775531098673,1.8874913920786545,0.26305892185541163,0.2730787072831297,0.5764634013175964,0.321163721430436,0.21531934369715586,0.11389601892395189,0.0021853953122592234,1.7806508047178795,0.0010055300594040244,0.003439693691325051,0.005057734355516557
49.0,0.659927004946097,2.801924821999167,179.38704,179.38704,1.0,0.2945368650718261,0.7344936016579343,0.5698066402105214,0.11563640941709682,2.8452758055328773,0.3260887434314971,0.37058525395189573,0.1868300444395151,0.3295896123127151,0.6422381088799469,0.21440517336206266,1.8824641579897583,0.2657260435038213,0.2733788964827471,0.5667304992675781,0.2990166040171286,0.20005761105008255,0.11389601892395189,0.0021165475001751794,1.768943605495224,0.0010116949260979599,0.0032905788035428605,0.0042894580628001465
50.0,0.6711730881546852,3.8411405561818084,183.048,183.048,1.0,0.3090026596089174,0.7376624021603806,0.5737496993354266,0.11563640941709682,2.8781057408875665,0.32974574051716893,0.3756448579564798,0.19557436907274195,0.32361060261477537,0.6413836920075403,0.21490174519458416,1.8868240279589892,0.2611451048951049,0.2729396062729396,0.5750754475593567,0.3136099670259432,0.20870161623822597,0.11389601892395189,0.002128064591500582,1.8206799217859952,0.0010054894822266066,0.0033150228402944854,0.004841768398212366
