round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_ece,fed_f1_best_threshold,fed_auprc,fed_f1,fed_f1_best,fed_prevalence,fed_auprc_lift,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
13.0,1.0413263214922523,35.29135414015499,224.76636,224.76636,1.0,0.04275189604829808,0.07157019727948545,0.48668480746034737,0.9936168508770912,0.9775596072931277,0.9793407210439292,0.9580209895052474,1.0385380717731765,0.8711642089091296,0.7364620938628159,0.9887278601547014,1.0223823412120558,0.9832657200811359,0.9832657200811359,0.5640662908554077,0.38849575320384155,0.18259972994023518,0.9670822942643391,0.0008346810664406137,0.5257306860031861,0.0005161956938794944,0.000885989899954121,0.0016331352704412677
14.0,0.8715019280475478,29.904872459185583,242.05608,242.05608,1.0,0.1368459814989944,0.2777217225334992,0.2796060302625711,0.9812686343247402,0.9038094018317475,0.9793407210439292,0.9580209895052474,1.0256672817930614,0.694521426155609,0.7971697376029507,0.9901020995905231,1.0238033572351721,0.9832657200811359,0.9832657200811359,0.5909826159477234,0.36094973286488413,0.16169247152991856,0.9670822942643391,0.0013901863920170955,0.878855672048644,0.0010995704643820769,0.0014358952985601737,0.003131254969183506
15.0,1.1229323890741771,40.37956289522769,259.3458,259.3458,1.0,0.15580306073245154,0.31336819017487494,0.26313347987149255,0.9853810987063698,0.8620211633313778,0.9800292457777277,0.9580209895052474,1.0299537846359827,0.7339940270199278,0.8147983184084266,0.9911268289852363,1.0248629665370803,0.9832657200811359,0.9832657200811359,0.5999423265457153,0.3474733246532164,0.15208840322630413,0.9670822942643391,0.0011052392502642083,0.701622613645867,0.00036844069577966613,0.001224591803057311,0.002014875284602209
16.0,0.8224004611132497,22.348278091057367,276.63552,276.63552,1.0,0.07811034847606385,0.19658991225298378,0.2796405373752743,0.9947277064610641,0.9725176474262869,0.9793407210439292,0.9580209895052474,1.039695938486879,0.8924053299020988,0.8139231406379421,0.9920130987222298,1.0257794032687317,0.9832657200811359,0.9832657200811359,0.5794503092765808,0.3640428107575585,0.1637748031537833,0.9670822942643391,0.0011758854941323284,0.7493594118390945,0.0005846574097857923,0.0012703865722269371,0.002931899357336345
17.0,1.0862535861155918,38.50896599393643,293.92524,293.92524,1.0,0.06432563623371099,0.15350719430725437,0.3318780111498025,0.9925385502718502,0.9686468241289192,0.9800599700149927,0.9580209895052474,1.0374141377567418,0.8525275850406389,0.7915670370544017,0.9908979027289188,1.024626248051306,0.9832657200811359,0.9832657200811359,0.5906538367271423,0.3495762473627219,0.1534230666011391,0.9670822942643391,0.0009261455804498177,0.5928524759488312,0.0004482448652168361,0.0010032870895294742,0.001425260085406215
18.0,0.9232418145538602,29.837383615550127,311.21496,311.21496,1.0,0.051764275857780345,0.11182093289659839,0.4766579590279838,0.9922959312279698,0.9775596072931277,0.9793407210439292,0.9580209895052474,1.0371612511357695,0.8485340227831051,0.8075820088455468,0.9903375172570066,1.0240467880867965,0.9832657200811359,0.9832657200811359,0.5923901200294495,0.3605390710129108,0.16146981685681575,0.9670822942643391,0.001348137319702412,0.8662356460775982,0.000840641276139005,0.001429176922823427,0.0025558697409866146
19.0,1.192295046944651,47.19425974056397,328.50468,328.50468,1.0,0.16280275914825898,0.3425590164702515,0.274087587798732,0.9942219701841836,0.8718543103118626,0.9807528668098383,0.9580209895052474,1.0391687995775911,0.8920001859049577,0.8227530592151531,0.9916351205950145,1.0253885594600332,0.9832657200811359,0.9832657200811359,0.5799703598022461,0.3672682537996858,0.16629649134359645,0.9670822942643391,0.0013349044952746373,0.8621214486670112,0.00040864177546457407,0.0014845823342572034,0.0015498073355981225
20.0,0.8455869952471945,23.382979134613183,345.7944,345.7944,1.0,0.07029258316389135,0.15593709527463218,0.23358661007845422,0.9948633360310247,0.9550268971368365,0.9800905998613596,0.9580209895052474,1.0398373078662262,0.8946625607433135,0.7318439683060621,0.9876186384835902,1.0212353636717888,0.9832657200811359,0.9832657200811359,0.550410270690918,0.3910957064711839,0.184560390307195,0.9670822942643391,0.0012466212272236785,0.8089850697022314,0.0007466284820735456,0.0013244701189274836,0.003949681960873268
21.0,1.10608573702333,39.90228871378444,363.08412,363.08412,1.0,0.13988693373120634,0.29414900755328216,0.17432686288853638,0.994845615261893,0.8984482117915401,0.9793407210439292,0.9580209895052474,1.039818837158589,0.8878908682196693,0.6795794458249332,0.9844014781019157,1.0179086970574218,0.9832657200811359,0.9832657200811359,0.6166195273399353,0.321006491208017,0.13464522871099208,0.9670822942643391,0.002191848362359214,1.430891272890392,0.0006511744816966799,0.002437843864874129,0.0037939663418913618
22.0,0.9150640574226716,28.581360692303967,380.37384,380.37384,1.0,0.2717261905282593,0.43091388539351094,0.07368552022385991,0.9918414922394664,0.7069495555252677,0.9793407210439292,0.9580209895052474,1.0366875804032385,0.8381160342851911,0.6042399237345085,0.9801105005120012,1.0134716624685727,0.9832657200811359,0.9832657200811359,0.5967268943786621,0.32916520385076276,0.14005291802212824,0.9670822942643391,0.0010087481696208214,0.6645095982350995,0.0005697957025480762,0.0010774720861314545,0.0023047313315915736
23.0,1.1034085058043535,52.21868627602838,397.66356,397.66356,1.0,0.13263000147605228,0.24402448608689403,0.11984435711307326,0.9908110824017002,0.8955700721068038,0.9793407210439292,0.9580209895052474,1.0356135638795478,0.8176273235726267,0.7228655820713582,0.9869660246367992,1.0205605360478507,0.9832657200811359,0.9832657200811359,0.6044878363609314,0.32675642209160066,0.13816640724270915,0.9670822942643391,0.0008718104606192365,0.5770507159453189,0.0006174079527431686,0.0009116431769459913,0.001487916482097722
24.0,0.8443942888678257,34.05913195303434,414.95328,414.95328,1.0,0.036124003473116076,0.04358578161678566,0.3682621122300178,0.9954883911271755,0.9774603439021231,0.9793407210439292,0.9580209895052474,1.0404888151372926,0.9045596498163317,0.7555675371559848,0.9882908085872625,1.021930413211687,0.9832657200811359,0.9835150900329698,0.6190533638000488,0.32285167653661717,0.1355887736397438,0.9670822942643391,0.0013151756131385996,0.873942580562769,0.0008833175097753643,0.001381926036492439,0.0030070904897756302
25.0,1.2442573524544571,54.54726278213384,432.243,432.243,1.0,0.13764767938303513,0.2716810956396263,0.19383875683865984,0.9965325390963223,0.8765617191404298,0.9800599700149927,0.9580209895052474,1.0415771511866383,0.9234277845403318,0.8106099676496789,0.9910274084885415,1.024760161949214,0.9832657200811359,0.9832657200811359,0.6084354519844055,0.28531652014154446,0.11229290634612946,0.9670822942643391,0.0013074149007232508,0.8736148110554609,0.0005646745234646171,0.0014245565829952716,0.0017748908340994003
26.0,0.8580856984623114,26.930982272189954,449.53272,449.53272,1.0,0.2456732236662122,0.38018484025456384,0.06266447543718111,0.9889790173083093,0.7431845053083215,0.9793407210439292,0.9580209895052474,1.0337039662508567,0.8014215636869827,0.8494772375638802,0.9927942463842465,1.026587139762978,0.9832657200811359,0.9837645865043125,0.5707438588142395,0.34902395818596177,0.15267362406776833,0.9670822942643391,0.0018659264965705472,1.2541720181838514,0.0008403771517524344,0.002025339826668697,0.004073415475204635
27.0,1.1932043320738746,38.07224248146228,466.82244,466.82244,1.0,0.1992259130947112,0.3052553242293077,0.11993319810419784,0.9943727110530571,0.8114825268929782,0.9793407210439292,0.9580209895052474,1.039325919762232,0.8772413688662462,0.7914498257458547,0.9900610902482324,1.023760952010163,0.9832657200811359,0.9832657200811359,0.6173753142356873,0.1878654556381435,0.06651635692422035,0.9670822942643391,0.0013801238545427244,0.9348063367125974,0.00042556071090548906,0.0015284409225653358,0.0027085886353042437
28.0,0.9601401387936769,26.823680666235532,484.11216,484.11216,1.0,0.0390919732724344,0.009775459945112483,0.837546679659047,0.9838248744161003,0.9783412207940543,0.9793407210439292,0.9580209895052474,1.0283317013240247,0.7484634554892527,0.750980667948177,0.9866097948389074,1.0201921808416758,0.9832657200811359,0.9832657200811359,0.6464610695838928,0.2376377243353542,0.08763092620296463,0.9670822942643391,0.0016553483276284192,1.1277385781751974,0.0008162000629232944,0.0017829467518272457,0.004949141318370155
29.0,1.157192982052654,45.99559267693628,501.40188,501.40188,1.0,0.07905688074272811,0.1776834037126987,0.23753417590479442,0.9915963726793746,0.9593740490644981,0.9793407210439292,0.9580209895052474,1.0364320874448356,0.833485817175007,0.7597793301764421,0.9886852771160588,1.0223383087249602,0.9832657200811359,0.9832657200811359,0.6731502413749695,0.17283990088840973,0.060986142933623366,0.9670822942643391,0.0012549576013611069,0.8622014765815322,0.0005164273251749742,0.0013694460570444602,0.0015362792048269824
30.0,0.9792835379474644,36.072636794210766,518.6916,518.6916,1.0,0.04157823056650475,0.03885424476692173,0.9360868776219896,0.9825329868776645,0.9783412207940543,0.9793407210439292,0.9580209895052474,1.0269851414289466,0.6986886215547747,0.7799474893337709,0.9884516173621909,1.0220966956220696,0.9832657200811359,0.9832657200811359,0.6830454468727112,0.20314257656249618,0.07222278266848808,0.9670822942643391,0.0010697270267452407,0.7400912625727045,0.0007674806892898285,0.001115176606985153,0.0022428038041828404
31.0,1.4198675111039623,66.97006941925773,535.98132,535.98132,1.0,0.04055750738854817,0.043115000853474146,0.43216632036254865,0.9941813082748432,0.9751708571311878,0.9793407210439292,0.9580209895052474,1.0391264168664447,0.8754471597360498,0.75814618594402,0.9897424025811289,1.0234314167999812,0.9832657200811359,0.9832657200811359,0.633637547492981,0.21964406325038233,0.07968039264400861,0.9670822942643391,0.001481292982567126,1.03067165640158,0.0005919059443178556,0.0016179237582438157,0.0018954989465850254
32.0,0.8802587853440791,30.18079860745117,553.27104,553.27104,1.0,0.0763830180576671,0.10062611873807582,0.1570823441693808,0.9898433021552604,0.9393094714778533,0.9793407210439292,0.9580209895052474,1.0346048274157824,0.8011321751175964,0.881569693844062,0.993849607664685,1.0276784236037615,0.9832657200811359,0.983756345177665,0.5765411257743835,0.3526279084997581,0.15544015938736835,0.9670822942643391,0.0018772680898707084,1.3171579840860943,0.001185436775226487,0.0019786740865864612,0.006157910459334097
33.0,1.2573771901894475,45.56692221713562,570.56076,570.56076,1.0,0.06037209693620201,0.10600914990437262,0.15803456424862547,0.9967872240523241,0.9472082140747808,0.9793407210439292,0.9580209895052474,1.0418426143461073,0.9289261673586753,0.837685779924047,0.9921235865082902,1.0258936518561743,0.9832657200811359,0.9832657200811359,0.5695906281471252,0.29647859887886524,0.1194494175822129,0.9670822942643391,0.0016784277483248202,1.1868237218413924,0.0005126070544823133,0.0018553849642273918,0.0025215775835841785
34.0,0.9612201794190828,26.120007544337913,587.85048,587.85048,1.0,0.08229680207204638,0.18569426428431693,0.2431433361911702,0.9949321334103759,0.9457625556153962,0.9793407210439292,0.9580209895052474,1.0399090167334184,0.8925789630437306,0.8095863222217012,0.9900352222955353,1.0237342035598496,0.9832657200811359,0.9832657200811359,0.605458676815033,0.25023626552852907,0.09331963596814243,0.9670822942643391,0.0011195557655528099,0.7975434433131028,0.000620384268807746,0.00119294243390926,0.00326296478601363
35.0,1.276016034197116,47.721407553335226,605.1402,605.1402,1.0,0.035548461530544216,0.016778904905562275,0.6683146123407127,0.9955308295953907,0.9783412207940543,0.9793407210439292,0.9580209895052474,1.04053304959084,0.9030548292555219,0.7483004360260677,0.9879625982666931,1.021591031214399,0.9832657200811359,0.9832657200811359,0.760138988494873,0.08620294201701065,0.038551918704521675,0.9670822942643391,0.0011229808097699202,0.8053568317044153,0.0005643761048760739,0.0012070360742464689,0.001428710541652967
36.0,1.1277631566900432,37.10715997718062,622.42992,622.42992,1.0,0.040800296601165686,0.03877528116799543,0.3540333108655338,0.9927713974853046,0.9767425755944199,0.9793407210439292,0.9580209895052474,1.0376568390058756,0.8513700307630928,0.7822995295919484,0.9882136331071634,1.0218506108199394,0.9832657200811359,0.9832657200811359,0.6471498608589172,0.15546827464924187,0.05539291801229119,0.9670822942643391,0.001626421978128599,1.1749537972320638,0.0008901722657450509,0.0017345501780818928,0.003894008159390583
37.0,1.4379384677909859,51.09924959399276,639.71964,639.71964,1.0,0.03990986990207767,0.046134142414561985,0.2665902188514126,0.9928900779146137,0.9734760238189673,0.9783412207940543,0.9580209895052474,1.0363447394862517,0.8808988052125104,0.6997671402003534,0.9864534058088358,1.0200304686161505,0.9832657200811359,0.9832657200811359,0.8213658928871155,0.055142215689518825,0.0344629647321968,0.9670822942643391,0.001773245205692268,1.290357527768208,0.0005564956751341818,0.0019537040501845172,0.0032965307365828097
38.0,1.0056987233320032,35.69648462485364,657.00936,657.00936,1.0,0.041906966241233794,0.041699221109164325,0.9884550750166222,0.9804889983859084,0.9783412207940543,0.9793407210439292,0.9580209895052474,1.0248546518568182,0.711305963180026,0.7256395830403051,0.98534369262676,1.018882982834788,0.9832657200811359,0.9832657200811359,0.8244755268096924,0.030807519731973456,0.032224092658619724,0.9670822942643391,0.0015573127249298758,1.142419473617963,0.0008758795373225655,0.0016575343875399693,0.002698121047216747
39.0,1.4951014719026827,62.52899394087952,674.29908,674.29908,1.0,0.039847534825889944,0.03151209064866828,0.5044724220100014,0.9863945830809547,0.9783412207940543,0.9793407210439292,0.9580209895052474,1.0310101594151346,0.7528621617439278,0.7389821369965774,0.9876796925341271,1.0212984958901108,0.9832657200811359,0.9832657200811359,0.6722535490989685,0.15780560506549557,0.05650639898077193,0.9670822942643391,0.0015269715716844962,1.12905462618167,0.0005569183583985724,0.0016709878457013855,0.0012760113700672172
40.0,1.0502453689350812,31.672525976186055,691.5888,691.5888,1.0,0.03379457809266453,0.02452636225291464,0.21078764619319693,0.99748636540999,0.9769212615914264,0.9793407210439292,0.9580209895052474,1.0425713431906964,0.9423537969782089,0.7689843249410037,0.9877740839338163,1.021396100199743,0.9832657200811359,0.9832657200811359,0.6336232423782349,0.22132954407213926,0.08019276704473942,0.9670822942643391,0.0016391820824404471,1.2214099258284818,0.0006109635718852391,0.0017879715840282671,0.0039914338304765
41.0,1.3518157030441407,43.732557148094244,708.87852,708.87852,1.0,0.11398081793300725,0.22024615855141916,0.08588686578724158,0.9973535591295384,0.8987554415563302,0.9793407210439292,0.9580209895052474,1.0424329165817618,0.939865055281485,0.7791270101739416,0.9892352742209796,1.022907026721539,0.9832657200811359,0.9832657200811359,0.5799840688705444,0.2132550802611353,0.07796983513456092,0.9670822942643391,0.0024300031512071857,1.8241817214931757,0.0004997004303841562,0.002710752264158431,0.00408479071940731
42.0,0.9819115719466809,32.00512515233809,726.16824,726.16824,1.0,0.040878346352330085,0.04081852226957916,0.973153686505565,0.9975030494587925,0.9783412207940543,0.9830494335521575,0.9580209895052474,1.04258873330426,0.944668905533301,0.8383812336880929,0.9911879279050586,1.024926145151956,0.9832657200811359,0.9832657200811359,0.589187741279602,0.3285267487131152,0.13927295015683017,0.9670822942643391,0.001795259285812892,1.3607441136390435,0.0005906905488204679,0.0019681417921358444,0.003827519881846362
43.0,1.510347704801315,50.95562262492875,743.45796,743.45796,1.0,0.039796731144375444,0.06522649671809781,0.32275888810808334,0.9981364533893583,0.9698852231342893,0.9807528668098383,0.9580209895052474,1.04324894273032,0.956649592305902,0.8100082829324706,0.9903095783059837,1.0240178981451766,0.9832657200811359,0.9832657200811359,0.5780813694000244,0.30105170707155643,0.12325234403163003,0.9670822942643391,0.0020712314062593783,1.5829573277164286,0.00042649658505815736,0.0023090564491327404,0.0018140461136880847
44.0,1.0773542875324105,33.628615634549,760.74768,760.74768,1.0,0.04625854796098486,0.04184824699672798,0.2057698230291235,0.9959911840021609,0.9642947513584981,0.9807230955288017,0.9580209895052474,1.041012886080655,0.9122573857620129,0.8529310641223999,0.9915081547262639,1.0252572719062192,0.9832657200811359,0.9832657200811359,0.5610371828079224,0.3251289823108778,0.1376118749170306,0.9670822942643391,0.0015403117325726867,1.1894328679614432,0.0006162214280121209,0.0016712317215891986,0.002906463152686187
45.0,1.5560196975608744,57.91709510265748,778.0374,778.0374,1.0,0.3434456083223995,0.500345516128876,0.09132679012315026,0.9962329145449795,0.5995432580087564,0.9814798483111385,0.9580209895052474,1.0412648465994236,0.9176978908664789,0.7726061543751075,0.9896205616540925,1.0233054286314882,0.9832657200811359,0.9832657200811359,0.5361278653144836,0.375009835747412,0.1722677484199393,0.9670822942643391,0.0020948044199449794,1.631281845975309,0.000622345038751301,0.002303980610320139,0.0026508322365859935
46.0,1.0715177553055462,36.33552155874919,795.32712,795.32712,1.0,0.029398470467490237,0.01250897591439322,0.4554939327211394,0.9976262385852758,0.9797235952789267,0.981537009273141,0.9580209895052474,1.0427171357636824,0.9484309569353254,0.8316767468392018,0.9907109115798663,1.024432892066855,0.9832657200811359,0.9832657200811359,0.5694964528083801,0.331415818427269,0.14187387353576802,0.9670822942643391,0.0013211219461521852,1.0397582617762282,0.0004819657803868628,0.0014380294349127657,0.0029416050206373017
47.0,1.3561293790992432,46.84923232095489,812.61684,812.61684,1.0,0.04049196661709401,0.06202994796379039,0.24645228288520402,0.9983602711670363,0.9696068300511099,0.9822377734448035,0.9580209895052474,1.0434822324202198,0.9626109968352639,0.8398112116523668,0.9910524870895274,1.024786094179733,0.9832657200811359,0.9832657200811359,0.5840131640434265,0.318087499486538,0.13305320476322935,0.9670822942643391,0.0012959090670720973,1.0278145857705852,0.0003476360950693479,0.001428415733252789,0.0020084336114701085
48.0,1.2034401181050687,40.013940960727176,829.90656,829.90656,1.0,0.030102887686535514,0.01427607153398519,0.39335676460251817,0.9982208176277898,0.977360157130737,0.9807528668098383,0.9580209895052474,1.0433368772421647,0.9587910677193622,0.8117898948223856,0.989739830694629,1.0234287573711869,0.9832657200811359,0.9832657200811359,0.6007925271987915,0.2687254066181896,0.10440326169844942,0.9670822942643391,0.001440003353629239,1.1514917889626872,0.0004479161231323214,0.0015786027647402001,0.0014591393633710148
49.0,1.4619511599856139,53.53776182657277,847.19628,847.19628,1.0,0.037862591834079584,0.03791545856481546,0.9410461216852226,0.999067999463744,0.9783412207940543,0.9852812521478187,0.9580209895052474,1.0442199116009574,0.9778907132988713,0.7960210667791894,0.9886060683901443,1.0222564038794426,0.9832657200811359,0.9835067241816797,0.6128953695297241,0.29369596670987896,0.11834643957653582,0.9670822942643391,0.0011625993553724266,0.9376225187137948,0.00034777772453533056,0.001276089886147345,0.0008590155840872242
50.0,1.372397144143085,47.50316498346428,864.486,864.486,1.0,0.040940204040601794,0.04049010836202344,0.9374176135127512,0.9968788871668507,0.9783412207940543,0.9800905998613596,0.9580209895052474,1.0419381566206531,0.9320515639080494,0.761424195539719,0.9868995631083813,1.0204918122910287,0.9832657200811359,0.9834983498349835,0.6288748979568481,0.29459554064006277,0.11887618043196176,0.9670822942643391,0.0010597425735804056,0.8614243904755199,0.00031665357822445727,0.0011625216917766725,0.0008234830753781803
51.0,1.678165552957809,63.096653680715235,881.77572,881.77572,1.0,0.0338059581911329,0.03472586769214105,0.8848827315055985,0.9989969600706611,0.9783094617180265,0.983655713127043,0.9580209895052474,1.044145865838575,0.976270137310307,0.7914107553096723,0.9890537562462871,1.0227193302082547,0.9832657200811359,0.9832657200811359,0.6020946502685547,0.3099097483473228,0.12765003343018821,0.9670822942643391,0.0013297799503676731,1.087782859009252,0.00027844783683264953,0.0014751504443149175,0.00036306933227320633
52.0,1.2539924897464858,36.68633966205902,899.06544,899.06544,1.0,0.03152962363255852,0.027057319343358123,0.7051927943279719,0.9984377908560009,0.9782776048465375,0.98150847296599,0.9580209895052474,1.0435630327229806,0.9640579396821966,0.7972088080391329,0.9883803415171909,1.022022993678168,0.9832657200811359,0.9832657200811359,0.6585920453071594,0.25721427517341555,0.09757327568319005,0.9670822942643391,0.001330150446658474,1.0979181698876062,0.0004196220505214868,0.001453925565304585,0.0013760571498215184
53.0,1.8581655905088446,83.77980883265646,916.35516,916.35516,1.0,0.034907100692414185,0.028180547672948027,0.20337230530099712,0.9973821267747089,0.9735996487737439,0.9793407210439292,0.9580209895052474,1.0424626932025116,0.9399229329953622,0.838084298373107,0.9914143353792375,1.0251602591208722,0.9832657200811359,0.9832657200811359,0.5704516172409058,0.3213476894205051,0.13506601725360687,0.9670822942643391,0.0019135353485124286,1.5902856905855174,0.00038322456587134917,0.002121352903677421,0.001254414700200851
54.0,1.2800811247356958,50.904016465850304,933.64488,933.64488,1.0,0.03402629458119921,0.027699600366213627,0.049278116778008405,0.9974151040602808,0.9787805005453593,0.9808416314517606,0.9580209895052474,1.0424970660785386,0.9433377181141229,0.797208808039133,0.9914398483458056,1.0251866405019805,0.9832657200811359,0.9832657200811359,0.5512730479240417,0.3249908418429462,0.1368067134956885,0.9670822942643391,0.0017294165271493401,1.4533451094050918,0.0005106438245397206,0.0018922030420395264,0.0020627828588858526
55.0,1.9733084705771378,82.58098955364106,950.9346,950.9346,1.0,0.10375181585809468,0.1590396305811458,0.06904438570298177,0.9970825791753428,0.9167562683304812,0.9830231942852102,0.9580209895052474,1.042150468823862,0.9341351616076323,0.6428688639879976,0.9842212308466403,1.0177223145165104,0.9827498731608321,0.9832657200811359,0.4828988015651703,0.35948165478254496,0.1611895969476991,0.9670822942643391,0.0021989428704916438,1.8607782343676718,0.0004311234014351251,0.0024346876437227913,0.0019295516035078247
