round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_brier,fed_auroc,fed_f1,fed_f1_best,fed_ece,fed_f1_best_threshold,fed_auprc,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
34.0,0.6538483329420536,2.1561642865552995,124.47264,124.47264,1.0,0.1123348017621145,0.09519436707506186,0.6966410585180177,0.15230137448706524,0.33017759401797886,0.057929384923780206,0.22343408975813503,0.29209655136629564,2.568999206823473,0.6434226014320731,0.20717611800431732,1.8189934991726826,0.11610486891385768,0.2659601964331869,0.17704230546951294,0.0502453398730997,0.10195763395271482,0.11389601892395189,0.0032523868989897107,1.7686460049881134,0.0015557397370908053,0.005309534016437427,0.0025580884843959643
35.0,0.6650065308514239,2.5354681313398584,128.1336,128.1336,1.0,0.1123348017621145,0.09440055964774438,0.6971959192256618,0.15114646345090565,0.3302513787614108,0.05503639711332366,0.21033859399034202,0.29579424063060883,2.6023549218534923,0.643431950773621,0.20643075926608037,1.8124492955624174,0.10917361637604246,0.26827537260468415,0.16368888318538666,0.046263214919632964,0.10127408185579392,0.11389601892395189,0.002880919953146934,1.615076713002054,0.0014893524968512914,0.004563451991744721,0.0026714134484742027
36.0,0.6693082625764288,2.3914115228408153,131.79456,131.79456,1.0,0.1123348017621145,0.09456384856646809,0.6970275815508995,0.14382912790324853,0.330082347417072,0.05593975695745948,0.21677034868148967,0.2953198204459604,2.5949419112321994,0.6410417696453761,0.20549333731481215,1.8042187888236865,0.11039208222306814,0.264720194647202,0.16737236082553864,0.047570841471521755,0.1014267289703519,0.11389601892395189,0.0028203785350266464,1.629136490446399,0.0013813563297477708,0.0045562092362609165,0.0029365881593812785
37.0,0.6717844950581413,2.770248098570998,135.45552,135.45552,1.0,0.1123348017621145,0.09449611713147606,0.6964042674827129,0.1339136491208006,0.32866212295963426,0.0554359641327422,0.22337688275239534,0.29725830315360546,2.6113042888752447,0.6416398765154028,0.20485590145411126,1.7986221414015626,0.10038610038610038,0.2655112651646447,0.16433390974998474,0.04661335005767079,0.10137542024572445,0.11389601892395189,0.0029620119610630795,1.7616261182411108,0.001384175640587164,0.004868250422272448,0.002106331323513654
38.0,0.6664059671136203,3.057597329035816,139.11648,139.11648,1.0,0.1123348017621145,0.09438999707810691,0.6981189266780048,0.15619767377093594,0.3279218996999181,0.05403138119517471,0.22325803598399577,0.29960135632273605,2.633138882288307,0.6431121028970712,0.2051012523216938,1.8007763068403597,0.11589895988112928,0.2652705061082024,0.17004050314426422,0.0454037106899061,0.10198895506095043,0.11389601892395189,0.002860670671556348,1.7494132584397448,0.0013615091020855118,0.004663301781922046,0.0028054226078380842
39.0,0.6735709267529754,3.6692936037614183,142.77744,142.77744,1.0,0.1123348017621145,0.09417578892874699,0.6990328562356504,0.15181133790061704,0.3324625237541746,0.05446459154124016,0.22070917091968295,0.3014997027533839,2.64660849070456,0.6426944069452882,0.20536441267578504,1.803086838468923,0.11140583554376658,0.26729024943310653,0.18882231414318085,0.04469262906600741,0.10176994417056406,0.11389601892395189,0.0029154263172209032,1.8338932607148308,0.001382368036539021,0.004747435917871764,0.0030555741634900532
40.0,0.6654019470153374,3.140553953006905,146.4384,146.4384,1.0,0.1123348017621145,0.09441708296729628,0.6996177753098988,0.1493076161315001,0.3312979301217796,0.05957663809644192,0.21500384755165336,0.30297317087142717,2.6570693514007533,0.6407027211076608,0.20594339325795707,1.8081702521618863,0.10146041506533436,0.2673663168415792,0.17574651539325714,0.0509870071080197,0.1018962590976977,0.11389601892395189,0.0026906141788475314,1.7381343342131004,0.0012611060555508058,0.004397600692878535,0.002269046646873816
41.0,0.6744934217281792,3.9846076355509057,150.09936,150.09936,1.0,0.1123348017621145,0.09416475221624283,0.7013642565223567,0.1585169234564973,0.33532791950324253,0.05741496385509821,0.231674635254639,0.30555815868896685,2.681735237466921,0.6410224434896932,0.2058959095617055,1.8077533482463661,0.10997345468335229,0.26662940190050305,0.18747249245643616,0.05016842182997777,0.1019256487100753,0.11389601892395189,0.002464926268043083,1.6313798684132053,0.0011678946100656016,0.004007863246660683,0.0020408324139492835
42.0,0.6742370139042537,2.898643780006032,153.76032,153.76032,1.0,0.1123348017621145,0.09409833040376185,0.7034197838536668,0.16275916394772952,0.3354255467197039,0.057668592443743755,0.21945436592369122,0.3063117753074292,2.688300314097639,0.6399574217181515,0.20405289868510246,1.791571826767256,0.11344853493613824,0.2660683647881747,0.17953701317310333,0.049896238171990924,0.10221008337432543,0.11389601892395189,0.002470484687298035,1.6776352241577115,0.0011866179308671705,0.003995027582597668,0.0020413729898637154
43.0,0.6675507181787914,3.4255350498526935,157.42128,157.42128,1.0,0.1123348017621145,0.09345123651110553,0.705172435665574,0.15348764182931765,0.3399040430192726,0.05396436359058496,0.2159080621879606,0.30996559360292325,2.7178545024257783,0.6393926461919518,0.2018180654648281,1.7719501293507156,0.09919877909194964,0.26884248375051867,0.180354043841362,0.046276916870880425,0.10167589038755658,0.11389601892395189,0.0023439691583712965,1.632450265729858,0.0011355033653310921,0.0037734138389146736,0.0021351517133270095
44.0,0.676166576445592,2.9557867867044973,161.08224,161.08224,1.0,0.1123348017621145,0.09332750768514134,0.704574935268596,0.17181712165032187,0.33615392694072305,0.051255315238329165,0.2300575916518798,0.3086163410268105,2.7074585150204933,0.6383073696052982,0.20296486429649685,1.7820189521463083,0.11821204285186554,0.2637960900767137,0.1655099093914032,0.043884664706580506,0.10219317250700195,0.11389601892395189,0.0023404317845053977,1.6710461858019698,0.0011123894145441107,0.0037939104051001606,0.001986017557654896
45.0,0.688773511697105,3.97877763699248,164.7432,164.7432,1.0,0.1123348017621145,0.09372666508074848,0.7048461191538322,0.17333966974814352,0.3330574376168798,0.056380402805492995,0.20555464886715002,0.31031821910436147,2.722597840124791,0.6348250598897486,0.20108158306308005,1.7654838594256903,0.11695040710584752,0.2624521072796935,0.1815498173236847,0.0500747397898523,0.10264874801695212,0.11389601892395189,0.002338959794060132,1.7133658324673888,0.0010935285964612097,0.0037960541805539295,0.0026887373620388707
46.0,0.6775956104228265,3.920776803863086,168.40416,168.40416,1.0,0.1123348017621145,0.09318018269739489,0.7065459875040917,0.15979887304665435,0.33923586690670693,0.052442804895515706,0.20652089849292588,0.3097608082878973,2.7111398501907105,0.635017505732213,0.20240908711669212,1.7771392628906564,0.10816944024205749,0.2642992680943345,0.17305143177509308,0.044282164224683014,0.10153765401190645,0.11389601892395189,0.0022383534354008137,1.6773932793439599,0.0010413654913223648,0.003633179833940811,0.0025621771981174475
47.0,0.6848029257258627,3.2100544915145344,172.06512,172.06512,1.0,0.1123348017621145,0.09376491442513672,0.7087949059939787,0.20227183095263926,0.34056357589117925,0.05609092249882011,0.23237417119433845,0.3146099794558833,2.7560266119763246,0.6352871056039878,0.20269556032060682,1.7796544798984253,0.1324314702741189,0.2653902406594868,0.1811726689338684,0.05078572588361685,0.10384383874070008,0.11389601892395189,0.002219420565887088,1.7016424903267762,0.0010118796243945131,0.003623226401960946,0.002243693656036083
48.0,0.6731629225405461,3.740993878078843,175.72608,175.72608,1.0,0.1123348017621145,0.09210891373032476,0.7076657227047503,0.15277066233553227,0.3398972301919483,0.04757160006380433,0.19660314527592843,0.3171594737197888,2.7773208700826975,0.633266631324064,0.20007399896233155,1.7566373333550886,0.09950248756218906,0.26430827542640556,0.162308931350708,0.038955302881746444,0.1014361868186019,0.11389601892395189,0.00221698361568419,1.7411397072428372,0.0010212301717835667,0.0036003815317911443,0.002379908967391852
49.0,0.7062503116706724,3.779819665033547,179.38704,179.38704,1.0,0.1123348017621145,0.0931541490395863,0.7085590349816209,0.18998513295645983,0.33805490022495455,0.05664104458795742,0.21119151125545388,0.3181172188232668,2.784503951332166,0.6323085434308163,0.200583420540323,1.7611100232945989,0.11725906925613779,0.262094880225458,0.1672828495502472,0.051025534577381265,0.10306065255762852,0.11389601892395189,0.002236464962344207,1.7945323667809134,0.0009294224525133152,0.003752193411637223,0.0026004399269593174
