round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1,fed_f1_best,fed_ece,fed_brier,fed_auprc_lift,fed_f1_best_threshold,fed_auroc,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.1699159024375212,0.03662699363849646,3.66096,3.66096,1.0,0.2118838085260597,0.2558086393142684,0.2769012282319938,0.38623311808546795,0.2478265993632105,1.8565254229917374,0.50588088314564,0.6440672576889144,0.11419578218445073,0.6536225824673416,0.207600081048046,1.8227158684682394,0.2682673220531241,0.2764411027568922,0.5072718858718872,0.3859504496372066,0.2478727938952798,0.11389601892395189,0.02110677402043564,2.294037154279067,0.018272335861118,0.02310009252328082,0.008511250712487085
2.0,0.16688988800641885,0.03385257148454683,7.32192,7.32192,1.0,0.2203104069302106,0.26058157914724445,0.2807351843245147,0.3793516267010128,0.24161371433813464,1.9325164828714487,0.5077758941385481,0.6512545952647708,0.11419578218445073,0.659827131804231,0.21352114779424583,1.874702468194375,0.274671217749222,0.2812903225806452,0.5075109004974365,0.3795363950863765,0.24167574397580247,0.11389601892395189,0.01377414201722336,1.5730177037985413,0.013464211580242209,0.014050753811938273,0.005241035757860014
3.0,0.16449375825602536,0.04545030656283812,10.98288,10.98288,1.0,0.22532243858513132,0.25806444513982274,0.28521772120730143,0.3777550466787826,0.24022846396787406,1.9771002425480861,0.5124610816321734,0.6553240800595044,0.11419578218445073,0.6610086877846498,0.21746180287923267,1.9093011760527945,0.2716284381840678,0.28125,0.5202387571334839,0.3781192957217995,0.2403237567373398,0.11389601892395189,0.010666798668274049,1.2879006084417597,0.011639687915016536,0.010053470721422477,0.004788410662123343
4.0,0.16058807165226394,0.03366413745442815,14.64384,14.64384,1.0,0.2276034021770889,0.26105584237982016,0.2892285380943982,0.37387226739130874,0.2370387408863428,1.993535630788284,0.5174771368391003,0.6575584150125159,0.11419578218445073,0.6626751922287368,0.22010631003247916,1.932519785256442,0.27673343605546996,0.28230563002680964,0.5172265768051147,0.37425366524775494,0.23715058559813285,0.11389601892395189,0.009154629852686296,1.1627734223484367,0.009674926200849884,0.008817499742049126,0.005005975216487907
5.0,0.16393562484516414,0.06477692551231178,18.3048,18.3048,1.0,0.2312857220415407,0.2597879834280263,0.2918188777019061,0.3811990933238917,0.242519902723221,2.0237579613594834,0.5238335003877609,0.6604864193182864,0.11419578218445073,0.6626961121647911,0.22164776507883194,1.94605366520164,0.26996625421822273,0.2837539818671894,0.5174417495727539,0.3814088869250243,0.24262543473506995,0.11389601892395189,0.008302238315551139,1.1113032926550659,0.008730002928684144,0.008021430586587804,0.0035344917101998727
6.0,0.1610325814744317,0.10919910617772437,21.96576,21.96576,1.0,0.23239216738331514,0.2647886981834049,0.29316635567999366,0.3755997185216297,0.2381832533547669,2.0299763087363876,0.515821362265934,0.6623917335419309,0.11419578218445073,0.6642987900973181,0.22338098041436782,1.9612711886226577,0.2783804102674256,0.2871567540943234,0.5087509751319885,0.37583739938640687,0.2382850971189853,0.11389601892395189,0.007897829203539184,1.1166040602374778,0.007612009715784766,0.008125097478371595,0.006100443818477549
7.0,0.16466735339936198,0.06149601483592325,25.62672,25.62672,1.0,0.23534487867969184,0.2676752431384656,0.29391355612750936,0.3796899293048374,0.2413996768155085,2.055545882910325,0.5123860327935571,0.6659169175969075,0.11419578218445073,0.6647097469935153,0.22498588512258288,1.975362152673707,0.27543224768797747,0.2849740932642487,0.5114936828613281,0.3798697990967131,0.24165404442202168,0.11389601892395189,0.008458784997299906,1.2634506091580988,0.00767704320706844,0.009084158918149617,0.006070867134094042
8.0,0.16446747516246904,0.07065466480432674,29.28768,29.28768,1.0,0.2372045962582345,0.26797989686873896,0.2946093230224328,0.37904023901073675,0.24060667433703636,2.073711882595965,0.5145894276577984,0.666989546030575,0.11419578218445073,0.6632363660622868,0.2242510784743052,1.9689105957604816,0.27620041753653446,0.2859030254987449,0.515883207321167,0.3792086405908044,0.24092982284081343,0.11389601892395189,0.00771713762756948,1.2199840178991508,0.00705677769585873,0.008260686445603673,0.006259064583804084
9.0,0.16501863517094653,0.05473508805735544,32.94864,32.94864,1.0,0.23886525613881096,0.27275748797675287,0.29643364163342517,0.3740940285790893,0.23679708090636636,2.081101221792234,0.516789562391867,0.6693821565941499,0.11419578218445073,0.66329682932078,0.22561362507864738,1.9808736706529584,0.2757955641272903,0.2817644841020485,0.5101000666618347,0.374375861895763,0.2372215077136585,0.11389601892395189,0.0067613369286798715,1.1331609524477244,0.00644232339153905,0.007038422739331454,0.004923095727908686
10.0,0.15950405308948423,0.037847082629191856,36.6096,36.6096,1.0,0.2411675672818415,0.27536949360764884,0.30012461450865807,0.364816004339914,0.2296266821986993,2.1001722783445134,0.5138872718563386,0.6714384051212221,0.11419578218445073,0.6634322881028838,0.22658045270808613,1.9893623574268506,0.27854042003989204,0.28172068923966737,0.5020239949226379,0.36484303536193824,0.2300550897369752,0.11389601892395189,0.007107138647725681,1.2581470083459863,0.0062361889065659,0.007870453090293633,0.005899893187380846
11.0,0.1629503048119962,0.06334463553416328,40.27056,40.27056,1.0,0.24514034177626393,0.2766135967752584,0.30138265582606294,0.3715164224663208,0.23481980469694214,2.1360789892680105,0.5192878800065854,0.6750309209245271,0.11419578218445073,0.664413805822534,0.22727661850654124,1.9954746500691418,0.2771393506638402,0.28468227424749165,0.5114626288414001,0.37169776940970933,0.23526848899743555,0.11389601892395189,0.007806339093774754,1.4624671002175091,0.006239367900222161,0.009223567197977305,0.005529930208705104
12.0,0.16586214505662672,0.07881823600723857,43.93152,43.93152,1.0,0.2463519501376359,0.27414369475296396,0.3004866819337085,0.3757260017662181,0.23773042198661956,2.1459277360650617,0.5200544703126816,0.6744274488209845,0.11419578218445073,0.6628337169031427,0.22572716313348518,1.9818705277504272,0.2741096030207164,0.28410078192875765,0.5242535471916199,0.37585930323089584,0.23830391358743397,0.11389601892395189,0.007278501077423305,1.4493976016219676,0.005749195641519797,0.008692433698108277,0.006034713088388072
13.0,0.1673475570899395,0.17826591260956484,47.59248,47.59248,1.0,0.24724882462646014,0.2745867851429493,0.3005727863163306,0.3747513831749929,0.23667072640594616,2.150592513841548,0.5188571743875844,0.6760950489276766,0.11419578218445073,0.6612951541195659,0.2263331650439897,1.9871911870344814,0.27218076285240467,0.2796875,0.5204151272773743,0.37484455797265376,0.23735143272629297,0.11389601892395189,0.006916779628085995,1.4582056087292585,0.005397280763303797,0.00835431722413692,0.005491359067773432
14.0,0.1613787710416813,0.05923876221586942,51.25344,51.25344,1.0,0.2499390021772237,0.27514428532397345,0.3058002889611244,0.37578100060606134,0.23746289005954438,2.1746136756050256,0.5226381437392741,0.6785464675109799,0.11419578218445073,0.6624180288636387,0.22763808711784606,1.9986483221142215,0.27099463966646814,0.2835456763350502,0.5235152840614319,0.3758730761606708,0.23825524058736927,0.11389601892395189,0.006615426578828675,1.4769287994276965,0.005109132166361889,0.008064037877650053,0.006401203132390302
15.0,0.16159774648277694,0.06759989985812206,54.9144,54.9144,1.0,0.25337701641387156,0.27724296933308473,0.3078611426312613,0.377144387935669,0.23836844316489697,2.2013647139532897,0.5251642900534611,0.6815382573521682,0.11419578218445073,0.6608434366041104,0.22664304773523644,1.9899119378928027,0.27138821630347054,0.28118595436535043,0.5211086869239807,0.37714637930622774,0.23922030181617743,0.11389601892395189,0.00610016302958206,1.4411247657935746,0.004754888842355836,0.007421923558929501,0.0052888538903397555
16.0,0.16195382489653437,0.08882636315980633,58.57536,58.57536,1.0,0.2575084454049941,0.27789045618064045,0.31258197043063235,0.3753421573705331,0.23685114564422885,2.2355556063922153,0.5348841383635791,0.6843419479590956,0.11419578218445073,0.6590679150727399,0.22625977795687383,1.98654685294968,0.26898858717040536,0.2812666311868015,0.5230041742324829,0.3752010853167922,0.23790584118848002,0.11389601892395189,0.0064073888419892205,1.601773216058973,0.004492783935038529,0.008324624072885718,0.005572919584577023
17.0,0.1595179965655842,0.06422326106796919,62.23632,62.23632,1.0,0.26178163266566884,0.2767238948980283,0.3139647943314907,0.3786404834947085,0.239146690632546,2.2735336276628195,0.5364695324776193,0.6863917846297884,0.11419578218445073,0.6578111753269346,0.22614483193290427,1.985537633970338,0.2696157879683478,0.28004600345025876,0.5310909748077393,0.37853826039753247,0.2404216712867851,0.11389601892395189,0.006204156387039736,1.6417718831544335,0.004398859778107047,0.008040650192601171,0.005347891579346642
18.0,0.16297883807949856,0.09883118811738265,65.89728,65.89728,1.0,0.2622483583063536,0.2806043275047144,0.3143420692936614,0.37589758338044943,0.23745073692540644,2.278010113448354,0.5354028028851977,0.6866660210975483,0.11419578218445073,0.6553828564148455,0.2271641872765453,1.9944875108253108,0.26843249654081835,0.2777920410783056,0.5204648375511169,0.37601987186441893,0.2387045235472893,0.11389601892395189,0.005420135370026037,1.5140204705285214,0.004112179442088875,0.006774729773227698,0.00513126821753477
19.0,0.1625993251362777,0.19041575996438237,69.55824,69.55824,1.0,0.2647062579241292,0.27922290859739585,0.3190912153508736,0.3732866708657109,0.2353029925255574,2.295145783111056,0.5333475109538006,0.689251740847019,0.11419578218445073,0.6562035529104211,0.22629709571301856,1.986874500539976,0.2681239346234834,0.2767021413001667,0.5186122059822083,0.3733017133350394,0.23665289269853132,0.11389601892395189,0.005525983180122512,1.6177227299531296,0.0037371936842409744,0.007416510041350019,0.005408427247839349
20.0,0.16007541556946717,0.0636500408495627,73.2192,73.2192,1.0,0.26708900762888843,0.2800570469362443,0.31859391018732086,0.3717848740220258,0.233856526751095,2.3183015137850322,0.5317610392208026,0.6901254574105636,0.11419578218445073,0.6576209883857835,0.22652775794341784,1.9888997006530131,0.2702594007641263,0.28056226040039756,0.52325439453125,0.3717372671232424,0.23535244452806642,0.11389601892395189,0.005027378932761494,1.543929958530498,0.003299037465018686,0.0068738392148459185,0.005695744909267616
21.0,0.1626759008424095,0.09207658348506195,76.88016,76.88016,1.0,0.2686165136857276,0.2779278182529362,0.3207542067734473,0.3745055029911556,0.23574448659285657,2.332508769751398,0.5429162999932257,0.6915104832548951,0.11419578218445073,0.6557661166710481,0.22587282741214648,1.9831494511055847,0.26778405768855973,0.27681764004767584,0.531171977519989,0.3745244153935534,0.23749390666970002,0.11389601892395189,0.004426014759520772,1.423054388496439,0.002999291884275503,0.0059661837206422515,0.005073184615375023
22.0,0.1605037822079471,0.07234511238000121,80.54112,80.54112,1.0,0.271627364914668,0.278304834886034,0.3258783339592777,0.37577437447664835,0.23637654395783192,2.358446333906077,0.5427356269436886,0.693341963671196,0.11419578218445073,0.6536395869744521,0.2243761408919248,1.9700086360502227,0.26947988223748776,0.2773279352226721,0.53136146068573,0.3756601938737753,0.23832237252095304,0.11389601892395189,0.0046856187685294145,1.5749012527667219,0.0029521211321795974,0.006578505779379941,0.005712903838457539
23.0,0.16473426644060318,0.11605505241527603,84.20208,84.20208,1.0,0.2746475965794453,0.2838760217642565,0.32758451707848185,0.36720432752065024,0.2299650765748596,2.3870551528407917,0.5292212768868527,0.6959935682251844,0.11419578218445073,0.654018065889541,0.22326263242981756,1.9602321006398784,0.2724819173054086,0.27643400138217,0.5181611776351929,0.3668269380590349,0.23193469332366223,0.11389601892395189,0.004316079704980322,1.514897839423611,0.0027680228170511557,0.006027594733058125,0.005840613755149307
24.0,0.16536585576555124,0.18658260012083944,87.86304,87.86304,1.0,0.27777810318092905,0.28221487076216195,0.32755503488855797,0.37345049195237834,0.23471554861903923,2.412079703079936,0.5372496000749343,0.6960046661325213,0.11419578218445073,0.6528658756261989,0.22350586142670262,1.9623676361852205,0.26673199412052917,0.2768427161926872,0.5263689160346985,0.37327043841209034,0.23670089339548997,0.11389601892395189,0.004611553157310153,1.6889766922186027,0.0027337775511161026,0.006712103151220131,0.00528512625990887
25.0,0.17007000921836696,0.541789078995045,91.524,91.524,1.0,0.2781872428416968,0.287084097245015,0.3298615798242076,0.35775093282679915,0.22321463953856646,2.4156339430005924,0.5336162192663157,0.6984508901419024,0.11419578218445073,0.649743659878936,0.22169738285832505,1.9464893062359965,0.26785714285714285,0.27432040844487376,0.5203475952148438,0.3574949950270396,0.2258180897685877,0.11389601892395189,0.004189333591290863,1.6017889801078127,0.0025090829743309433,0.006076687209027283,0.007230702501213723
