round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1_best,fed_brier,fed_auprc_lift,fed_auroc,fed_f1,fed_ece,fed_prevalence,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.687844128115318,0.12056610168063078,3.66096,3.66096,1.0,0.2116998686657381,0.2799682310992978,0.23446702637282243,1.861257443812285,0.6451806866511552,0.2583843741705445,0.370714553067772,0.11350330500472142,0.501046627347185,0.6541419164287835,0.20787010605735629,1.8250866713449456,0.27033680205885646,0.2758129598860669,0.5036327242851257,0.3703193604703146,0.23458878663573773,0.11389601892395189,0.024935347335842864,2.716055930467519,0.02230257128750106,0.026808322177550574,0.011198926727507863
2.0,0.6631111698100547,0.20219195157408315,7.32192,7.32192,1.0,0.21722037468110839,0.2799864714149161,0.21987185091848044,1.9101602226481726,0.6505559196164306,0.26035166701818374,0.3481917923844608,0.11350330500472142,0.5033563521811151,0.6600114957997738,0.21376835969401764,1.8768729733806613,0.2768361581920904,0.2803904170363798,0.5172863006591797,0.34833700508081755,0.22014642683403565,0.11389601892395189,0.015776408537421547,1.8417917672177282,0.01579410273228001,0.015861762775669058,0.005484502751543712
3.0,0.6497690512412558,0.41205885295829425,10.98288,10.98288,1.0,0.22201129674551598,0.28339748609849846,0.2193581244086185,1.949146608181085,0.6543751549715223,0.2633932858785137,0.3461185399882629,0.11350330500472142,0.5072435516267219,0.6608563123415977,0.21760388593845975,1.9105486565228709,0.2738696165825368,0.27986741605418647,0.542438268661499,0.346032988264496,0.2196199524536545,0.11389601892395189,0.012262143394159817,1.531066004645254,0.012744411931066842,0.011993627967123725,0.005502487615975284
4.0,0.6446530759839671,0.33556814489829384,14.64384,14.64384,1.0,0.22551460473372986,0.2870010186659394,0.21500625386541117,1.978083494061851,0.6567000980523178,0.2680335247080264,0.33857397738589706,0.11350330500472142,0.5108763464355679,0.6625540272721674,0.22061873331582948,1.9370188299833035,0.27929940049371105,0.2824048538334253,0.5266967415809631,0.33847502372850313,0.215318758635314,0.11389601892395189,0.009848966559909906,1.3099584465480802,0.010315611091724216,0.009566088574603155,0.004329205392006743
5.0,0.6404430268180176,0.33499009443514555,18.3048,18.3048,1.0,0.22873383822487814,0.28715209276155085,0.2274356508183518,2.003829115198601,0.6590041079629528,0.2661562971002767,0.35748067015947926,0.11350330500472142,0.5211882807996837,0.6625344752263531,0.22199666945100074,1.9491170240043896,0.27813319349764026,0.2819966879583629,0.5221917629241943,0.3570443647532322,0.22765431987097057,0.11389601892395189,0.008748988700252579,1.2338987044568057,0.0091208759627633,0.008514506404835313,0.0038950348113480217
6.0,0.6450312256975349,0.4462858549489829,21.96576,21.96576,1.0,0.23128418956106697,0.29122575219894353,0.213565925107326,2.0242728025927317,0.6614413165516448,0.26807267959212944,0.33774073719978337,0.11350330500472142,0.5222980100289808,0.6652794168058945,0.22349151125853803,1.9622416425965055,0.2835406351889868,0.28671328671328666,0.5189692974090576,0.33734438901153,0.213927834069898,0.11389601892395189,0.007807179049779865,1.164208658932239,0.007677337336492822,0.00792813049897154,0.004730273933741665
7.0,0.6440225455589246,0.41356484395901394,25.62672,25.62672,1.0,0.23395258783958026,0.2942658755106534,0.22056053274310186,2.0460922439755174,0.6647796483977241,0.271362734087601,0.35079092942471396,0.11350330500472142,0.5230559761001886,0.6653059965446841,0.22486323671995795,1.9742853072862767,0.2846520274195422,0.28673258220280523,0.4986877143383026,0.35052067200315823,0.22111047681110726,0.11389601892395189,0.008187427710989263,1.2902873697112227,0.00783097412334444,0.008493823315410827,0.00443011204439134
8.0,0.6454955343318307,0.37050225898799466,29.28768,29.28768,1.0,0.23540518606194502,0.29370433902867127,0.22225104847060564,2.0612585374395644,0.666211079775457,0.27354142422182914,0.35225677924558435,0.11350330500472142,0.5366914508982128,0.6643940404360402,0.22486714186406795,1.9743195942099716,0.2827140549273021,0.28455484505656664,0.5104803442955017,0.3520993799589151,0.22307176002379453,0.11389601892395189,0.007949511447549197,1.3333572138362797,0.0074067311135264146,0.008414258500364268,0.004470451207323677
9.0,0.6465230762826559,0.3948012424012623,32.94864,32.94864,1.0,0.23830501993828543,0.2938031798480532,0.21478270323774998,2.0855870263542524,0.6684631892161035,0.27583659925692433,0.34073551199066227,0.11350330500472142,0.5031111314719228,0.6643657163234585,0.22608509235710805,1.985013124190623,0.28028890959925445,0.28182831661092533,0.49320554733276367,0.3405187879899732,0.2157589452458086,0.11389601892395189,0.007777712711865699,1.389562231994205,0.006751416488257573,0.008661151147830396,0.004411823792531036
10.0,0.6384749535654495,0.43513817302577057,36.6096,36.6096,1.0,0.2398964854300907,0.2936058562982653,0.2025416591681541,2.098084002348283,0.66944173883767,0.27695869338713563,0.31996167772149087,0.11350330500472142,0.529697379303834,0.6648243234879203,0.2273417924751193,1.9960468734812837,0.2815958815958816,0.2843333726276081,0.484441876411438,0.31946847896024183,0.20355084477517324,0.11389601892395189,0.007655782380222202,1.456281707251037,0.006532941310461716,0.008644838925089418,0.004948128509259812
11.0,0.6401982510553709,0.5253640091547394,40.27056,40.27056,1.0,0.2428533254050336,0.3008195069978224,0.21411206495022062,2.123638256391095,0.6745826832919319,0.27848290921818886,0.34016077995328436,0.11350330500472142,0.5268267881956571,0.6644407871437794,0.22722268264811035,1.9950010965688487,0.28134556574923547,0.2823473396024283,0.5019111633300781,0.3396366356984377,0.21545501255282798,0.11389601892395189,0.008510406923134897,1.7151298540829885,0.006231142125352711,0.01055867217783334,0.004257349625374323
12.0,0.6425905724754885,0.5858935062157066,43.93152,43.93152,1.0,0.24321097887837392,0.3005639991951689,0.2166174565170701,2.128317293037077,0.6759818820939756,0.2811281079583079,0.3426129337373229,0.11350330500472142,0.5232430661929115,0.6633554729087707,0.22619147924815627,1.9859471945124245,0.2794068458022076,0.28086687306501545,0.5182116031646729,0.3420701538193801,0.21820887613609025,0.11389601892395189,0.007638171276025377,1.6420584991419673,0.005501563383516257,0.009584238373822144,0.005155110481653168
13.0,0.6350833341451064,0.5718091388699019,47.59248,47.59248,1.0,0.24674832785384088,0.3031280434677002,0.21613737778153402,2.1559536687842393,0.678145346367034,0.2840397932377539,0.3408457442677204,0.11350330500472142,0.5635618205505006,0.6630488019565499,0.22749731270762702,1.9974123315014765,0.2772808586762075,0.27977873386601104,0.520359218120575,0.34056492483566675,0.218093136220076,0.11389601892395189,0.00690373308945853,1.5718976111638767,0.005139155828952374,0.008545151350232181,0.004796062944398563
14.0,0.6372845133467288,0.653369821808458,51.25344,51.25344,1.0,0.2500452597837309,0.30457902086600636,0.218483757586547,2.1857809762602955,0.6802358147353944,0.2761826049422263,0.3448111786153243,0.11350330500472142,0.5584945767076653,0.6628042382410007,0.22792613069529227,2.0011773269044464,0.2752750674693793,0.2794724923404822,0.543590784072876,0.3445486407067967,0.22074415133636438,0.11389601892395189,0.006592806947169558,1.5849971926709259,0.004842337729787742,0.008249128829821692,0.003936558814470634
15.0,0.6344542241321577,0.7199205462342506,54.9144,54.9144,1.0,0.25266575170944916,0.3101337764502402,0.22085102318490948,2.207449356889879,0.6832782379891552,0.28007052746385,0.35077504127382825,0.11350330500472142,0.5778272395243538,0.6617200534566485,0.2268168338419309,1.9914377691583407,0.27716673999120106,0.28066378066378067,0.5154100656509399,0.35049492792041276,0.22329923679337796,0.11389601892395189,0.007055032228290544,1.7903120847504397,0.00467699200410146,0.009338216021751113,0.004056659222721313
