round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc_lift,fed_f1_best_threshold,fed_brier,fed_prevalence,fed_f1_best,fed_ece,fed_auprc,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
38.0,0.6315711722852418,0.6882826402389985,11.8768,47.45728,0.0,0.7051036572682408,2.5606983813438324,0.5783340433783162,0.21536301387233328,0.11341893252769387,0.3360175333789512,0.3430127033172223,0.28309665316461846,0.3003039335886568,0.3493018288215628,0.08230579625411637,0.7226397992810597,0.032569360675512665,0.20450951154489178,0.46867600083351135,0.37037233073924153,0.2388335839880544,0.11389601892395189,0.0,0.0,,
39.0,0.6084790473630544,0.6402261137013883,11.8768,47.45728,0.0,0.7201299038430735,2.6727047373435315,0.5535312136194377,0.20496581891957621,0.11341893252769387,0.3496140202052375,0.33159926197513157,0.2997692307689095,0.3210679040747397,0.3493018288215628,0.08230579625411637,0.7226397992810597,0.032569360675512665,0.20450951154489178,0.46867600083351135,0.37037233073924153,0.2388335839880544,0.11389601892395189,0.0,0.0,,
40.0,0.5940936755461862,0.7736079724452909,11.8768,47.45728,0.0,0.7285325835852386,2.811842142176164,0.5856273110059335,0.20369861426663052,0.11341893252769387,0.35774223213548006,0.3287394068859567,0.315017166719174,0.3194520684790209,0.3493018288215628,0.08230579625411637,0.7226397992810597,0.032569360675512665,0.20450951154489178,0.46867600083351135,0.37037233073924153,0.2388335839880544,0.11389601892395189,0.0,0.0,,
41.0,0.6338581343415972,0.8098526949814915,12.7904,51.10784,0.9971592150692714,0.689128518006531,2.4250590346214542,0.5783748656139902,0.21183001710970936,0.11341893252769387,0.32282585125413815,0.3380440100052084,0.2677370138011956,0.29661051483841255,0.39063609606836214,0.08769268004476968,0.7699363057046084,0.030166880616174584,0.2045002711006687,0.4699850082397461,0.36968767600226543,0.2381451819036109,0.11389601892395189,0.0057784343413050275,1.3089749841019511,0.004208383756494441,0.007172221422710344
42.0,0.6331090153861173,0.7996654873160635,12.7904,51.10784,0.0,0.7049234433585426,2.6028469941829755,0.5972450854761333,0.21671502186261268,0.11341893252769387,0.33760674460298173,0.345907928742382,0.288165365815714,0.3034145380241399,0.39063609606836214,0.08769268004476968,0.7699363057046084,0.030166880616174584,0.2045002711006687,0.4699850082397461,0.36968767600226543,0.2381451819036109,0.11389601892395189,0.0,0.0,,
43.0,0.6140964797880262,0.8551232725333119,12.7904,51.10784,0.0,0.7191315980164887,2.7845120598868016,0.5872764238508085,0.2012290982341778,0.11341893252769387,0.35631948495313454,0.32483337006421686,0.30765022197384956,0.31823538378546606,0.39063609606836214,0.08769268004476968,0.7699363057046084,0.030166880616174584,0.2045002711006687,0.4699850082397461,0.36968767600226543,0.2381451819036109,0.11389601892395189,0.0,0.0,,
44.0,0.591329514722757,0.7402767505304084,12.7904,51.10784,0.0,0.7291194745152204,2.8533449241118434,0.5887930575656928,0.20333622355970032,0.11341893252769387,0.3593125119104214,0.327027572060333,0.3166556097575245,0.32054228264749385,0.39063609606836214,0.08769268004476968,0.7699363057046084,0.030166880616174584,0.2045002711006687,0.4699850082397461,0.36968767600226543,0.2381451819036109,0.11389601892395189,0.0,0.0,,
45.0,0.6356398072895436,1.177954502398046,13.704,54.7584,0.9971592150692714,0.6918348272790635,2.435677059922385,0.5662648673943074,0.20515999737050686,0.11341893252769387,0.32505105823599667,0.327969424817186,0.26863829036876774,0.3004137693244487,0.38944530369146135,0.0877979495348652,0.770860565315173,0.029392117568470273,0.20452799493876814,0.46889013051986694,0.3688757007552463,0.23755499834051796,0.11389601892395189,0.005425516030674545,1.287447765469551,0.004062932093024707,0.006662594993065515
46.0,0.6391788029393755,1.0945540230898927,13.704,54.7584,0.0,0.7116221717284796,2.6502005550155774,0.5933050255348375,0.21985575247207448,0.11341893252769387,0.3436666924880739,0.3519409482157719,0.29299334245960845,0.30139997013985265,0.38944530369146135,0.0877979495348652,0.770860565315173,0.029392117568470273,0.20452799493876814,0.46889013051986694,0.3688757007552463,0.23755499834051796,0.11389601892395189,0.0,0.0,,
47.0,0.6132210942309868,0.8214501757808363,13.704,54.7584,0.0,0.7259467957829817,2.7962404294844303,0.5802151003546735,0.2126688577382865,0.11341893252769387,0.35721153342222584,0.3424586266834216,0.3093004735859606,0.31345313629548077,0.38944530369146135,0.0877979495348652,0.770860565315173,0.029392117568470273,0.20452799493876814,0.46889013051986694,0.3688757007552463,0.23755499834051796,0.11389601892395189,0.0,0.0,,
48.0,0.5859066889145346,0.8542179900100674,13.704,54.7584,0.0,0.7389299270787082,2.966075945005176,0.5860050543598748,0.1979676210110982,0.11341893252769387,0.36864959711658035,0.32077528196317817,0.3255473270160518,0.3312208909259074,0.38944530369146135,0.0877979495348652,0.770860565315173,0.029392117568470273,0.20452799493876814,0.46889013051986694,0.3688757007552463,0.23755499834051796,0.11389601892395189,0.0,0.0,,
49.0,0.6383700716195262,1.075426392201353,14.6176,58.40896,0.9971592150692714,0.6936557623717517,2.435809978848163,0.5822119652954834,0.20846152895601877,0.11341893252769387,0.3317969083634625,0.3327864338015463,0.2693425676858136,0.29832681547881457,0.41116391195324736,0.09157149118069344,0.8039920275162165,0.010878661087866108,0.20450951154489178,0.47206005454063416,0.36736114264866493,0.23619569553627642,0.11389601892395189,0.005782093780903683,1.441162945353426,0.004039123269350011,0.0073930447248269126
50.0,0.6358337811486005,1.0961183062425894,14.6176,58.40896,0.0,0.7135289158604363,2.68004970398604,0.582257520450581,0.20509730965727838,0.11341893252769387,0.3475274893132818,0.330042198247371,0.29526586388729265,0.3132350858970109,0.41116391195324736,0.09157149118069344,0.8039920275162165,0.010878661087866108,0.20450951154489178,0.47206005454063416,0.36736114264866493,0.23619569553627642,0.11389601892395189,0.0,0.0,,
51.0,0.6082096977818481,0.8606969377697868,14.6176,58.40896,0.0,0.7251090395889708,2.8286435885270564,0.6077778964281864,0.20911237717611722,0.11341893252769387,0.35935795197852693,0.33562827595140415,0.3120582341671047,0.3131114034462048,0.41116391195324736,0.09157149118069344,0.8039920275162165,0.010878661087866108,0.20450951154489178,0.47206005454063416,0.36736114264866493,0.23619569553627642,0.11389601892395189,0.0,0.0,,
