round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_f1_best_threshold,fed_auprc_lift,fed_auprc,fed_f1_best,fed_prevalence,fed_f1,fed_ece,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
34.0,0.6537783909860829,2.521396161330246,124.47264,124.47264,1.0,0.20503296231608786,0.5720819093369073,2.600037428838348,0.2958269373394708,0.3430870092937928,0.11268492288322315,0.29914892874510396,0.3280911129574042,0.7178564477961873,0.6473853794570193,0.21873392403140954,1.9204703210694105,0.26798029556650244,0.27137882110150907,0.5318785309791565,0.329272559507089,0.214617527643424,0.11389601892395189,0.0032369573316184687,1.8151999717865692,0.001647064806494573,0.004997301906924286,0.004173352688196786
35.0,0.6490344031655187,2.156061166033256,128.1336,128.1336,1.0,0.20536042718150832,0.5765141857769791,2.5956532922781386,0.2957317574627333,0.34768273292412993,0.11268492288322315,0.30377998256291405,0.32729483190155756,0.7200265042314475,0.646638335693718,0.21860357388796475,1.9193258548740484,0.2664096798372417,0.272083943387018,0.5242812037467957,0.32779178419344346,0.21519489216586868,0.11389601892395189,0.0029585669832079458,1.7105396795841443,0.0015087773925839727,0.004561612802139438,0.005032259812488084
36.0,0.6461362996620715,2.3058512179641895,131.79456,131.79456,1.0,0.20068060283708702,0.5699793936154134,2.6193461424836344,0.2984867934078793,0.3482919616602743,0.11268492288322315,0.30421512208173995,0.3204811177318334,0.719685158520527,0.6484624110538784,0.21970108616542317,1.9289619447727764,0.27081952728075986,0.27314527152976265,0.5232682228088379,0.3219199492252158,0.21080511149439235,0.11389601892395189,0.0030827695235663296,1.8392809958259022,0.0015430402632866777,0.004791545876459905,0.0036887853242796964
37.0,0.6523961778613133,2.3163584294229533,135.45552,135.45552,1.0,0.19884668403422864,0.560859892230984,2.657939638869901,0.30345677373277835,0.3488050498711564,0.11268492288322315,0.3083002440274824,0.3185768396698443,0.7221573184913593,0.644644290559163,0.2184060475416963,1.9175915857737356,0.271485036702428,0.27344856899971665,0.5420685410499573,0.31992750382080676,0.2096571375514578,0.11389601892395189,0.002991604417453098,1.83756363602879,0.0014461469083546245,0.004710621409292317,0.005028810827094257
38.0,0.6516393557880591,2.305908704722483,139.11648,139.11648,1.0,0.21015546755538053,0.5921595915837748,2.6789715643039065,0.3055081463366869,0.34863439390729445,0.11268492288322315,0.3015698685922784,0.3371584753016031,0.7220349469314687,0.6461259039307343,0.218693574991765,1.920116058997516,0.2679607553539403,0.2750255362614913,0.5332053899765015,0.3385080349462055,0.220512035118219,0.11389601892395189,0.002812988032175076,1.7791076851690377,0.0013707687138987865,0.004415402656089585,0.004641674418526171
39.0,0.6556033098158404,2.0564013284828397,142.77744,142.77744,1.0,0.1995439503798968,0.5848417432438776,2.708897024078679,0.30880649495192575,0.35336534097691086,0.11268492288322315,0.3087719402622826,0.31928793831873614,0.7247347128591237,0.6473315046606907,0.21720276579584002,1.9070268464858795,0.2681061628430049,0.2736087129764909,0.5343875288963318,0.3204383752530642,0.21065377766376148,0.11389601892395189,0.0025186253934680832,1.6397268533964962,0.0012694468032417266,0.003904763038266247,0.005694584328208082
40.0,0.649460038773489,2.25282154010317,146.4384,146.4384,1.0,0.19355547000373957,0.5828730854516814,2.7308496984722215,0.31066055934648223,0.3496930258211555,0.11268492288322315,0.3115346211038911,0.30801013104032554,0.725494846946353,0.6460456250879403,0.21753489556928543,1.9099429253495943,0.2693794044100932,0.27081891580161477,0.5031145215034485,0.3094261028872814,0.20538818401472902,0.11389601892395189,0.002482915760497635,1.662840985271032,0.0012782867277157473,0.0038186621869913174,0.005674520393890354
41.0,0.6617195154674694,3.92856480613709,150.09936,150.09936,1.0,0.20132951651934486,0.5640279505794665,2.7454635671155017,0.31149061603772127,0.3522917220973095,0.11268492288322315,0.3104483682250229,0.3213375352742201,0.726274366071574,0.64783655734605,0.21851170291247557,1.9185192333928311,0.26751174735001637,0.27193694215834013,0.5126857161521912,0.32261097948394984,0.21295676417017376,0.11389601892395189,0.0025195778732339177,1.732229373868904,0.0012867791541904254,0.0038907798357870065,0.005260759221882058
42.0,0.6630749046679969,2.799003116242383,153.76032,153.76032,1.0,0.2053260149505635,0.5585266103225195,2.739984452593105,0.31263049905297086,0.3548604119003737,0.11268492288322315,0.3123710684494164,0.33042559506452357,0.7281865538608275,0.644596263807346,0.21580533443863217,1.8947574856213798,0.266870162433228,0.2714667345121486,0.5270127058029175,0.3315051696814021,0.21670441370726526,0.11389601892395189,0.0024639127070948696,1.7401168962769589,0.001218017050676773,0.0038499882283469147,0.004444045347651027
43.0,0.6646152276617161,3.465019752098024,157.42128,157.42128,1.0,0.2010824664806125,0.5697353072049375,2.7463420625705774,0.31339484249864585,0.3540400341598947,0.11268492288322315,0.3118922292648612,0.32305210730590667,0.7285018500180128,0.6443320100020133,0.2161541780918888,1.8978203113158367,0.26707732922670774,0.26925091671031953,0.5330684185028076,0.32456153018924533,0.21283645882484858,0.11389601892395189,0.002402927909415266,1.741879188663006,0.0011346790126299795,0.0038185212944393896,0.004344529672561059
44.0,0.6550308810163641,2.893003588307148,161.08224,161.08224,1.0,0.19464570189413063,0.5759561403277237,2.783873918950107,0.31741348990735535,0.3585059551000085,0.11268492288322315,0.3117059181984995,0.3116228231084412,0.7295468665863766,0.6430655695300115,0.2153107103765745,1.890414716956323,0.26916016521340064,0.27048075483001344,0.5504741072654724,0.31362938202239227,0.20702343075020008,0.11389601892395189,0.0023472263026871536,1.745347651629345,0.0011269008540810384,0.0037075133409013063,0.0045279816997120265
45.0,0.6701540800171725,3.466918537343278,164.7432,164.7432,1.0,0.19562581229389764,0.5657952225392144,2.7935905732923976,0.318310731117901,0.3576702329124106,0.11268492288322315,0.31620359615279175,0.3144192216858571,0.7291986631936803,0.6431066313361115,0.21514324648468489,1.888944394345649,0.26524213215654396,0.2678592725104353,0.5053857564926147,0.31644067227379213,0.20816894742169942,0.11389601892395189,0.0023683300748689896,1.8034344221305219,0.0011542136780115224,0.003718241591697205,0.005144086235164554
46.0,0.6756403092326105,5.732214079693298,168.40416,168.40416,1.0,0.2007925986885225,0.5772960349434308,2.7948159226123157,0.3185427846652406,0.3596958641635151,0.11268492288322315,0.31147919304348265,0.3220174388490947,0.7302387731906932,0.6431530015602984,0.2143760887720308,1.8822087970885901,0.2671439758362233,0.2699163332120771,0.5165942311286926,0.3233343651164408,0.21313066210117132,0.11389601892395189,0.0022320626722430164,1.7429426396520284,0.0010407775467203867,0.003549027680511176,0.006381021407895604
47.0,0.6496386114624921,2.7324705094754367,172.06512,172.06512,1.0,0.196161353764536,0.570678793464699,2.804282632492872,0.3193129958157771,0.3604315296540166,0.11268492288322315,0.3182936661816752,0.31527732258161156,0.7303124612194923,0.6376790938532836,0.21170738761880287,1.858777766061862,0.25883952855847686,0.26459143968871596,0.5457938313484192,0.31678706622291236,0.208831882791093,0.11389601892395189,0.00216781677121742,1.7319393926391058,0.0010315089717645473,0.0034260503019886064,0.004892609486703928
48.0,0.6590485037555756,3.211375197316575,175.72608,175.72608,1.0,0.20667499722875832,0.5909696415831243,2.822419013933706,0.32068693886826904,0.3594463476703679,0.11268492288322315,0.30959597589763055,0.32954355361052184,0.7312671094735268,0.6406679340274319,0.21248730917648392,1.8656254290886252,0.2604004564788879,0.2674185463659148,0.537799596786499,0.331299846719651,0.22003054584278556,0.11389601892395189,0.0020435161114619616,1.670388566188194,0.0009500550852241705,0.00325998772506583,0.003590989063409122
49.0,0.6678096770422677,3.7560922624320447,179.38704,179.38704,1.0,0.20789499148079546,0.5785078155063855,2.842601152010452,0.32404581356635115,0.360201206179862,0.11268492288322315,0.30886041980088375,0.33296830747137546,0.7315083448407885,0.6390530078300045,0.2136906916167961,1.8761910524675747,0.2598531085134995,0.2666488722807954,0.5504245758056641,0.33514274026911334,0.22134040368410507,0.11389601892395189,0.0022030099058059182,1.8440742420398237,0.0009688997691849182,0.003567493628984344,0.005465866638971485
