round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best,fed_ece,fed_auprc_lift,fed_prevalence,fed_brier,fed_auprc,fed_f1_best_threshold,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.691490496693967,0.11687954130772919,9.1524,9.1524,1.0,0.25791334326122006,0.28096637575031397,0.36666792434221807,1.8550923872174863,0.11468327085583581,0.2324315340837441,0.20975898414646854,0.5118093078813872,0.6408435456988228,0.6576497768280799,0.21484825228178495,1.8863543634939395,0.2725478816018572,0.27531956735496554,0.5036068558692932,0.3656131867880886,0.2309411422968387,0.11389601892395189,0.0107176327643227,1.1581188655734422,0.00966634038978767,0.01149225673509584,0.004628365361944384
2.0,0.6677652813615589,0.212027918043209,18.3048,18.3048,1.0,0.2625605927915015,0.2885846350927923,0.327750522973039,1.9138451524911095,0.11468327085583581,0.20572163647736025,0.2164507911584383,0.5182132535892243,0.6498977034235245,0.662720294958298,0.22027905081395727,1.9340364386312492,0.27875354107648725,0.2798737824118535,0.4952939450740814,0.32577625851643405,0.2037015093858013,0.11389601892395189,0.007268284439434187,0.8333973238341059,0.007052026208183534,0.007463830087712832,0.002573809841759057
3.0,0.6579307992897359,0.46799810634258165,27.4572,27.4572,1.0,0.2628401630116505,0.29427169730440267,0.35057547406158346,1.9698225032861247,0.11468327085583581,0.2214893679429148,0.22254200242128908,0.5264429355263749,0.6550851969540704,0.6656688011945471,0.22304659308108532,1.9583352885232364,0.27749060150375937,0.28094218415417554,0.5295742154121399,0.348629999047671,0.21954378003850428,0.11389601892395189,0.005351805473462717,0.6593695535557345,0.0054120362442082225,0.005344299968207948,0.0018629210359552642
4.0,0.6483240348688214,0.5186660147645328,36.6096,36.6096,1.0,0.27263642057982485,0.2975262857789555,0.340955226351409,1.9916804980250478,0.11468327085583581,0.21484190938254835,0.2255514510788265,0.5286165132471986,0.658689363658498,0.6665050213619278,0.22234866181533347,1.9522074951873003,0.28013364173734256,0.28141812663815696,0.512080729007721,0.3392176984941193,0.21322488046921076,0.11389601892395189,0.004132235121243417,0.5472908540141361,0.004298523048319973,0.0040364324314654575,0.0016098646559383825
5.0,0.6464084082811544,0.5196729433341729,45.762,45.762,1.0,0.2738112990241208,0.30135023748192047,0.33039562286472623,2.0176740933232025,0.11468327085583581,0.20886571181299057,0.22822813372738865,0.5264852147058728,0.6612382406276697,0.667021268158241,0.22333340095161444,1.960853443883176,0.28116092251878727,0.28512274475007393,0.5269982814788818,0.3283055309997279,0.20729160861973264,0.11389601892395189,0.0035997323441753805,0.5087460661129626,0.003769221455961262,0.003490265085391173,0.0016708600879462633
6.0,0.6445439052098627,0.6450506470624311,54.9144,54.9144,1.0,0.2706958586786657,0.29946408586688694,0.34631834498460046,2.0364301242606104,0.11468327085583581,0.2190867851727128,0.2305206653753406,0.5414966327905184,0.6642247674874895,0.6675536660989462,0.22222496332010808,1.9511214300518016,0.27577858479146033,0.28413050364269876,0.5565732717514038,0.34435941339682086,0.2178596535485596,0.11389601892395189,0.0037953358934516746,0.5697027623791655,0.0036669738788626728,0.003915002332331317,0.001461082949540716
7.0,0.648804283153641,0.8139523041845571,64.0668,64.0668,1.0,0.27515446307724706,0.30171030630713586,0.3516110348287929,2.046681262371455,0.11468327085583581,0.2221843476703222,0.23216328861497382,0.5473332723487975,0.6658284769754691,0.6660093305675681,0.22211561951301423,1.9501613981900483,0.2758137906895345,0.28230355503082777,0.5216021537780762,0.3501497506157874,0.2214484653414859,0.11389601892395189,0.003884586613430976,0.6196082046640186,0.003362499168222424,0.004325902193310093,0.001769870974654926
8.0,0.6404405729301302,0.6595647489240255,73.2192,73.2192,1.0,0.2780986596724488,0.3022084503259393,0.33059077573626183,2.0587898426406683,0.11468327085583581,0.2088947936850342,0.23432841711902774,0.5412209706359778,0.6676322090146374,0.6663216613225246,0.22162014467260333,1.9458111597436833,0.2816284462767328,0.28355998384273595,0.5110914707183838,0.32874342555821323,0.20840770011078671,0.11389601892395189,0.0035063666056718433,0.5966803907235771,0.00298687023393725,0.00396131916136841,0.0014449648292023684
9.0,0.6476900040033936,0.8033786826269135,82.3716,82.3716,1.0,0.2804913579449058,0.30335100058654507,0.34279078088662424,2.084689384799899,0.11468327085583581,0.21601924385543772,0.23649603156385846,0.5432828598581736,0.6705885830403606,0.6644551813649275,0.2212856753170963,1.9428745394942053,0.27890644594933534,0.2844614963003562,0.5178689956665039,0.3411487184205817,0.21596958431284743,0.11389601892395189,0.003216125801357222,0.5840869172543535,0.0027848557925989463,0.003606115765619486,0.0012879980563566757
10.0,0.6416779097818872,0.8094587826340108,91.524,91.524,1.0,0.28023826910440564,0.3058930374078199,0.3449932329488744,2.1117658231230956,0.11468327085583581,0.21727995381277243,0.2396951781154646,0.5441330583242185,0.6712635422840192,0.6637282543727686,0.2213858126436959,1.9437537390267756,0.2777106978990582,0.28295394388565376,0.5184357762336731,0.3434447026470538,0.2174276648256482,0.11389601892395189,0.003108493691877422,0.598442967133451,0.0026253008385877436,0.0035548720810151804,0.0012621905331706438
11.0,0.6473440044773839,0.9064788524786743,100.6764,100.6764,1.0,0.27939584899428654,0.30957146867453444,0.34492380913947956,2.134277867416408,0.11468327085583581,0.2173516634151521,0.2421316786113345,0.5497871913610884,0.6737691519685367,0.6656277895862541,0.2216604413664672,1.946164962222862,0.27682227682227684,0.2822772415722478,0.5353176593780518,0.34312747125492055,0.21752374570496,0.11389601892395189,0.0029613134922101807,0.604501011091088,0.0023838379649183668,0.0035047423192956905,0.001251015988568469
12.0,0.6376459575472047,0.8155690764218487,109.8288,109.8288,1.0,0.277958561434428,0.30961438376024486,0.34551381251925445,2.1887682158861117,0.11468327085583581,0.21779767959493565,0.24791290849787068,0.5588188407926913,0.6763828062219259,0.6640631992397643,0.21814239464743868,1.9152767296729822,0.2717607973421927,0.2818810136874915,0.5361709594726562,0.34361323444341957,0.2182890971308594,0.11389601892395189,0.0030352713084059535,0.6581799349205539,0.002197337761446973,0.003837841227965324,0.0017130167078003267
13.0,0.6438741944414623,0.9641876926900806,118.9812,118.9812,1.0,0.2811510449458615,0.3111224582567272,0.32661352124162435,2.1925717927534967,0.11468327085583581,0.20717412586448503,0.24912091453717153,0.5495728890772686,0.6760458950792098,0.664375856280466,0.21914227984776746,1.9240556598741898,0.2774390243902439,0.280728569608967,0.515216588973999,0.324520303099647,0.20785009633223062,0.11389601892395189,0.0027500858145732047,0.6343394687769432,0.002075159319909618,0.003404401978219846,0.0017063283938958985
14.0,0.642424029539627,1.331268439302412,128.1336,128.1336,1.0,0.2858211877208475,0.31740415379896103,0.3107561352746472,2.229252291446568,0.11468327085583581,0.19686244613061124,0.2527824665988678,0.5318671448370562,0.6778582131827507,0.6649820951952216,0.22019306263257918,1.9332814677183896,0.2799948671885025,0.2844011142061281,0.516913890838623,0.30820238059805194,0.19757142128458416,0.11389601892395189,0.00273157444938797,0.6680336589342915,0.0018822367751394592,0.003567335666883907,0.0017073999694791015
