round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_auroc,fed_ece,fed_f1_best_threshold,fed_auprc_lift,fed_prevalence,fed_f1_best,fed_auprc,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
31.0,0.650454036212202,1.827363374916969,113.48976,113.48976,1.0,0.31082660018382685,0.7059654963181236,0.30910393743695525,0.5513024993855071,2.526898279167444,0.1123348017621145,0.33967272783238484,0.2840421299131643,0.19415388723156773,0.6443244301331612,0.2052268068487546,1.8018786678205503,0.2650385604113111,0.26758995919376777,0.49126723408699036,0.30754834064828657,0.20204426446710236,0.11389601892395189,0.0033091854062231737,1.762511472847109,0.0017648716336270411,0.005123650989566825,0.0038959009076659852
32.0,0.6486539302127089,2.3476571500706442,117.15072,117.15072,1.0,0.3004752648670468,0.7063195873063349,0.3262999146763379,0.5707140185215548,2.5252752568074923,0.1123348017621145,0.3404606527147576,0.28423871864927613,0.20651815838993223,0.64598345510401,0.205852234763861,1.8073698862232233,0.26318151222795605,0.2685885885885886,0.5150578618049622,0.3248101504631657,0.2149733915509942,0.11389601892395189,0.0033631916634965847,1.8551031717142905,0.0017339754378698949,0.005278444551100136,0.003406393501113172
33.0,0.6485635131358847,2.2306214972122014,120.81168,120.81168,1.0,0.30475154398715315,0.709901509431526,0.32857250080675443,0.5664573572955842,2.56255477528455,0.1123348017621145,0.3468878154855099,0.2886730127462648,0.20495774470795797,0.6424346709425828,0.2020042908641275,1.7735851768357707,0.2618936567164179,0.2667235980643325,0.5399717688560486,0.3267971964475469,0.21325170024951115,0.11389601892395189,0.0033796986971726217,1.9232940920719557,0.0016297356968341893,0.005438696581072261,0.005034149447138367
34.0,0.6479490250009465,2.1168643490448824,124.47264,124.47264,1.0,0.29866147698447415,0.7090801149948756,0.3364165358675664,0.5790292230846749,2.5424620575029606,0.1123348017621145,0.3430911152931301,0.28685170545309296,0.21084974446826502,0.642091556382503,0.20433521215914896,1.7940505216041231,0.26458630919679155,0.26874638937030615,0.5091344118118286,0.3346769346878004,0.2192054500417499,0.11389601892395189,0.003059973622642448,1.794761142682546,0.0014880567464297834,0.004913400527968641,0.003823504073697635
35.0,0.6502781740949377,4.172003042615546,128.1336,128.1336,1.0,0.30414597472712934,0.7101298222856163,0.3213449008030927,0.5621546446320542,2.5593593691967658,0.1123348017621145,0.3467010160653643,0.2881711007179085,0.2018991563355091,0.6426709520199823,0.2025232900232708,1.7781419573452795,0.26475390716118496,0.26690647482014385,0.5052122473716736,0.31930472595274445,0.21039488032904857,0.11389601892395189,0.002795737798999727,1.6886744992643798,0.0014244422326164068,0.004416976906794185,0.0034845569330173554
36.0,0.6480562907963698,2.383959349184606,131.79456,131.79456,1.0,0.3062122781360634,0.7128335165584421,0.33004842788250877,0.5536367860265764,2.5528739050165576,0.1123348017621145,0.34551368653416265,0.28716751923718153,0.206788408923599,0.6396943601107343,0.20193632081644303,1.7729884040220532,0.26159361628310396,0.2634659023050281,0.5063067674636841,0.3282297681386645,0.21571706074975983,0.11389601892395189,0.002704922052426696,1.6840412248366192,0.001392679267895091,0.004259089787475891,0.003958763137999711
37.0,0.6519563512387679,3.274546136522307,135.45552,135.45552,1.0,0.3087997234992853,0.7131020533249538,0.32777147747898483,0.5509585375771573,2.5578391014512936,0.1123348017621145,0.34803904411599224,0.28855518034220123,0.20414007981177337,0.6365698729127062,0.20121424550781886,1.766648627483364,0.2602283539486204,0.26532004913334245,0.5248957276344299,0.32559972613124866,0.2131452406471967,0.11389601892395189,0.0027656327979922323,1.7700482816526346,0.0013376234813026373,0.004465518986967495,0.0029288134434075773
38.0,0.6539162649139867,2.3864875744420115,139.11648,139.11648,1.0,0.30833511731146807,0.7135951303537251,0.31316973086555216,0.5365111912981078,2.5769281031325764,0.1123348017621145,0.3481410614429425,0.2908248290327547,0.19603967050461585,0.6387641194509023,0.2018888323702181,1.7725714584020607,0.2623639960435213,0.26545406616580997,0.5118482112884521,0.3112221727757215,0.20540210082154453,0.11389601892395189,0.002577904871591978,1.6990654972323682,0.0012102084332938203,0.004204610655957411,0.0036893937453370807
39.0,0.6570315343833608,3.1117489814283963,142.77744,142.77744,1.0,0.3057410348961716,0.7155313221917148,0.3158385855392496,0.5686945562658254,2.616515002286728,0.1123348017621145,0.35360092313293723,0.2955227084401206,0.2001371283538529,0.6391593016862598,0.20025685308253588,1.7582427812182524,0.2602939526534276,0.26412005457025917,0.5421364307403564,0.31383673579817023,0.21028098423503355,0.11389601892395189,0.0026282539206425146,1.782902769280554,0.0011610005864865806,0.004370618902675529,0.0037496695113126946
40.0,0.6669179214648457,3.20865200186323,146.4384,146.4384,1.0,0.30781124229974005,0.7142413029270639,0.32605094073662677,0.5687134429334167,2.5922098923441275,0.1123348017621145,0.35310490216745716,0.29317139513280255,0.20451500425184752,0.6386332914164913,0.20048881966158222,1.7602794334317176,0.2600703506184046,0.2654312576645319,0.5369012355804443,0.32416109319066605,0.21416609766897554,0.11389601892395189,0.002528728078975395,1.7642490890084446,0.0012143497861103842,0.004085668558467034,0.0031174513373254274
41.0,0.6608254983387389,3.8478114232567493,150.09936,150.09936,1.0,0.3082897958729779,0.7138581667973347,0.32506685591884493,0.5570852666455591,2.602112067541888,0.1123348017621145,0.3487258816799022,0.29542551654246896,0.20395796482802037,0.6398859902388357,0.19926887981568253,1.74956843705603,0.26198669419591647,0.2653352353780314,0.506819486618042,0.3232224000594943,0.21352174485277609,0.11389601892395189,0.0024774109880918087,1.774859158496838,0.001132953300295891,0.0040641016602593885,0.0037805854664155585
42.0,0.6587892120358023,2.7424555510298414,153.76032,153.76032,1.0,0.30771464878647103,0.7141263503005786,0.3292536559146159,0.5641764249476791,2.601913815272221,0.1123348017621145,0.35063018452101724,0.2955906948720435,0.20692732142988762,0.6391820914906233,0.20089433070334448,1.7638397952915383,0.2612561267525362,0.26325841045982074,0.5561566948890686,0.32737783653935915,0.21682692170732656,0.11389601892395189,0.0024806357048168183,1.8259548979895044,0.0010606475041002215,0.004151305500046373,0.00533969600501682
43.0,0.6613232543156718,3.1070905032199683,157.42128,157.42128,1.0,0.31126975434990456,0.7171947157989406,0.3177048672063194,0.5823338042928258,2.666731286587211,0.1123348017621145,0.3508322846023525,0.30170127546051373,0.19940513481367864,0.6366857545500925,0.1979817023274545,1.7382670983403417,0.26313287378179223,0.2657697677370225,0.513546884059906,0.31610686769901214,0.21007202365442368,0.11389601892395189,0.0023341512810132717,1.7611579232980148,0.0010446041173105306,0.0038494774517993467,0.005953215456357674
44.0,0.673870402222229,4.759694949607681,161.08224,161.08224,1.0,0.3115627187563261,0.7173209328246262,0.31212882868856695,0.5796703878459574,2.6738709248567885,0.1123348017621145,0.3580136163663588,0.3038675086290161,0.1957979092641283,0.6354284626284105,0.19639507090633868,1.7243365726195505,0.25918342767674335,0.26219354838709674,0.5152752995491028,0.31063392975296356,0.20697354653250216,0.11389601892395189,0.0021776772793254988,1.6857252351237548,0.0010365692098610673,0.0035217862025894663,0.0033863666781497937
45.0,0.6681637271285922,4.012891796962608,164.7432,164.7432,1.0,0.3054466309863745,0.7181806504961448,0.3266991063917834,0.5698498920770801,2.6931669021706646,0.1123348017621145,0.35627724589432325,0.30472421451829906,0.20508596285693048,0.6350997046411235,0.19831447362502078,1.74118880974615,0.2618114772989168,0.2625365283459965,0.5026388168334961,0.32532224530486115,0.21652331381356735,0.11389601892395189,0.0021591782716498596,1.7098417130873713,0.0010299565816519226,0.0034906075870234895,0.004497047320223107
46.0,0.6718269751950433,3.3948241521747056,168.40416,168.40416,1.0,0.3101839811273086,0.7200977012083744,0.3175354224440103,0.552519375719763,2.695502384655203,0.1123348017621145,0.35854110744296713,0.30640651166014593,0.1984434320391479,0.6327520034070256,0.19519417980096454,1.7137928230072312,0.255664606809645,0.258072590738423,0.5060092806816101,0.31611266619880646,0.209908029503445,0.11389601892395189,0.002183172138181078,1.7703780619976897,0.0010168724551998375,0.0035606221359942222,0.0037405974832820867
47.0,0.6787514638790493,8.937763475849772,172.06512,172.06512,1.0,0.3093463694422265,0.7184520553048285,0.3149354252733307,0.5750414487437647,2.6747380499054865,0.1123348017621145,0.3584079585435979,0.30404558021009215,0.19816029418140477,0.6339650710607686,0.19599826226114614,1.7208526172632401,0.2588038677330787,0.2622017353579176,0.5261431932449341,0.31460461702930187,0.2103798823873123,0.11389601892395189,0.0020229953416596048,1.677846043548925,0.0009129189365095627,0.003334668047360961,0.003615611457182371
48.0,0.6731351351641078,4.280068550966777,175.72608,175.72608,1.0,0.3139399329252878,0.7226341061814984,0.3154702694076201,0.5523639547347592,2.722767970399286,0.1123348017621145,0.36192670341856353,0.30948242378108964,0.19750491104516854,0.6300961378359494,0.1927858004598939,1.6926474013864923,0.2568829303327747,0.2574558073961609,0.48385342955589294,0.3147706213508459,0.20983319803508274,0.11389601892395189,0.0022880287242844255,1.9415124832048605,0.0009063682702861546,0.003918706065838249,0.0036035838085479517
49.0,0.6970853882159297,6.8170732895530035,179.38704,179.38704,1.0,0.3172904740668159,0.7223599709861009,0.31826961802296255,0.5688017098895402,2.7261379459893216,0.1123348017621145,0.36035352984231966,0.30958501221932,0.1987596490043408,0.6337763147571162,0.19574524749729505,1.7186311632893305,0.25618247298919566,0.2586396050466264,0.5275528430938721,0.31744066029976437,0.21067341868300135,0.11389601892395189,0.002094532905154983,1.8164003446363495,0.0008924596105519831,0.0035093535616046215,0.004451989762982277
