round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1_best_threshold,fed_f1_best,fed_prevalence,fed_ece,fed_auroc,fed_f1,fed_auprc,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.6315349462731836,0.3745590723916209,21.90336,21.90336,0.0,2.208165853128738,0.5604972616377437,0.32246851611124905,0.11060749134403525,0.3381478416406587,0.6983222094503125,0.2976836274810456,0.24189024606483142,0.21371693275988304,0.4971665094889668,0.14832025851354536,1.3022426939485783,0.20458457914288303,0.2047886812987484,0.5005046129226685,0.41048429144323373,0.2691071071583404,0.11389601892395189,0.0,0.0,,
12.0,0.6192815602302277,0.5123468721493112,21.90336,21.90336,0.0,2.311579290520887,0.5654421170458764,0.33421676397083355,0.11060749134403525,0.34156156968270274,0.7077993881742195,0.3029195132225676,0.2525644912314512,0.21372979019413643,0.4971665094889668,0.14832025851354536,1.3022426939485783,0.20458457914288303,0.2047886812987484,0.5005046129226685,0.41048429144323373,0.2691071071583404,0.11389601892395189,0.0,0.0,,
13.0,0.644391233046398,0.33694621586376167,25.55392,25.55392,0.9971592150692714,2.048759303346805,0.5658941494525511,0.30200660794144235,0.11060749134403525,0.35974576725856955,0.6795801829086594,0.2737858631739063,0.22615990620029622,0.22581317030866802,0.4781459957033689,0.13687208045575705,1.2017283988402283,0.20455265420645335,0.20465747230386613,0.499242901802063,0.41321207542077215,0.2717745527404882,0.11389601892395189,0.009011841293939513,1.3782891756854951,0.0073845400276625756,0.010254465668561398
14.0,0.645781934940622,0.33102685499989154,25.55392,25.55392,0.0,2.141096549511077,0.5553150782278959,0.3081046920311665,0.11060749134403525,0.32331829853203453,0.6902618505133974,0.28474597217460773,0.23538020782421315,0.2034293907300397,0.4781459957033689,0.13687208045575705,1.2017283988402283,0.20455265420645335,0.20465747230386613,0.499242901802063,0.41321207542077215,0.2717745527404882,0.11389601892395189,0.0,0.0,,
15.0,0.6311377340198834,0.36901382040088515,25.55392,25.55392,0.0,2.257927905083138,0.523442716967358,0.3241910881189801,0.11060749134403525,0.33307880206156126,0.7031018530623917,0.3016702456812509,0.247720839148613,0.20720557965575942,0.4781459957033689,0.13687208045575705,1.2017283988402283,0.20455265420645335,0.20465747230386613,0.499242901802063,0.41321207542077215,0.2717745527404882,0.11389601892395189,0.0,0.0,,
16.0,0.6155131298400687,0.4184784591169053,25.55392,25.55392,0.0,2.351886370419746,0.5649549878577899,0.3337300800095936,0.11060749134403525,0.33442164550989467,0.7105001776565947,0.3034033216807867,0.25748133679127017,0.20839612333503957,0.4781459957033689,0.13687208045575705,1.2017283988402283,0.20455265420645335,0.20465747230386613,0.499242901802063,0.41321207542077215,0.2717745527404882,0.11389601892395189,0.0,0.0,,
17.0,0.6426248226923299,0.3540200383540154,29.20448,29.20448,0.9971592150692714,2.064817027286802,0.5509261370586981,0.3039230113036554,0.11060749134403525,0.3407889393560159,0.6815369189494002,0.2815897526787631,0.22799354164978297,0.21220373401524129,0.45057845191870827,0.11919145351272864,1.0464935880885573,0.19782005927908977,0.20484272459832542,0.49424946308135986,0.40781781961450014,0.26781043303450147,0.11389601892395189,0.007486865610625117,1.211102828499861,0.006309780789526209,0.00840555279791278
18.0,0.6413180634418791,0.3470818915688136,29.20448,29.20448,0.0,2.174403249493036,0.5419576463156763,0.31459378199034965,0.11060749134403525,0.34679887811197474,0.6926228278164834,0.2871665543950599,0.2390843973766676,0.21694885248637447,0.45057845191870827,0.11919145351272864,1.0464935880885573,0.19782005927908977,0.20484272459832542,0.49424946308135986,0.40781781961450014,0.26781043303450147,0.11389601892395189,0.0,0.0,,
19.0,0.624778055421283,0.4578887733356332,29.20448,29.20448,0.0,2.263578996660832,0.5462517471875565,0.32488374364454753,0.11060749134403525,0.3219315383307751,0.6992108702188573,0.30002807054620095,0.248183193271066,0.20062437778226158,0.45057845191870827,0.11919145351272864,1.0464935880885573,0.19782005927908977,0.20484272459832542,0.49424946308135986,0.40781781961450014,0.26781043303450147,0.11389601892395189,0.0,0.0,,
20.0,0.6142164491627295,0.49079364025702155,29.20448,29.20448,0.0,2.338086549102805,0.5668456349426896,0.3294783884293931,0.11060749134403525,0.34439779677447946,0.7114798883271892,0.30093461194286736,0.255580537664136,0.2156209337210716,0.45057845191870827,0.11919145351272864,1.0464935880885573,0.19782005927908977,0.20484272459832542,0.49424946308135986,0.40781781961450014,0.26781043303450147,0.11389601892395189,0.0,0.0,,
21.0,0.6473388936431745,0.3905829458131348,32.85504,32.85504,0.9971592150692714,2.0818818093238045,0.5498258487717476,0.30532383326984,0.11060749134403525,0.3596332980883283,0.6831794844869188,0.28049549792903933,0.22976399287884494,0.2245286750815454,0.4942026301743334,0.14894487512033988,1.3077267891144644,0.20243221501916434,0.20458042907576715,0.4941423833370209,0.40299174715296787,0.26295763580744286,0.11389601892395189,0.008118448375461008,1.3835381137905642,0.0061951652399349,0.009647899906884395
22.0,0.64466797210286,0.34636835822830087,32.85504,32.85504,0.0,2.2001704625380345,0.5479233414863393,0.3184437859637826,0.11060749134403525,0.34545999506068076,0.6949358241057936,0.29430220508160987,0.2417028615486646,0.21550141942235798,0.4942026301743334,0.14894487512033988,1.3077267891144644,0.20243221501916434,0.20458042907576715,0.4941423833370209,0.40299174715296787,0.26295763580744286,0.11389601892395189,0.0,0.0,,
23.0,0.6252108246025269,0.40416850050680875,32.85504,32.85504,0.0,2.3144619438643095,0.5681169726299271,0.3252166321290198,0.11060749134403525,0.34760032035128985,0.7035679704691488,0.2953025400188061,0.25346414648562154,0.2163717960900249,0.4942026301743334,0.14894487512033988,1.3077267891144644,0.20243221501916434,0.20458042907576715,0.4941423833370209,0.40299174715296787,0.26295763580744286,0.11389601892395189,0.0,0.0,,
24.0,0.608144085867625,0.47455382028283005,32.85504,32.85504,0.0,2.4173769201578112,0.5708665072824132,0.338422900204574,0.11060749134403525,0.33620164169278266,0.7141510193383398,0.3094411258628139,0.26403274343234523,0.20958677749465768,0.4942026301743334,0.14894487512033988,1.3077267891144644,0.20243221501916434,0.20458042907576715,0.4941423833370209,0.40299174715296787,0.26295763580744286,0.11389601892395189,0.0,0.0,,
25.0,0.6452401778371502,0.39785400018358624,36.5056,36.5056,0.9971592150692714,2.0948760622018914,0.5404030994195251,0.3067729709139952,0.11060749134403525,0.3573247699583518,0.6841845033569288,0.28135008262543176,0.23120008919935872,0.22274751997650663,0.5204694358353812,0.1680113730080048,1.4751294610234411,0.20329263780984091,0.2075512405609493,0.5278477668762207,0.40105678105193526,0.2609169101969083,0.11389601892395189,0.007566494067878529,1.363393489154987,0.005633000710339614,0.009135585552774309
26.0,0.6412044245988073,0.37878673230409354,36.5056,36.5056,0.0,2.1996052042207865,0.5263741964752807,0.31651298694550317,0.11060749134403525,0.32522540603854344,0.6953455783458197,0.29673880835937094,0.24210780777024613,0.2032868779208044,0.5204694358353812,0.1680113730080048,1.4751294610234411,0.20329263780984091,0.2075512405609493,0.5278477668762207,0.40105678105193526,0.2609169101969083,0.11389601892395189,0.0,0.0,,
27.0,0.6201041338127871,0.4427279500829198,36.5056,36.5056,0.0,2.3474890401324107,0.5801593259703937,0.3353075213989015,0.11060749134403525,0.33875451751034574,0.7092932948004037,0.3063062039233677,0.2571797836348215,0.21061473003219233,0.5204694358353812,0.1680113730080048,1.4751294610234411,0.20329263780984091,0.2075512405609493,0.5278477668762207,0.40105678105193526,0.2609169101969083,0.11389601892395189,0.0,0.0,,
28.0,0.6041474362963247,0.566264136757228,36.5056,36.5056,0.0,2.513057406618438,0.56555554170559,0.34439136635335715,0.11060749134403525,0.3142337377841689,0.7183413115735247,0.3177519472374431,0.27361688729583544,0.19576651916619917,0.5204694358353812,0.1680113730080048,1.4751294610234411,0.20329263780984091,0.2075512405609493,0.5278477668762207,0.40105678105193526,0.2609169101969083,0.11389601892395189,0.0,0.0,,
29.0,0.6391565889503326,0.4424336594750389,40.15616,40.15616,0.9971592150692714,2.1097557796534803,0.5448532523169322,0.307882211969012,0.11060749134403525,0.3284519396471384,0.6861368776700151,0.2897428266083201,0.23286623082674557,0.20486731622660556,0.48461732128539114,0.14314605887500853,1.2568135412229537,0.19876860425655693,0.20468523878437048,0.490569144487381,0.40120743675490883,0.2616244744678481,0.11389601892395189,0.007305359881923795,1.3957008889410645,0.005382071116157511,0.008891413726340454
30.0,0.6413177998112976,0.534493716262617,40.15616,40.15616,0.0,2.255619789169981,0.5597388802701886,0.3198970867775869,0.11060749134403525,0.32660937956905156,0.6983178677777545,0.30111505705138414,0.24801787002963038,0.20246454394415322,0.48461732128539114,0.14314605887500853,1.2568135412229537,0.19876860425655693,0.20468523878437048,0.490569144487381,0.40120743675490883,0.2616244744678481,0.11389601892395189,0.0,0.0,,
31.0,0.6210306817952461,0.5404698341155733,40.15616,40.15616,0.0,2.3793282870881263,0.58596130850595,0.3340837822103336,0.11060749134403525,0.33922056608279616,0.7091761682655585,0.3003364716429746,0.2605357774054292,0.21181008961203573,0.48461732128539114,0.14314605887500853,1.2568135412229537,0.19876860425655693,0.20468523878437048,0.490569144487381,0.40120743675490883,0.2616244744678481,0.11389601892395189,0.0,0.0,,
32.0,0.6008965088542186,0.5670254398159338,40.15616,40.15616,0.0,2.5168860932213932,0.5402063493997675,0.34542145007126357,0.11060749134403525,0.3184249278788798,0.7206772636171813,0.3179843430925629,0.27361616360160335,0.19638004292586447,0.48461732128539114,0.14314605887500853,1.2568135412229537,0.19876860425655693,0.20468523878437048,0.490569144487381,0.40120743675490883,0.2616244744678481,0.11389601892395189,0.0,0.0,,
33.0,0.6403741946048714,0.6032666699558844,43.80672,43.80672,0.9971592150692714,2.1583414398719394,0.562142972680507,0.31218896758996634,0.11060749134403525,0.33262754514306864,0.6884821730229322,0.28783113366327545,0.23815918845905146,0.20761940259185532,0.4640320163620756,0.12038056520131324,1.0569339151501955,0.19989448947292696,0.20464106391640657,0.49112358689308167,0.4038914450777033,0.2643645586589752,0.11389601892395189,0.0064876666726103325,1.3092040219344199,0.005071872010196428,0.007674677566592236
34.0,0.6386634914508394,0.6345512491781905,43.80672,43.80672,0.0,2.3024145733805295,0.5737333122161262,0.3255250548540906,0.11060749134403525,0.33573996735971834,0.7026745703841266,0.29953357491578364,0.25291045662784617,0.20977501833952347,0.4640320163620756,0.12038056520131324,1.0569339151501955,0.19989448947292696,0.20464106391640657,0.49112358689308167,0.4038914450777033,0.2643645586589752,0.11389601892395189,0.0,0.0,,
35.0,0.6177299473184281,0.596673481061266,43.80672,43.80672,0.0,2.4683510518876917,0.5780310719295384,0.3348514609587693,0.11060749134403525,0.3502272794051884,0.714024005067703,0.30219761538011825,0.2689774225609151,0.2185685957003224,0.4640320163620756,0.12038056520131324,1.0569339151501955,0.19989448947292696,0.20464106391640657,0.49112358689308167,0.4038914450777033,0.2643645586589752,0.11389601892395189,0.0,0.0,,
36.0,0.5982619080280208,0.6457382046082312,43.80672,43.80672,0.0,2.6307788197831106,0.5907361238528843,0.35308587164402205,0.11060749134403525,0.3311026914244553,0.7256535987932089,0.3184230576373981,0.28519524019505893,0.20489638762258508,0.4640320163620756,0.12038056520131324,1.0569339151501955,0.19989448947292696,0.20464106391640657,0.49112358689308167,0.4038914450777033,0.2643645586589752,0.11389601892395189,0.0,0.0,,
37.0,0.6398139393809628,0.7046317517654168,47.45728,47.45728,0.9971592150692714,2.2015853123938744,0.5501619980888318,0.31407980532629737,0.11060749134403525,0.33293867998568566,0.6903987225155941,0.29069192299143,0.242683158493178,0.20722334080851396,0.45927840953669985,0.11777394181445847,1.0340479230717963,0.19540287951502905,0.20453723788864786,0.4876694977283478,0.4015160917206819,0.26249992013036155,0.11389601892395189,0.006611854551170738,1.405450309976004,0.004849071050730416,0.008121588614182182
38.0,0.6390448771041684,0.5705873212445843,47.45728,47.45728,0.0,2.3550661406081494,0.5384630353412504,0.3262000008780128,0.11060749134403525,0.318796887784624,0.706063957049582,0.3067751972953925,0.25850285004916806,0.19710172228595674,0.45927840953669985,0.11777394181445847,1.0340479230717963,0.19540287951502905,0.20453723788864786,0.4876694977283478,0.4015160917206819,0.26249992013036155,0.11389601892395189,0.0,0.0,,
39.0,0.6152223787525958,0.5921656221158169,47.45728,47.45728,0.0,2.5407722346025876,0.6044642244133515,0.343640244101628,0.11060749134403525,0.34356391164704303,0.7188109143075246,0.31219727428432376,0.2776089280020167,0.21400053890927884,0.45927840953669985,0.11777394181445847,1.0340479230717963,0.19540287951502905,0.20453723788864786,0.4876694977283478,0.4015160917206819,0.26249992013036155,0.11389601892395189,0.0,0.0,,
40.0,0.5962127437619972,0.6752842221513579,47.45728,47.45728,0.0,2.677703938725362,0.5531353014499316,0.34880478327302666,0.11060749134403525,0.3251759754852789,0.7277986049020437,0.32260185014030807,0.2904625570109302,0.20038006048799029,0.45927840953669985,0.11777394181445847,1.0340479230717963,0.19540287951502905,0.20453723788864786,0.4876694977283478,0.4015160917206819,0.26249992013036155,0.11389601892395189,0.0,0.0,,
41.0,0.6391512657645315,0.6416720812491519,51.10784,51.10784,0.9971592150692714,2.2016645178009533,0.5550475697867107,0.31485448704312563,0.11060749134403525,0.3416553313657759,0.6914427604526531,0.28819512167986605,0.243275689711254,0.21349882059513783,0.4632369207480537,0.10904690519952022,0.9574250814888499,0.20142045454545454,0.20463600144875047,0.49330610036849976,0.40537154142051074,0.2658331723937013,0.11389601892395189,0.006674197048359292,1.497336267028004,0.0044420512044321065,0.008616082781269312
42.0,0.639253197947647,0.7152798406855967,51.10784,51.10784,0.0,2.386450238397037,0.5441277489202143,0.3298398515304014,0.11060749134403525,0.3337441363471284,0.7074454375074779,0.3066270317342907,0.2620701882705771,0.20581799551554109,0.4632369207480537,0.10904690519952022,0.9574250814888499,0.20142045454545454,0.20463600144875047,0.49330610036849976,0.40537154142051074,0.2658331723937013,0.11389601892395189,0.0,0.0,,
43.0,0.6171711139844522,0.7332217907857127,51.10784,51.10784,0.0,2.5119097363751495,0.5491310448082956,0.34125153338897285,0.11060749134403525,0.3257779785256328,0.7189046728369445,0.31632334601417705,0.27443892198687975,0.20064667941342573,0.4632369207480537,0.10904690519952022,0.9574250814888499,0.20142045454545454,0.20463600144875047,0.49330610036849976,0.40537154142051074,0.2658331723937013,0.11389601892395189,0.0,0.0,,
44.0,0.593332752896025,0.7443851392996663,51.10784,51.10784,0.0,2.6873275595980175,0.5725255812006174,0.354661451029461,0.11060749134403525,0.3360417069633177,0.7318954898338391,0.32169328050383283,0.29183675968517653,0.2072026563365684,0.4632369207480537,0.10904690519952022,0.9574250814888499,0.20142045454545454,0.20463600144875047,0.49330610036849976,0.40537154142051074,0.2658331723937013,0.11389601892395189,0.0,0.0,,
45.0,0.638282083896594,0.7542729475551309,54.7584,54.7584,0.9971592150692714,2.2351037455606457,0.540027355596184,0.3133062352875674,0.11060749134403525,0.3417427745803389,0.6940786298247389,0.2918606655055554,0.24714369825667873,0.21180887953600058,0.48484558326312754,0.13036846020690274,1.1446270154003315,0.20386594354053678,0.20453928926666065,0.4935443699359894,0.40319842209339124,0.2634747254358874,0.11389601892395189,0.0064809958529920214,1.5355421141721308,0.004363869511762797,0.008353506658848446
46.0,0.6364319465601247,0.6642039059304976,54.7584,54.7584,0.0,2.4164389651391374,0.5544073330988327,0.3329935855829257,0.11060749134403525,0.3058947110392076,0.7096962207773854,0.31544325236031373,0.2648755651685814,0.1896980365758732,0.48484558326312754,0.13036846020690274,1.1446270154003315,0.20386594354053678,0.20453928926666065,0.4935443699359894,0.40319842209339124,0.2634747254358874,0.11389601892395189,0.0,0.0,,
47.0,0.6157333126878456,0.6918499046111724,54.7584,54.7584,0.0,2.5977479016481664,0.5808484907322121,0.3509771450281865,0.11060749134403525,0.31989301046744095,0.722488653727553,0.3161694563457527,0.2825586353581596,0.19909093643223988,0.48484558326312754,0.13036846020690274,1.1446270154003315,0.20386594354053678,0.20453928926666065,0.4935443699359894,0.40319842209339124,0.2634747254358874,0.11389601892395189,0.0,0.0,,
48.0,0.5926255665679789,0.7746163389649723,54.7584,54.7584,0.0,2.81839025482468,0.5806261621521148,0.3619954963962716,0.11060749134403525,0.3201207955458445,0.7384321966502795,0.33278453657010654,0.3056477024093979,0.19569222109787904,0.48484558326312754,0.13036846020690274,1.1446270154003315,0.20386594354053678,0.20453928926666065,0.4935443699359894,0.40319842209339124,0.2634747254358874,0.11389601892395189,0.0,0.0,,
49.0,0.639809237059265,0.8566663973658539,58.40896,58.40896,0.9971592150692714,2.2655384945209067,0.5435016401653812,0.31510849191726287,0.11060749134403525,0.34243699705986286,0.6952668530964127,0.29301486218711065,0.25027519297691925,0.21288694998778232,0.49018128385810705,0.13283996869807602,1.1663267070535008,0.20258479914151076,0.20469509149525497,0.4954811632633209,0.40450559570958644,0.2644896201630465,0.11389601892395189,0.006340931287415943,1.5835999982664362,0.004098826967358938,0.008369312656379205
50.0,0.6345473613540992,0.7129363498550125,58.40896,58.40896,0.0,2.4213885572498883,0.533249628722086,0.32936400564140395,0.11060749134403525,0.31779808956103117,0.709278536735857,0.31026729899296135,0.26517763957596796,0.19889957349416693,0.49018128385810705,0.13283996869807602,1.1663267070535008,0.20258479914151076,0.20469509149525497,0.4954811632633209,0.40450559570958644,0.2644896201630465,0.11389601892395189,0.0,0.0,,
51.0,0.6106063387978266,0.747300814217053,58.40896,58.40896,0.0,2.635068119180373,0.5920741924201688,0.3494179949430576,0.11060749134403525,0.3323246515873113,0.7238045468320361,0.3122840229568516,0.28750157099148527,0.20653292053658132,0.49018128385810705,0.13283996869807602,1.1663267070535008,0.20258479914151076,0.20469509149525497,0.4954811632633209,0.40450559570958644,0.2644896201630465,0.11389601892395189,0.0,0.0,,
52.0,0.5921681226069814,0.9002218056178529,58.40896,58.40896,0.0,2.835215895941905,0.563510548895847,0.36616755339174445,0.11060749134403525,0.32226159125106246,0.7401854038759861,0.33205518016534924,0.30790810301627825,0.1978216923665677,0.49018128385810705,0.13283996869807602,1.1663267070535008,0.20258479914151076,0.20469509149525497,0.4954811632633209,0.40450559570958644,0.2644896201630465,0.11389601892395189,0.0,0.0,,
53.0,0.6393286848690782,0.8704756002346763,62.05952,62.05952,0.9971592150692714,2.303328789639996,0.5623579802173917,0.3171665453817557,0.11060749134403525,0.35028215381505906,0.6972405178743427,0.2896090967818385,0.253793363459901,0.21886966156892487,0.49530868865307187,0.13899776080315795,1.2203917407856586,0.2033945464663328,0.20458986593955916,0.4969366192817688,0.40410631840467465,0.2640422688598472,0.11389601892395189,0.005439907504599897,1.4329229006543756,0.0033369886364160877,0.0073626849074200995
54.0,0.6361534911912776,0.8590778530029792,62.05952,62.05952,0.0,2.5096685581278413,0.6044389070637541,0.33725747336352857,0.11060749134403525,0.33482063280164653,0.7172407768422193,0.30165213211921044,0.27533922265893035,0.2098187431502981,0.49530868865307187,0.13899776080315795,1.2203917407856586,0.2033945464663328,0.20458986593955916,0.4969366192817688,0.40410631840467465,0.2640422688598472,0.11389601892395189,0.0,0.0,,
55.0,0.6156994851871168,1.0379361628773665,62.05952,62.05952,0.0,2.6781089184988263,0.5904934821862037,0.3524703253136577,0.11060749134403525,0.33070390038086744,0.7285943271212503,0.3169882063443635,0.2923308023525171,0.20425947177078332,0.49530868865307187,0.13899776080315795,1.2203917407856586,0.2033945464663328,0.20458986593955916,0.4969366192817688,0.40410631840467465,0.2640422688598472,0.11389601892395189,0.0,0.0,,
56.0,0.5918885812645465,0.9870945117677026,62.05952,62.05952,0.0,2.8866136844365635,0.5895432782822297,0.3690343818854895,0.11060749134403525,0.33002701997949696,0.7400764474398822,0.32959003182397817,0.31294563357565225,0.20264404962159288,0.49530868865307187,0.13899776080315795,1.2203917407856586,0.2033945464663328,0.20458986593955916,0.4969366192817688,0.40410631840467465,0.2640422688598472,0.11389601892395189,0.0,0.0,,
57.0,0.6399438652821019,1.1890367974171134,65.71008,65.71008,0.9971592150692714,2.33013056013391,0.5765594433135944,0.32257416615886947,0.11060749134403525,0.34646578438540165,0.6994306741734402,0.2946332885607815,0.25707823945305347,0.21519890507735526,0.4917528516997655,0.13512540591263333,1.1863927044092406,0.19968182037313792,0.20461173897192855,0.4958868622779846,0.403036028217241,0.2632595297988608,0.11389601892395189,0.005575355113946087,1.5417979683261365,0.003521774200938839,0.007470917204196061
58.0,0.6368218925049592,0.9071105972031989,65.71008,65.71008,0.0,2.501863723471959,0.5506737970559147,0.34022731397678635,0.11060749134403525,0.32196594680611684,0.7157841660049612,0.3134012213531455,0.2744172731059608,0.19910107478476635,0.4917528516997655,0.13512540591263333,1.1863927044092406,0.19968182037313792,0.20461173897192855,0.4958868622779846,0.403036028217241,0.2632595297988608,0.11389601892395189,0.0,0.0,,
59.0,0.6072336476989512,0.8350275294509737,65.71008,65.71008,0.0,2.6873065056965775,0.5716500941372009,0.35839472378897047,0.11060749134403525,0.32970558455101634,0.7319601237956522,0.320019587898864,0.29239417501893294,0.2036572955693321,0.4917528516997655,0.13512540591263333,1.1863927044092406,0.19968182037313792,0.20461173897192855,0.4958868622779846,0.403036028217241,0.2632595297988608,0.11389601892395189,0.0,0.0,,
60.0,0.5884128778178626,0.9650585038382429,65.71008,65.71008,0.0,2.8804736493096645,0.5956717683153031,0.3686561402895015,0.11060749134403525,0.3209027528817672,0.7437065750743265,0.3256291044797669,0.3112648752597698,0.1987494700387958,0.4917528516997655,0.13512540591263333,1.1863927044092406,0.19968182037313792,0.20461173897192855,0.4958868622779846,0.403036028217241,0.2632595297988608,0.11389601892395189,0.0,0.0,,
