round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_f1,fed_f1_best,fed_f1_best_threshold,fed_auprc,fed_prevalence,fed_ece,fed_auprc_lift,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6877691382798929,0.10890873421049611,3.66096,3.66096,1.0,0.22576274188606832,0.2702485199039018,0.28815020870373825,0.4977312950906977,0.20897405171364308,0.11448892245720041,0.35768056073960397,1.8430443245133108,0.6540235628109776,0.6513951677281913,0.20825554331212054,1.8284707865967842,0.26471251409244645,0.2667744543249798,0.5023376941680908,0.3581737344539413,0.22600621285034178,0.11389601892395189,0.025233797156549782,2.7393920182221336,0.02188843499397903,0.027624605224882345,0.012800508831670354
2.0,0.6596348627891071,0.263231603381091,7.32192,7.32192,1.0,0.21985420490644428,0.2740528034545,0.29294373771540905,0.5049844755484437,0.21919693039437757,0.11448892245720041,0.34794631219785077,1.9318505755567537,0.6626563774509393,0.6577374221990465,0.2133276241869259,1.8730033428944015,0.266757710253784,0.2711085582998277,0.5376600623130798,0.34829220270914346,0.22056537761410006,0.11389601892395189,0.015698036353034947,1.8277804456829472,0.015205114469693424,0.01612919601016244,0.005494437885483958
3.0,0.6509310698677445,0.27934733894075736,10.98288,10.98288,1.0,0.21819838400477018,0.2772966352111824,0.2948562246848546,0.5034272652550825,0.22414351868204602,0.11448892245720041,0.3450805087248379,1.9717075737672163,0.6662628509497049,0.6604560977760916,0.21632658926615464,1.8993340707597113,0.2713316672616923,0.2751155115511551,0.5174590945243835,0.3455804471897547,0.21897952582636243,0.11389601892395189,0.011135459355585398,1.3781516440103587,0.011457186653382561,0.010970805494142411,0.0048067070048772335
4.0,0.6459279108667876,0.27446088723245415,14.64384,14.64384,1.0,0.22761754888065683,0.2785293349083628,0.29905483161882096,0.5448652713316655,0.23028834716489233,0.11448892245720041,0.35943751423624376,2.023922759087027,0.6708810358439803,0.6626290980924884,0.21849781887699266,1.918397332420224,0.2718804159445407,0.2787915963809232,0.5548865795135498,0.35974804739661337,0.22851159144710936,0.11389601892395189,0.009420439468485727,1.2304001630727726,0.009960032197245403,0.009077482013339359,0.004121880639362492
5.0,0.6434189913320548,0.28782923817662864,18.3048,18.3048,1.0,0.22321161604888332,0.28205131231507224,0.3005613534279434,0.5292174531839046,0.23262667454417915,0.11448892245720041,0.35351012399737153,2.0435669446122056,0.6724275586003776,0.6630118061728142,0.21851524022356467,1.9185502907653584,0.27620593692022266,0.27896624211697785,0.5104935765266418,0.35391175989383145,0.22421123399139573,0.11389601892395189,0.008420916249981567,1.1622174512594938,0.008734193498367014,0.008214251398812301,0.004864903116757332
6.0,0.6459808003038318,0.277392918481629,21.96576,21.96576,1.0,0.2270433611709359,0.2804565622632556,0.30176678515935995,0.5578821958037992,0.23760288695574375,0.11448892245720041,0.3585867082825811,2.0898663819550536,0.6751175048133627,0.6638371208666309,0.22031662204626024,1.934366311726533,0.2733721545791424,0.28005845622425934,0.5388596653938293,0.3586302399597816,0.22807892735105278,0.11389601892395189,0.008251835468020833,1.2044600546978472,0.007909044242794615,0.008531270493046732,0.00659676491945762
7.0,0.6417076483550685,0.30709649833090535,25.62672,25.62672,1.0,0.21159746372349938,0.2869456746743662,0.3064757052754474,0.5082018223834062,0.23960084341722226,0.11448892245720041,0.3354950866831724,2.1054632228989987,0.6772331871801242,0.6625807199560227,0.21986464445013473,1.9303979763940464,0.27339359882726605,0.27880313199105144,0.5253320932388306,0.3356063047506362,0.21303514755754133,0.11389601892395189,0.007737047374975273,1.1997821050135826,0.007315501884254166,0.008099503549096533,0.00466548793736687
8.0,0.6450164908622428,0.38256179169996385,29.28768,29.28768,1.0,0.22061276596365734,0.28532969015627735,0.30598165752473366,0.5170330703671184,0.24353582059966702,0.11448892245720041,0.34895636699906174,2.1399381024552957,0.6791560686900145,0.662027627969395,0.21806477618533332,1.9145952443775465,0.2727069351230425,0.2780805529708893,0.5333665609359741,0.3488470653149902,0.22224351245703758,0.11389601892395189,0.007827112356799119,1.286819805891355,0.006977261294992016,0.008556751464438904,0.004714290104048698
9.0,0.6417707195782737,0.3639145653294307,32.94864,32.94864,1.0,0.2130630199092299,0.2907895212453582,0.30620718275830744,0.5589420437448904,0.24477198349152413,0.11448892245720041,0.3387959910503214,2.1491688391898878,0.6805111676490406,0.6622404039236816,0.21745713435066108,1.9092601866607533,0.27287774887680305,0.2783095273155647,0.5393492579460144,0.33843215298837737,0.21462313255817667,0.11389601892395189,0.007547624647268702,1.315332405708432,0.0069264555386780256,0.008099947062566289,0.0048939956435485755
10.0,0.6398435169718237,0.3616588342083197,36.6096,36.6096,1.0,0.21458594756159108,0.29158732171587914,0.3075751042969171,0.5492144550111479,0.24608220737401482,0.11448892245720041,0.34009177034649496,2.1567032246895264,0.6827248699666949,0.6637540183971951,0.22174965231313806,1.9469482288156164,0.27316847700485325,0.2809139784946237,0.5734176635742188,0.3398823486194347,0.2163329993017614,0.11389601892395189,0.007142478151527019,1.3204764611964492,0.005972669493118246,0.008204486824189002,0.00387042423117868
11.0,0.6406312475145775,0.3949476230547503,40.27056,40.27056,1.0,0.20627720275681585,0.29665206890011714,0.310876869415848,0.5207291038618738,0.2491506378516434,0.11448892245720041,0.3271384704689245,2.180289457746233,0.6845672090884626,0.6629147863613964,0.22230810676413104,1.9518514243466722,0.2744082840236686,0.2812361378086648,0.5376615524291992,0.3269484515790161,0.20844764491620268,0.11389601892395189,0.007117587511301446,1.3977088198626006,0.005862412649935414,0.00828602495943487,0.0039061175723460757
12.0,0.6425773047936894,0.4550507969485228,43.93152,43.93152,1.0,0.20900455948183708,0.297643429505294,0.3131104900400813,0.5353418692837639,0.24873285884235063,0.11448892245720041,0.32993825773491864,2.179998962492398,0.6858871128339123,0.6627618712919193,0.2216203710909341,1.9458131476826201,0.2759816672860151,0.28060401700630405,0.5406454205513,0.329911840052227,0.21171591636696638,0.11389601892395189,0.007602351255897457,1.5859351106410031,0.005937349463624556,0.009176385684509293,0.004937050313658462
13.0,0.6404953462445324,0.49947665399738383,47.59248,47.59248,1.0,0.2047400775289252,0.2937457616920836,0.3138468333534452,0.544393490107068,0.25309928649748464,0.11448892245720041,0.3250941853043656,2.215044676233274,0.687990545353134,0.6634253357066187,0.22100140543085622,1.9403786674793115,0.2752203721841332,0.2786465737844754,0.525372326374054,0.32497137449383645,0.20732095729802177,0.11389601892395189,0.006817936854466974,1.5165345897439693,0.005505484738627871,0.008074630458129907,0.005103659961837803
14.0,0.6421584384329508,0.47462481971750714,51.25344,51.25344,1.0,0.21277509316748505,0.29367421042931713,0.31647142496784936,0.5550073291806266,0.25958289067834867,0.11448892245720041,0.33902128635599,2.276220973363651,0.6914492704920993,0.66348686566851,0.22118663253083296,1.9420049499580734,0.27208399908696645,0.28103837471783294,0.5331690311431885,0.3386364713764177,0.21526697929197536,0.11389601892395189,0.006675729348671126,1.5682035210211325,0.004847924709263229,0.008450267172980898,0.006163350216137524
15.0,0.6416225767772051,0.46737540745134554,54.9144,54.9144,1.0,0.2141775305059336,0.29030428494926463,0.31731705254690634,0.5446762366432318,0.2619000371898729,0.11448892245720041,0.33817416040530696,2.2896236136052948,0.6929544311154167,0.6618415948967705,0.22196053977545466,1.9487998076882493,0.27067994802945,0.2795974382433669,0.6029350161552429,0.337662020948211,0.2174766257559152,0.11389601892395189,0.006387642894236883,1.5845073445379967,0.004537929505738066,0.008223998843248372,0.005533455940795352
16.0,0.6393636609585263,0.6525560113324202,58.57536,58.57536,1.0,0.2158158547027103,0.29271191572338845,0.3211086834804287,0.5432422951572881,0.26658553196084056,0.11448892245720041,0.3437595617824234,2.329594229596801,0.6949797057056314,0.6602373608322274,0.21976930265132394,1.929560881298787,0.27147496920147834,0.2780397199599943,0.5402031540870667,0.34319410951251905,0.2190092154377405,0.11389601892395189,0.006458332413618237,1.699610087165638,0.004566444117134195,0.008363404420166387,0.0051802908944547695
17.0,0.6366885553608693,0.5815787294451773,62.23632,62.23632,1.0,0.21823456872716024,0.2935360239062785,0.3216137464681642,0.5674639368037744,0.2666223141129221,0.11448892245720041,0.34726148153245373,2.3312025558225824,0.6932651433643473,0.6572487967460175,0.21773787810222756,1.9117250994313562,0.26955260515452417,0.27744784528704125,0.5495092868804932,0.34669740689420886,0.22155689590515362,0.11389601892395189,0.00644348359191101,1.7905123115833703,0.00415528498903877,0.008787671399601727,0.005740984349898743
18.0,0.6405352508216768,0.6434051131043763,65.89728,65.89728,1.0,0.2003449474454491,0.29944390674525795,0.3268658481134154,0.5558616052750285,0.26615487414244765,0.11448892245720041,0.3154551072939733,2.3257806888118,0.6952756599033283,0.6583553321039222,0.21828660601445005,1.9165428965537374,0.2746935832732516,0.2777777777777778,0.531653106212616,0.3145530417002241,0.20441971492712327,0.11389601892395189,0.006114588744286469,1.7929855146467162,0.003991721430792014,0.008315089922791515,0.004871319411678256
19.0,0.64819423547773,0.9192017848146434,69.55824,69.55824,1.0,0.20800710816428658,0.2982471429907571,0.32576674980443654,0.5546169923440238,0.27262286579196365,0.11448892245720041,0.3314062158414421,2.382672090201626,0.6987399191694856,0.6581818986808469,0.2179114586909176,1.9132491262615297,0.27588652482269505,0.2801684673136788,0.5809385776519775,0.3306386682621933,0.21201752272148086,0.11389601892395189,0.005602168298343627,1.7276571675974992,0.0037733445288498433,0.007514618367073644,0.004600983910713543
