round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best_threshold,fed_f1,fed_ece,fed_auprc_lift,fed_brier,fed_auprc,fed_f1_best,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6892128897815596,0.11257236787517962,0.9136,3.65056,0.9971592150692714,0.5687332746055539,0.4973344413863833,0.20804005583150761,0.38695327532179624,1.53842397947513,0.24888172528293268,0.17458607255147082,0.25073753012903294,0.1138523506828624,0.39588245711639003,0.08923203403219267,0.7834517384823845,0.2045002711006687,0.20450951154489178,0.521813154220581,0.4215512629231831,0.2790862773688023,0.11389601892395189,0.027211007571414956,2.9304460929706693,0.02305945292119416,0.029966950702737118
2.0,0.6813735821622534,0.1376238468101397,1.8272,7.30112,0.9971592150692714,0.6499621821816854,0.5092109405144368,0.2553876199081257,0.37126190024923067,1.9032413377595392,0.23584418696265558,0.2159449396529692,0.28679121734289775,0.1138523506828624,0.362864335055503,0.08350459160887785,0.7331651483326531,0.2045002711006687,0.20471014492753623,0.5194716453552246,0.4242367503465323,0.28217399024252016,0.11389601892395189,0.020602088919614032,2.346452476689592,0.01710509511544613,0.022936830561338883
3.0,0.6719460951750265,0.18803377014964257,2.7408,10.95168,0.9971592150692714,0.6589514773620984,0.5359157204282872,0.26493041691568375,0.37216998011003216,1.940028404435568,0.23625300870031357,0.22077136988778276,0.2934527921123524,0.1138523506828624,0.3808037386724256,0.0858066476444318,0.7533770579086236,0.2045002711006687,0.20453723788864786,0.5185692310333252,0.4218391394349984,0.2798708182899556,0.11389601892395189,0.014339275673069168,1.7617521416395903,0.012584160155846335,0.015543843523154126
4.0,0.6620737407199238,0.25022603778693014,3.6544,14.60224,0.9971592150692714,0.6690725098507586,0.5286966307669366,0.2754741751063677,0.3630309422083743,2.0450445265072577,0.2293389512998374,0.22853447530459434,0.3010837202097518,0.1138523506828624,0.3520730740519554,0.08212733328705077,0.7210729054707962,0.2045002711006687,0.20457421804375336,0.5127479434013367,0.42482621879521,0.2832974627173109,0.11389601892395189,0.011158635912851423,1.468234003521502,0.010751034287653664,0.011449573328691632
5.0,0.6595775581160607,0.37307559939174983,4.568,18.2528,0.9971592150692714,0.6711214254789397,0.5167631287486689,0.2830274332329927,0.3250439010672584,2.0463817031980236,0.20543231556254235,0.23001544128901918,0.30275271774655954,0.1138523506828624,0.3571671349536416,0.08261548984670204,0.7253588898648355,0.2045002711006687,0.20454853732423023,0.5171678066253662,0.43953587762410357,0.29719724147940696,0.11389601892395189,0.009312648989091047,1.3015226412098855,0.008820745404700351,0.009680292468799876
6.0,0.6519366430824648,0.3463262007535249,4.568,18.2528,0.0,0.686985795713419,0.5319276671985358,0.2957405129466865,0.3311936704466408,2.173110052755743,0.2078636184370223,0.24394594967371352,0.3173863225748629,0.1138523506828624,0.3571671349536416,0.08261548984670204,0.7253588898648355,0.2045002711006687,0.20454853732423023,0.5171678066253662,0.43953587762410357,0.29719724147940696,0.11389601892395189,0.0,0.0,,
7.0,0.6318091614236317,0.4062202250553379,4.568,18.2528,0.0,0.6967343287533231,0.5752815009251334,0.29483306662520514,0.3495071683728686,2.2732279569685567,0.22327846403708795,0.25492428658647565,0.3224111044659111,0.1138523506828624,0.3571671349536416,0.08261548984670204,0.7253588898648355,0.2045002711006687,0.20454853732423023,0.5171678066253662,0.43953587762410357,0.29719724147940696,0.11389601892395189,0.0,0.0,,
8.0,0.6132848229376678,0.5365582843153335,4.568,18.2528,0.0,0.709535259606953,0.5600218621822727,0.3079869946692358,0.32950336002603536,2.39637195940408,0.20620050928078423,0.2690621450669523,0.33310904366298727,0.1138523506828624,0.3571671349536416,0.08261548984670204,0.7253588898648355,0.2045002711006687,0.20454853732423023,0.5171678066253662,0.43953587762410357,0.29719724147940696,0.11389601892395189,0.0,0.0,,
9.0,0.6459787258380503,0.43055214450767565,5.4816,21.90336,0.9971592150692714,0.674234746699846,0.5439051965464804,0.2864551383391403,0.3454410068166062,2.092491190056679,0.2171385311499528,0.2348542095482651,0.3049203623916648,0.1138523506828624,0.37460354399529067,0.08475694142301018,0.7441607022243877,0.2045002711006687,0.20452799493876814,0.5112906098365784,0.43416450466313633,0.29173226540740965,0.11389601892395189,0.008314277019092223,1.2328974273987114,0.0074211808151305025,0.009003418057821323
10.0,0.6458742641707832,0.4499866018988893,5.4816,21.90336,0.0,0.6907746568559823,0.5381583704999595,0.29393169665941293,0.3551859022151855,2.23957713819402,0.2230767941065197,0.250488172215564,0.31800435564651325,0.1138523506828624,0.37460354399529067,0.08475694142301018,0.7441607022243877,0.2045002711006687,0.20452799493876814,0.5112906098365784,0.43416450466313633,0.29173226540740965,0.11389601892395189,0.0,0.0,,
