round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1_best_threshold,fed_brier,fed_f1,fed_auprc,fed_auroc,fed_f1_best,fed_auprc_lift,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
20.0,0.6388033438423788,0.9639822290059727,73.2192,73.2192,1.0,0.3325923553613145,0.5811761468114214,0.20945395423626353,0.2866367427062206,0.2670596610833769,0.6943594075316404,0.3204657327697333,2.3356754685085663,0.1135662574756059,0.658645600922716,0.2240210493018281,1.966890953856837,0.2782412626832018,0.2801418439716312,0.521304726600647,0.33187755481239445,0.213542997881838,0.11389601892395189,0.005438608890165618,1.814670910122004,0.0035335143635735625,0.007384970667573766,0.004278153217475089
21.0,0.6395239645837811,1.108657767759711,76.88016,76.88016,1.0,0.343087088370266,0.5984099064265027,0.2166953119741447,0.28198981509503596,0.26878667129704037,0.6938535012005637,0.3229094870620057,2.3513351954084656,0.1135662574756059,0.6588449489636387,0.22430769803197828,1.9694077119740947,0.2775325653999354,0.2799418604651162,0.5597725510597229,0.342488068081252,0.22081626944937308,0.11389601892395189,0.005073619787517314,1.778450697000153,0.0031366137089564317,0.007074047188675226,0.004084484940680232
22.0,0.6448277065445136,1.1955027196215093,80.54112,80.54112,1.0,0.34730278303102713,0.5965403625114858,0.21863690636715236,0.2851269072881819,0.27309993492457724,0.6956028520347702,0.3239891030755825,2.3934711569986256,0.1135662574756059,0.6554876568863435,0.2228847883768532,1.956914653230091,0.27652940544027527,0.28074443498357865,0.5223129391670227,0.3466312621002367,0.223203960178038,0.11389601892395189,0.004930427141082512,1.8112399522742635,0.0030195471165028595,0.006915847174902292,0.004439179414800293
23.0,0.6406940886550021,1.2829458383122336,84.20208,84.20208,1.0,0.334793080468942,0.5709534094098758,0.20966454119331354,0.28993480745740985,0.2750426922758433,0.6980123612588406,0.32836733328478407,2.407616368855633,0.1135662574756059,0.655723548930739,0.22263343874872676,1.9547078190448308,0.27358068842199373,0.2789303273773834,0.5108410716056824,0.33372066626472435,0.21438521676693859,0.11389601892395189,0.004637991887031499,1.7796861570295732,0.002812187658408882,0.006563623050122923,0.003430593067843902
24.0,0.6407687571999265,1.0977297068922565,87.86304,87.86304,1.0,0.3417234400966196,0.5708665924436985,0.21449424087364805,0.2859878791208548,0.2762320747120323,0.6996278289995038,0.3291651399278595,2.417594854342418,0.1135662574756059,0.6546768744576441,0.22269376166331536,1.9552374505030548,0.26908781990018055,0.2783171521035599,0.5192184448242188,0.3407671094688877,0.21930562676399418,0.11389601892395189,0.004634804573390599,1.8505462573575642,0.0026520555328087255,0.006743714471007525,0.00434750399707268
25.0,0.6431623865467331,1.4428912082413157,91.524,91.524,1.0,0.3127264418067023,0.5624744893227278,0.19881795743043226,0.2868399603437607,0.27769268588277823,0.6991747775213863,0.32641123482463213,2.424151014706133,0.1135662574756059,0.6540352084406207,0.22148038993241573,1.9445841217707327,0.27124733355787584,0.27353266888150607,0.5358429551124573,0.3120120008156371,0.20447512271246462,0.11389601892395189,0.004249432369163833,1.7655964510668127,0.0024267942666771373,0.006204079471650944,0.004936358560126837
26.0,0.6528326753458156,1.8735115333991612,95.18496,95.18496,1.0,0.3431882979978124,0.5830169660736639,0.2152652818548347,0.28913578817808994,0.2802843029207902,0.7027467544110012,0.32907180828951116,2.448683930608124,0.1135662574756059,0.6556609020676427,0.22421968807637313,1.9686349900085982,0.2705164027734658,0.27624984720694296,0.5239678025245667,0.34215922712401864,0.2201993928985224,0.11389601892395189,0.004213122085447339,1.8225778290161543,0.002430346320437576,0.006132659776418114,0.003532833998013689
27.0,0.6416826239700749,1.3309193732814637,98.84592,98.84592,1.0,0.3239820839287509,0.5775644378295139,0.20343164455799925,0.2955802485635398,0.2849095606809086,0.7059221615921718,0.33511386563789225,2.4899772133993183,0.1135662574756059,0.6533671383771321,0.22123898999799846,1.942464645280703,0.2739292575432252,0.27759720717467196,0.5108554363250732,0.3233459874040791,0.2096860077754991,0.11389601892395189,0.003864404356153603,1.7375465733348392,0.0022088332769871462,0.0056567293322415035,0.003935204134765558
28.0,0.6484317624452106,1.7603173497618798,102.50688,102.50688,1.0,0.3170588217307789,0.5592557609869244,0.19914063804233187,0.2973027563915625,0.28613308882915245,0.706663826656828,0.33279556326926274,2.500478471006839,0.1135662574756059,0.6534543947150946,0.22160783146512747,1.945703050543799,0.2754491017964072,0.2774161241862795,0.5077520608901978,0.3157887033579659,0.20539934443299976,0.11389601892395189,0.003614688273033127,1.6851296674958576,0.0020537105529283596,0.005311978443755724,0.004242183358956781
29.0,0.6463273571543733,1.5274994597173785,106.16784,106.16784,1.0,0.31979419686016036,0.5952272946856328,0.201631284445077,0.2965594043614417,0.2904653982917417,0.7089474761345519,0.3370158410267752,2.532773121707582,0.1135662574756059,0.6516601368522733,0.2213169326900487,1.9431489772949968,0.2712098538045355,0.2755205688166582,0.5195066332817078,0.3190373681767451,0.20876426660690683,0.11389601892395189,0.003475703206568119,1.6781549786683172,0.00190775041291577,0.005185810578621336,0.003924906181163587
30.0,0.6522193899050392,2.923454255118974,109.8288,109.8288,1.0,0.33525110153895765,0.5864301710636091,0.2100483912229039,0.2999762023857766,0.2915098713902542,0.7090034142819309,0.34004652987392003,2.5380045019659243,0.1135662574756059,0.6494689774792056,0.22039759379147983,1.935077238640262,0.2713074520303436,0.2733847065797273,0.5105100274085999,0.33440253097988554,0.21684840457695073,0.11389601892395189,0.003545200860459253,1.7715295264160886,0.0019759090636894605,0.005262645433630434,0.004405139067444272
31.0,0.6508449034163541,1.9514807273578356,113.48976,113.48976,1.0,0.32552050314355196,0.5738531988823531,0.2040344694953406,0.3019289260807667,0.2914693382254851,0.7110708126549474,0.33722359701270077,2.5430426977997795,0.1135662574756059,0.6501778458103078,0.22195505310887353,1.9487516350950986,0.27370614796804443,0.27501613944480313,0.48778483271598816,0.324586787918222,0.21095034671669902,0.11389601892395189,0.00338000559343664,1.7504373487881821,0.0018799365546712235,0.005024473554950766,0.004570138463907454
32.0,0.6521045296911467,2.0347716650080363,117.15072,117.15072,1.0,0.3085655290105573,0.5832711421396509,0.19599477108768387,0.3035548892819814,0.293507505270475,0.7119515265216797,0.338554115436717,2.563730298499402,0.1135662574756059,0.6499021720038899,0.22224686737084207,1.9513137462621568,0.27373173339669715,0.2745143926983384,0.4970390498638153,0.3077577320674133,0.20428363323279314,0.11389601892395189,0.0032848876115431306,1.753054581115066,0.0017492589474542302,0.0049771997679009415,0.006436149881030719
33.0,0.6540424110042502,2.153723521717974,120.81168,120.81168,1.0,0.32614785133397,0.5859299706163217,0.20433711878041713,0.30299911443929245,0.29771974778632493,0.7150421642867446,0.3414058506882393,2.5978407736952045,0.1135662574756059,0.6454204615999577,0.21856466854315926,1.9189842683535268,0.26609739210708516,0.27141316073354904,0.48861005902290344,0.32571062361234526,0.21254240717954154,0.11389601892395189,0.0030595700431729966,1.6897893785735505,0.001719794250395473,0.004544276165022471,0.0038941513033130173
34.0,0.6486296653121704,2.272665150305362,124.47264,124.47264,1.0,0.3191121268096608,0.5727006978984145,0.20136486988587002,0.30287092650536485,0.2974505637003721,0.7141452303729747,0.3401239727146894,2.595082634233526,0.1135662574756059,0.6483945687177608,0.21906415964940507,1.923369769365457,0.27127779025376153,0.2717549829849295,0.5171712636947632,0.3185141602669519,0.20955887422662897,0.11389601892395189,0.0030561364265765502,1.7460084921112866,0.0016405609478446163,0.004627269669384258,0.00362949750243861
35.0,0.6485485289753091,2.0470099389198437,128.1336,128.1336,1.0,0.32118738989352963,0.5706115285480476,0.20066460076892953,0.306104407362407,0.3027735991700068,0.718380773756455,0.3457488784600616,2.6338252871711765,0.1135662574756059,0.6444395964517982,0.21489528936622498,1.886767346185384,0.2672,0.26913875598086123,0.506945013999939,0.32070060267577655,0.20942474516417725,0.11389601892395189,0.0028817887869258085,1.697020455223992,0.0015438400238127607,0.004367213960880797,0.0045521610562182305
36.0,0.6429542694139981,2.0377647718503904,131.79456,131.79456,1.0,0.31557480101699087,0.5759304493618793,0.1973599246959016,0.3088791131513923,0.30469133773313417,0.7194985835987343,0.345393717387457,2.655557023420382,0.1135662574756059,0.6474761621909214,0.2177886379428142,1.9121707676914605,0.2702829085807809,0.2727375183139863,0.4942305088043213,0.31515136065347943,0.20642605589336854,0.11389601892395189,0.003021297019367096,1.8322294143799809,0.0015070531820729862,0.004710357451164906,0.003784978431004632
37.0,0.6489641431710129,2.375161236796832,135.45552,135.45552,1.0,0.31386488674683233,0.5863192907248723,0.19671677274334023,0.31304053658955056,0.30841585226783347,0.7209116807074688,0.3475403637496839,2.704571837443813,0.1135662574756059,0.6418008859812535,0.21264765358081059,1.8670332430389418,0.26784015223596574,0.2688467299051423,0.5086612701416016,0.31307878930846345,0.20628066888114335,0.11389601892395189,0.0027190326262564574,1.7006042776311006,0.0014147839291123645,0.004172080702528262,0.00420048062159632
38.0,0.652842697824022,2.6542437065344116,139.11648,139.11648,1.0,0.32997710736414426,0.5874572027731437,0.2062667173780716,0.3065457386689543,0.30961395849772205,0.7215744543299525,0.35029970197141597,2.7087888567637397,0.1135662574756059,0.6417547792955531,0.2147797748434621,1.8857531358218067,0.2629535115943637,0.26641242168346496,0.5379038453102112,0.3291163874774084,0.2155584836991827,0.11389601892395189,0.0026919257417822445,1.7329441830397627,0.0013589485786749797,0.004175546533550245,0.004796379897898447
39.0,0.6512654658828207,2.191542158405413,142.77744,142.77744,1.0,0.3155580326748411,0.5950612213051014,0.1984142505840441,0.30521049005082285,0.31324873051272606,0.7235998599752378,0.3499991010133362,2.7384154851390554,0.1135662574756059,0.6416532291320562,0.21295966012543222,1.8697726411985032,0.26286744002703005,0.2645051194539249,0.5448374152183533,0.3142429442855444,0.20855774835622817,0.11389601892395189,0.0026950455827638334,1.784412147497278,0.0012794052970173714,0.00427176720039921,0.005127903052808799
40.0,0.6507182527910674,2.9994358914107373,146.4384,146.4384,1.0,0.3042441828593849,0.5786341509261445,0.1916357696152051,0.3110193479751122,0.3150109295765568,0.7250926774093581,0.35239353341252544,2.756944569769773,0.1135662574756059,0.6407863130057146,0.21305719465440082,1.8706289883288951,0.2632075471698113,0.2671666882193198,0.516678512096405,0.30367952975116463,0.2021311390850102,0.11389601892395189,0.002649253262909742,1.8028571158738487,0.0012851325811221454,0.004167553266460962,0.005773369105651831
41.0,0.6633849439608341,3.2604221464920826,150.09936,150.09936,1.0,0.32681856421791994,0.5950055202148528,0.20613511626015307,0.3002677811892513,0.31531298949409503,0.7241840830585835,0.35220822188264156,2.7692175648964175,0.1135662574756059,0.6409981101027655,0.2144072736255216,1.8824825981729953,0.2619446772841576,0.2674902007364295,0.5230245590209961,0.32674513429507657,0.21680716342363396,0.11389601892395189,0.002528204226522286,1.7664361566139632,0.0012571867061651305,0.003941866231641965,0.005987366402377024
42.0,0.6658983081985904,3.244797334917334,153.76032,153.76032,1.0,0.3289141764201392,0.569667213892539,0.20602939037691617,0.30920092576089436,0.3178300995273805,0.7273875194147496,0.3564404631819547,2.7797273429700713,0.1135662574756059,0.6376852932824443,0.21244517455239187,1.8652554896957463,0.26101913566974844,0.26466021736534096,0.5153324007987976,0.32869801654186775,0.21665538878365265,0.11389601892395189,0.0023266770285331694,1.6679722508779378,0.0011688294326137466,0.0036164197728258546,0.0038945568115097877
43.0,0.6647871603129591,3.2813337034056453,157.42128,157.42128,1.0,0.32636749768659296,0.5563194195223109,0.2036268219409771,0.31198800879397864,0.3167899173504312,0.7282380624214845,0.35742025017286444,2.771315276198111,0.1135662574756059,0.6393605572438472,0.21326082008351638,1.872416806999287,0.261346196009647,0.26661631419939574,0.5214771032333374,0.32669869884526387,0.2140928532205096,0.11389601892395189,0.0023195273345093938,1.7057812937000563,0.0011495402544388822,0.0036226435167335497,0.0040137863781073676
44.0,0.6485576579269079,2.647891472520065,161.08224,161.08224,1.0,0.3182234132788391,0.5749925770097684,0.19952733412217763,0.3104767461397243,0.31883780388985644,0.7292707360860897,0.35760625863941947,2.779986402822943,0.1135662574756059,0.6396566113598943,0.21256508869285198,1.866308328430524,0.2647221301513645,0.2663677130044843,0.5026301145553589,0.3180796055555962,0.21040028346506853,0.11389601892395189,0.0022093421241336773,1.6668330569318641,0.0011176549168437236,0.0034230892020102135,0.004088601610158514
45.0,0.6709400509353474,5.034805329219367,164.7432,164.7432,1.0,0.31583513517374495,0.5674826472969524,0.19711599440245917,0.3172000384218532,0.3187457669149833,0.7282069089051075,0.35707505070096685,2.775758985073115,0.1135662574756059,0.6403885957811053,0.21425004337160714,1.8811021262706416,0.2684013127051102,0.2687162637878432,0.5002231597900391,0.31615462706128966,0.20816038393049716,0.11389601892395189,0.002183124037228552,1.6889320451155072,0.0010669681047874753,0.003422402903050857,0.004640603105009915
46.0,0.6631335898950852,3.3597747873024963,168.40416,168.40416,1.0,0.3212972204518552,0.5960445292460532,0.20137745163986362,0.31141339730854156,0.32018576679623106,0.7307756099588718,0.36125041863641194,2.7909460387180163,0.1135662574756059,0.6401196986786281,0.21377926253335985,1.876968699635584,0.2651141961486789,0.26737660094977694,0.5445328950881958,0.32158382248942435,0.21276683220169582,0.11389601892395189,0.002129025720449382,1.687879022632842,0.0010080729897565981,0.0033686724137617146,0.004960908750480965
47.0,0.6646694692200152,3.818867227041154,172.06512,172.06512,1.0,0.31754889613266046,0.5696703227015836,0.19841508695990637,0.31734323019535493,0.3192014223615722,0.730673331794652,0.36059039242871577,2.788219128309646,0.1135662574756059,0.639424935931284,0.20961769197640376,1.8404303676001619,0.26224686050458196,0.2694300518134715,0.5235979557037354,0.31689081499825494,0.20906703055720832,0.11389601892395189,0.0022682287305651376,1.8418657152324158,0.0010098512260776431,0.003658297912072818,0.00470357902876886
48.0,0.655740200615483,2.87700469978097,175.72608,175.72608,1.0,0.32703660411141316,0.5879756307410564,0.20458762657231458,0.31256019786099504,0.32202637619160507,0.732561489539725,0.3623996167763206,2.8195062362836927,0.1135662574756059,0.6412890189435982,0.2114156203895548,1.85621606783918,0.26523297491039427,0.267826513109532,0.5207627415657043,0.3264661922510936,0.21563301545137217,0.11389601892395189,0.002040332129648719,1.6954249913069361,0.0009718382249914129,0.0032183423724090636,0.005030498912732844
49.0,0.6672017006049289,3.3754047670946945,179.38704,179.38704,1.0,0.3307052186653641,0.5884730180479801,0.20604171706654714,0.30905525233124187,0.32480920198386626,0.7338922545381217,0.3627540588566141,2.8358731783503868,0.1135662574756059,0.637536180696845,0.2097178195468923,1.841309481474681,0.2634304207119741,0.26408281174771303,0.5188931226730347,0.33058186928375366,0.21719295827537602,0.11389601892395189,0.002002726703682195,1.7036044969390787,0.0009553411623956284,0.0031551693867420114,0.005120519139502749
50.0,0.6604630184685374,2.9736726475635256,183.048,183.048,1.0,0.31014303811710964,0.567186101140712,0.19324318059690715,0.32024348094179866,0.3276952956412787,0.7341788385953987,0.36425946163637996,2.847062121770916,0.1135662574756059,0.6379860659923462,0.20924543089159997,1.8371619383054352,0.26054181389870434,0.26490776490776496,0.48328930139541626,0.31023872707294897,0.20463231501162682,0.11389601892395189,0.0019069684772641843,1.6624249450651405,0.0009262242559912321,0.0029835688309057156,0.00452134083129828
51.0,0.6735989286256594,3.7860748368508177,186.70896,186.70896,1.0,0.3303333642397809,0.5868806561959925,0.20609054553173464,0.31290832402258706,0.32847271642138964,0.7352780413119002,0.366127767554118,2.8534846022031073,0.1135662574756059,0.6364990563565257,0.209944691525967,1.8433014034155715,0.2603789652969981,0.2644869362136914,0.5537218451499939,0.3301585571141018,0.21789970414515217,0.11389601892395189,0.001868029648362264,1.6666353279842951,0.0008913863360164341,0.002939834645257226,0.00456059233334255
52.0,0.6829387270667864,6.170768698722893,190.36992,190.36992,1.0,0.32600514990553214,0.5878877583430329,0.202370650175275,0.31679935508063933,0.3285688420113129,0.7347684384275429,0.36937482724541654,2.873132111477317,0.1135662574756059,0.6362497991460248,0.20824793407688824,1.8284039779821883,0.26430155210643014,0.2665301012859907,0.5042508840560913,0.32594226540830745,0.21422065283216662,0.11389601892395189,0.0018546214075706791,1.6915427941312373,0.0008761226458216198,0.0029272096635888003,0.004963689914576045
53.0,0.6566468228644324,3.1257203576361494,194.03088,194.03088,1.0,0.31732760765066703,0.5715625658195124,0.1983006874864756,0.3207358549359141,0.3248288850662731,0.7345610697974332,0.3708999476380564,2.8406497937194763,0.1135662574756059,0.6363992882151763,0.2097995009024529,1.8420266387233037,0.26306875917353506,0.2645352279455299,0.5087037086486816,0.31720260813353013,0.21033506590742207,0.11389601892395189,0.0017124592595132847,1.596460609953283,0.0008195487323746551,0.0026878190982614694,0.004679817666294002
54.0,0.6793210180452086,4.020711955722868,197.69184,197.69184,1.0,0.30367435844886503,0.5754957555580108,0.19050081135075383,0.3247328068809841,0.32922070147272187,0.7357318401121465,0.36765595633817083,2.875596971082998,0.1135662574756059,0.6343323935132585,0.21007967510406644,1.844486550880555,0.26100667070952094,0.26408173958606235,0.5138092637062073,0.30318313004670017,0.2034056633381521,0.11389601892395189,0.0018211151589399603,1.73351272337095,0.0008079357234288149,0.002927314085306122,0.004874908356687196
55.0,0.6785274100745974,4.60164314758634,201.3528,201.3528,1.0,0.317236415942913,0.5614702237489128,0.19939494206783007,0.3143044912863714,0.3253536096825723,0.7346672311428157,0.36412388817819735,2.8272030562794765,0.1135662574756059,0.6361992374049561,0.21022948055744484,1.8458018334935358,0.26100489106269453,0.2652380952380952,0.5120475888252258,0.31758389269375914,0.21224235549577528,0.11389601892395189,0.0019137552152216652,1.8601688107628433,0.0008518249045953518,0.003071691889364391,0.0045339415306802034
56.0,0.6817723194427489,5.270272129068568,205.01376,205.01376,1.0,0.3302036756495698,0.5836342945465097,0.20671868292512643,0.3130812075767071,0.3278348409711778,0.7366138017969354,0.36661703523136113,2.8648965483376765,0.1135662574756059,0.6345598021282766,0.2083703996258081,1.8294792179254005,0.26254413180699687,0.265508381255353,0.5243419408798218,0.33066427842868695,0.21990715170270278,0.11389601892395189,0.0017912893928314604,1.7763606161779535,0.0008220727289055105,0.002845832159016587,0.0048634466186720125
