round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1_best_threshold,fed_brier,fed_f1,fed_auprc,fed_auroc,fed_f1_best,fed_auprc_lift,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6882937468124846,0.11937325710564725,3.66096,3.66096,1.0,0.37110711815111824,0.502520061657419,0.23474281250409423,0.2585606849826715,0.21187235064577453,0.6460450161963677,0.27977587097400763,1.8667117088809286,0.1135662574756059,0.6541407116814162,0.20787646665862833,1.825142517030617,0.27001114827201783,0.27573922337014606,0.5038744211196899,0.3706214883030017,0.23481313633967316,0.11389601892395189,0.02498195560171408,2.7204251245843807,0.022311100718680955,0.026880540455469122,0.011206710994511182
2.0,0.6643555197230132,0.2231017469324001,7.32192,7.32192,1.0,0.3489395382327782,0.509787417557542,0.22041353551533482,0.2633485436427881,0.21772916959894936,0.6517773031707337,0.28209446408104427,1.9200166208730671,0.1135662574756059,0.6600187242839772,0.213859810352309,1.8776759045028844,0.27745021693180555,0.2811535881958417,0.5265583992004395,0.34878949268942144,0.2204934898072565,0.11389601892395189,0.015654546531599117,1.8273617925115104,0.01578878480376192,0.015662498561118673,0.005390414707819017
3.0,0.6468438999630178,0.312114725291624,10.98288,10.98288,1.0,0.3464566797881071,0.5129195649593101,0.2196172341528227,0.26029328597287577,0.22384431849764372,0.6553142565260947,0.2867665489449869,1.9725596676756536,0.1135662574756059,0.6602789120669453,0.21752777884484614,1.909880440949292,0.27495211747180254,0.2786392038879889,0.5133860111236572,0.3459274819864829,0.2196806935276977,0.11389601892395189,0.012128278181626028,1.5138883129902752,0.012556473720836455,0.011895367332110454,0.005506945650433725
4.0,0.6474021641944057,0.4056705839609248,14.64384,14.64384,1.0,0.3351321108458663,0.51591600283047,0.21327862660829267,0.26691105987171077,0.22793587834742787,0.6581924131277485,0.2888801174304784,2.007876171603814,0.1135662574756059,0.6624543469769802,0.22073019619868645,1.9379974671991609,0.28093412338794005,0.2824478816408877,0.52495938539505,0.33471402510677395,0.2135038745059002,0.11389601892395189,0.009724657642699154,1.2919367882727784,0.010523000134594125,0.00920670194743043,0.004356861418093201
5.0,0.6425186986390827,0.37129229747942627,18.3048,18.3048,1.0,0.3562219949340086,0.528498999150174,0.2263571663451757,0.26820121640486877,0.2307695437343228,0.6606630735086432,0.29096108306535573,2.031033884533215,0.1135662574756059,0.6628722437199908,0.22245770343633414,1.95316487387385,0.2772341111947521,0.2818874416318506,0.5240246653556824,0.35552124068237734,0.22640456869855327,0.11389601892395189,0.008777308429765335,1.2372009768569114,0.009336103682181622,0.008402900771135846,0.00420007554327508
6.0,0.6439104816033507,0.3890473064391477,21.96576,21.96576,1.0,0.34303710780636787,0.531342087658389,0.21683956951703257,0.2712898756511963,0.23278340490350774,0.6632519929838326,0.2936519696225262,2.0418497616940336,0.1135662574756059,0.6651689816305644,0.22404930145257035,1.9671390059925409,0.283177345812335,0.28494829567215624,0.5100536942481995,0.34246462794958515,0.21709246380906436,0.11389601892395189,0.00835751890143547,1.2477181705125986,0.008021061942391916,0.008639585765556361,0.004907341470300804
7.0,0.6409179768215785,0.3704425706518756,25.62672,25.62672,1.0,0.344311597279156,0.5269316611272717,0.21624699082779222,0.27139677045954735,0.23606118661777953,0.6656801964719041,0.29459546148674626,2.0685356466848535,0.1135662574756059,0.6664699707432121,0.2263716758992767,1.9875293099614355,0.2868662186927306,0.2877030162412993,0.4937547743320465,0.3438852554635004,0.21663391790739206,0.11389601892395189,0.008596192680243801,1.3578942332073893,0.008037792485311787,0.009066721022362785,0.004528278109215393
8.0,0.6430459729271447,0.41207277721788327,29.28768,29.28768,1.0,0.3535119843428563,0.5424002423577614,0.22302795425791913,0.27307728337442916,0.23830535180579016,0.6671919308186265,0.29541135683461206,2.0920174470400523,0.1135662574756059,0.6644132536466574,0.22537497891531644,1.9787783721027052,0.281991624011168,0.2844633143160409,0.5210584402084351,0.3530425890373459,0.223702272187191,0.11389601892395189,0.00823177851512383,1.382151532637181,0.007532811609736799,0.008827758214002694,0.0047674155193890054
9.0,0.6479937806114442,0.5056777356665869,32.94864,32.94864,1.0,0.3407747790001645,0.5230593877278449,0.21445203130584575,0.2760107824480998,0.241073957289891,0.6693986684573026,0.29897618250256197,2.1128349912940596,0.1135662574756059,0.6643819051162057,0.22685580528395152,1.991779936008322,0.28253404381290703,0.2835786031301098,0.4981098175048828,0.34027164433513535,0.21525873533853426,0.11389601892395189,0.00818190917763933,1.4631939231576325,0.006813705260162723,0.009364208068817565,0.004268340809069336
10.0,0.6381079942141068,0.430362386820583,36.6096,36.6096,1.0,0.31833260708732125,0.5176600132999383,0.2012864956165196,0.27794049396469594,0.24150363558597046,0.669650102945201,0.2954778220165584,2.113295482494752,0.1135662574756059,0.6642796019856044,0.2272180245181089,1.9949601984756102,0.28085432919810716,0.28320554044026713,0.4931196868419647,0.3175693597961242,0.2021137995815207,0.11389601892395189,0.007261809531496517,1.3852922012665658,0.006263034344929425,0.00814724510229517,0.004317697913051178
11.0,0.6417274447938349,0.5081280729249842,40.27056,40.27056,1.0,0.33474077710921113,0.5406990683956796,0.21039834838400528,0.2782478063010741,0.24481028785288414,0.673919061349194,0.2998941374359918,2.1414017113511763,0.1135662574756059,0.6651531316730142,0.22827511319670057,2.004241371677085,0.2827694919364617,0.28385615914307577,0.5076154470443726,0.33393228462030516,0.21146472706632455,0.11389601892395189,0.007795523739394039,1.5755480315710884,0.006235518418266861,0.009208639537199373,0.004832138516222067
12.0,0.6402381391045457,0.5729534721453706,43.93152,43.93152,1.0,0.3453089989048714,0.5663537631066371,0.2180898228292553,0.2754809489746432,0.24654641396555277,0.6752902110637351,0.2988931994871832,2.1597233894778745,0.1135662574756059,0.6643067464497225,0.22699852836533596,1.9930330358333452,0.28006189213085764,0.28326588907403,0.5119007229804993,0.3444314137966639,0.2193852595614178,0.11389601892395189,0.007360680764042732,1.58138253863126,0.005709624394295898,0.008892428147784312,0.004388026868929222
13.0,0.6410399644574166,0.6048086584914252,47.59248,47.59248,1.0,0.3371973132947387,0.5785013577830765,0.21314627382451978,0.28074358366796015,0.2505690753989695,0.6782483678450706,0.30522761537602044,2.1911485220297022,0.1135662574756059,0.6635075220660774,0.22761754083453956,1.9984679270178818,0.2820189996566327,0.28309700087840384,0.5184361338615417,0.33626517963090535,0.21483930150480646,0.11389601892395189,0.006875980086027255,1.5661896952915413,0.005319076647358713,0.00835073007767402,0.004729209882772603
14.0,0.6344421024672224,0.5904341793360985,51.25344,51.25344,1.0,0.3458089324959071,0.5897791047384426,0.2187150788027164,0.2752417366686559,0.2535246416857438,0.6802746957258976,0.30835051397043234,2.2158166748591204,0.1135662574756059,0.6635162690339417,0.22758990944331983,1.9982253251123825,0.27772481728630444,0.283953722334004,0.5318965911865234,0.34508655551344575,0.22061615631334672,0.11389601892395189,0.00646791111208471,1.562859134003702,0.005083138162036536,0.00779877846197774,0.003663220203997394
15.0,0.6367660691369019,0.7241111311491264,54.9144,54.9144,1.0,0.3509538636347915,0.5789428622083992,0.2208423665737539,0.28049856769731524,0.25522553008374643,0.6829446285585715,0.31211696939797584,2.232175185858462,0.1135662574756059,0.6632509485252109,0.22735377283284017,1.9961520602809109,0.27992021276595747,0.2852933955315492,0.5171869397163391,0.35011767334116733,0.22290234658511499,0.11389601892395189,0.0067364526529169215,1.7219179116127634,0.004812350185986312,0.008609238016276773,0.004047464797021655
16.0,0.636315560769724,0.7362323745221574,58.57536,58.57536,1.0,0.33578490697053814,0.5700684905033423,0.2119706951971915,0.27911305195656405,0.25625748909056634,0.6847065352026919,0.3136264149778071,2.241264789895652,0.1135662574756059,0.6610361961828685,0.22539513181887774,1.9789553133492186,0.2821865529240094,0.2842351781092074,0.5170453190803528,0.3347396096043564,0.2144143205155256,0.11389601892395189,0.00669992555431338,1.8177934070131414,0.0046527174230121485,0.008706454599182352,0.004220020522409194
17.0,0.6358958543489991,0.8477021286646609,62.23632,62.23632,1.0,0.3539744696610654,0.5812406443577726,0.2239165164496487,0.2817702719155754,0.2602248959392776,0.6877192895954103,0.3165913850614985,2.2717436372190454,0.1135662574756059,0.6595885416277111,0.22474922692280108,1.9732843083204306,0.27442052980132453,0.28353585894686684,0.5271636843681335,0.3531080467391243,0.22687849118372835,0.11389601892395189,0.006304933782032432,1.8079905019458238,0.004326892052645738,0.008270940198412579,0.0032164410136331645
18.0,0.6343653212741817,0.8116870035134485,65.89728,65.89728,1.0,0.3418861981359365,0.5780121851931737,0.21530357135623043,0.28313733214399167,0.2627887403996984,0.6900772726797775,0.32011969633420045,2.2963277814873075,0.1135662574756059,0.6573252731049336,0.22416264296374128,1.968134137448774,0.27292202227934875,0.28014440433213,0.5203701853752136,0.340896885604813,0.2184932449153451,0.11389601892395189,0.006212974627990955,1.8798455770938745,0.004075803822382934,0.008353397142917609,0.0035449658091026392
19.0,0.6323583740756089,0.8734664398319746,69.55824,69.55824,1.0,0.3304346975106787,0.5800610509821555,0.20828338139129512,0.28563861594303264,0.2647285686295698,0.6914821356300884,0.3194744104813521,2.313590004186311,0.1135662574756059,0.6581986898472776,0.22318219535032383,1.9595258680581458,0.278790676205862,0.2797038429897755,0.5033090114593506,0.3292708416034928,0.21162673364197016,0.11389601892395189,0.0056113510487911435,1.7879098500116015,0.0036275952727176063,0.007609654779293441,0.003702047358958733
