round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best,fed_brier,fed_auprc,fed_auprc_lift,fed_auroc,fed_prevalence,fed_ece,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,11.516351534454946,301.36307373648066,3.66096,3.66096,1.0,0.2713597747182789,0.2870576629931469,0.24823775394323175,0.21261105334939406,1.872211087589128,0.6540470139405534,0.11429290704260812,0.38734881348138467,0.5092220932340914,0.6541123248215757,0.2054728926236826,1.8040392857003753,0.26554428926726614,0.2745881178232651,0.5170236825942993,0.38769750182849055,0.24828206445102172,0.11389601892395189,0.022720377454947486,2.467775825121862,0.01990473664519534,0.024725039874620564,0.008595133234980694
2.0,10.104363897791421,449.96173576255353,7.32192,7.32192,1.0,0.2765312112110302,0.2914372643538208,0.2396501501254685,0.2170004009767143,1.9111124452356771,0.6590046406900527,0.11429290704260812,0.3770968174816596,0.5084540500061818,0.6607501439798599,0.21226401079442253,1.8636648831084317,0.2764386536373507,0.2848823101189032,0.5200894474983215,0.377184670679678,0.23954053964582248,0.11389601892395189,0.014532056920073776,1.6665783942662529,0.014480122875702833,0.014651212551985864,0.005531075647354401
3.0,9.559887534557992,623.6794309355748,10.98288,10.98288,1.0,0.2772060399581033,0.2950582482304463,0.24355680638977692,0.22064242393126252,1.9509984612277664,0.6617553361349596,0.11429290704260812,0.3820550531829774,0.5471408170569318,0.6620343168271734,0.21590516414523633,1.8956339842694214,0.2757192676547515,0.28451543042772065,0.5526235103607178,0.38220133380468946,0.24345503989200884,0.11389601892395189,0.011277814939515969,1.3672715244392748,0.010997926259521468,0.011537327069798283,0.0039395555240951795
4.0,9.525693620566905,519.1143892530285,14.64384,14.64384,1.0,0.28019751463903125,0.2989571585495878,0.24578499181730704,0.22401152037569183,1.9740911403963508,0.6647460367844651,0.11429290704260812,0.3848001166275025,0.546287445432252,0.6620847405242729,0.21920258406052046,1.9245851271314542,0.27589089769045877,0.28465244322092226,0.5770533084869385,0.38520692490242614,0.24603907853369922,0.11389601892395189,0.009318063381143387,1.191795872626244,0.009246743991819184,0.009424316466285682,0.0031963644909915423
5.0,9.51457756457641,588.2532471417221,18.3048,18.3048,1.0,0.28553049850165524,0.2995408069232444,0.23643051667841483,0.2270649105829554,2.001787044865692,0.6669030498941355,0.11429290704260812,0.3723246365404841,0.5247418074136234,0.6621700893455706,0.22130839127409585,1.9430739841913436,0.2791327913279133,0.2863328041564439,0.5795041918754578,0.3725562133560592,0.2366192867999074,0.11389601892395189,0.008747437149237664,1.1768681090616155,0.008560405252825434,0.0089434962723306,0.00237592821110691
6.0,9.45273774827423,762.3339239845081,21.96576,21.96576,1.0,0.2834964466765495,0.30235381700045816,0.23649293123589413,0.22653278196963733,1.9974034894819335,0.6665954590294507,0.11429290704260812,0.3726597147460881,0.5413216406050306,0.6614251036923549,0.22037208578591155,1.9348532799294196,0.27831868914747093,0.2882521489971347,0.5651329159736633,0.37273792321695526,0.2365213682641698,0.11389601892395189,0.007472969476626492,1.0603579072048888,0.0073494957213557,0.007616665397142819,0.0019779232626160365
7.0,9.401972529487548,818.0437784649434,25.62672,25.62672,1.0,0.2729116999058962,0.30459014599535533,0.24873458644854773,0.22747379250249355,1.9960755110898767,0.6675283707759818,0.11429290704260812,0.38801931557814995,0.5880855791755122,0.6606435991345697,0.22095463115363168,1.9399679922189605,0.26630800268997984,0.2836273428886439,0.6037370562553406,0.38810313903509663,0.2492538269952269,0.11389601892395189,0.0065763788038466706,0.9794810366802267,0.00662257832574884,0.006579129196683278,0.002099609953248635
8.0,9.267578782785737,972.8041633044255,29.28768,29.28768,1.0,0.28178802203819886,0.3058851299864384,0.2412761513823381,0.22858737323154518,2.003298450615166,0.6699694284452454,0.11429290704260812,0.37887490624913006,0.5834227429214153,0.6620035079231467,0.22161414457272943,1.9457584792379854,0.27340584346342506,0.28559636813867106,0.5892800688743591,0.37905933077414916,0.24184274947665316,0.11389601892395189,0.006802637927859436,1.0584798956442683,0.006467788998207606,0.007117446993109161,0.0019838058204419864
9.0,9.18767127606846,750.54996565527,32.94864,32.94864,1.0,0.285724752039442,0.3054582185018891,0.239868051143303,0.22868484074916676,2.006012992485895,0.6712802876333009,0.11429290704260812,0.3769640450293336,0.5699059733627081,0.6591647968401886,0.21895242799014664,1.9223887723094226,0.2760136248763872,0.2827489481065919,0.5903074741363525,0.3770303570892426,0.24044526596427968,0.11389601892395189,0.006566756788161394,1.070404946727649,0.0060082213235971675,0.007069920464760917,0.0025562870909956953
10.0,9.307303232113163,797.2782191790483,36.6096,36.6096,1.0,0.2850050952491229,0.3070099472885495,0.24103236411505427,0.23301106921166803,2.0400700908832317,0.6723231277435685,0.11429290704260812,0.37874663257075203,0.5650258263221014,0.6581999196935484,0.21851116401148302,1.9185145018754555,0.27328377787494534,0.28518024032042727,0.58091139793396,0.37892965002786866,0.24188265094735556,0.11389601892395189,0.006205319120156523,1.0608501591223103,0.005611848366136423,0.006749162669314959,0.0022078991369297047
11.0,9.181484266895563,726.7006147522889,40.27056,40.27056,1.0,0.28812693079329293,0.3113689668062096,0.23995429132146825,0.23464791679861102,2.05273505025355,0.6752496885875326,0.11429290704260812,0.3772886766496979,0.5651465411287955,0.6580719403846829,0.2218563319770143,1.9478848696647357,0.2752232142857143,0.2838970800809482,0.5986977219581604,0.37716101556738885,0.2405874475378247,0.11389601892395189,0.005583721330853258,1.00058864958919,0.004896329165861344,0.006211040118176945,0.0023483038400321943
12.0,9.23488417391957,1100.9725519131666,43.93152,43.93152,1.0,0.28351539932817493,0.3122699424292123,0.24194087583265117,0.23322197966885105,2.04316911400612,0.6741479276144283,0.11429290704260812,0.3795676257118299,0.5847435475907534,0.6577806676097496,0.21821962479757467,1.91595480561335,0.2710192085651307,0.28361730013106157,0.5951840281486511,0.37991692188119813,0.24311241663544197,0.11389601892395189,0.0067036870548988345,1.2546952095926827,0.0050568898793751154,0.008200819395502395,0.0028044946202560334
