round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best,fed_ece,fed_auprc_lift,fed_prevalence,fed_brier,fed_auprc,fed_f1_best_threshold,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6815750731486816,0.1186126449576185,1.82528,1.82528,0.9971592150692714,0.20842269908572725,0.2632215744969186,0.38838868449513014,1.6702615703364905,0.11139081183134045,0.24787902972771889,0.1876267835821865,0.5097658554587895,0.6218642597299128,0.5271267819405758,0.1301467299614491,1.1426802375625418,0.18607575043218608,0.2061979741249624,0.4978855848312378,0.3822034333167292,0.2470612259715245,0.11389601892395189,0.051127885686162104,5.565302341245115,0.04479367320739539,0.055311246202517844
2.0,0.6664168238201182,0.18325772288639194,3.65056,3.65056,0.9971592150692714,0.2706827123913954,0.2839834610747031,0.36825695483282417,1.9825308247153939,0.11139081183134045,0.23208220262371798,0.2194060764941952,0.5047072104270388,0.6608331552930374,0.5599962306466747,0.13514267699272195,1.186544343423947,0.18043872670295233,0.22006421802803666,0.4864148199558258,0.37073626324277176,0.23781038512043812,0.11389601892395189,0.03675695846791188,4.293416468426585,0.03158307068595557,0.04022143079999637
3.0,0.655083362840023,0.24153900249898702,5.47584,5.47584,0.9971592150692714,0.2679715203493698,0.2864167664980765,0.3579718869003655,2.0503283792400873,0.11139081183134045,0.2245024909915643,0.22712010802780963,0.5094161628063855,0.6642771433567177,0.5551525438566945,0.13157828411168035,1.1552491944387877,0.16210131332082553,0.2183080146673651,0.4697391092777252,0.36258845030736464,0.23200411057141318,0.11389601892395189,0.02754987734727299,3.45193725428544,0.026914144269756538,0.027990691976588846
4.0,0.6510000904136313,0.24008206876145533,7.30112,7.30112,0.9971592150692714,0.27020169671213135,0.28849003859181616,0.3517406180341563,2.097503177484293,0.11139081183134045,0.22089497012721226,0.23247238198387932,0.5076709857764974,0.6674244239548451,0.5625965021465336,0.1379933567173613,1.2115731350496028,0.1592733417828475,0.22207647406047093,0.46336185932159424,0.3579274337357955,0.22855926490165282,0.11389601892395189,0.021837198914797577,2.923391222488135,0.021518071013348093,0.022066271973135872
5.0,0.6463510978016336,0.26823390164547345,9.1264,9.1264,0.9971592150692714,0.271085856217046,0.28691451779825633,0.35893551896603476,2.120300947386974,0.11139081183134045,0.2252398071244789,0.23519818637102882,0.52074026667224,0.6687866105240733,0.5801420537699833,0.14314659838465163,1.2568182780842436,0.17394606912267377,0.2267669172932331,0.471201628446579,0.3562703450136848,0.22708296382478724,0.11389601892395189,0.01954255079646972,2.7868299670517445,0.019977869201682753,0.01921804632945869
6.0,0.647718162829865,0.265805340008605,10.95168,10.95168,0.9971592150692714,0.27313805292993565,0.2937997927974169,0.348887446440189,2.145492472766403,0.11139081183134045,0.21848306876658619,0.23821166461627805,0.5396804276298172,0.6714779210859393,0.5912119502505598,0.1456177951263678,1.2785152325964657,0.18084700495993897,0.23242349048800665,0.4713175594806671,0.3497739854405646,0.2223102095915153,0.11389601892395189,0.01667274208516396,2.52486558444798,0.01681512594697284,0.01656300049211382
7.0,0.646983122657648,0.29329239402319823,12.77696,12.77696,0.9971592150692714,0.2772990139974304,0.2941348875254206,0.3522573209694154,2.1798844740342602,0.11139081183134045,0.21965944453454372,0.24209059621634305,0.5171462569730398,0.6749554326669517,0.5906965693664168,0.14490361999677956,1.272244819140969,0.1992608561749307,0.23283346487766376,0.4752795398235321,0.35533963870171836,0.22620248692945208,0.11389601892395189,0.015893175015178004,2.5503137207124382,0.0157655502345788,0.01599541040244379
8.0,0.642864780574921,0.2929881545284992,14.60224,14.60224,0.9971592150692714,0.27740106915253526,0.2961924629089135,0.35833275636377915,2.1932375846420777,0.11139081183134045,0.22433625863498213,0.24354558874875232,0.5359034405405825,0.6763370989884112,0.5771510048923285,0.14067319797616928,1.2351019755141437,0.189520624303233,0.22616690240452617,0.4691084921360016,0.3570175995820841,0.22768639931727352,0.11389601892395189,0.01573401260400414,2.6863494704011828,0.014992437226907006,0.01634990173824052
9.0,0.644497593126689,0.32634821245341206,16.42752,16.42752,0.9971592150692714,0.2781933969042786,0.29823338435791646,0.3478732613144505,2.2158041075296944,0.11139081183134045,0.21789208901747967,0.24622210390145483,0.526895601331925,0.6776145319475246,0.5819219048622049,0.1406126581736986,1.234570439793733,0.1824335759011677,0.2284069097888676,0.46920347213745117,0.35300128719660157,0.22471954084127138,0.11389601892395189,0.014663797729275157,2.6525933007942513,0.014377276775615797,0.014909905506848018
10.0,0.6428036419346526,0.34270271233414373,18.2528,18.2528,0.9971592150692714,0.2839365983325601,0.30096609581372014,0.3297583101782655,2.2621537177063096,0.11139081183134045,0.20595571432754994,0.25147411704219885,0.5180283638986872,0.6802997965361892,0.5894039381886291,0.14297914396880948,1.2553480386726803,0.13967310549777118,0.23127706395967912,0.4615474343299866,0.3486221141697351,0.22149528434919202,0.11389601892395189,0.01393249338978057,2.669538237154484,0.013082554514066584,0.014687472961444542
11.0,0.6431533692331055,0.3357558804426133,20.07808,20.07808,0.9971592150692714,0.28076281604523534,0.3053252659384236,0.3468812892348268,2.2905889080815762,0.11139081183134045,0.21556844729254987,0.25481814921745227,0.5386886827502332,0.6831288619460276,0.5862233674907658,0.14257380845932796,1.251789217975425,0.08232291001914487,0.2282575985555221,0.47305649518966675,0.35418149607969557,0.22549848345624068,0.11389601892395189,0.013699144288950218,2.7849389030598104,0.012438214535520893,0.014849414024008115
