round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_prevalence,fed_brier,fed_f1,fed_auroc,fed_auprc,fed_auprc_lift,fed_f1_best,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6891040099769484,0.11497016107609999,0.9136,3.65056,0.9971592150692714,0.4973277707510759,0.1139152873056832,0.24893828806636037,0.20700320420665935,0.565728528945247,0.1723350749194769,1.4980348949847138,0.24944251924261404,0.3868436394857786,0.3953368822513556,0.0891348868906385,0.7825987925895256,0.2045002711006687,0.20450951154489178,0.5217940807342529,0.4215397474732059,0.27908255031964324,0.11389601892395189,0.027173736588148433,2.926523443078622,0.023044726604619304,0.02991427874246779
2.0,0.6814210331846338,0.1379905021725415,1.4096,5.632,0.5412350858791136,0.4999316866379551,0.1139152873056832,0.2340078219066439,0.2598310203199008,0.6572568824466023,0.21779216716205657,1.910122150988274,0.2888180866043807,0.36902681955855143,0.3510434417343262,0.0819899984778848,0.7198671143425068,0.2045002711006687,0.20450951154489178,0.5098357200622559,0.42305657909695127,0.2814314050227528,0.11389601892395189,0.0233487392778485,1.5949877388775349,,0.0233487392778485
3.0,0.6691408062217085,0.2124449091112539,1.9056,7.61344,0.5412350858791136,0.5488941696661146,0.1139152873056832,0.23956589079920054,0.2684202150669268,0.6759187400566864,0.22945432382753822,2.024541323123523,0.29846628206912695,0.37766449289689835,0.37162830742683084,0.08450907505979527,0.741984450889559,0.2045002711006687,0.20455572629485672,0.51431804895401,0.4264042409420661,0.28418778798837135,0.11389601892395189,0.01645958624080181,1.2035274668596685,,0.01645958624080181
4.0,0.6547681898572736,0.27385890964532533,2.4016,9.59488,0.5412350858791136,0.5383765054203745,0.1139152873056832,0.22812348684509415,0.28475747371135435,0.6879063250802786,0.23978115223805113,2.121429856397854,0.3095850258243574,0.3625118952410751,0.35331913421432826,0.08228494570854283,0.7224567327808384,0.2045002711006687,0.20457421804375336,0.5077557563781738,0.4280052452498026,0.28646390068107064,0.11389601892395189,0.01242338446035801,0.9578715525567532,,0.01242338446035801
5.0,0.6627003271896232,0.3273864916147632,2.8192,11.264,0.4559241291901578,0.48530943977111796,0.1139152873056832,0.20133473110554076,0.2754993217403791,0.6630289593294966,0.22197409149496725,1.9586335323771202,0.2929834461578321,0.31652115443936546,0.3477450442340565,0.08158151724138382,0.7162806743566307,0.2045002711006687,0.2045649717514124,0.5108161568641663,0.4332736088150946,0.29151267921316726,0.11389601892395189,0.01791136938024388,0.8172093410976231,0.01791136938024388,
6.0,0.651834356004336,0.2883850661146091,3.3152,13.24544,0.5412350858791136,0.5125378865121003,0.1139152873056832,0.21489119994659073,0.28568924513403304,0.6770230616560899,0.23298659342053785,2.0600652846130014,0.30385201922948224,0.34317859732127115,0.3400933674189829,0.08078887054361922,0.709321285387172,0.20127041742286753,0.2045002711006687,0.47136715054512024,0.4288591854696131,0.2879617399273989,0.11389601892395189,0.009697701693581032,0.7794241555966437,,0.009697701693581032
7.0,0.6415908088543858,0.3464371591521784,3.8112,15.22688,0.5412350858791136,0.5778869454635158,0.1139152873056832,0.2314928733350688,0.2855862516227314,0.6870930624708474,0.24174567761066415,2.139855226233568,0.3135004217666881,0.36456214423724015,0.35054461357703093,0.08180951089080109,0.718282444493737,0.2045002711006687,0.20459271313624447,0.5123278498649597,0.4280730393279798,0.2864150483989848,0.11389601892395189,0.010114540462712408,0.8450264348648489,,0.010114540462712408
8.0,0.6229529141837791,0.43506084942416356,4.3072,17.20832,0.5412350858791136,0.5523390167984971,0.1139152873056832,0.21071553406831783,0.2967913542641241,0.6976122958199115,0.25384315950744263,2.2481451425698222,0.3252267928759132,0.3365290158410844,0.34537727642662297,0.08132936740263147,0.7140668143715796,0.20450951154489178,0.20452799493876814,0.5046961903572083,0.431459404275776,0.28969309026263057,0.11389601892395189,0.010053720414673686,0.8796943734632805,,0.010053720414673686
9.0,0.616017406391741,0.6560634863349191,4.8032,19.18976,0.5412350858791136,0.5493333291280443,0.1139152873056832,0.21085366508853498,0.3003385342390024,0.7035989098328397,0.2618348429624399,2.3192407221540345,0.32536730570951616,0.33714230182054356,0.36182239172571473,0.08301684385007516,0.7288827531847738,0.2045002711006687,0.20458346517199294,0.5117364525794983,0.4347786504877094,0.29246976930888186,0.11389601892395189,0.010232953283916987,0.9384978795424104,,0.010232953283916987
10.0,0.6404087439909043,0.5780312063545876,5.7168,22.84032,0.9971592150692714,0.5130609723092987,0.1139152873056832,0.22470487827194346,0.2822510581995965,0.6680853743320868,0.22693870487847817,2.0011994892962077,0.29859315698541683,0.3564778710185892,0.34976613343711566,0.08190146323432379,0.7190897803812547,0.20450951154489178,0.20450951154489178,0.5007296800613403,0.4209811442634157,0.27969201498346247,0.11389601892395189,0.01005107332312042,1.465408300398849,0.014831482703545402,0.007574143191151432
11.0,0.6387972011907246,0.3919636205656933,6.2128,24.82176,0.5412350858791136,0.5194370295216811,0.1139152873056832,0.21500163540099265,0.28837451463591446,0.680019979362562,0.24083269691747175,2.1295657205959926,0.3050909223629,0.3423873669660649,0.35278319732823177,0.08220492576418946,0.7217541626198323,0.2045002711006687,0.2045002711006687,0.5087451934814453,0.4236778581326618,0.282198433990761,0.11389601892395189,0.007183281430878604,0.709483420709148,,0.007183281430878604
12.0,0.6226766859271733,0.4960832421137192,6.7088,26.8032,0.5412350858791136,0.562629509753567,0.1139152873056832,0.20831340251863845,0.2984125471096326,0.6931280808843016,0.2539931852680502,2.2555075534129023,0.3181085305612477,0.32950763032614033,0.35601357680005946,0.08251943806855114,0.7245155611948928,0.2045002711006687,0.20452799493876814,0.508362352848053,0.42459471688380246,0.2832051992663732,0.11389601892395189,0.007572565259337946,0.7782550485571846,,0.007572565259337946
13.0,0.6118082661967679,0.6557437549466065,7.2048,28.78464,0.5412350858791136,0.5956899946433226,0.1139152873056832,0.21431807737924144,0.29818243149127827,0.7042204793354147,0.2684769198999749,2.389407129280316,0.329001424911031,0.34033041319668783,0.3897925470211643,0.08666283082639638,0.7608942932786874,0.2045002711006687,0.20450951154489178,0.5107812881469727,0.42575659772711266,0.28362853316072084,0.11389601892395189,0.00845139790207619,0.909917289740406,,0.00845139790207619
14.0,0.5916093052577773,0.7634233284933528,7.7008,30.76608,0.5412350858791136,0.56825025633528,0.1139152873056832,0.20721671813943202,0.3085600394499347,0.7134935993395011,0.28543300573177155,2.5416594547099187,0.3372872885859313,0.33173812258392166,0.38601319178288,0.08612876728076826,0.756205248387797,0.2045002711006687,0.20454648167397296,0.5124066472053528,0.4289212897971157,0.2866157270471153,0.11389601892395189,0.008795140205253283,0.9923987492220476,,0.008795140205253283
15.0,0.636923870546902,0.7811414543027371,8.1184,32.4352,0.4559241291901578,0.5138384940824708,0.1139152873056832,0.20374629774762465,0.28435465113658337,0.6718188352118458,0.2337654061066794,2.0624430535425287,0.3013143751529599,0.3201808592789797,0.3798093828636433,0.08530650897923212,0.7489858713691395,0.2045002711006687,0.20454648167397296,0.513542652130127,0.4297132703017094,0.28736949774024506,0.11389601892395189,0.01169984992040734,0.636211798992008,0.01169984992040734,
16.0,0.636828714395801,0.7721756888255003,8.6144,34.41664,0.5412350858791136,0.5366717588197023,0.1139152873056832,0.22094817196800667,0.2880249386902291,0.6856563500076047,0.24929911890454706,2.205667368842872,0.3097738937050805,0.351947621984853,0.39609466834534823,0.08777285604052204,0.7706402459872437,0.2045002711006687,0.20454648167397296,0.5127231478691101,0.4272784567082064,0.28473199502114416,0.11389601892395189,0.0063257880590196144,0.7398370323935524,,0.0063257880590196144
