round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_auprc,fed_auprc_lift,fed_prevalence,fed_auroc,fed_f1_best,fed_f1_best_threshold,fed_f1,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6899381238296471,0.09498302914315629,0.08724,3.65056,0.9971592150692714,0.3748903716394479,0.1768155627196963,1.5591541870871726,0.11239773442416612,0.5841652903289375,0.2515811339724805,0.4869819536739508,0.054211225929325764,0.2412184324333314,0.37057381464530054,0.08413864409397567,0.7387320899262937,0.0,0.20451875282422052,0.46771910786628723,0.35532540395069184,0.22724426722962535,0.11389601892395189,0.9929579872977513,8.6142253940925,0.6411675025006438,1.3145363509319208
2.0,0.6899532310148306,0.07426736753923567,0.13276,5.632,0.5412350858791136,0.3770067386990301,0.2010777855937425,1.795889132261874,0.11239773442416612,0.6241464886296877,0.27760603998234623,0.4907290268255674,0.10842966057765538,0.24162675493185354,0.3902399726241239,0.08774622584913376,0.7704064345543256,0.0,0.20451875282422052,0.4687848389148712,0.35637556518400326,0.22799361026331452,0.11389601892395189,0.11537923002750584,0.6173637621104717,,0.11537923002750584
3.0,0.6846904938452243,0.08337059543481243,0.17828,7.61344,0.5412350858791136,0.3725620320733798,0.21732304041253697,1.9480839655387265,0.11239773442416612,0.6511422988108272,0.2859321457151119,0.4889261055604101,0.15228007645673877,0.23798080139467143,0.3836386849198609,0.08553669318702617,0.7510068744732757,0.0,0.2046246436490339,0.4686725437641144,0.3563551900821073,0.2280012782389676,0.11389601892395189,0.16761779957597708,0.8218826678348705,,0.16761779957597708
4.0,0.6793095547152413,0.10019980125349812,0.2238,9.59488,0.5412350858791136,0.3737964715332711,0.21792348263718256,1.9630469096401049,0.11239773442416612,0.6580398611306677,0.29391310425743283,0.4938838555593021,0.1989721102056882,0.23831611269934144,0.38452851634508356,0.08561294759832441,0.7516763834870118,0.0,0.20450951154489178,0.46879082918167114,0.3572609223808998,0.22869974791671258,0.11389601892395189,0.1354147030163521,0.7472944079199806,,0.1354147030163521
5.0,0.6838546142684299,0.08529804008804465,0.26552,11.264,0.4559241291901578,0.35549095215626364,0.21480235859691693,1.933739156854535,0.11239773442416612,0.6546589106509573,0.2902538683704718,0.47568891157962884,0.2528597063053699,0.2235254397021625,0.3779185695191185,0.08481815804074119,0.7446981803409133,0.0,0.20457323975549013,0.46883466839790344,0.3578389130611113,0.22915906574104342,0.11389601892395189,0.09478562161802635,0.37481201195623726,0.09478562161802635,
6.0,0.6798447735842577,0.10283613813569528,0.31104,13.24544,0.5412350858791136,0.37577321906934513,0.225069195207615,2.0109365004579125,0.11239773442416612,0.6657274518861489,0.29440012309003505,0.49651400525476874,0.22300528958375235,0.23930340738930242,0.4071919226307225,0.09784454094643469,0.859069016378573,0.0,0.2046490428441203,0.47053927183151245,0.359288106006539,0.23013293901250875,0.11389601892395189,0.11720146284435709,0.6994716520421207,,0.11720146284435709
7.0,0.6735328130848168,0.1353689435093297,0.35656,15.22688,0.5412350858791136,0.3717482869995697,0.22817814656270585,2.041143645795692,0.11239773442416612,0.669898244398037,0.3031928217920223,0.49613597715066,0.23822183493861637,0.23572334815199714,0.359421305123906,0.08248249635342658,0.7241912152214903,0.0,0.2046225519019404,0.46989184617996216,0.35960320444020416,0.23047045681661496,0.11389601892395189,0.10882621912771037,0.6999306573998183,,0.10882621912771037
8.0,0.6644713826951423,0.17373478570399856,0.40208,17.20832,0.5412350858791136,0.3721434623134293,0.23251880033632832,2.086104617954321,0.11239773442416612,0.6762993077294506,0.30489861776650784,0.5011366268855508,0.26932628698064875,0.23546167451418168,0.35929475645253905,0.08245705799001997,0.7239678679645191,0.0,0.20452799493876814,0.4705497622489929,0.3603684367297298,0.231026128196002,0.11389601892395189,0.09081070310105659,0.6418567050714046,,0.09081070310105659
9.0,0.657884558337389,0.1794362147596582,0.4476,19.18976,0.5412350858791136,0.36790524964403093,0.23617162655382515,2.1207798930988537,0.11239773442416612,0.679793331896835,0.305385901059813,0.50015205180705,0.272578369017488,0.23199358421810815,0.3666375159635301,0.08336212436473373,0.7319142947427726,0.0,0.2046637989585692,0.4701845347881317,0.3599736509013412,0.23073616305233877,0.11389601892395189,0.08734243113016033,0.6619880973012187,,0.08734243113016033
10.0,0.673042588663109,0.13683712901943773,0.53484,22.84032,0.9971592150692714,0.3689318437783352,0.21573864199968076,1.9397742824410649,0.11239773442416612,0.6533719666280797,0.2882796555361211,0.4894482036687953,0.24224485625671163,0.23385428083797194,0.3841575796504918,0.08748541066040721,0.768116493332581,0.0,0.2047778481585377,0.4689716398715973,0.35858280311395646,0.2296972731091057,0.11389601892395189,0.08070669618002538,1.0364532315870747,0.0934056233370222,0.07335260925075496
11.0,0.6708928052619971,0.15089169925225432,0.58036,24.82176,0.5412350858791136,0.36687008372787555,0.2247263836181517,2.0206255872709766,0.11239773442416612,0.6619202264531018,0.29370444525570455,0.5048320429571923,0.2730791427621409,0.2314070450065378,0.3823971927579223,0.08598063856060387,0.7549046873887044,0.0,0.2046389655016503,0.46977707743644714,0.35903171837446857,0.22999115631964293,0.11389601892395189,0.06912983708853968,0.5849091593991034,,0.06912983708853968
12.0,0.6609118455631604,0.20921142600831252,0.62588,26.8032,0.5412350858791136,0.36339035745196696,0.2332439626238834,2.099102614868198,0.11239773442416612,0.6719538501862553,0.3038378086919465,0.4996090989318412,0.279530481911244,0.2282432347307581,0.3974604879256956,0.09028059810045604,0.7926580661325501,0.0,0.20454648167397296,0.4694744348526001,0.35879399765779163,0.22981158668424131,0.11389601892395189,0.06279971166700972,0.5571059242356569,,0.06279971166700972
13.0,0.6468871356418483,0.22781022182861627,0.6714,28.78464,0.5412350858791136,0.36251398343721825,0.23564920547905804,2.1175095318974706,0.11239773442416612,0.6750435877439243,0.30452433118695804,0.4960853861798423,0.2766932598160766,0.22732443844699832,0.4055722276416332,0.09363405431411206,0.8221012042276149,0.0,0.20451875282422052,0.4691314995288849,0.3587722273140274,0.2297811020200606,0.11389601892395189,0.04442996553838246,0.4241311227378901,,0.04442996553838246
14.0,0.6390494642071989,0.2641754796363224,0.71692,30.76608,0.5412350858791136,0.3619849429913029,0.23909373070649004,2.1507448613525058,0.11239773442416612,0.6813001192344025,0.3076948470526823,0.4986162337400088,0.28486765198044217,0.2266224480293328,0.40318690315121253,0.09284172148223657,0.8151445709812454,0.0,0.20450951154489178,0.46877649426460266,0.35868133055173224,0.22974068596949015,0.11389601892395189,0.049092448586760803,0.4954596502939239,,0.049092448586760803
15.0,0.6660293130868788,0.21035604650665668,0.75864,32.4352,0.4559241291901578,0.33187122061201574,0.2182993646875395,1.9603145055569462,0.11239773442416612,0.6543658724501602,0.2874257184431793,0.48311437488615017,0.26957383489272924,0.20696888342861897,0.40135129484490106,0.09198164796384492,0.8075931786980268,0.0,0.20451875282422052,0.46886083483695984,0.35909910715366083,0.23005909565100602,0.11389601892395189,0.07091593103207565,0.41224305331707,0.07091593103207565,
16.0,0.6630483681394448,0.19052574349468127,0.80416,34.41664,0.5412350858791136,0.36816113022343017,0.22668135708618903,2.041657881442526,0.11239773442416612,0.6650512029516886,0.29321489778213183,0.503275876862212,0.275955771248931,0.23174673494006168,0.4114588617175411,0.0980218107902257,0.8606254346402981,0.0,0.20450951154489178,0.468036949634552,0.35749814219686943,0.22884777909942375,0.11389601892395189,0.03888823365542965,0.4063923372887075,,0.03888823365542965
17.0,0.654646988492111,0.2748731579319455,0.84968,36.39808,0.5412350858791136,0.36012121966006694,0.23169881644817114,2.085761397000716,0.11239773442416612,0.6733010176023655,0.30269285454587047,0.5071412651811926,0.2812006858298108,0.22534953786475484,0.3831832778655933,0.08674696356269115,0.7616329734985022,0.0,0.2045002711006687,0.4687121510505676,0.35934114884409835,0.23029317684151532,0.11389601892395189,0.03367092969695861,0.37160049338126555,,0.03367092969695861
