round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_brier,fed_f1_best,fed_f1_best_threshold,fed_ece,fed_prevalence,fed_auprc_lift,fed_auroc,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
36.0,0.6570676067650266,2.2584060602254845,131.79456,131.79456,1.0,0.30821085097804735,0.21049987638289644,0.34433256963333164,0.5672188779772499,0.33249634096640623,0.11492950654582075,2.667565997349263,0.7207750754749419,0.3057563641962802,0.6478072041784252,0.20955140838235561,1.8398484017450392,0.26519576032879083,0.2729591836734694,0.5792892575263977,0.3319394299264876,0.2188463471668199,0.11389601892395189,0.003052663603799442,1.8079337429749103,0.0016618013600580676,0.004498196847301709,0.00430445444424009
37.0,0.6534085368487501,2.1986582377310286,135.45552,135.45552,1.0,0.31285362480792595,0.20501136158109357,0.34519579930078936,0.5782002167417953,0.3263191084536497,0.11492950654582075,2.699966759145491,0.7243425593598503,0.31437169092324085,0.6464865249759941,0.20804598797420215,1.826630903693956,0.2673808981080465,0.2728609232578654,0.5498506426811218,0.3257348908058671,0.21329753688964864,0.11389601892395189,0.002875716422223778,1.75426042574054,0.0015167147456968486,0.004285360025767372,0.004207754347667109
38.0,0.6554713411442313,2.219266216242966,139.11648,139.11648,1.0,0.3131273456043554,0.2037889267952256,0.35001669953597825,0.5654339718745884,0.32366244817750206,0.11492950654582075,2.703717335848949,0.7249437861069921,0.3141970299028237,0.6464660568202029,0.20943252154649103,1.8388045826810562,0.267973111541529,0.27437774524158126,0.5473076105117798,0.32303531478764463,0.21222646860335356,0.11389601892395189,0.0028216495692404806,1.772703992193783,0.0015080665339534066,0.004188232736134066,0.003433833199012175
39.0,0.6547219717476853,2.874235857684207,142.77744,142.77744,1.0,0.31607028439183854,0.19728161565080818,0.3498746415968458,0.5515751579695748,0.3114922327222672,0.11492950654582075,2.7310948897782352,0.7250483872359826,0.318437038667819,0.6456315684771627,0.20872541516953558,1.8325962324363687,0.265853074898301,0.2738445559979228,0.5840394496917725,0.31103537765398837,0.20662410570138232,0.11389601892395189,0.002834914589031026,1.831321715395461,0.001457704221870076,0.0042636452487290364,0.0047151586275937475
40.0,0.6645659641588558,3.5741173124761025,146.4384,146.4384,1.0,0.31883409033474097,0.20213448336432507,0.352659260815023,0.5872466075707748,0.320555274826828,0.11492950654582075,2.756642730391097,0.7277978419282971,0.3138253981740886,0.6482202191847083,0.20905760467262585,1.8355128357226702,0.26632379248658317,0.2767857142857143,0.5699033141136169,0.3195426484886449,0.2110300549197927,0.11389601892395189,0.003023801560542232,2.011846692843392,0.0015181261066222855,0.004579312508312093,0.005636818895703934
41.0,0.6670010518548357,3.265745688561843,150.09936,150.09936,1.0,0.31718219518661034,0.20234995573590803,0.35317489538537455,0.5677321068286025,0.32091141398502215,0.11492950654582075,2.736563081690485,0.7274001912323315,0.3124635632137971,0.6469758782972241,0.21000087376820553,1.8437946800267235,0.26584371211286234,0.2755856966707768,0.5644015073776245,0.32031356036673914,0.21152620537018138,0.11389601892395189,0.002565762228300953,1.752037775786448,0.0013209267462910422,0.003857576481343431,0.003485068647287945
42.0,0.6577428314466294,2.571851023507519,153.76032,153.76032,1.0,0.3184139871732197,0.19385081589463637,0.35496614688167516,0.5621193282114867,0.30315519573372895,0.11492950654582075,2.7518399094591857,0.7282534384371296,0.3162216727851393,0.644661947637764,0.20862036580286936,1.8316739054958953,0.2694790225910558,0.2727687395469059,0.558702826499939,0.3029924597198714,0.2039655411180564,0.11389601892395189,0.0026030591151322982,1.824067858577564,0.001303430448132576,0.003943167701442084,0.006495109184075918
43.0,0.6728677162071148,3.9629536004988153,157.42128,157.42128,1.0,0.31735157118124707,0.2136374493942723,0.3507358486256124,0.5914540267160231,0.33381337105908,0.11492950654582075,2.745984312652291,0.7280581375625771,0.3076694428648477,0.6464581757645088,0.21019677553533217,1.8455146854226756,0.26697940036712214,0.2790140362889421,0.6150730848312378,0.3334802937655338,0.2235772606122635,0.11389601892395189,0.0025366893343187562,1.827354093705253,0.0013366345638157306,0.0037742193125633325,0.005060889093131026
44.0,0.6723032135926931,3.3944421345569316,161.08224,161.08224,1.0,0.3219967102913626,0.20991183160983856,0.35658729372276154,0.5669173911018796,0.33126769882076257,0.11492950654582075,2.7836951694159406,0.7326564544962569,0.3105380099742793,0.6434699254145925,0.21030221587046802,1.846440445042125,0.26776128828544365,0.2718172182310682,0.5229238867759705,0.33036748184072984,0.2197072725622597,0.11389601892395189,0.002490807736087503,1.8420244804910908,0.0012506345594079352,0.003769097788517761,0.004856174934097827
45.0,0.6687294890984223,3.1685483291439134,164.7432,164.7432,1.0,0.3236009176832107,0.19578268388581885,0.3579534750135062,0.5513997498378231,0.31059123835216645,0.11492950654582075,2.791982989233004,0.7328323803830391,0.32056365134749365,0.6428657069615674,0.20776381749693568,1.8241534643599713,0.27140276941601443,0.2728606356968215,0.5031039714813232,0.3107061839178848,0.2059853203599713,0.11389601892395189,0.002276338570384815,1.72769415525363,0.0011758779654845609,0.0034054205956270617,0.004773648735633559
46.0,0.6681542935574761,3.14186800373348,168.40416,168.40416,1.0,0.3212538915558481,0.20329915211646624,0.35392899623074997,0.5738849629219415,0.3195830940244052,0.11492950654582075,2.775239427798122,0.7328075249452938,0.3067780013645884,0.6429507796949269,0.2078622101616049,1.8250173458687262,0.266984505363528,0.27145522388059706,0.5719854831695557,0.3196394886108036,0.2136229497071244,0.11389601892395189,0.0021759390129281256,1.6952887462248327,0.001112392822387189,0.0032655543549308403,0.0036261597300807974
47.0,0.6698696704937119,4.161412921563622,172.06512,172.06512,1.0,0.32608165328175637,0.20027721252060304,0.3605914021994162,0.5684396083235049,0.31725060087940243,0.11492950654582075,2.8165079943992986,0.7348953783839096,0.31409206417053764,0.6430542750234436,0.2089768672301624,1.8348039659726454,0.26941611565616946,0.2717757672520844,0.5912538766860962,0.3167090879042717,0.21081628569315936,0.11389601892395189,0.002136069788349653,1.7054294395529723,0.0011155206919644474,0.003177011774949489,0.0041525868311093036
48.0,0.6750158355836229,4.864725552760026,175.72608,175.72608,1.0,0.32874067445625915,0.20744314012815632,0.36101793920900016,0.5873500424486934,0.3288642529471669,0.11492950654582075,2.839683414100882,0.7352603648349492,0.31192890451084715,0.640080632235355,0.20618217871390504,1.8102667736926996,0.26749015014375466,0.27028877981965527,0.5151475667953491,0.3284562209839154,0.21835444787966554,0.11389601892395189,0.002087520640691599,1.7067699358422033,0.0010667947276135155,0.00312435455165415,0.00468525117425794
49.0,0.6689940413921269,4.641177020458799,179.38704,179.38704,1.0,0.3312267932524949,0.20474085101482414,0.3606727245718642,0.5763623856068079,0.32270860205013496,0.11492950654582075,2.8649939676690472,0.7345769325569688,0.3104424232239223,0.6386452133956462,0.2047624421076169,1.7978015741211844,0.2630060890930456,0.27111111111111114,0.5680276155471802,0.3224596378376714,0.21579880361634185,0.11389601892395189,0.001985237070069773,1.6604044917794454,0.001036092030218572,0.0029464704120394265,0.005273989266907898
50.0,0.6818104726484294,4.479733997889641,183.048,183.048,1.0,0.3317126708403222,0.19460964748761356,0.35908398105838796,0.5580862063186736,0.3078042711103506,0.11492950654582075,2.8702736509941045,0.734825223955903,0.3194739684562529,0.6394516788129464,0.2036169866961805,1.787744546472121,0.26716575038016144,0.27103538663171695,0.5247555375099182,0.30788975158454207,0.20594412242673607,0.11389601892395189,0.0019756362358301508,1.6919217831382412,0.0010126115923369478,0.0029476231824657898,0.004585219781761265
