round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_ece,fed_auprc_lift,fed_brier,fed_f1_best_threshold,fed_f1,fed_f1_best,fed_prevalence,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6307394615369257,0.11950628230367813,3.65056,3.65056,0.9971592150692714,0.6312564355049304,0.2727874824862246,1.8189558394200638,0.17891892084188937,0.3978898001601083,0.026168169625884273,0.281772028372684,0.11493674073141558,0.20539334103956863,0.4327682700063736,0.09436672013016208,0.8285339647663236,0.2045002711006687,0.20460404323639816,0.5222627520561218,0.41690765026141385,0.27489124253401426,0.11389601892395189,0.025532911446184536,2.728313258383423,0.021997863300492446,0.02790547302885239
2.0,0.6120642465385627,0.19725909005674536,5.632,5.632,0.5412350858791136,0.6623418167025193,0.13847222080924493,2.007920694207249,0.12577390988124054,0.2838045833859215,0.011737501366559214,0.30288111313280786,0.11493674073141558,0.22742754644679336,0.4996746805624906,0.10957576425635626,0.9620684312901204,0.20452799493876814,0.20458346517199294,0.5093717575073242,0.41126860144592037,0.2700868612173963,0.11389601892395189,0.020887068428948576,1.3830343228764832,,0.020887068428948576
3.0,0.6044049688447644,0.3608952346285231,7.61344,7.61344,0.5412350858791136,0.6725371423692943,0.09672792756108935,2.130585493140486,0.11315158840497942,0.2535682522619153,0.02086379989370282,0.3080560550208334,0.11493674073141558,0.24101616161064154,0.5517055608477988,0.13949386940356456,1.2247475436055786,0.20456497175141242,0.2120152327659905,0.5213708281517029,0.40768451040659515,0.2670337053095926,0.11389601892395189,0.013514114217543451,0.9421458661090583,,0.013514114217543451
4.0,0.600019010398056,0.4027707730098241,9.59488,9.59488,0.5412350858791136,0.6802931266088775,0.08381469988372535,2.2076825919468996,0.10985817230188312,0.24867212561894114,0.037293309782971996,0.31446683860362584,0.11493674073141558,0.2491573928250453,0.6082370259124594,0.1935646646935153,1.6994857811734225,0.20444886517768335,0.2453170528652699,0.5156291723251343,0.39967003386101896,0.26023809786515095,0.11389601892395189,0.01210975061754054,0.8822954727802426,,0.01210975061754054
5.0,0.6078566395845235,0.39852501305855403,11.264,11.264,0.4559241291901578,0.659179539413216,0.07262753847706951,2.0034936055584827,0.11081003505844253,0.21600720698315562,0.04012171051016889,0.2988452076351214,0.11493674073141558,0.22651813783194724,0.6272125248146584,0.19179568453980533,1.6839542448614193,0.20449306151968538,0.2623227074849038,0.5182877779006958,0.40220176381795786,0.26231736269177136,0.11389601892395189,0.015429385997697305,0.7045102235861123,0.015429385997697305,
6.0,0.6009863385708234,0.38568225096191683,13.24544,13.24544,0.5412350858791136,0.671206626865726,0.07315821119594051,2.1186714459513953,0.11048525385503848,0.22760175582523973,0.040637425563048675,0.30936897253913903,0.11493674073141558,0.23926541416356453,0.6308514767868525,0.19051091781842733,1.6726740725295326,0.20454648167397296,0.26264044943820225,0.5207935571670532,0.4047504228409598,0.2643966758970037,0.11389601892395189,0.008196747200757646,0.6283067027106881,,0.008196747200757646
7.0,0.5893334892227069,0.38026915172433184,15.22688,15.22688,0.5412350858791136,0.6802823708327767,0.10280837078247029,2.249498615676136,0.11304202919528922,0.2667130072425098,0.06144457177245057,0.3179599697901612,0.11493674073141558,0.2536272256259541,0.6514372836882377,0.20236410422017337,1.7767443158420788,0.20480725623582766,0.26994727592267137,0.5139656662940979,0.39776289709633467,0.2584770264356794,0.11389601892395189,0.009730297158917356,0.7729402321856469,,0.009730297158917356
8.0,0.5776175449395813,0.3660956784536936,17.20832,17.20832,0.5412350858791136,0.6887721451570769,0.07128249051764184,2.3451560284398765,0.10742711298616454,0.24094488055720129,0.07397418381311006,0.3204337986924083,0.11493674073141558,0.26369887462658864,0.6504779910476227,0.18993441581775028,1.6676124206287584,0.20612301185988785,0.2714913625677195,0.5129349827766418,0.39747097850673857,0.2582049158330751,0.11389601892395189,0.00896209326352723,0.7411980729084462,,0.00896209326352723
9.0,0.5677708588019685,0.4570533672164784,19.18976,19.18976,0.5412350858791136,0.6986065671566567,0.08505118992504394,2.446308439975402,0.10989739617943467,0.252561317090009,0.0883835545076497,0.3323825469818118,0.11493674073141558,0.2749295710292911,0.6546319850687627,0.2087987016587653,1.833239683277953,0.26289163042513536,0.27238542890716805,0.505486011505127,0.38559341019530313,0.24804547670287097,0.11389601892395189,0.009540838174919328,0.8295321620535105,,0.009540838174919328
10.0,0.6050652107177177,0.40103457640003476,22.84032,22.84032,0.9971592150692714,0.6595317486810972,0.08653523192483098,2.0504294660364195,0.11177051087975223,0.2375414396890078,0.06084946114825601,0.2983855154852717,0.11493674073141558,0.23192817533521826,0.6568707319628361,0.2084564222615674,1.8302344913455955,0.2511527377521614,0.27309515550930746,0.5108416080474854,0.38978800521660567,0.2513789577557253,0.11389601892395189,0.008682928214788947,1.213799441815354,0.012003633506264159,0.006866543628425474
11.0,0.5907288172198052,0.3375423409465767,24.82176,24.82176,0.5412350858791136,0.676767656257567,0.08730278211889822,2.1917815858588527,0.11148533139577685,0.24095447633849018,0.07659261139750448,0.3103554154767493,0.11493674073141558,0.24742805240280527,0.6574730052508412,0.21448621376784033,1.8831756877389392,0.2550011675877637,0.2729115064174735,0.5087530016899109,0.3874910403701318,0.2496148320292286,0.11389601892395189,0.00675554816202344,0.6267411150038242,,0.00675554816202344
12.0,0.5738323404019636,0.3971301241366763,26.8032,26.8032,0.5412350858791136,0.6878718008250158,0.08378039707674802,2.359400117211039,0.10894266432389657,0.24209028011963,0.08566828235347251,0.31711567152316067,0.11493674073141558,0.2660446623710733,0.6573541493933921,0.214068004342654,1.8795038348582378,0.2590466683304218,0.2728756118990837,0.5092921853065491,0.3857736933035762,0.2482303562080141,0.11389601892395189,0.0073079986600839385,0.7035963765811175,,0.0073079986600839385
