round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_f1,fed_f1_best,fed_ece,fed_f1_best_threshold,fed_auroc,fed_prevalence,fed_auprc,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6884710094899067,0.11111100047203934,0.91652,3.66096,1.0,0.22995826964923957,0.2697783046091285,0.28824147551615753,0.3635466209955622,0.49890955815952076,0.6545939774751699,0.1148593366479955,0.21381402510809006,1.8578192529086477,0.6552980472199726,0.2081868499321709,1.8278676629705275,0.27463878773640316,0.27860696517412936,0.5043432712554932,0.3642018255517746,0.22995583016817786,0.11389601892395189,0.02511626957481707,2.731968534905718,0.022482268714330088,0.027003241495588286,0.01058258384169545
2.0,0.6559350769330005,0.2518246495766605,1.83304,7.32192,1.0,0.22009123850862777,0.2774586260478281,0.292141588043519,0.34828178547812777,0.528429219112259,0.6613652726533302,0.1148593366479955,0.22033974268452977,1.9155687222179465,0.6606478408492586,0.21607123068290668,1.897092038196497,0.27911982779239414,0.2844323589394969,0.5190210938453674,0.3487595878093363,0.220085703138571,0.11389601892395189,0.01697672684239813,1.9778125118391472,0.017492708581492298,0.01674180596771638,0.005942527167886167
3.0,0.6455104542849379,0.33242791506053215,2.74956,10.98288,1.0,0.2276001839289598,0.27375452860189536,0.2945436909210175,0.3577700083887415,0.5422164243751179,0.6638834961069799,0.1148593366479955,0.22366662494818718,1.9473294948002509,0.6618346926983123,0.22032115674255667,1.9344061260794778,0.273452886907847,0.28292181069958844,0.5356103777885437,0.3576943592002788,0.22747187658571968,0.11389601892395189,0.011180610788922919,1.3939653537036065,0.01216591381557938,0.01056441183610885,0.004612717811862192
4.0,0.6410930857767174,0.40944637504408277,3.66608,14.64384,1.0,0.22699573190733133,0.2778257989170869,0.29981985250877197,0.3566170280825177,0.5438166857403471,0.6678198259141488,0.1148593366479955,0.22716548347074664,1.9791619569603227,0.6623854002891093,0.22207792704206936,1.949830460626989,0.2727646454265159,0.2862483311081442,0.5356987118721008,0.35678470008815083,0.22711448025325082,0.11389601892395189,0.010263341057525122,1.3585035625083037,0.010732508198263624,0.009974672746879411,0.004607980834114265
5.0,0.6531691229811737,0.78555336896368,4.5826,18.3048,1.0,0.202924113964381,0.2831882962492676,0.2985993637275165,0.31870460798120454,0.5113286799729243,0.6689868453402288,0.1148593366479955,0.2296155394125269,2.000103640740023,0.663853221813216,0.22293878972693426,1.9573887817430211,0.2820125786163522,0.2863869270184185,0.517645001411438,0.31839533649601337,0.20316723750528365,0.11389601892395189,0.008931543732160723,1.2603149395981745,0.00903067560659083,0.008888088416008582,0.005023676555330675
6.0,0.6449506862999801,0.4154024043018058,5.49912,21.96576,1.0,0.21309852705782714,0.28347764723186336,0.3011037744673703,0.33721388839112554,0.5176298876613449,0.6709512947962037,0.1148593366479955,0.23091043655975219,2.011794381767862,0.6645573213526561,0.2234766053753815,1.9621107698645404,0.2819760332599658,0.2862669245647969,0.5281452536582947,0.337386042256139,0.21339420124231143,0.11389601892395189,0.00887103599066711,1.32440776092335,0.008584016307541895,0.009125784654480126,0.0052528791122135095
7.0,0.6429377132738912,0.33264837837325784,6.41564,25.62672,1.0,0.2254612460601494,0.2773792279599,0.30338802799810305,0.3539327511280087,0.5579100864481555,0.6729010086867712,0.1148593366479955,0.23369344429690322,2.034757626967533,0.6648758766356767,0.22411899718202744,1.967750930185463,0.2741320914479255,0.2856042121484526,0.5363054275512695,0.3538880302187384,0.2258343061035146,0.11389601892395189,0.008139496627884654,1.2960456667160543,0.0075201382616766205,0.008679061645875492,0.004761533825368835
8.0,0.6409869719501011,0.40467565544665385,7.33216,29.28768,1.0,0.2110949187378677,0.28355709315854233,0.3039145317341123,0.3349110064519885,0.5110974328259376,0.675407905742564,0.1148593366479955,0.23603003132003883,2.051661841420927,0.6654257559626587,0.2245741439078704,1.9717470902808116,0.2796316230116015,0.28664865633442344,0.5250001549720764,0.33499304172068023,0.2117257840206773,0.11389601892395189,0.008763311288614914,1.4884627650899347,0.00761450074327608,0.00977906041949913,0.0055542566982258595
9.0,0.6415833327176842,0.428671344915347,8.24868,32.94864,1.0,0.21586595665423905,0.2869597376853779,0.30634058799661007,0.3425910336490815,0.5139493163769088,0.6783115109417364,0.1148593366479955,0.2407036100165622,2.0975277590163834,0.6649631329736393,0.2246517904246973,1.972428821894967,0.2769482034531031,0.2858839245955173,0.5386400818824768,0.34279385726938094,0.21682110496384505,0.11389601892395189,0.007791026257608739,1.4174720661885658,0.006976314330766521,0.008534802249406412,0.005430131627217712
10.0,0.6423638335562165,0.5518949722537912,9.1652,36.6096,1.0,0.22323407121729316,0.28824511301374006,0.3076178212032031,0.3545825989174044,0.5284385931271276,0.6807718050793543,0.1148593366479955,0.24469950196850818,2.1281157024278152,0.6644306973845788,0.22503655684956436,1.9758070473018092,0.2750380186834673,0.2846187877894116,0.5436878800392151,0.3550298188287255,0.2244821559871527,0.11389601892395189,0.007935949770240557,1.534903544055851,0.0066823607035827026,0.009124175686574287,0.00486391538315061
