round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1_best_threshold,fed_prevalence,fed_auprc,fed_brier,fed_f1,fed_auprc_lift,fed_f1_best,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6430865681528075,0.41889791141168253,80.54112,40.27056,1.0,0.35331438939525756,0.5593131985284386,0.11487379618556048,0.2512394800049116,0.2240241500545651,0.27965119091680235,2.199746822134815,0.31377619102895127,0.6752369028668394,0.6594210691942133,0.21534757416509764,1.8907383787389858,0.274103763081719,0.2785348168521065,0.5221787691116333,0.352972140484058,0.22516936879996086,0.11389601892395189,0.007186521585596277,1.4295749428765703,0.006256094785547915,0.00803738822654281,0.0040269059218950055
12.0,0.6381035884413089,0.39599601891045116,87.86304,43.93152,1.0,0.34360892592438697,0.5472607982779957,0.11487379618556048,0.2532566192435998,0.2170407296423033,0.2832437303628235,2.21841641541285,0.3141240281194021,0.6767188034250997,0.6581761133835937,0.21423440043101818,1.8809647822200177,0.2719906048150323,0.27839408346539884,0.5222213864326477,0.3428251860829507,0.21820237993235042,0.11389601892395189,0.006840288504540012,1.438668200669781,0.0054883648965552935,0.00809954797841556,0.004092811847594093
13.0,0.6384911384260128,0.47072467829783526,95.18496,47.59248,1.0,0.33544318178376553,0.5701518603442575,0.11487379618556048,0.2568935299182952,0.2124269580538403,0.2857847190586746,2.2502629896025086,0.31480418929059806,0.6790500487200369,0.657187957003972,0.2130083270443387,1.8701999337357338,0.27469135802469136,0.27621416415761224,0.518591582775116,0.33467797499801205,0.21385457183030446,0.11389601892395189,0.006660966270746985,1.4810913242417882,0.005180740713779662,0.008067984508918949,0.004176485270115155
14.0,0.6386613156324329,0.5211828654126636,102.50688,51.25344,1.0,0.3110759984738217,0.5370617837638607,0.11487379618556048,0.25862784069814426,0.19837620802664568,0.29276704915039453,2.264839570702917,0.3175707454432544,0.6791473897049347,0.6571256113277174,0.21284472469335486,1.8687635152153192,0.27538988208444276,0.2754582484725051,0.5006473064422607,0.31003707292006405,0.19991136420826228,0.11389601892395189,0.007209210075795677,1.695825674229127,0.0054669718169710274,0.008897786419008562,0.005639543436820449
15.0,0.640911605578305,0.6184573847366756,109.8288,54.9144,1.0,0.34378488236103705,0.5577149225607941,0.11487379618556048,0.2619295544635548,0.2176249483339182,0.2882786146551465,2.293852775650704,0.31903132596564154,0.684051062417988,0.6560912478667815,0.21275110541604905,1.8679415437523104,0.2705401724920563,0.2772059832578565,0.5366666316986084,0.34330182287944594,0.21982633203558005,0.11389601892395189,0.006850581027919535,1.7109713410463883,0.004652626687376512,0.009016094052220546,0.004578808734800549
16.0,0.6363997996223254,0.5438663311935749,117.15072,58.57536,1.0,0.33494295191474444,0.555799248346172,0.11487379618556048,0.26496798186023013,0.21217538177191372,0.28947617797753455,2.3226709510910655,0.32256134116057483,0.6856977464288043,0.6563898746204356,0.21067296596469798,1.8496956079330906,0.270362765229295,0.27539903724347603,0.520440399646759,0.3345563149849244,0.21476464330422593,0.11389601892395189,0.006628693801226973,1.7501507117267465,0.004452575159795793,0.00877894787334524,0.004779438655528683
17.0,0.6401175803040132,0.6287993919365943,124.47264,62.23632,1.0,0.32736571171264284,0.5594973240893955,0.11487379618556048,0.26499437787395747,0.20836508725378847,0.2904789645294647,2.3244782768182133,0.32343396096568344,0.6872987778823251,0.6545756505798926,0.20968053721196758,1.8409821448805055,0.2746800731261426,0.27518539646320594,0.49971774220466614,0.3265558697414138,0.211375926187822,0.11389601892395189,0.006364072124001124,1.7725422576404526,0.004293054271125841,0.008440629369307721,0.004525874389714813
18.0,0.6406115967231204,0.7385832011861246,131.79456,65.89728,1.0,0.33728084026971794,0.5634712663176016,0.11487379618556048,0.2675026308711123,0.21274194460060675,0.29035043576291336,2.344532424480929,0.3235509472846521,0.6876474504932997,0.6549663024631712,0.20947292177563837,1.8391592941936183,0.27139193285148056,0.27264188917214544,0.5264265537261963,0.3368413088261718,0.21561150330572276,0.11389601892395189,0.005915252742725374,1.7349480754910473,0.003828695417548243,0.008036922647194952,0.004500260081823809
19.0,0.6422630666749378,0.6240186864046455,139.11648,69.55824,1.0,0.3363922948619526,0.5708825247845415,0.11487379618556048,0.272979689129038,0.21350752017799973,0.288883367398763,2.388432154300929,0.3280321008517238,0.6911155539299587,0.6534374404057911,0.20542438509336017,1.8036133925850522,0.26750910259156135,0.2726207525061841,0.5381295084953308,0.33563527573481095,0.2168223755357229,0.11389601892395189,0.005459901934426817,1.6836698690640333,0.0034715985221954204,0.00750019202720123,0.004914525314331482
20.0,0.6408438678075943,0.7794961765999857,146.4384,73.2192,1.0,0.3153014602677152,0.555890602205806,0.11487379618556048,0.275775811123335,0.2013969077960508,0.2921239840990176,2.417981159196156,0.3308203753116403,0.6923071704130357,0.6534875378171454,0.20581678208220078,1.8070586138715188,0.2692837465564738,0.27308937017674884,0.5164914727210999,0.3142140699319237,0.20490466749987443,0.11389601892395189,0.005399681670079927,1.7517498973065813,0.0033992898740233747,0.00746866531540468,0.004552754585206236
21.0,0.6477455873667466,0.9686102404952857,153.76032,76.88016,1.0,0.31661215169603707,0.5427614035525794,0.11487379618556048,0.2770622639368909,0.19972851559043686,0.2991252088785912,2.4266984806352596,0.32907920430493237,0.6940119225081873,0.6518267684725043,0.20592465915750965,1.8080057679189392,0.2717967690220742,0.27416147421450354,0.5125988721847534,0.31521585150991427,0.20331299009231493,0.11389601892395189,0.005470615846501597,1.8546269795260741,0.0035194709116510205,0.007515260541973618,0.0046326950799253095
22.0,0.641946421148615,0.91522767512543,161.08224,80.54112,1.0,0.32480592561904814,0.5446297693389128,0.11487379618556048,0.27909562710542596,0.2055129180254303,0.29608323206664594,2.4466328292706283,0.3350615110007608,0.697350910160266,0.6502864613151353,0.20482564165722955,1.798356462256957,0.2692216702152827,0.27287643569355047,0.5129031538963318,0.3239285149797853,0.20981744359476584,0.11389601892395189,0.005277432158226862,1.8764579928392777,0.003179826839353892,0.0074897894085299375,0.004079815975742809
23.0,0.6467687790645914,1.1640232448050105,168.40416,84.20208,1.0,0.3160101737689418,0.5400939540051299,0.11487379618556048,0.2828893038544558,0.19941688878579672,0.29881119750637297,2.4750626679428755,0.33874753873857255,0.6994750883272304,0.6505773074087093,0.20423406707242298,1.7931624739999876,0.26832151300236406,0.272453127048643,0.5167022347450256,0.31534650818119436,0.20386631060561877,0.11389601892395189,0.005126389168912196,1.9087871693018315,0.0029445227074085182,0.0074411144957269425,0.0045690367950791625
24.0,0.6461140864256921,1.108842782235456,175.72608,87.86304,1.0,0.32652550588616985,0.5588331036858225,0.11487379618556048,0.2863464145991199,0.20669440124653757,0.29578634635529816,2.5070476239294703,0.33832776049039964,0.7014789944862257,0.6511012595683923,0.20590305138650553,1.8078160530262828,0.2696117499715359,0.27152691569800247,0.4984391927719116,0.32525320270637936,0.21141693111761625,0.11389601892395189,0.004767255732893926,1.858658118866515,0.002769630227353485,0.006892268329081832,0.005082645977332766
25.0,0.6418521949456951,1.1097186496832874,183.048,91.524,1.0,0.3235676427226828,0.5672996023467828,0.11487379618556048,0.28748096758859626,0.20406163593880533,0.29740551907413343,2.511713377776286,0.3407459603430385,0.7034823069441236,0.6499606649984596,0.20653046032987393,1.8133246647345405,0.26963136337039206,0.2728829184775451,0.5203515291213989,0.322880945486048,0.2091812623098282,0.11389601892395189,0.004785575360925028,1.944115520815103,0.0026401626298030796,0.007092817536719236,0.004190011746496029
26.0,0.6435217085501879,1.0716475455150014,190.36992,95.18496,1.0,0.31390556055535573,0.5630829051580618,0.11487379618556048,0.28835441752022967,0.19809050262186872,0.30761003807556125,2.5194286404895125,0.3356745746091653,0.7033751294431692,0.6483951585419927,0.20658701291722303,1.813821192952852,0.26928298161174874,0.271031694274162,0.5101484656333923,0.3127936958673998,0.2034475344151211,0.11389601892395189,0.004158661985178558,1.7640870596051172,0.002433595986559528,0.0060175619913707705,0.004605200428214971
27.0,0.6466104714835093,1.2325714429732544,197.69184,98.84592,1.0,0.3230144929272938,0.5396891822259375,0.11487379618556048,0.28992767433409,0.2032545666110155,0.30111585003103325,2.533246443624373,0.3333145429576534,0.7037741994688931,0.6478072292773288,0.20087817220156542,1.7636979246455604,0.26521638509604256,0.2702023726448011,0.5319139957427979,0.3221647492577341,0.20850892026563117,0.11389601892395189,0.004025899461248992,1.7777202808792936,0.0023519635724670285,0.005846313813026266,0.00419032166192448
28.0,0.6402766173193442,1.0840472959250051,205.01376,102.50688,1.0,0.3201463817826278,0.5319398817601403,0.11487379618556048,0.29388477362499343,0.20123416710939995,0.3059230038805315,2.568715198709677,0.3387527397010311,0.7070153399179009,0.6478363691042738,0.20291040392358145,1.7815407934412901,0.2660572528265576,0.27175620483820295,0.5435183644294739,0.31914979385462505,0.2070264104736247,0.11389601892395189,0.003753435932157397,1.7215765202026887,0.002113307917412908,0.00554815737257873,0.003925131882154613
29.0,0.6532127436281734,1.3849779064098926,212.33568,106.16784,1.0,0.32021533763785603,0.5537406412554319,0.11487379618556048,0.2959901526634677,0.2020485085382991,0.3065424705694657,2.589414701369148,0.3429405077954323,0.7083686915823163,0.6477906890999328,0.20270607199097126,1.779746771713923,0.26766063187788425,0.2694300518134715,0.5075061321258545,0.3193797856541916,0.20848210188942856,0.11389601892395189,0.0038119817484743527,1.8150384164655406,0.002124528140035923,0.00566635877527541,0.004654504106753067
30.0,0.6429973602771556,1.4764687263609344,219.6576,109.8288,1.0,0.32467744313760794,0.5624571549436208,0.11487379618556048,0.2940949220112473,0.20680833162536144,0.2996038690388197,2.5693192130105618,0.338797936073022,0.7080838407896646,0.6476401082284797,0.20339385560548526,1.785785469299773,0.26410026857654434,0.26849673202614377,0.5313593745231628,0.32340896422322174,0.21328780651513268,0.11389601892395189,0.0036624551694349142,1.8103260123971268,0.002049979637950105,0.005436774827179608,0.0044049110336906675
31.0,0.6495674873130544,1.6591249537863901,226.97952,113.48976,1.0,0.32132165548368036,0.5466265156419594,0.11487379618556048,0.2938705869018901,0.20438294115852912,0.30090430026704673,2.569673346420812,0.33978518075300185,0.7077166950548854,0.6470578764149066,0.2030675490872469,1.7829205182565215,0.26363531978413135,0.2687726566545831,0.5242368578910828,0.32025023500186367,0.21096781948213164,0.11389601892395189,0.003450458798564107,1.7722439238605148,0.0019088412146530444,0.005148908374619172,0.004303706196937465
32.0,0.6545594619383485,1.6831940143287223,234.30144,117.15072,1.0,0.31444328274083855,0.5515981753630927,0.11487379618556048,0.2969039146036766,0.1991813398074845,0.3043490905349722,2.5947599293387587,0.3389618654285993,0.7085018338154772,0.6491923122661001,0.20459134630512402,1.7962993635601012,0.26744462967373184,0.2696871628910464,0.5230787992477417,0.31275963353115144,0.20524256917918415,0.11389601892395189,0.0034218966498708956,1.8220686619497428,0.001846058893207133,0.005164245473057057,0.004148737231564752
33.0,0.6521543959589324,1.9665503859890976,241.62336,120.81168,1.0,0.3270192585406424,0.5798543666235529,0.11487379618556048,0.30093635672560887,0.20510264701299413,0.312827976639336,2.63018499720614,0.3475439971347369,0.7129536864979263,0.6460608977707104,0.20393357173999113,1.790524143571314,0.26494613472238665,0.27413288758880067,0.5276225209236145,0.32567166315857327,0.21201852864783272,0.11389601892395189,0.0030374682247609227,1.6747961677083367,0.0016797747952655658,0.0045410898413979685,0.004614033213574183
34.0,0.6508531073194541,1.560307221788562,248.94528,124.47264,1.0,0.3178457192768515,0.5748253799752157,0.11487379618556048,0.3034647814657709,0.2009624579917626,0.3094345208850039,2.6506832501508493,0.34713525809595946,0.714977470080939,0.6439892091782273,0.20109659368148994,1.7656156517267005,0.26415981198589894,0.269146926318849,0.5385856032371521,0.31672677055084086,0.2087569028985879,0.11389601892395189,0.003021412549038762,1.7224879214336397,0.0016242373881979301,0.0045729211991145605,0.0044654019222380775
35.0,0.6547315149528362,1.8709093354627968,256.2672,128.1336,1.0,0.33856001953123765,0.5754419379824994,0.11487379618556048,0.3045837519887569,0.21433557023964045,0.30606604519007247,2.6613453207379245,0.34528145719871767,0.7160140412642806,0.6430392909780636,0.20203714877560952,1.7738736672658353,0.26209378638721287,0.26818122470296385,0.5386123657226562,0.33782288274081496,0.22236046898737655,0.11389601892395189,0.003017651440415203,1.7744317278084054,0.0016201340226836075,0.004573119546931449,0.004503311565184093
36.0,0.6534836052945172,1.9025582381908812,263.58912,131.79456,1.0,0.32931927909625625,0.5742385862790863,0.11487379618556048,0.30440843917871596,0.20738015641080618,0.31029698586645,2.6581283833002916,0.3467111376373303,0.7153500279714229,0.6422687797400044,0.20216731188226605,1.7750164912897677,0.2657200811359026,0.26733605271415123,0.5611997246742249,0.3289977117013061,0.21569818509820657,0.11389601892395189,0.002986031253049145,1.8114160674995219,0.0015183168450903718,0.004623087553954394,0.0054194046624081215
37.0,0.6609324898084789,2.2655291166435703,270.91104,135.45552,1.0,0.3290364406330471,0.5600509664283313,0.11487379618556048,0.31016215527805435,0.2071168506638057,0.3067478307471558,2.706001252564078,0.3517342585559621,0.7166713147614303,0.6407154839000826,0.2015948424605966,1.7699902451832055,0.2614597240765465,0.2668262040083757,0.5507171750068665,0.3287940979477347,0.2155404115358861,0.11389601892395189,0.0028121632331830596,1.76375802471739,0.0014776636757068383,0.0042988493431616115,0.0035587744599226688
38.0,0.6571511379409818,2.209477703303149,278.23296,139.11648,1.0,0.3298505754365339,0.5593152356588975,0.11487379618556048,0.3098330898330538,0.20906853843259196,0.30141034172548226,2.704368922674777,0.3529000548425814,0.7186719358418346,0.6426833257794,0.20090070147009476,1.7638957302294798,0.25742777834892566,0.2667816587609602,0.5541320443153381,0.3300149023250402,0.2178218524859215,0.11389601892395189,0.0027748777872699916,1.7941019901390973,0.0013791165332687591,0.004327289967756501,0.00441301787944729
39.0,0.6615896286668022,2.8201559453617953,285.55488,142.77744,1.0,0.3236421535799598,0.5833593913995124,0.11487379618556048,0.3125535529112859,0.20456636169148723,0.3100814043382214,2.7274072788055292,0.3515120408718076,0.7204850324961021,0.6409608633299949,0.2012898623792484,1.767312538936494,0.25699436027866857,0.2652120467117394,0.5627379417419434,0.32323724850294344,0.21376485314243363,0.11389601892395189,0.002787834789772181,1.8549779556924477,0.001367346931982417,0.004367727126636149,0.003543583778251865
40.0,0.6582903320407778,2.746449957067212,292.8768,146.4384,1.0,0.33168374408982004,0.5707677300355127,0.11487379618556048,0.3132919269447874,0.21002548185891035,0.30807990291600557,2.7320582462113077,0.3534551881697175,0.7222903872904035,0.6398061631763043,0.20096491908563813,1.7644595569211419,0.2593100538031438,0.2649384316267012,0.5408624410629272,0.3317641080388953,0.2198043399440719,0.11389601892395189,0.0028985509266364726,1.9835229941181751,0.0013240876426148923,0.004646655943110815,0.006588839372401339
41.0,0.6656693355686947,2.8661345289549938,300.19872,150.09936,1.0,0.32338028244752687,0.55860326907037,0.11487379618556048,0.3136704084763256,0.20403554257014558,0.3160093906406676,2.7356683669299597,0.35464247007696503,0.7226181579844471,0.6388535342945644,0.20080814341224718,1.763083076207662,0.2602939526534276,0.2647416003238429,0.5363455414772034,0.3233150809481182,0.21345639226607746,0.11389601892395189,0.002664993641947277,1.8784081827152477,0.0012635018210899356,0.004219823562789881,0.004186580582248669
42.0,0.668726742339795,3.4713540880993365,307.52064,153.76032,1.0,0.34487441251809586,0.5868016367739138,0.11487379618556048,0.3137942648253945,0.2187406230839678,0.30842012180323786,2.732678650918034,0.352511059009384,0.7234366252339325,0.6400585828486443,0.20263809173718217,1.7791499092912384,0.2601744186046512,0.2684879886952426,0.5904930233955383,0.34420838236701534,0.22831499250544712,0.11389601892395189,0.0024186919427459383,1.7485571149627503,0.0012040344341381283,0.0037688430679503966,0.0035695984944037152
43.0,0.6597792051309403,2.833468290661931,314.84256,157.42128,1.0,0.31394935631682186,0.5600256600658776,0.11487379618556048,0.31981959041405056,0.19985615622912442,0.31499914044988575,2.788027729001556,0.3566582043377011,0.726258399560787,0.6409314725140152,0.2016073222785838,1.7700998172130717,0.26377556722923884,0.26869376357430963,0.5695290565490723,0.3150445610480531,0.21048805905515774,0.11389601892395189,0.002382959581515595,1.7688835527624178,0.0011697769608137456,0.0037274133862778246,0.0043073051065385705
44.0,0.6780876732434653,4.462605832672592,322.16448,161.08224,1.0,0.318087028326034,0.5701816186769391,0.11487379618556048,0.3217159518803679,0.2022487662196269,0.31832870797183066,2.8030791941704054,0.35784091429511083,0.7266796986907554,0.641256189577841,0.2016366691889713,1.770357481270734,0.2594522674354141,0.2682274247491639,0.585742712020874,0.31891429251092956,0.21291960970833915,0.11389601892395189,0.0024397635397174658,1.8588335883287073,0.0012109155480501265,0.0038030790393144415,0.004035781523115888
45.0,0.6744265838751206,3.6839034604798315,329.4864,164.7432,1.0,0.3130954166976775,0.566739782299878,0.11487379618556048,0.31767432143781926,0.19761985673708435,0.32227256178283326,2.759286947860225,0.3582932077927561,0.7280246108006132,0.6399463280028115,0.20347829780818344,1.7865268666154648,0.2608591599856408,0.2657029771123731,0.5768200755119324,0.3132224982815357,0.20776848373755386,0.11389601892395189,0.0024760736363716286,1.9355564451088867,0.0011598713218226922,0.003936146362457906,0.004568280284376762
46.0,0.679994801959338,5.636937564984871,336.80832,168.40416,1.0,0.3210585615788498,0.5791255814460222,0.11487379618556048,0.31981582845962847,0.2032976022285435,0.31754189136812466,2.7811141542482885,0.35750806304480354,0.7277612207025163,0.6399810272368782,0.20049395028666514,1.7603244800025406,0.25976059961964426,0.267003267003267,0.5573034286499023,0.32102230798870457,0.2136329762167912,0.11389601892395189,0.0021193220050340507,1.7006694609281112,0.001023154035049386,0.003331412761521973,0.004433641438676587
47.0,0.6664902191877342,3.4914958147117785,344.13024,172.06512,1.0,0.3227454320938595,0.5616838244822473,0.11487379618556048,0.3220761959527413,0.20345396624003467,0.3173939446131172,2.7987013510988477,0.35669676773364595,0.7295934284097009,0.6380810904409371,0.20246200035094003,1.7776038378138874,0.26159387663214767,0.26470980653769177,0.5338594317436218,0.3232181463834856,0.21419333736895324,0.11389601892395189,0.0020743901556974547,1.7042869791221165,0.0009968759934220587,0.0032635727149080795,0.004715521685664738
48.0,0.6803218735802574,5.11403336368075,351.45216,175.72608,1.0,0.30682734860230276,0.5487765023783677,0.11487379618556048,0.3234636120522387,0.19394919797227966,0.3251332717030178,2.8096068960495666,0.3634117977920435,0.7316634025780244,0.6372712366716665,0.20064712448330385,1.7616693399729404,0.26082794927016034,0.2671984047856431,0.5676479935646057,0.30823838983824825,0.20517443078118536,0.11389601892395189,0.0020245792835369963,1.7061005626819679,0.0009789038920372652,0.0031762052987405953,0.004257817123141441
49.0,0.6925778712983932,5.269538044375577,358.77408,179.38704,1.0,0.31558264418977755,0.5575957910514217,0.11487379618556048,0.32493591541314787,0.19947046833305157,0.3238168862830057,2.821284787334887,0.3622817245643741,0.7336875087433227,0.6369349992111415,0.20213394319776237,1.7747235163041717,0.25993604385564184,0.26481136135418154,0.5469152927398682,0.3170892040775911,0.21104063497321265,0.11389601892395189,0.001983269526625127,1.7123702080352814,0.0009571620495069164,0.003108791259043901,0.004652052214339844
50.0,0.685195696593041,5.499305175907021,366.096,183.048,1.0,0.3036961976392626,0.5691907127752036,0.11487379618556048,0.32604451201981255,0.19204370079558927,0.3262699185293232,2.829765682634915,0.36192642064814984,0.7349097120098391,0.63813650881983,0.20166791575176818,1.7706318241590286,0.2601071602532879,0.26502130160129284,0.5402474999427795,0.30441339625130304,0.2033485754596358,0.11389601892395189,0.0020027022906646793,1.771392381775513,0.0009594244964587423,0.003146633316343985,0.0035862729378289713
51.0,0.6882707613429806,4.950032623350015,373.41792,186.70896,1.0,0.31862564819422706,0.5685984624571201,0.11487379618556048,0.3282936221685139,0.20024088210329288,0.32164335675930955,2.8537624407552404,0.3642853007268366,0.7325631145456946,0.6363360891762033,0.20179908742484548,1.7717835033337406,0.26078755010610705,0.2671212570412096,0.5483450889587402,0.3188249255833697,0.21102229451060975,0.11389601892395189,0.0018840471732418105,1.703935432164144,0.0009024005588946731,0.0029604990127508816,0.0033939083748041462
52.0,0.686657503667025,4.096298212648528,380.73984,190.36992,1.0,0.32304691262149116,0.5722158237604225,0.11487379618556048,0.32695428067090737,0.20349292878167954,0.3216335056577979,2.8401572485771305,0.3645162005466692,0.7348800253499517,0.6372188803589988,0.20295510251726773,1.781933244328587,0.2581809975174904,0.26685750636132316,0.5704318284988403,0.3235199432888039,0.21467523379941442,0.11389601892395189,0.0018283746766808951,1.6911741545463883,0.0008493342611313571,0.002900534788983978,0.0035497648970607273
53.0,0.6830141108702298,3.8638278607891734,388.06176,194.03088,1.0,0.3076701480064518,0.5590175587231122,0.11487379618556048,0.3304609521900232,0.1944054123699738,0.32797038216498536,2.864422976430064,0.3665742412826442,0.736356925913422,0.63354863005416,0.19877783617323,1.7452571042536045,0.2590624631007203,0.2657853539746043,0.5828115940093994,0.30799756468732664,0.2064185856392048,0.11389601892395189,0.0017480236611375633,1.651887892265222,0.0008025448550781075,0.002777933004509372,0.005866509840368779
54.0,0.6932043516676419,5.087808187505214,395.38368,197.69184,1.0,0.3256046803974839,0.5749443847360817,0.11487379618556048,0.331893728247118,0.20592768075990234,0.3175679649252586,2.8791803592113894,0.36664900697103814,0.7367513133357221,0.6316579547536043,0.198078990362394,1.7391212812684074,0.2535301668806162,0.2611017425519955,0.5555463433265686,0.3251967737095255,0.2180138174522305,0.11389601892395189,0.0017449684189793945,1.6850777194731563,0.0008191952177483345,0.0027568616409129813,0.003819049765360093
55.0,0.6985950167771088,5.5262605477865305,402.7056,201.3528,1.0,0.3282084115526462,0.5839607020231671,0.11487379618556048,0.33187468339303816,0.20646094171741783,0.32140068792807014,2.8779370025073048,0.36403890616792073,0.738145885205568,0.6302201766169679,0.19767225054530724,1.7355501308372556,0.2546644844517185,0.261468562216034,0.5586916208267212,0.3275638666772338,0.21813824968841392,0.11389601892395189,0.0017641153939233348,1.738470438949662,0.0007999565397049049,0.0028133840103925375,0.005149189751828852
56.0,0.6835851609646053,5.182439938475757,410.02752,205.01376,1.0,0.3213221846687307,0.5803174822200061,0.11487379618556048,0.33134606417369017,0.20262326817478649,0.3230004436736007,2.8773385454197666,0.36230084568846543,0.7374059572285712,0.6330358845548828,0.1989165057936619,1.7464746149422308,0.2563648439229577,0.26066083027393394,0.5500583052635193,0.32148539665751497,0.2147101274329775,0.11389601892395189,0.001734338087685362,1.7458856496559747,0.0007969475708032809,0.0027498660036336694,0.005035147340955293
