round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc,fed_prevalence,fed_auprc_lift,fed_f1_best_threshold,fed_f1,fed_ece,fed_f1_best,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6884994763973212,0.11062726471604797,0.4589,3.66096,1.0,0.6545251502634545,0.2146270192877623,0.11460759015671221,1.8681009343272095,0.4983623127192605,0.269914743930891,0.3635306708541418,0.2853599506915553,0.22970219174646864,0.6550685930443209,0.20818163459980696,1.8278218726750173,0.2736300969739456,0.2775082971661986,0.5066348910331726,0.36391903477650095,0.22976397426651426,0.11389601892395189,0.031979540886126485,3.4821128749044874,0.030147096704802572,0.0333656397608951,0.01476616430472088
2.0,0.6564753028632319,0.24445157077141647,0.9178,7.32192,1.0,0.6611978851675223,0.2209078119466538,0.11460759015671221,1.9250138183371746,0.5074917727633416,0.2739479976600105,0.34874588567537324,0.2911428560721738,0.22021888033652004,0.6604209969595691,0.2160784546801659,1.897155464445522,0.28095634590222435,0.2825010041504887,0.5169917345046997,0.34901832109222036,0.22030905306402146,0.11389601892395189,0.02913411935712093,3.4264837412520137,0.033979002948647266,0.026080981913396625,0.01059245844610575
3.0,0.6456201832972879,0.33804603032542013,1.3767,10.98288,1.0,0.6632573089346789,0.22406707939250806,0.11460759015671221,1.9555775776273556,0.5429324896255774,0.27238671373785284,0.36063210407526497,0.2930130163092886,0.22955623415027196,0.6613726720829767,0.22021359520765035,1.933461742457271,0.27130364043115723,0.2842249657064472,0.5472220778465271,0.36053149917821187,0.2294624218688867,0.11389601892395189,0.027647718482596863,3.523755161104418,0.036745684997551036,0.021493125940136363,0.009507698912279565
4.0,0.6426451870412743,0.413045353085142,1.8356,14.64384,1.0,0.6673504552105309,0.22794462088017012,0.11460759015671221,1.9904458803273577,0.5507727212501942,0.27091002633223177,0.37203686363867067,0.2997569826747614,0.23699557449743808,0.6619611786224205,0.22221004099576747,1.9509904129672575,0.2652470346502288,0.28596724214254093,0.557603120803833,0.3720279028757786,0.23713384328360243,0.11389601892395189,0.02446723843287934,3.3177510230975713,0.02976049728283991,0.020758290492325804,0.009617941395433507
5.0,0.6501262154653064,0.4820124481091549,2.2945,18.3048,1.0,0.6687508788018093,0.23066585742320936,0.11460759015671221,2.013644162796752,0.5330136487348031,0.2826963431009091,0.3227901523741146,0.3003205554213312,0.20457485855081783,0.6639620004609162,0.2233541884652573,1.961035956966945,0.28021015761821366,0.28768382352941174,0.5330492258071899,0.3226061559419722,0.20480089464245108,0.11389601892395189,0.02169109657913613,3.250959389122727,0.022814696728974553,0.020852117666969497,0.010409075178788958
6.0,0.6457209464423854,0.4188287905652043,2.7534,21.96576,1.0,0.670643511943667,0.2323568004929798,0.11460759015671221,2.02643520686224,0.5220093968902828,0.2802473389387298,0.33542746502878656,0.30260762579571593,0.21158156444849796,0.6638605130446782,0.22321712588513254,1.9598325559927965,0.2822278603358705,0.2854421768707483,0.5158820152282715,0.33536826667499925,0.21189596563157892,0.11389601892395189,0.021644285327070436,3.4479464575370002,0.022041276595946117,0.021394712909236058,0.009312311617385171
7.0,0.6445829487883175,0.3688455546881482,3.2123,25.62672,1.0,0.6724396681482282,0.23472691715821814,0.11460759015671221,2.0462665208420168,0.5648186090789454,0.2781233813554713,0.3577268338502035,0.30276323542702793,0.22772401389490815,0.6641318321913416,0.2244214088936159,1.9704060863045754,0.27221876942200124,0.2835491871038854,0.552796483039856,0.3574267407979823,0.22809151404932632,0.11389601892395189,0.020072952720073086,3.4408424000957893,0.01885290181370779,0.02126233126419022,0.008943943928732677
8.0,0.6393324964702793,0.3930842238982303,3.6712,29.28768,1.0,0.674032693115991,0.23704054655321496,0.11460759015671221,2.063931547258564,0.5287716386451605,0.2856027697740295,0.33072407019600497,0.30382041119894004,0.20842364305810707,0.6645057682048998,0.22548797441705046,1.979770465617488,0.2783441837612087,0.2845562543675751,0.5205175876617432,0.3307034939698505,0.20910311888060415,0.11389601892395189,0.021821469029739374,4.032319060561349,0.02129248094835891,0.02239307795236972,0.009368076763320863
9.0,0.64378079886338,0.460796657127001,4.1301,32.94864,1.0,0.6757443307172373,0.23974908907527184,0.11460759015671221,2.092404057020448,0.5429809208884551,0.286090043186991,0.3375402842905938,0.3052851282668093,0.21267455701747207,0.6642588702913265,0.22586851495817944,1.983111588026543,0.2795621316011067,0.28499580888516346,0.5267902612686157,0.3375478946056872,0.21347385660479942,0.11389601892395189,0.024842844365987445,4.565840497365571,0.027154867582479376,0.022945041265746008,0.009626177361719784
10.0,0.6447573414345892,0.5747378912274367,4.589,36.6096,1.0,0.6775727361571275,0.2431052341460747,0.11460759015671221,2.117936264552688,0.5214708907405099,0.2852819509905323,0.3486772588797022,0.30295522105004574,0.21917421730483477,0.6629768183013574,0.22550671329393432,1.9799349917972517,0.2764819660939811,0.2844891320419933,0.5404468178749084,0.34878676301403216,0.22022977175206984,0.11389601892395189,0.023505600305391113,4.755363249678339,0.022779092912446033,0.024248948191794698,0.008751688476121013
11.0,0.6394109684944521,0.36839872363845105,5.0479,40.27056,1.0,0.6787987257466316,0.24345308958441317,0.11460759015671221,2.1173979539858165,0.5261422604766964,0.28677199996516917,0.3401580378324107,0.30505687093882583,0.21453111497596772,0.6639836357157196,0.2263816321819992,1.9876167255077957,0.2778308647873865,0.2849043231750531,0.5320683717727661,0.340441295962502,0.21595044803136845,0.11389601892395189,0.019303423894003132,4.193703875924257,0.018207478664040166,0.020394413299117484,0.010162247844557387
12.0,0.6356332808861312,0.4793347565037435,5.5068,43.93152,1.0,0.6790458050132077,0.24553715470577542,0.11460759015671221,2.135967137717149,0.5303793003233648,0.29001198082129087,0.326481160317342,0.3070763519826658,0.2078795419380305,0.6643045502956676,0.22650030974710778,1.9886587071874875,0.2761574074074074,0.28674631842178383,0.5341126918792725,0.3263286230966132,0.2097016976902335,0.11389601892395189,0.020996823276057924,4.919610857417865,0.018245967321277923,0.023817678575140992,0.009153965918204407
13.0,0.6496155460312696,0.8047159249442846,5.9657,47.59248,1.0,0.6825267557176822,0.24916794837312015,0.11460759015671221,2.164679033672761,0.5326352075442876,0.29028502694267155,0.3392639053947143,0.3093505056758215,0.2137760741787165,0.6631112480284184,0.22676572573056236,1.990989043102317,0.27641509433962264,0.285432516201747,0.5301874279975891,0.3393821156583211,0.21576232949786478,0.11389601892395189,0.02136133715818414,5.41388413992172,0.01324956003276102,0.029936958769910062,0.011530726646202223
14.0,0.6409422266721917,0.5591353285905748,6.4246,51.25344,1.0,0.6817992664285272,0.2509755763010399,0.11460759015671221,2.1786541405096265,0.5441281751442515,0.2867030354521424,0.33035144527973276,0.3103462737159386,0.20942016979467656,0.6627802938870767,0.22669682087672607,1.9903840627484182,0.27618621307072516,0.2840540540540541,0.5316641926765442,0.3305755165127661,0.21162376030049462,0.11389601892395189,0.018963285035721963,5.123642207870944,0.01043252880800948,0.028327350178003044,0.012401787865650726
15.0,0.6380628064087683,0.625032866141547,6.8835,54.9144,1.0,0.6840379253016584,0.25377435195490106,0.11460759015671221,2.2087187485986557,0.5341746472893733,0.29248194691017776,0.33014853284080864,0.3107146539774152,0.20761607963219939,0.6608823524539624,0.22388193519916327,1.9656695406417035,0.27438879658200804,0.2829600226821661,0.5275349617004395,0.3305930393359922,0.21019666197164616,0.11389601892395189,0.020092809416132323,5.90004059812054,0.014716452953863028,0.026346979559836343,0.009647393131407845
16.0,0.6438839749434528,0.593309263525146,7.3424,58.57536,1.0,0.6852625364991644,0.2541570239003676,0.11460759015671221,2.211198278814113,0.5525236021028875,0.2916130242418559,0.34317704281289113,0.3122993090313096,0.21581060829451407,0.659677818427404,0.22520777893474717,1.9773103666170972,0.2709996626560216,0.2832144299367344,0.527003288269043,0.3436392498016957,0.21831709075285746,0.11389601892395189,0.01676715790218156,5.294255642140342,0.011893123760960836,0.02280859744424307,0.009835357992062426
