round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_auprc_lift,fed_f1_best_threshold,fed_auroc,fed_ece,fed_f1,fed_prevalence,fed_brier,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
39.0,0.6381095329212076,1.3061575172530402,66.64704,66.64704,0.4559241291901578,0.24950220091503575,2.2119058431232195,0.5538479282823728,0.6881057233041068,0.33382540000432637,0.2928109393100661,0.1122718691000629,0.21146535510005787,0.3170381286064532,0.4715489999116016,0.10256199925053035,0.9004880084440068,0.16941618941789896,0.20457421804375336,0.47102177143096924,0.3938307969602799,0.25753436706441346,0.11389601892395189,0.004198306581376665,0.5413903584703803,0.004198306581376665,
40.0,0.6350459067736918,1.070384202725795,68.62848,68.62848,0.5412350858791136,0.26722179963742415,2.3909040475500243,0.5636526044732448,0.7030374686741079,0.3503268240224816,0.29665037243901593,0.1122718691000629,0.2188558564877429,0.33031964681485565,0.4864623793288643,0.10737083919442536,0.9427093256535738,0.17147756501857675,0.20502350315749487,0.48090213537216187,0.38933984858861675,0.25341843727187285,0.11389601892395189,0.005430179608396801,0.9181276188464835,,0.005430179608396801
41.0,0.6102647929862417,1.1144411635177136,68.62848,68.62848,0.0,0.2904191420584113,2.6294573630346503,0.5735498138536365,0.7205739757599388,0.3263493645787965,0.3124689563254771,0.1122718691000629,0.20293134891112202,0.3498874425105311,0.4864623793288643,0.10737083919442536,0.9427093256535738,0.17147756501857675,0.20502350315749487,0.48090213537216187,0.38933984858861675,0.25341843727187285,0.11389601892395189,0.0,0.0,,
42.0,0.5899011687449701,0.8935715891225036,70.60992,70.60992,0.5412350858791136,0.30130097154508173,2.755353013922439,0.5870374356897615,0.7270614500630719,0.33600002509307947,0.3153053274914922,0.1122718691000629,0.20802951313335452,0.35636896323168904,0.48626522744199663,0.10665065521813835,0.936386154895798,0.17037438958220294,0.2053759909931041,0.4805522561073303,0.39154756281724956,0.25535347994242896,0.11389601892395189,0.007461704444317765,1.3078230096725747,,0.007461704444317765
43.0,0.6421316589829845,1.5446195797249604,72.27904,72.27904,0.4559241291901578,0.25397681921606413,2.24867176406881,0.5503736387490475,0.6913482631137466,0.34013408568293285,0.2954619984612218,0.1122718691000629,0.2135212996884521,0.3208605926401804,0.48277895209969646,0.10534538133849043,0.9249259309829723,0.16965863640591572,0.20493942218080147,0.47968193888664246,0.3910750537635252,0.2551052439025468,0.11389601892395189,0.0035910294978086176,0.4923961549066007,0.0035910294978086176,
44.0,0.6388053812843174,1.1494942211666124,74.26048,74.26048,0.5412350858791136,0.27361572253679395,2.4433753010768555,0.5683302916731753,0.7078083646241073,0.3268124804326231,0.3065276838645472,0.1122718691000629,0.20330986125653616,0.333178530324326,0.47921387874990795,0.10405570779782383,0.9136026770812911,0.16864175022789427,0.20453409658806962,0.47820401191711426,0.39169425596180024,0.25562909397969835,0.11389601892395189,0.005070420436794485,0.9251762497005984,,0.005070420436794485
45.0,0.6078637554237178,0.9523484228922987,74.26048,74.26048,0.0,0.2867861477510727,2.6015595250312673,0.5545981848517476,0.7197269655921806,0.33190910835035936,0.3177790533030298,0.1122718691000629,0.2057038462524073,0.3508238248110841,0.47921387874990795,0.10405570779782383,0.9136026770812911,0.16864175022789427,0.20453409658806962,0.47820401191711426,0.39169425596180024,0.25562909397969835,0.11389601892395189,0.0,0.0,,
46.0,0.5893649599581182,1.2340312431182048,76.24192,76.24192,0.5412350858791136,0.30697532871929684,2.7971430134285398,0.5917377879703623,0.7322590998026232,0.3302668464885844,0.3213661854506166,0.1122718691000629,0.20353135521510843,0.3634426920659515,0.48965024125818996,0.10756559152106815,0.9444192390331874,0.17414539758592093,0.20463585242079277,0.48031607270240784,0.39131717701923974,0.25509543697937226,0.11389601892395189,0.006568484209531328,1.2395509978523478,,0.006568484209531328
47.0,0.6397688800410044,1.3184369345477875,77.91104,77.91104,0.4559241291901578,0.2552703441175248,2.2623260180156066,0.5805123336814797,0.691720904298192,0.3278185057889288,0.29813612401637024,0.1122718691000629,0.2070636272903804,0.3194134125880568,0.48450761397826203,0.10626532180311066,0.9330029513504222,0.17604667124227866,0.20484511154705964,0.48022204637527466,0.39323279970161057,0.25672422887687973,0.11389601892395189,0.0032600899094484565,0.47369240690022707,0.0032600899094484565,
48.0,0.6384962045322524,1.5382689760855572,79.89248,79.89248,0.5412350858791136,0.2690784394822618,2.4076025346026273,0.525330073417846,0.7076454274642391,0.3052747896382768,0.31338270069176277,0.1122718691000629,0.19143259513098823,0.3336934165639647,0.46433179766529,0.10000207131278442,0.8780119995199795,0.17054660185895795,0.20482862489160697,0.48068031668663025,0.3950200744175373,0.2587635028010322,0.11389601892395189,0.004966130838565024,0.971019669319503,,0.004966130838565024
49.0,0.6100770384315506,1.2968510270494806,79.89248,79.89248,0.0,0.2980527815687487,2.6990874660047433,0.5920988167997723,0.721168523832422,0.3275218124191943,0.3153018166517175,0.1122718691000629,0.203647355017829,0.3517887067107828,0.46433179766529,0.10000207131278442,0.8780119995199795,0.17054660185895795,0.20482862489160697,0.48068031668663025,0.3950200744175373,0.2587635028010322,0.11389601892395189,0.0,0.0,,
50.0,0.584095228379957,1.1542470224966266,81.87392,81.87392,0.5412350858791136,0.3108237410542555,2.846591649360202,0.5928650369653164,0.7339884340287296,0.33631880002997716,0.31187426646305666,0.1122718691000629,0.20936798062536788,0.3601787855031784,0.46383979640974243,0.09976973053718438,0.8759720618839224,0.16216707572038905,0.20451875282422052,0.4330882728099823,0.39310508249774234,0.25719167371625434,0.11389601892395189,0.006170702381623655,1.2512202661018819,,0.006170702381623655
51.0,0.6428529671594001,1.9235208526403642,83.54304,83.54304,0.4559241291901578,0.2605897799663698,2.310398257903449,0.5724775532325007,0.6938464921555426,0.34443985923592524,0.2932438657119373,0.1122718691000629,0.21740830164042516,0.32126759959764406,0.48290080727611184,0.10488068132217761,0.9208458935883106,0.16505246166263116,0.20451875282422052,0.43443921208381653,0.3892479628808989,0.25353796143869034,0.11389601892395189,0.0030819603067748537,0.4731801364105195,0.0030819603067748537,
52.0,0.634512137055413,1.2491704073060956,85.52448,85.52448,0.5412350858791136,0.27785859492019216,2.496937765162545,0.5526384892911562,0.7092038857027455,0.33897556852803684,0.3089958281193212,0.1122718691000629,0.2114278896689528,0.33292088676744447,0.5029928936470609,0.11221714868634591,0.9852596231767595,0.16922036953582695,0.20494369421989625,0.47909775376319885,0.3848000773786449,0.24957093644974523,0.11389601892395189,0.0048131553186132525,1.0106405328260735,,0.0048131553186132525
53.0,0.6056953611767958,0.9698076276057218,85.52448,85.52448,0.0,0.29716411235102086,2.689508172323412,0.5979032939263601,0.7235898925715504,0.3430332488813211,0.3036805822153448,0.1122718691000629,0.2144596218306553,0.35564282422028487,0.5029928936470609,0.11221714868634591,0.9852596231767595,0.16922036953582695,0.20494369421989625,0.47909775376319885,0.3848000773786449,0.24957093644974523,0.11389601892395189,0.0,0.0,,
54.0,0.5879603193835613,1.3682164021085568,87.50592,87.50592,0.5412350858791136,0.3146894951915646,2.862834112324034,0.5838364692098917,0.7344509587606252,0.3172063464530942,0.3209614629641955,0.1122718691000629,0.196633876710541,0.3622099036324295,0.4764867322929369,0.10274402609284516,0.9020861928584801,0.15486031181333054,0.20455813953488375,0.4795503616333008,0.387384463986403,0.2522401984597248,0.11389601892395189,0.005312478936235931,1.1621485854266211,,0.005312478936235931
55.0,0.6397129763016588,1.778503237411666,89.17504,89.17504,0.4559241291901578,0.26275667566294636,2.327158835892552,0.5806201161773344,0.6960458929674358,0.33241865791730885,0.3000048199104705,0.1122718691000629,0.20795823772383534,0.3209570650941385,0.4792378984005422,0.1039541809653444,0.9127112777730568,0.15577190542420027,0.20470762672597537,0.47906601428985596,0.3863691649965409,0.25128125306590193,0.11389601892395189,0.0030256669325980784,0.48899433808401227,0.0030256669325980784,
56.0,0.6378251057354931,1.8589363299143542,91.15648,91.15648,0.5412350858791136,0.27728240806733717,2.476235837840538,0.5318316629298308,0.713400840635577,0.33051719776580524,0.3124709936826383,0.1122718691000629,0.2063477671470314,0.33564001524469705,0.48675495724677886,0.10700838166195434,0.9395269709418341,0.1620637979019482,0.2046596619460941,0.47599491477012634,0.3860128532958814,0.25080610826465355,0.11389601892395189,0.004842193998074165,1.096544748870656,,0.004842193998074165
