round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best,fed_ece,fed_f1_best_threshold,fed_auroc,fed_auprc_lift,fed_prevalence,fed_auprc,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
33.0,0.6450346232188273,2.1815607805851,241.62336,120.81168,1.0,0.30431829775451436,0.3492859500601496,0.3198402302734389,0.5800123406257124,0.7123545109724623,2.639587326984302,0.11411127895266868,0.30131762295968323,0.2026242596341871,0.6476766020341457,0.21208494467639083,1.8620926936699997,0.2671180517636781,0.27410081561706107,0.5360506176948547,0.3212913675345172,0.211620876927029,0.11389601892395189,0.0035731859479765024,1.9630190774441871,0.0019081652550491277,0.005292223085220018,0.004880771868355336
34.0,0.6497540118234009,2.215430604287341,248.94528,124.47264,1.0,0.3126247522851748,0.35083920004298436,0.3048304161502409,0.5667156325756364,0.7158849009425795,2.652386308035249,0.11411127895266868,0.3031846228674504,0.1929800510274604,0.646305976013781,0.2123426604398444,1.8643554221295926,0.2703421593519526,0.2734018264840183,0.5306972861289978,0.30646110751621086,0.2022370848364816,0.11389601892395189,0.003198944542910739,1.8116565734308097,0.0017129879914145598,0.004742960879330046,0.00463921249947129
35.0,0.6535203427770837,2.374349306012026,256.2672,128.1336,1.0,0.2998289716585854,0.34898012725033,0.3311380247475847,0.5916666310385604,0.7145862202735649,2.648244100128171,0.11411127895266868,0.3021528693538363,0.2104968827993757,0.6452616733870653,0.20808258074658215,1.8269521859716484,0.26285714285714284,0.27334127930075486,0.548370361328125,0.333221484044861,0.22046228883339158,0.11389601892395189,0.0032434757927152485,1.891943483698924,0.0017134850428402308,0.004836101725687738,0.005369752194039035
36.0,0.663544259815457,3.2485022403457195,263.58912,131.79456,1.0,0.2981344145827447,0.34806077367750976,0.336296960690569,0.5938604870344036,0.7153945530372963,2.6612048847423617,0.11411127895266868,0.30404788020117474,0.2130210506200254,0.646455929412647,0.21006577781354374,1.8443645335295185,0.2625624299255937,0.2722187694220012,0.5749800205230713,0.33807139414535836,0.22278451985060632,0.11389601892395189,0.0032138956721826503,1.9312941263688117,0.0015311421425682876,0.004975794210377484,0.005255457121222568
37.0,0.6489644451656573,2.4045812290803346,270.91104,135.45552,1.0,0.31012285491804553,0.35282177718031615,0.3266584610814281,0.5894041745121565,0.7170660432634304,2.673948457404146,0.11411127895266868,0.30542310684170626,0.20528366645720908,0.6450127299128581,0.21050324992871652,1.848205511636619,0.26532686011064693,0.27130528586839264,0.5319988131523132,0.3284054978949521,0.2150237319905487,0.11389601892395189,0.0028762752635133853,1.7820167899244552,0.0014372628336257393,0.004383507354636074,0.003932987061647906
38.0,0.6540070553301464,3.1588525148067577,278.23296,139.11648,1.0,0.30325085383736666,0.3555454819365609,0.33810670648971647,0.5868152439901897,0.7192542667387918,2.725449304862678,0.11411127895266868,0.3099259495091117,0.2141793259383451,0.6425669547133959,0.20881235388162467,1.8333595489500665,0.2605981270768301,0.2710743801652893,0.5553842186927795,0.34064621086143904,0.22491092956027306,0.11389601892395189,0.0029035084489649468,1.8453517105444917,0.0014188461793911812,0.004462520489596893,0.004802036809888513
39.0,0.6539884597689453,2.709312005410594,285.55488,142.77744,1.0,0.3143491582772768,0.3576836343068174,0.3316254635634207,0.5703561261750211,0.7217293670237617,2.7173053353794505,0.11411127895266868,0.3108750162218248,0.20803404092407965,0.6430104899863155,0.2095028884610436,1.8394223998375938,0.26250135589543333,0.2697294250281849,0.5431668162345886,0.33345393798430945,0.21853458744107113,0.11389601892395189,0.002727752607266395,1.783116395909019,0.0013527200632366346,0.004175212977939835,0.004161006524770402
40.0,0.6536995851182386,2.6836470797447567,292.8768,146.4384,1.0,0.3061840059554855,0.3552549875331141,0.3328077566863658,0.5721958278840611,0.721663048099238,2.7173768261337012,0.11411127895266868,0.3105490491051274,0.21011941704516954,0.6427701303371,0.20908130963171956,1.8357209637970109,0.2660098522167488,0.27072656014470914,0.561521589756012,0.3352409480813361,0.2212839203575403,0.11389601892395189,0.0025701385713154433,1.7246922629665278,0.0012609759052202578,0.003943455786863872,0.005694339897143423
41.0,0.6595189441024197,3.4572360489599445,300.19872,150.09936,1.0,0.3093561587048318,0.3565755983057716,0.3247554420706271,0.5932542452549286,0.7248796991656422,2.7599676874814874,0.11411127895266868,0.3155573794919611,0.20461464205151544,0.6411387016106318,0.21028210092229305,1.8462638370415556,0.2646740307559021,0.271667662881052,0.5546425580978394,0.32716972943617373,0.21583847933145506,0.11389601892395189,0.002572925460634787,1.7717643260803015,0.001285726175867852,0.003929278865046603,0.0044168679528304245
42.0,0.6634592319430801,3.4747384011680977,307.52064,153.76032,1.0,0.3054398193611254,0.35875988265264985,0.3329949494681985,0.5901554343586063,0.7232613619613988,2.742461982544681,0.11411127895266868,0.31357906516369377,0.21076703591765952,0.6420788814362436,0.20846105080300792,1.8302751296530995,0.2641586587609896,0.2710365457146573,0.5453975200653076,0.3360151974918339,0.2223167123541556,0.11389601892395189,0.0026383008167623475,1.863238267932502,0.0012422285047488598,0.004110669717486813,0.005562728263670068
43.0,0.6605495117569197,3.305787100794729,314.84256,157.42128,1.0,0.3092159148218423,0.3557863909179186,0.327171547227516,0.5749532207640307,0.7246531637758522,2.7700946878235095,0.11411127895266868,0.31722328919769055,0.20676133003315625,0.6404641811289477,0.20905448180372424,1.8354854171269097,0.26208355367530406,0.26941205656164724,0.5308243036270142,0.3306880794215624,0.21884857517797113,0.11389601892395189,0.002568202547926178,1.8635832016689164,0.0012338690801158027,0.0039720941543043035,0.005909851775309684
44.0,0.6620359944771493,3.720348148489973,322.16448,161.08224,1.0,0.31359697226405353,0.365896711370041,0.32011355106813466,0.5960114959173453,0.7282856546401041,2.804975343097743,0.11411127895266868,0.3212476705966404,0.2025781062204817,0.6396895662201689,0.20886108661135827,1.8337874193022878,0.26294471811713194,0.2691009512120282,0.5626802444458008,0.32368659907820985,0.2149263770100222,0.11389601892395189,0.0023911445231810037,1.7818512438589096,0.001149435244272299,0.003693304907958146,0.00570735443723532
45.0,0.665146503021514,5.885052959114928,329.4864,164.7432,1.0,0.31751438471704085,0.3642642890408976,0.3149185365072646,0.5840104019301235,0.7288221504537201,2.8046208098962553,0.11411127895266868,0.32121457470095316,0.19778520666499116,0.6407976702595413,0.21046773602563956,1.847893701764663,0.2670077916036748,0.2723503498315626,0.5198347568511963,0.3188899015638348,0.2098237593640384,0.11389601892395189,0.0023577714215070756,1.8037990409520717,0.0011894640240265638,0.0035846985526368285,0.004662686337921056
46.0,0.6647236335452129,3.3241174207832658,336.80832,168.40416,1.0,0.3017985918526051,0.3662907479807309,0.34325928423382723,0.5952781596861608,0.7296591095891019,2.8503876257642276,0.11411127895266868,0.3261080490486036,0.217422383302037,0.637276708232626,0.20694307747605617,1.816947417751551,0.258454824952891,0.2669023420238621,0.5772923231124878,0.3468689795506266,0.23063573236523421,0.11389601892395189,0.0021304124977396155,1.6673208880147286,0.0010334797197350646,0.0032843884818271954,0.004836234762952755
47.0,0.6687057731105306,4.127788261787627,344.13024,172.06512,1.0,0.3023632769640319,0.36542531827922564,0.33665649769061623,0.598969890547528,0.7288297166815133,2.8288124633336427,0.11411127895266868,0.3236347766251433,0.2136263415470232,0.6380898374088012,0.2074917428450846,1.8217646657485576,0.25721202340125077,0.2685057471264367,0.5833069086074829,0.34050303114507474,0.2268271592725477,0.11389601892395189,0.002208120546920801,1.7658813773996371,0.0010842418999508678,0.0033913133989530576,0.004845419685250609
48.0,0.6641112501339939,3.9354680720630193,351.45216,175.72608,1.0,0.31540088998411275,0.36572664612870953,0.32150216370702034,0.5907623383225001,0.7294413354093104,2.8484475756439913,0.11411127895266868,0.32594667417431006,0.20421871022416335,0.637939218888993,0.20939088810507248,1.838439043641045,0.2605870248023394,0.26831847711134615,0.564594566822052,0.32505727953740426,0.21699587258480021,0.11389601892395189,0.0020635694336959614,1.6893194482890976,0.0010054530211587448,0.0031735981728117225,0.0060830479168615765
